id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,,
1400000US47105060700,,"Census Tract 607, Loudon County, Tennessee",14,17,6,0,0,29,0,16,22,22,22,0,290,19,26,31,24,2,10,0,19,30,22,56,51,206,15,0,22,28,0,36,0,8,7,22,6,62,202.66,148.84,95.5,197,644,,
1400000US47111970100,,"Census Tract 9701, Macon County, Tennessee",49,31,35,5,104,35,0,0,28,11,9,0,391,57,43,115,20,26,0,0,16,39,12,63,0,314,43,29,3,0,22,12,0,21,123,4,48,9,480.16,280.84,122,129,1012,,
1400000US47111970200,,"Census Tract 9702, Macon County, Tennessee",40,16,33,36,161,0,0,0,207,111,23,0,434,0,16,33,15,0,15,0,0,259,52,0,44,575,0,0,0,15,0,0,0,0,361,149,0,50,257.13,536.37,725.5,117,1636,,
1400000US47111970300,,"Census Tract 9703, Macon County, Tennessee",156,12,114,37,59,85,0,61,184,16,0,16,686,45,27,117,32,64,54,0,51,227,42,12,15,657,18,49,62,104,58,56,43,0,100,123,30,14,832.73,726.77,436.5,87,2083,,
1400000US47111970400,,"Census Tract 9704, Macon County, Tennessee",13,11,0,88,0,44,0,22,78,26,0,37,239,0,16,0,93,0,0,0,0,94,0,0,36,272,0,0,0,21,37,0,0,0,27,78,72,37,254.21,190.29,203.5,182,830,,
1400000US47113000100,,"Census Tract 1, Madison County, Tennessee",35,9,34,30,0,0,0,58,33,0,0,9,256,75,12,16,67,0,0,0,0,76,0,0,10,226,47,0,16,70,0,38,0,0,44,11,0,0,411,172.5,87.5,19,690,,
1400000US47113001000,,"Census Tract 10, Madison County, Tennessee",132,25,14,19,8,0,14,6,11,0,0,0,168,69,6,49,36,8,0,0,0,0,0,0,0,204,31,0,72,34,18,2,0,0,25,9,13,0,498.22,62.78,27,13,601,,
1400000US47113001100,,"Census Tract 11, Madison County, Tennessee",88,30,0,0,0,0,0,0,0,0,0,0,54,0,51,0,0,3,0,0,0,0,0,0,0,37,8,29,0,0,0,0,0,0,0,0,0,0,206.99,2.01,0,0,209,,
1400000US47113001300,,"Census Tract 13, Madison County, Tennessee",0,94,0,16,28,32,83,0,0,0,0,0,440,17,75,0,16,42,12,57,0,129,54,25,13,492,38,10,44,0,0,19,0,0,279,46,56,0,333.1,453.9,304,94,1185,,
1400000US47113001401,,"Census Tract 14.01, Madison County, Tennessee",16,0,0,0,0,0,0,0,0,0,17,0,129,45,0,12,0,4,0,0,0,39,0,29,0,247,0,7,0,0,0,6,0,0,222,0,12,0,81.32,139.18,130.5,58,409,,
1400000US47113001402,,"Census Tract 14.02, Madison County, Tennessee",20,0,0,2,0,0,0,0,69,19,12,0,213,29,0,0,0,0,14,0,0,77,53,3,37,167,19,0,39,0,0,13,12,0,24,25,0,35,109,124,182,87,502,,
1400000US47113001501,,"Census Tract 15.01, Madison County, Tennessee",53,45,72,11,24,15,0,11,182,66,0,7,636,280,48,0,0,20,48,0,80,117,0,35,8,347,47,40,52,15,10,66,0,28,41,21,0,27,680.82,454.18,257,77,1469,,
1400000US47113001502,,"Census Tract 15.02, Madison County, Tennessee",0,0,0,47,46,0,0,0,79,151,96,14,282,36,0,0,61,46,23,0,0,62,31,0,23,595,77,159,12,46,0,0,0,0,152,65,64,20,468.36,231.14,393.5,217,1310,,
1400000US47113001603,,"Census Tract 16.03, Madison County, Tennessee",45,0,28,6,0,10,0,0,41,16,17,26,185,53,0,15,0,5,10,13,0,16,35,33,5,147,5,0,0,0,5,9,0,0,29,49,6,44,155.3,91.7,143,131,521,,
1400000US47113001604,,"Census Tract 16.04, Madison County, Tennessee",0,7,0,34,14,0,0,11,20,7,22,30,262,0,7,0,62,14,0,0,25,44,17,0,93,176,0,0,0,0,0,0,0,35,45,15,45,36,119.24,144.26,93.5,226,583,,
1400000US47113001605,,"Census Tract 16.05, Madison County, Tennessee",0,0,14,60,0,0,0,13,38,9,0,12,21,5,0,0,0,0,0,0,0,16,0,0,0,133,23,0,18,0,0,0,0,0,40,16,22,14,120,60,72,48,300,,
1400000US47113001606,,"Census Tract 16.06, Madison County, Tennessee",120,108,0,0,68,0,24,0,203,140,24,25,847,0,71,0,0,0,54,0,27,302,22,131,240,589,0,0,0,0,62,0,0,0,150,86,136,155,341.9,519.6,575.5,711,2148,,
1400000US47113001607,,"Census Tract 16.07, Madison County, Tennessee",240,0,0,0,41,0,92,0,65,40,141,32,505,87,46,0,54,27,17,0,0,127,33,55,59,469,142,33,0,0,0,0,68,0,99,7,70,50,624.44,368.06,225.5,407,1625,,
1400000US47113001608,,"Census Tract 16.08, Madison County, Tennessee",0,31,0,0,0,0,0,0,6,7,12,29,166,0,11,15,22,18,30,0,0,28,8,7,27,141,0,3,0,11,7,0,0,0,25,19,22,54,101.25,76.25,63.5,151,392,,
1400000US47113001609,,"Census Tract 16.09, Madison County, Tennessee",0,0,0,0,0,0,5,0,31,9,0,34,96,0,0,0,0,0,0,0,0,5,19,28,44,92,0,0,0,0,6,0,0,6,0,32,17,31,1.98,33.02,78,154,267,,
1400000US47113001610,,"Census Tract 16.10, Madison County, Tennessee",0,0,0,8,101,0,18,19,8,87,61,243,532,0,0,0,0,46,0,0,0,14,81,61,330,818,10,53,0,0,89,0,10,0,23,56,234,343,148.88,227.62,246.5,1272,1895,,
1400000US47113001700,,"Census Tract 17, Madison County, Tennessee",15,0,4,0,0,0,0,0,3,7,6,0,101,19,0,25,0,6,0,4,0,4,34,0,9,66,7,0,7,12,3,0,0,5,13,4,0,15,91.97,25.03,55,30,202,,
1400000US47113001800,,"Census Tract 18, Madison County, Tennessee",0,0,12,0,0,0,0,49,21,2,13,16,233,0,0,87,22,8,9,0,0,27,25,38,17,241,3,0,0,25,3,18,0,13,28,88,53,10,152.63,134.37,153,147,587,,
1400000US47113001900,,"Census Tract 19, Madison County, Tennessee",0,71,12,0,33,90,22,0,148,8,24,0,220,0,0,9,0,0,52,30,8,75,8,27,11,290,9,0,0,29,8,20,9,0,115,56,17,27,143.53,427.47,241,106,918,,
1400000US47113000200,,"Census Tract 2, Madison County, Tennessee",195,35,76,60,0,41,0,0,128,28,0,53,424,161,49,36,0,0,23,0,0,86,36,0,33,590,144,22,10,11,0,45,0,27,133,30,45,123,799,309.5,267.5,254,1630,,
1400000US47113000300,,"Census Tract 3, Madison County, Tennessee",158,139,0,17,59,19,11,11,59,7,19,14,199,65,0,0,21,11,26,5,3,42,0,22,4,220,0,0,11,0,15,15,15,14,56,13,21,60,439.05,254.45,98.5,140,932,,
1400000US47113000400,,"Census Tract 4, Madison County, Tennessee",8,36,26,53,0,0,31,30,7,2,0,0,466,171,107,12,62,0,28,73,13,0,0,0,0,403,102,131,0,0,26,74,0,46,0,0,23,1,716.58,315.92,5.5,24,1062,,
1400000US47113000500,,"Census Tract 5, Madison County, Tennessee",172,95,30,0,16,0,0,0,8,0,0,0,220,34,0,0,9,17,91,0,0,9,39,21,0,445,151,26,0,102,21,101,0,0,19,0,0,25,636.82,246.18,57,46,986,,
1400000US47113000600,,"Census Tract 6, Madison County, Tennessee",23,20,15,0,15,0,22,4,6,0,8,25,140,36,20,0,18,5,10,0,0,6,4,4,37,152,48,0,0,5,2,19,25,0,1,32,1,19,192.26,101.24,42.5,94,430,,
1400000US47113000700,,"Census Tract 7, Madison County, Tennessee",9,40,3,12,0,15,14,12,36,0,36,0,162,4,25,3,6,26,3,14,15,0,18,41,7,46,9,8,0,0,0,13,0,0,0,7,0,9,127.58,121.42,43,93,385,,
1400000US47113000800,,"Census Tract 8, Madison County, Tennessee",14,9,17,12,5,0,0,0,0,0,0,0,46,29,0,17,0,0,0,0,0,0,0,0,0,59,43,0,16,0,0,0,0,0,0,0,0,0,158.65,3.35,0,0,162,,
1400000US47113000900,,"Census Tract 9, Madison County, Tennessee",23,37,86,50,0,0,0,0,0,0,0,6,209,68,27,51,44,0,0,0,0,0,12,1,6,268,76,48,70,15,9,29,0,0,0,12,3,6,597.97,35.03,24,22,679,,
1400000US47115050101,,"Census Tract 501.01, Marion County, Tennessee",86,0,0,51,0,0,11,12,83,27,9,0,221,7,4,24,12,0,0,0,0,95,36,30,13,282,0,4,26,62,0,0,11,0,98,4,58,19,276,172,205,129,782,,
1400000US47115050102,,"Census Tract 501.02, Marion County, Tennessee",32,76,0,0,6,15,0,50,146,100,0,25,518,51,179,24,0,21,0,0,41,68,65,8,61,305,10,40,4,6,0,0,9,0,103,77,38,18,430.91,291.59,400.5,150,1273,,
1400000US47115050201,,"Census Tract 502.01, Marion County, Tennessee",96,16,0,29,11,10,0,0,88,24,41,47,190,15,10,24,8,10,18,0,0,7,28,62,8,406,16,0,0,7,30,0,0,55,178,38,74,8,237.83,253.67,226.5,240,958,,
1400000US47115050202,,"Census Tract 502.02, Marion County, Tennessee",0,0,16,7,13,16,0,0,142,90,83,20,340,21,0,0,30,30,39,0,0,119,78,23,0,416,103,17,56,30,55,34,0,0,62,0,21,38,312.34,316.16,329.5,185,1143,,
1400000US47115050301,,"Census Tract 503.01, Marion County, Tennessee",73,156,0,9,13,12,3,18,31,39,10,4,321,7,14,49,29,31,20,0,33,41,28,37,32,506,53,30,35,17,99,25,0,51,97,23,36,40,519.19,342.31,174.5,159,1195,,
1400000US47115050302,,"Census Tract 503.02, Marion County, Tennessee",7,0,10,17,7,0,0,17,0,2,2,8,200,9,58,12,0,7,0,0,0,26,50,26,12,268,28,46,21,0,9,0,0,12,13,43,47,49,215.59,63.91,114.5,144,538,,
1400000US47117955000,,"Census Tract 9550, Marshall County, Tennessee",42,0,15,16,6,26,23,11,55,164,5,41,804,88,0,45,0,13,56,27,33,159,163,140,80,738,59,14,16,26,103,72,9,65,64,157,61,92,361.26,542.74,623,419,1946,,
1400000US47117955100,,"Census Tract 9551, Marshall County, Tennessee",0,14,20,12,64,22,0,17,79,160,68,60,341,0,0,40,16,31,9,0,31,84,35,73,22,358,0,0,57,20,0,8,0,25,146,78,24,0,210.35,330.15,427.5,247,1215,,
1400000US47117955200,,"Census Tract 9552, Marshall County, Tennessee",60,0,24,0,48,0,23,41,0,65,0,43,464,0,0,12,0,126,71,44,12,91,41,67,0,449,102,16,18,0,51,0,0,76,87,52,28,19,306.25,506.75,247,157,1217,,
1400000US47117955300,,"Census Tract 9553, Marshall County, Tennessee",100,44,64,8,23,69,0,17,20,79,0,0,390,19,106,21,114,0,56,0,0,46,0,8,20,495,138,7,0,138,0,56,0,16,130,10,0,0,766.59,327.41,187,28,1309,,
1400000US47117955400,,"Census Tract 9554, Marshall County, Tennessee",11,5,0,18,62,10,19,0,18,89,0,0,370,60,12,17,45,0,15,44,0,118,51,0,8,294,35,7,7,45,0,12,20,0,53,61,15,39,282.46,256.04,295.5,62,896,,
1400000US47117955500,,"Census Tract 9555, Marshall County, Tennessee",46,3,0,15,31,39,0,0,28,41,55,21,271,74,4,3,11,8,23,0,8,81,28,0,31,374,18,26,9,16,11,26,11,4,98,72,28,55,241.5,248,244.5,190,924,,
1400000US47119010100,,"Census Tract 101, Maury County, Tennessee",0,12,0,9,0,8,0,20,53,45,0,0,357,0,12,73,14,0,45,0,8,61,49,21,74,299,0,39,32,27,12,12,0,0,32,38,36,71,221.96,174.04,205,202,803,,
1400000US47119010201,,"Census Tract 102.01, Maury County, Tennessee",0,43,39,0,0,0,22,27,100,108,0,38,608,0,0,0,0,69,0,0,27,112,138,158,104,700,0,114,0,0,40,11,0,60,246,128,67,34,231.97,449.03,603,401,1685,,
1400000US47119010202,,"Census Tract 102.02, Maury County, Tennessee",62,85,0,0,0,164,35,85,104,78,256,302,802,37,0,0,0,0,15,0,53,243,228,59,167,497,14,0,0,61,21,0,0,26,148,90,96,41,265.93,639.57,643.5,921,2470,,
1400000US47119010301,,"Census Tract 103.01, Maury County, Tennessee",19,2,18,44,0,0,0,0,125,208,116,82,556,0,0,0,0,0,0,0,23,228,151,101,53,534,0,0,0,0,0,0,0,36,193,65,98,142,83,332,697,592,1704,,
1400000US47119010302,,"Census Tract 103.02, Maury County, Tennessee",0,0,0,0,0,0,0,0,161,36,24,25,181,9,0,0,16,0,0,0,0,46,37,30,43,250,24,0,0,7,0,0,0,6,8,69,44,92,56,113.5,249.5,258,677,,
1400000US47119010400,,"Census Tract 104, Maury County, Tennessee",0,36,17,10,21,21,0,20,117,18,71,0,589,0,109,15,114,85,70,0,0,177,0,19,0,730,157,0,0,39,41,88,0,0,201,160,23,21,545.51,544.99,425.5,134,1650,,
1400000US47119010500,,"Census Tract 105, Maury County, Tennessee",53,102,103,103,36,25,0,13,32,0,12,14,267,56,59,0,31,22,14,0,12,55,8,0,10,303,16,45,0,72,12,14,0,11,89,12,14,18,663.1,223.9,108,68,1063,,
1400000US47119010600,,"Census Tract 106, Maury County, Tennessee",66,0,104,86,29,40,0,0,96,95,0,41,483,52,22,0,31,190,12,36,46,42,20,10,22,478,42,0,48,93,59,32,17,67,37,25,20,38,635.74,523.76,227.5,131,1518,,
1400000US47119010700,,"Census Tract 107, Maury County, Tennessee",126,0,37,12,0,21,32,0,76,15,22,0,360,33,31,46,12,0,0,140,0,77,0,21,0,311,6,63,62,16,0,91,33,0,40,0,0,0,444,413.5,111.5,43,1012,,
1400000US47119010801,,"Census Tract 108.01, Maury County, Tennessee",0,9,31,0,8,0,19,0,120,32,15,48,264,0,0,0,0,10,32,41,0,73,55,23,30,227,0,0,0,12,0,8,0,0,101,57,11,38,57.94,259.06,291,165,773,,
1400000US47119010802,,"Census Tract 108.02, Maury County, Tennessee",27,137,58,118,35,85,40,22,265,73,0,0,685,0,201,36,0,37,32,0,18,193,135,0,33,582,24,116,39,15,10,0,0,23,274,29,24,28,798.06,640.94,603,85,2127,,
1400000US47119010900,,"Census Tract 109, Maury County, Tennessee",24,0,0,0,88,22,0,0,147,0,0,22,214,9,0,18,0,23,11,0,0,107,17,19,10,266,7,10,0,10,55,11,0,21,91,18,24,19,132.78,348.72,207.5,94,783,,
1400000US47119011001,,"Census Tract 110.01, Maury County, Tennessee",0,0,0,25,39,0,0,0,0,59,9,22,222,0,0,0,9,33,30,0,0,48,37,0,65,330,25,0,6,31,34,21,0,49,67,16,15,66,130.98,228.52,169.5,177,706,,
1400000US47119011002,,"Census Tract 110.02, Maury County, Tennessee",27,39,18,0,78,46,0,0,48,32,0,39,360,0,107,25,0,70,52,0,38,43,0,11,14,530,78,80,0,0,25,67,0,53,98,54,11,64,431.09,466.41,180.5,139,1217,,
1400000US47119011101,,"Census Tract 111.01, Maury County, Tennessee",0,0,0,0,15,0,0,0,39,78,19,138,324,0,0,0,0,19,0,0,4,37,63,45,156,400,24,0,44,6,0,0,0,9,133,49,17,118,85.22,140.28,294.5,493,1013,,
1400000US47119011102,,"Census Tract 111.02, Maury County, Tennessee",35,0,0,12,0,21,0,0,38,47,0,111,288,40,0,8,11,0,17,0,0,62,46,0,104,191,0,0,0,0,0,9,0,24,8,22,0,128,106,125,169,343,743,,
1400000US47119011200,,"Census Tract 112, Maury County, Tennessee",0,0,0,0,32,0,0,47,59,40,0,0,285,0,0,0,70,20,0,0,0,63,21,68,43,326,0,0,0,18,0,13,0,0,70,56,75,94,105.16,190.84,213,280,789,,
1400000US47107970101,,"Census Tract 9701.01, McMinn County, Tennessee",125,0,21,0,39,0,77,0,82,68,43,0,362,0,0,47,0,27,0,51,0,138,45,54,0,333,12,0,47,24,21,0,0,0,132,89,8,0,304.71,362.29,378,105,1150,,
1400000US47107970102,,"Census Tract 9701.02, McMinn County, Tennessee",71,9,14,4,0,4,0,17,128,103,112,0,371,56,0,0,3,7,16,0,25,64,122,61,17,644,22,4,0,41,4,16,0,0,243,155,141,18,227.63,302.87,597.5,349,1477,,
1400000US47107970200,,"Census Tract 9702, McMinn County, Tennessee",264,26,87,15,158,27,71,0,15,22,0,16,430,172,53,74,0,22,19,35,23,7,25,0,0,460,80,48,22,57,62,21,43,70,28,29,0,0,977.86,496.14,101,16,1591,,
1400000US47107970300,,"Census Tract 9703, McMinn County, Tennessee",0,0,14,35,0,0,10,116,15,30,0,0,120,21,0,9,0,0,0,0,30,25,14,0,21,288,59,29,24,0,0,0,39,0,90,0,7,40,191,260,109,68,628,,
1400000US47107970401,,"Census Tract 9704.01, McMinn County, Tennessee",21,29,17,14,7,25,26,0,40,15,12,20,219,30,0,24,12,7,0,15,0,47,11,32,41,195,37,0,15,26,0,11,0,0,8,7,63,28,229.62,133.88,80.5,196,640,,
1400000US47107970402,,"Census Tract 9704.02, McMinn County, Tennessee",17,11,27,0,0,0,0,0,83,0,0,18,262,16,0,0,0,0,17,0,0,72,35,99,23,475,0,0,0,55,0,0,0,0,105,0,88,227,126,147,165,455,893,,
1400000US47107970500,,"Census Tract 9705, McMinn County, Tennessee",80,4,0,38,4,0,23,0,7,29,0,0,272,92,20,26,10,10,24,18,8,45,3,7,9,317,66,26,11,55,0,0,19,4,56,40,0,40,432.62,159.38,126,56,774,,
1400000US47107970600,,"Census Tract 9706, McMinn County, Tennessee",42,0,52,49,32,0,0,30,32,43,42,46,394,46,0,42,33,63,49,16,0,34,43,42,26,381,92,15,115,0,0,0,0,0,68,85,6,0,517.35,225.65,238,162,1143,,
1400000US47107970700,,"Census Tract 9707, McMinn County, Tennessee",15,20,9,19,35,54,0,0,54,49,0,0,389,22,42,8,50,59,36,0,0,33,93,7,39,363,67,19,0,0,30,52,0,0,44,71,0,80,311.92,290.58,278.5,126,1007,,
1400000US47107970800,,"Census Tract 9708, McMinn County, Tennessee",91,0,46,0,0,26,14,59,112,29,19,5,392,36,52,0,4,3,46,28,4,150,7,62,0,862,65,92,55,15,0,18,0,43,287,245,42,0,456.99,514.51,555.5,128,1655,,
1400000US47109930100,,"Census Tract 9301, McNairy County, Tennessee",8,54,7,3,6,35,0,6,63,51,27,0,236,15,51,17,6,12,10,6,15,80,0,18,6,356,42,75,48,59,0,0,11,13,32,55,10,11,390.94,195.56,193.5,72,852,,
1400000US47109930200,,"Census Tract 9302, McNairy County, Tennessee",0,19,15,16,16,0,6,5,37,15,0,9,158,19,16,13,9,14,12,0,0,27,25,0,23,132,0,11,2,4,16,13,0,5,34,41,5,1,139.18,120.82,130,38,428,,
1400000US47109930300,,"Census Tract 9303, McNairy County, Tennessee",30,0,37,51,0,7,0,20,9,0,3,0,140,36,0,22,12,0,0,3,0,50,2,6,9,156,18,0,21,9,2,0,3,0,40,27,5,31,236.66,83.84,78.5,54,453,,
1400000US47109930400,,"Census Tract 9304, McNairy County, Tennessee",9,59,17,14,15,8,0,17,98,0,0,27,250,12,87,11,23,0,3,0,18,35,44,0,17,148,19,2,5,6,16,6,0,1,69,0,2,22,274.23,174.77,145,68,662,,
1400000US47109930500,,"Census Tract 9305, McNairy County, Tennessee",26,46,17,44,0,42,0,0,182,33,18,0,536,0,0,36,0,0,52,0,52,190,88,54,64,590,42,158,12,0,45,20,30,21,103,111,0,48,395.85,484.65,469.5,184,1534,,
1400000US47109930600,,"Census Tract 9306, McNairy County, Tennessee",19,0,36,2,56,36,3,10,38,19,20,59,398,0,6,20,24,135,27,44,1,16,73,5,47,445,45,12,44,33,139,28,1,48,38,36,0,21,349.9,465.1,174,152,1141,,
1400000US47109930700,,"Census Tract 9307, McNairy County, Tennessee",1,15,3,8,3,6,0,3,21,84,2,0,144,8,0,9,8,20,0,8,0,26,60,5,0,253,15,28,0,9,5,9,0,0,91,0,30,66,113.24,113.76,213,103,543,,
1400000US47121960100,,"Census Tract 9601, Meigs County, Tennessee",58,21,0,0,0,0,0,0,36,0,0,23,133,48,8,0,8,0,0,0,0,51,7,0,11,261,23,40,0,32,7,0,16,0,100,22,21,0,240.31,114.19,122.5,55,532,,
1400000US47121960200,,"Census Tract 9602, Meigs County, Tennessee",39,37,46,0,9,0,0,50,127,15,43,30,303,25,46,14,16,29,0,6,8,36,59,29,35,439,57,24,30,39,6,7,0,8,28,100,74,66,387.52,203.98,269.5,277,1138,,
1400000US47121960300,,"Census Tract 9603, Meigs County, Tennessee",41,0,0,0,57,16,17,0,38,0,0,5,170,0,0,0,0,38,0,17,0,42,50,0,23,359,55,11,6,0,59,0,17,0,60,126,0,25,163.82,240.18,246,53,703,,
1400000US47123925000,,"Census Tract 9250, Monroe County, Tennessee",26,67,20,40,52,4,18,0,179,33,16,12,612,25,53,13,89,37,77,4,8,126,157,17,6,517,28,75,3,3,15,72,0,0,86,108,50,77,476.32,448.18,493.5,178,1596,,
1400000US47123925100,,"Census Tract 9251, Monroe County, Tennessee",121,33,14,0,267,20,0,21,259,15,16,0,502,134,58,22,0,83,20,0,14,99,61,0,11,469,0,0,65,26,61,0,32,13,186,21,27,38,608.63,667.37,369,92,1737,,
1400000US47123925200,,"Census Tract 9252, Monroe County, Tennessee",0,32,43,9,30,13,16,0,53,51,15,0,442,94,0,14,85,15,0,0,0,139,43,36,16,255,0,81,0,15,28,9,0,0,50,43,11,18,397.09,207.91,258,96,959,,
1400000US47123925300,,"Census Tract 9253, Monroe County, Tennessee",0,89,101,0,60,0,12,0,0,142,33,0,563,0,183,40,42,0,0,0,0,153,112,19,14,753,0,0,51,145,0,48,46,15,127,244,77,0,670.8,301.2,638,143,1753,,
1400000US47123925400,,"Census Tract 9254, Monroe County, Tennessee",200,102,39,0,47,9,15,0,151,39,34,14,470,40,34,71,15,0,17,24,0,176,56,25,12,616,104,23,54,43,55,9,15,21,136,105,15,36,758.66,409.84,431.5,136,1736,,
1400000US47123925501,,"Census Tract 9255.01, Monroe County, Tennessee",30,0,12,45,18,9,0,0,9,0,0,40,221,47,0,86,44,9,2,0,0,33,0,0,0,180,0,2,0,46,22,0,0,20,40,40,0,10,328.17,104.83,81,50,564,,
1400000US47123925502,,"Census Tract 9255.02, Monroe County, Tennessee",8,0,0,21,14,0,0,6,72,62,13,0,383,29,174,12,2,3,20,0,8,29,88,18,0,594,0,137,3,65,21,59,0,8,66,182,33,20,463.54,209.96,415.5,84,1173,,
1400000US47125100100,,"Census Tract 1001, Montgomery County, Tennessee",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20,7,0,1.5,1.5,27,30,,
1400000US47125100200,,"Census Tract 1002, Montgomery County, Tennessee",0,0,10,16,22,0,5,0,9,15,0,0,37,0,12,10,0,0,0,0,0,9,0,6,0,185,23,0,10,0,0,0,0,0,152,0,0,0,88.26,104.74,100,6,299,,
1400000US47125100300,,"Census Tract 1003, Montgomery County, Tennessee",13,0,0,76,0,22,14,16,74,34,33,44,566,56,82,235,0,48,0,25,16,23,41,27,13,411,32,55,114,0,0,0,13,14,62,53,26,42,678.84,231.66,207.5,185,1303,,
1400000US47125100400,,"Census Tract 1004, Montgomery County, Tennessee",102,29,71,45,0,0,88,9,48,0,0,0,252,56,28,86,12,30,10,0,0,30,0,0,0,220,38,0,0,0,90,0,0,10,63,19,0,0,506.6,267.9,89.5,0,864,,
1400000US47125100500,,"Census Tract 1005, Montgomery County, Tennessee",0,0,55,22,30,0,0,0,192,90,0,53,342,0,0,52,79,31,27,0,0,16,98,0,39,202,55,0,0,50,0,27,0,0,44,26,0,0,333.13,220.87,340,92,986,,
1400000US47125100601,,"Census Tract 1006.01, Montgomery County, Tennessee",5,0,0,0,13,0,0,0,42,4,0,29,162,10,0,0,0,31,5,0,11,47,32,7,19,141,5,0,0,0,0,0,0,26,18,35,35,22,34.52,124.98,124.5,112,396,,
1400000US47125100602,,"Census Tract 1006.02, Montgomery County, Tennessee",20,28,0,0,30,0,0,0,11,10,29,15,93,0,14,0,0,13,0,0,0,37,10,19,0,150,9,0,0,10,0,19,20,9,20,0,48,15,95.19,110.81,54,126,386,,
1400000US47125100700,,"Census Tract 1007, Montgomery County, Tennessee",0,8,3,0,0,0,0,0,28,12,27,5,85,17,0,40,0,0,0,0,0,0,0,28,0,104,17,0,19,0,0,0,0,0,8,15,36,9,104,18,45,105,272,,
1400000US47125100800,,"Census Tract 1008, Montgomery County, Tennessee",102,18,9,10,36,0,0,0,3,5,0,0,201,57,45,19,0,47,0,7,0,26,0,0,0,160,70,0,13,39,8,0,0,0,23,0,7,0,412.03,93.97,31,7,544,,
1400000US47125100900,,"Census Tract 1009, Montgomery County, Tennessee",92,0,28,0,0,20,0,0,35,0,0,0,222,66,46,45,12,0,19,0,23,11,0,0,0,113,5,0,17,0,0,0,0,50,0,0,41,0,311,135,23,41,510,,
1400000US47125101001,,"Census Tract 1010.01, Montgomery County, Tennessee",77,15,0,73,36,53,0,26,197,6,0,0,295,24,0,17,62,26,32,0,0,93,21,0,20,314,0,20,0,9,18,32,0,11,86,81,0,57,323.4,395.6,296,77,1092,,
1400000US47125101002,,"Census Tract 1010.02, Montgomery County, Tennessee",32,17,0,19,9,0,14,0,82,6,11,0,281,37,55,0,83,44,0,0,0,32,0,0,30,307,57,31,14,51,0,0,0,18,48,0,37,51,413.49,148.51,87,129,778,,
1400000US47125101101,,"Census Tract 1011.01, Montgomery County, Tennessee",23,10,26,0,20,0,0,32,95,26,0,0,249,56,5,41,0,11,45,0,0,43,34,14,0,246,8,25,50,0,12,17,0,0,49,60,25,0,258.19,216.31,213.5,39,727,,
1400000US47125101102,,"Census Tract 1011.02, Montgomery County, Tennessee",171,62,113,40,159,134,28,28,103,79,0,29,625,34,11,61,75,139,183,12,0,50,38,11,11,597,12,76,36,33,215,29,20,30,120,12,0,14,893.29,944.21,265.5,65,2168,,
1400000US47125101103,,"Census Tract 1011.03, Montgomery County, Tennessee",28,16,5,7,61,56,4,5,75,27,6,6,295,27,17,37,6,37,56,15,22,18,43,6,11,184,11,11,5,18,16,27,12,6,62,5,4,7,225.62,356.88,152.5,40,775,,
