id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,,
1400000US47051960202,,"Census Tract 9602.02, Franklin County, Tennessee",11,10,0,39,30,3,4,9,43,0,6,0,400,34,15,0,13,58,83,9,8,29,114,37,0,461,40,0,19,3,98,45,36,10,108,61,10,31,245.38,421.62,265,84,1016,,
1400000US47051960300,,"Census Tract 9603, Franklin County, Tennessee",0,0,31,0,32,0,0,0,125,10,16,0,233,0,11,0,0,0,27,0,0,159,0,36,0,355,0,11,31,0,51,0,0,0,125,0,24,113,111.39,287.11,214.5,189,802,,
1400000US47051960400,,"Census Tract 9604, Franklin County, Tennessee",14,0,11,95,9,57,0,6,5,64,74,85,523,10,18,17,63,30,15,59,18,107,59,66,61,600,34,19,24,4,14,62,68,30,150,13,62,120,326.49,481.51,267,468,1543,,
1400000US47051960500,,"Census Tract 9605, Franklin County, Tennessee",62,7,19,8,0,87,76,26,25,48,19,43,300,105,11,0,50,0,37,0,0,47,9,11,30,314,68,19,0,0,8,30,18,9,37,34,28,63,351.64,342.86,145.5,194,1034,,
1400000US47051960600,,"Census Tract 9606, Franklin County, Tennessee",18,19,8,8,9,3,0,0,90,101,0,54,340,0,6,43,6,19,0,0,0,146,85,27,8,363,22,25,81,6,26,0,0,3,145,22,18,15,259.82,232.68,398.5,122,1013,,
1400000US47051960700,,"Census Tract 9607, Franklin County, Tennessee",31,14,0,0,0,9,0,0,59,9,0,17,124,0,8,0,0,0,24,7,8,0,42,0,35,143,32,9,0,0,0,9,8,0,23,5,6,51,94,106,97,109,406,,
1400000US47051960800,,"Census Tract 9608, Franklin County, Tennessee",2,0,10,27,11,12,4,4,34,46,0,2,331,42,0,0,54,34,61,0,5,91,24,0,20,267,11,0,14,6,22,28,5,0,95,34,0,52,188.11,273.89,214,74,750,,
1400000US47053966100,,"Census Tract 9661, Gibson County, Tennessee",17,6,11,15,2,13,8,0,35,20,4,3,110,3,0,7,8,0,28,6,4,34,11,3,6,183,6,25,5,15,11,23,5,0,57,12,17,7,122.29,158.71,106,40,427,,
1400000US47053966200,,"Census Tract 9662, Gibson County, Tennessee",50,0,0,33,13,9,0,0,9,51,22,3,356,27,0,120,5,10,37,0,11,48,56,0,42,321,49,41,45,42,33,31,0,6,40,34,0,0,430.48,180.02,189.5,67,867,,
1400000US47053966300,,"Census Tract 9663, Gibson County, Tennessee",73,20,0,0,0,0,0,0,86,11,24,0,167,0,24,0,0,10,32,0,0,0,21,9,71,128,0,11,0,0,39,0,0,0,38,12,19,9,144.17,126.83,106,132,509,,
1400000US47053966400,,"Census Tract 9664, Gibson County, Tennessee",0,0,111,0,167,17,0,0,31,25,0,0,367,23,16,46,37,0,89,0,0,115,17,0,24,710,13,13,34,15,54,41,81,0,260,72,79,48,380.93,579.07,317,151,1428,,
1400000US47053966500,,"Census Tract 9665, Gibson County, Tennessee",0,65,0,17,0,0,0,8,27,21,0,49,399,0,61,0,45,40,0,0,23,15,16,34,165,417,48,0,30,51,77,98,12,33,14,0,0,54,355.61,280.39,65,302,1003,,
1400000US47053966600,,"Census Tract 9666, Gibson County, Tennessee",0,0,0,3,11,13,12,2,34,14,7,8,158,0,0,5,0,23,12,0,2,85,21,8,2,288,6,0,0,0,17,24,11,82,86,42,20,0,30.83,294.67,179.5,45,550,,
1400000US47053966700,,"Census Tract 9667, Gibson County, Tennessee",194,0,0,0,13,0,0,0,50,0,0,0,314,88,0,0,0,14,44,0,0,106,0,21,41,417,16,151,64,17,0,0,0,0,98,49,0,22,538.91,189.09,176,84,988,,
1400000US47053966800,,"Census Tract 9668, Gibson County, Tennessee",0,0,7,0,26,12,0,0,10,0,22,0,92,0,0,0,0,19,9,4,4,24,0,32,0,57,0,7,0,0,11,0,0,0,25,0,6,8,32.48,96.02,29.5,68,226,,
1400000US47053966900,,"Census Tract 9669, Gibson County, Tennessee",225,25,0,11,0,0,12,0,0,0,0,0,167,126,10,0,11,0,0,9,11,0,0,0,0,93,11,1,0,56,6,7,8,0,4,0,0,0,477.98,53.02,2,0,533,,
1400000US47053967000,,"Census Tract 9670, Gibson County, Tennessee",296,140,17,135,127,85,0,0,91,23,30,60,445,105,12,0,0,24,86,0,52,41,20,23,82,354,164,18,0,0,0,18,45,74,23,0,12,0,936.83,538.67,120.5,207,1803,,
1400000US47053967100,,"Census Tract 9671, Gibson County, Tennessee",8,14,7,0,76,78,42,33,96,91,70,118,928,22,28,11,0,48,58,0,0,113,319,76,253,730,0,16,0,67,50,0,0,0,94,94,244,165,230.42,479.08,655.5,926,2291,,
1400000US47053967300,,"Census Tract 9673, Gibson County, Tennessee",0,0,0,44,0,0,0,0,20,1,5,0,71,0,0,0,30,1,0,0,9,8,21,2,0,138,0,0,4,46,2,21,0,12,11,21,21,0,124.99,63.51,62.5,28,279,,
1400000US47053967400,,"Census Tract 9674, Gibson County, Tennessee",6,17,13,8,62,0,0,0,44,50,11,5,268,0,17,2,43,29,0,0,11,60,55,38,13,393,40,4,24,35,38,0,0,10,43,111,63,25,251.57,180.93,289.5,155,877,,
1400000US47053980100,,"Census Tract 9801, Gibson County, Tennessee",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,
1400000US47055920100,,"Census Tract 9201, Giles County, Tennessee",31,92,8,6,30,63,24,0,10,12,5,6,234,5,6,2,3,35,36,0,0,86,41,18,2,235,20,6,2,44,19,12,23,0,37,50,8,14,252.72,280.78,169.5,53,756,,
1400000US47055920200,,"Census Tract 9202, Giles County, Tennessee",70,0,0,0,52,22,0,0,82,71,0,9,414,116,22,0,0,39,43,15,0,104,44,24,7,383,48,13,0,84,19,0,10,0,136,29,18,26,389.3,324.7,305,84,1103,,
1400000US47055920300,,"Census Tract 9203, Giles County, Tennessee",50,0,0,28,83,0,0,0,158,54,0,0,270,25,0,17,0,0,47,0,0,88,52,11,30,516,25,0,0,0,0,66,67,0,148,99,20,91,172.39,432.61,402,152,1159,,
1400000US47055920400,,"Census Tract 9204, Giles County, Tennessee",0,70,41,84,0,27,0,0,30,5,0,21,143,0,9,0,0,0,25,0,0,65,24,0,20,112,0,0,0,0,0,0,0,9,58,45,0,0,204,137.5,150.5,41,533,,
1400000US47055920500,,"Census Tract 9205, Giles County, Tennessee",14,0,0,70,56,0,0,7,25,18,0,0,385,12,26,11,16,99,23,0,6,40,142,0,10,431,8,52,13,22,115,34,10,0,41,90,13,33,333.1,313.9,303,56,1006,,
1400000US47055920600,,"Census Tract 9206, Giles County, Tennessee",33,14,25,10,3,43,0,63,50,17,0,0,207,0,9,20,8,0,78,6,8,32,0,10,36,98,22,0,14,0,0,2,14,0,15,7,2,22,155.99,264.51,72.5,70,563,,
1400000US47055920700,,"Census Tract 9207, Giles County, Tennessee",0,4,33,0,0,12,67,0,0,4,0,11,140,5,3,32,17,0,4,6,0,46,13,0,14,113,9,9,0,4,0,21,0,0,4,18,9,39,116,135,60,73,384,,
1400000US47055920800,,"Census Tract 9208, Giles County, Tennessee",25,13,7,0,7,11,5,0,8,44,62,0,86,0,3,0,11,8,3,10,0,9,2,39,1,230,20,22,0,17,19,14,0,5,66,30,18,19,129.22,112.28,117.5,139,498,,
1400000US47057500100,,"Census Tract 5001, Grainger County, Tennessee",28,7,13,27,0,12,0,0,60,24,44,25,314,47,48,10,61,22,0,0,0,60,24,37,5,383,32,79,0,92,0,22,16,0,45,13,72,12,451.26,147.24,143.5,195,937,,
1400000US47057500200,,"Census Tract 5002, Grainger County, Tennessee",0,11,25,18,9,0,0,0,69,53,11,15,456,37,27,17,60,70,0,49,8,65,96,0,27,470,34,5,18,16,75,16,28,27,32,101,28,90,318.82,314.18,333,171,1137,,
1400000US47057500300,,"Census Tract 5003, Grainger County, Tennessee",112,31,0,12,15,0,0,22,116,34,59,0,595,107,15,4,4,24,9,0,19,231,65,103,14,423,63,0,3,105,32,0,0,3,44,91,82,0,479.43,296.07,385.5,258,1419,,
1400000US47057500401,,"Census Tract 5004.01, Grainger County, Tennessee",55,53,0,34,0,0,0,0,5,0,8,39,140,44,9,0,0,0,21,0,0,32,5,0,29,183,12,26,0,0,0,0,0,48,56,33,0,8,233,115.5,84.5,84,517,,
1400000US47057500402,,"Census Tract 5004.02, Grainger County, Tennessee",40,20,56,8,9,0,0,0,0,0,0,19,306,18,0,57,39,7,31,0,0,82,63,0,9,271,0,0,15,93,7,66,0,0,45,30,0,15,353.59,175.91,156.5,43,729,,
1400000US47059090100,,"Census Tract 901, Greene County, Tennessee",93,19,223,29,33,0,3,0,20,0,0,0,434,13,47,112,29,61,41,0,6,87,20,0,18,313,17,0,56,0,37,50,0,0,113,40,0,0,681.23,297.77,170,18,1167,,
1400000US47059090200,,"Census Tract 902, Greene County, Tennessee",13,0,0,0,4,0,0,0,6,16,32,0,137,6,0,22,2,10,0,0,0,21,43,17,16,90,0,0,5,12,0,2,0,0,16,37,0,18,64.62,32.88,117.5,83,298,,
1400000US47059090300,,"Census Tract 903, Greene County, Tennessee",42,0,18,3,30,0,0,30,90,52,3,92,384,75,16,18,81,14,0,22,39,52,3,29,35,359,10,0,35,33,12,0,11,0,95,41,41,81,349.48,258.02,214.5,281,1103,,
1400000US47059090400,,"Census Tract 904, Greene County, Tennessee",0,0,27,28,0,38,0,0,0,0,79,0,109,0,0,0,22,0,0,0,31,0,17,20,19,695,0,0,16,35,38,465,29,0,82,0,22,8,140.54,629.46,58,148,976,,
1400000US47059090500,,"Census Tract 905, Greene County, Tennessee",0,15,0,33,165,0,0,20,33,32,22,36,490,13,45,66,27,69,68,0,0,87,33,15,67,473,0,14,35,29,121,58,0,0,113,13,31,59,394.15,500.35,194.5,230,1319,,
1400000US47059090600,,"Census Tract 906, Greene County, Tennessee",15,74,8,11,17,9,0,0,18,72,6,26,103,9,0,0,18,15,8,0,0,35,12,6,0,231,0,0,16,12,27,23,0,0,55,74,24,0,182.47,133.53,212,62,590,,
1400000US47059090700,,"Census Tract 907, Greene County, Tennessee",0,0,23,32,0,14,12,0,5,29,0,5,128,8,0,0,11,0,16,0,48,10,31,0,4,227,7,0,7,41,18,17,21,0,50,40,16,10,134.94,172.56,132.5,35,475,,
1400000US47059090800,,"Census Tract 908, Greene County, Tennessee",0,0,0,36,0,12,0,0,49,0,9,13,305,56,0,5,36,34,18,13,0,90,53,0,0,284,29,0,33,39,9,23,15,0,78,47,0,11,248.19,218.31,208.5,33,708,,
1400000US47059090900,,"Census Tract 909, Greene County, Tennessee",0,0,22,16,0,0,0,0,213,18,42,0,301,46,36,35,86,0,0,0,0,81,17,0,0,313,14,0,34,0,58,0,0,0,118,56,17,16,308.14,244.86,297,75,925,,
1400000US47059091000,,"Census Tract 910, Greene County, Tennessee",94,23,37,116,27,33,0,0,114,78,0,14,553,43,10,58,89,48,0,0,0,138,94,50,23,554,165,36,92,37,44,0,47,19,55,59,0,0,839.27,332.23,384.5,87,1643,,
1400000US47059091100,,"Census Tract 911, Greene County, Tennessee",0,19,0,0,34,14,0,0,63,34,10,39,223,0,24,22,0,34,0,0,0,30,58,17,38,306,0,0,43,0,0,12,0,0,80,28,54,89,130.44,158.06,206.5,247,742,,
1400000US47059091200,,"Census Tract 912, Greene County, Tennessee",168,0,9,0,21,64,0,0,26,61,0,19,284,75,15,0,0,103,61,0,0,0,0,8,22,320,60,15,0,0,0,52,0,0,58,87,24,24,382.92,302.08,190,97,972,,
1400000US47059091300,,"Census Tract 913, Greene County, Tennessee",131,47,20,0,20,10,0,15,0,12,0,0,339,0,60,10,84,0,20,10,18,54,10,51,22,392,26,10,33,0,96,20,0,0,74,82,23,28,459.28,234.72,168,124,986,,
1400000US47059091400,,"Census Tract 914, Greene County, Tennessee",0,29,32,3,0,0,0,0,40,39,3,17,182,10,2,0,9,0,19,0,0,55,31,3,53,157,20,0,0,26,0,12,0,0,19,44,0,36,131,88,171,112,502,,
1400000US47059091500,,"Census Tract 915, Greene County, Tennessee",14,24,0,0,0,0,0,23,22,48,10,14,156,22,22,24,0,0,44,0,0,36,8,0,0,291,39,0,22,0,11,0,4,0,69,108,33,5,170.63,141.87,227.5,62,602,,
1400000US47061955000,,"Census Tract 9550, Grundy County, Tennessee",12,10,6,11,0,9,4,0,54,23,0,0,201,10,33,16,9,0,10,4,20,55,29,15,0,176,26,22,0,3,0,31,47,9,29,0,9,0,158,203,121,24,506,,
1400000US47061955100,,"Census Tract 9551, Grundy County, Tennessee",0,3,5,11,0,0,4,0,0,10,20,28,86,18,0,8,11,0,10,4,0,14,13,8,0,91,29,0,17,0,0,7,3,0,22,13,0,0,102,46,54,56,258,,
1400000US47061955200,,"Census Tract 9552, Grundy County, Tennessee",34,49,20,28,36,8,14,3,101,47,6,4,232,33,23,20,8,22,26,0,19,56,12,9,4,363,48,49,11,17,27,10,0,3,148,20,10,20,368.05,292.45,231.5,53,945,,
1400000US47061955300,,"Census Tract 9553, Grundy County, Tennessee",95,19,16,27,80,9,0,3,64,13,4,34,448,41,87,41,59,71,14,14,2,78,36,5,0,394,87,22,0,59,88,15,14,0,82,13,1,13,631.87,343.13,174,57,1206,,
1400000US47063100100,,"Census Tract 1001, Hamblen County, Tennessee",38,169,76,11,111,91,0,21,109,19,0,9,457,27,135,13,49,98,44,0,16,51,0,0,24,398,19,85,29,48,35,27,0,45,41,0,69,0,779.52,507.98,119.5,102,1509,,
1400000US47063100200,,"Census Tract 1002, Hamblen County, Tennessee",30,73,26,32,0,0,0,0,0,28,0,29,295,75,32,20,71,17,28,0,0,29,23,0,0,356,0,39,0,0,12,111,0,0,21,173,0,0,407.57,183.43,249,29,869,,
1400000US47063100300,,"Census Tract 1003, Hamblen County, Tennessee",81,33,65,0,34,0,0,0,41,0,0,0,261,141,70,0,0,6,0,0,3,27,0,14,0,437,197,130,0,36,15,11,0,19,29,0,0,0,771.15,118.35,48.5,14,952,,
1400000US47063100400,,"Census Tract 1004, Hamblen County, Tennessee",48,48,239,0,39,0,0,0,0,60,10,27,465,29,25,53,119,0,42,0,0,47,63,34,53,464,68,0,76,36,21,44,0,50,53,39,77,0,760.8,226.2,212,201,1400,,
1400000US47063100500,,"Census Tract 1005, Hamblen County, Tennessee",53,0,0,9,0,0,0,6,31,9,0,12,244,97,75,0,0,0,0,0,0,19,31,10,12,198,5,42,0,10,6,0,0,0,27,54,10,44,292.98,48.52,132.5,88,562,,
1400000US47063100600,,"Census Tract 1006, Hamblen County, Tennessee",0,0,33,0,89,38,0,38,75,15,14,55,450,0,12,0,12,149,61,0,0,74,117,13,12,592,10,11,9,0,0,12,17,0,181,152,122,78,165.54,490.46,449,294,1399,,
1400000US47063100700,,"Census Tract 1007, Hamblen County, Tennessee",125,69,101,0,150,0,0,0,94,51,0,59,393,0,10,67,0,74,0,0,0,155,57,30,0,338,0,26,21,0,0,0,77,21,47,80,16,50,492.92,396.08,336,155,1380,,
1400000US47063100800,,"Census Tract 1008, Hamblen County, Tennessee",69,14,67,19,0,20,0,0,7,7,0,0,319,12,21,69,9,0,0,0,0,109,99,0,0,484,175,0,10,10,7,21,0,0,188,40,23,10,477.31,197.69,298,33,1006,,
1400000US47063100900,,"Census Tract 1009, Hamblen County, Tennessee",58,80,0,21,41,0,0,0,63,22,75,0,489,94,24,0,63,33,0,0,0,126,117,0,32,402,62,0,10,10,82,0,0,0,50,88,52,48,473.48,224.02,346.5,207,1251,,
1400000US47063101000,,"Census Tract 1010, Hamblen County, Tennessee",0,0,62,0,0,26,0,0,149,0,0,39,335,0,16,63,0,0,16,0,0,137,46,10,47,272,0,0,0,0,0,0,0,0,49,66,92,65,141,209.5,279.5,253,883,,
1400000US47063101100,,"Census Tract 1011, Hamblen County, Tennessee",0,0,45,0,0,121,0,0,104,29,0,42,268,0,0,0,63,0,57,0,56,14,25,33,20,412,39,0,42,44,0,13,0,38,0,173,48,15,233,344,286,158,1021,,
1400000US47063101200,,"Census Tract 1012, Hamblen County, Tennessee",0,0,20,0,9,22,0,19,222,85,21,13,518,12,12,20,0,24,103,0,37,118,87,54,51,823,0,0,20,0,0,197,0,49,184,84,90,199,94.89,711.11,518,428,1752,,
1400000US47065010101,,"Census Tract 101.01, Hamilton County, Tennessee",0,53,0,31,0,0,13,0,20,35,17,107,478,185,28,39,0,0,30,0,0,26,81,16,73,507,0,27,13,0,0,0,0,0,48,273,29,117,376,90,436,359,1261,,
1400000US47065010103,,"Census Tract 101.03, Hamilton County, Tennessee",0,0,11,26,16,37,15,0,88,55,19,0,373,0,0,25,92,0,0,15,16,97,78,20,30,395,36,0,14,94,37,0,19,0,64,28,22,81,315.49,262.01,285.5,172,1035,,
1400000US47065010104,,"Census Tract 101.04, Hamilton County, Tennessee",9,0,0,0,28,9,0,0,16,56,17,11,275,35,0,0,0,31,40,0,56,19,38,10,46,346,24,0,0,0,6,27,0,0,26,57,23,183,89.45,206.05,181.5,290,767,,
1400000US47065010201,,"Census Tract 102.01, Hamilton County, Tennessee",0,0,138,0,0,0,0,0,51,29,29,56,240,0,0,43,0,0,12,0,0,49,41,26,69,318,0,0,109,12,0,0,0,0,58,57,0,82,302,91,206,262,861,,
1400000US47065010202,,"Census Tract 102.02, Hamilton County, Tennessee",0,0,59,0,8,24,0,0,40,19,10,23,283,0,0,0,28,16,8,0,0,66,39,27,99,363,39,10,85,38,0,8,0,9,58,13,23,80,266.92,147.08,153,262,829,,
1400000US47065010303,,"Census Tract 103.03, Hamilton County, Tennessee",31,0,0,0,0,47,0,0,63,77,30,12,297,0,0,10,28,38,45,0,0,37,100,26,13,281,0,15,0,8,0,29,0,24,62,39,45,59,104.54,251.46,297,185,838,,
1400000US47065010304,,"Census Tract 103.04, Hamilton County, Tennessee",0,0,67,22,5,50,78,0,53,94,34,70,317,0,0,0,38,14,2,39,0,124,46,23,31,326,0,0,0,3,9,3,0,0,106,89,30,86,139.24,332.26,370.5,274,1116,,
1400000US47065010305,,"Census Tract 103.05, Hamilton County, Tennessee",0,0,0,0,0,0,0,13,114,10,0,47,182,11,0,0,5,44,0,0,14,8,28,0,72,204,5,0,0,13,64,0,0,0,27,34,0,61,69.64,173.86,146.5,180,570,,
1400000US47065010306,,"Census Tract 103.06, Hamilton County, Tennessee",0,25,0,34,0,0,0,0,82,28,14,70,266,25,0,13,45,0,54,0,0,51,34,7,37,262,0,0,14,16,54,16,13,0,40,78,7,24,189.82,205.68,226.5,159,781,,
1400000US47065010307,,"Census Tract 103.07, Hamilton County, Tennessee",0,15,0,18,16,88,0,0,25,55,31,35,254,10,0,0,19,15,0,0,43,51,50,66,0,478,20,34,16,31,0,0,0,59,202,89,14,13,173.23,349.77,333,159,1015,,
1400000US47065010411,,"Census Tract 104.11, Hamilton County, Tennessee",0,48,0,21,23,0,0,16,56,0,92,115,415,0,0,0,79,0,0,0,38,0,16,121,161,758,15,0,0,18,56,21,0,13,63,188,131,253,207.07,200.43,263.5,873,1544,,
1400000US47065010412,,"Census Tract 104.12, Hamilton County, Tennessee",0,13,0,0,8,61,24,11,170,12,59,26,429,0,0,0,0,15,84,6,0,128,76,10,110,433,11,12,0,37,0,13,22,0,164,103,0,71,80.59,467.41,422,276,1246,,
1400000US47065010413,,"Census Tract 104.13, Hamilton County, Tennessee",74,0,0,0,0,0,8,0,11,26,9,27,235,28,0,0,0,0,3,31,0,40,68,25,40,254,4,0,0,0,0,4,8,0,102,24,18,94,106,130.5,194.5,213,644,,
1400000US47065010431,,"Census Tract 104.31, Hamilton County, Tennessee",0,0,0,46,23,111,0,0,44,101,117,59,407,0,0,0,20,21,0,0,22,125,86,78,55,513,0,0,0,57,0,58,0,44,162,18,143,31,137.52,429.98,370.5,483,1421,,
1400000US47065010432,,"Census Tract 104.32, Hamilton County, Tennessee",0,0,0,0,68,0,0,45,180,42,19,130,557,0,0,0,0,68,0,0,22,128,180,104,55,291,0,0,25,0,0,0,0,15,33,71,82,65,69.88,343.62,463.5,455,1332,,
1400000US47065010433,,"Census Tract 104.33, Hamilton County, Tennessee",32,0,151,0,11,0,50,0,32,14,0,0,195,0,21,0,0,0,28,0,0,84,40,11,11,360,0,86,0,0,10,0,0,0,187,0,20,57,296.93,243.57,205.5,99,845,,
1400000US47065010434,,"Census Tract 104.34, Hamilton County, Tennessee",3,0,0,0,26,0,23,0,4,55,14,51,167,3,0,0,0,8,5,17,0,55,26,38,15,171,3,0,0,0,0,5,16,0,27,43,22,55,20.22,131.78,167,195,514,,
1400000US47065010435,,"Census Tract 104.35, Hamilton County, Tennessee",0,0,88,0,0,0,0,0,77,28,71,26,452,15,14,158,41,14,0,0,29,143,13,25,0,410,0,31,81,38,14,0,12,0,85,39,54,56,475.24,212.26,232.5,232,1152,,
1400000US47065010501,,"Census Tract 105.01, Hamilton County, Tennessee",0,0,20,62,75,25,0,35,0,155,47,95,333,0,43,0,0,58,0,0,20,109,0,34,69,385,26,19,23,0,0,22,0,0,179,64,14,38,236.89,335.11,363,297,1232,,
1400000US47065010502,,"Census Tract 105.02, Hamilton County, Tennessee",11,12,0,0,0,0,0,0,40,14,0,11,180,11,0,0,0,0,13,0,14,80,27,0,35,209,28,0,0,0,0,13,0,20,28,36,9,75,62,134,151,130,477,,
1400000US47065010600,,"Census Tract 106, Hamilton County, Tennessee",41,0,39,0,0,0,31,12,13,58,40,49,84,0,0,0,0,0,0,0,12,11,21,29,11,158,0,9,7,9,3,0,14,0,47,58,0,11,105.99,106.51,172.5,140,525,,
1400000US47065010700,,"Census Tract 107, Hamilton County, Tennessee",0,0,25,17,0,68,20,0,86,11,0,0,137,0,0,24,8,0,56,0,0,35,0,0,14,180,0,0,7,0,0,0,0,0,112,61,0,0,81,260.5,188.5,14,544,,
1400000US47065010800,,"Census Tract 108, Hamilton County, Tennessee",31,0,16,0,27,18,23,0,0,27,22,0,266,50,33,0,0,48,0,25,0,43,36,31,0,251,23,56,13,0,11,9,0,0,41,53,36,9,250.38,174.62,158,98,681,,
1400000US47065010901,,"Census Tract 109.01, Hamilton County, Tennessee",0,0,0,0,0,0,0,0,38,0,34,10,21,0,0,0,4,6,0,0,0,11,0,0,0,44,18,5,0,0,0,0,0,0,6,5,10,0,28.98,31.52,32.5,54,147,,
1400000US47065010902,,"Census Tract 109.02, Hamilton County, Tennessee",0,23,0,0,0,0,0,0,0,35,0,0,66,0,23,14,0,0,11,0,0,7,0,0,11,66,0,0,7,0,0,28,0,0,21,0,0,10,67,53,49,21,190,,
1400000US47065010903,,"Census Tract 109.03, Hamilton County, Tennessee",58,15,0,42,134,0,0,0,15,43,12,40,272,19,0,0,13,85,0,0,0,0,79,0,76,200,19,0,10,0,23,0,0,0,17,58,0,73,255.86,178.14,196,201,831,,
1400000US47065001100,,"Census Tract 11, Hamilton County, Tennessee",25,0,15,4,0,29,0,7,9,0,7,0,56,0,0,0,0,30,0,0,0,8,4,14,0,38,21,0,0,0,0,6,0,0,5,0,6,0,74.9,73.1,15,27,190,,
1400000US47065011001,,"Census Tract 110.01, Hamilton County, Tennessee",7,0,0,7,0,0,12,18,43,14,6,13,143,10,0,0,0,0,0,29,11,28,51,7,7,88,16,0,0,7,14,5,0,0,6,6,28,6,51.62,122.88,109.5,67,351,,
1400000US47065011002,,"Census Tract 110.02, Hamilton County, Tennessee",41,0,0,7,8,2,0,0,130,25,67,183,767,23,0,24,0,8,14,0,4,161,50,69,414,938,14,0,20,0,0,46,0,0,139,188,137,394,134.28,291.72,478,1264,2168,,
1400000US47065011100,,"Census Tract 111, Hamilton County, Tennessee",0,0,0,0,0,0,0,0,54,0,120,173,482,0,0,0,0,0,8,0,14,40,0,153,267,601,0,0,0,0,0,8,0,14,37,36,168,338,0,109.5,101.5,1219,1430,,
1400000US47065011201,,"Census Tract 112.01, Hamilton County, Tennessee",0,0,0,0,35,0,0,66,99,118,284,365,1062,0,0,0,0,34,0,0,0,322,274,89,343,880,0,0,103,0,0,19,0,0,110,121,73,454,125.77,396.73,778.5,1608,2909,,
1400000US47065011203,,"Census Tract 112.03, Hamilton County, Tennessee",9,0,11,0,0,0,0,0,96,73,44,142,486,0,12,22,0,23,0,0,0,112,114,111,92,422,8,11,0,0,10,31,0,0,158,11,35,158,83.89,236.11,381,582,1283,,
1400000US47065011204,,"Census Tract 112.04, Hamilton County, Tennessee",93,18,0,0,99,0,24,0,53,28,78,130,473,0,32,0,0,40,0,25,32,24,84,180,56,547,97,0,0,9,99,0,0,27,16,70,119,110,327.54,313.96,228.5,673,1543,,
1400000US47065011311,,"Census Tract 113.11, Hamilton County, Tennessee",147,0,0,18,15,0,0,0,123,34,85,120,546,0,0,0,17,16,66,0,0,276,34,119,18,491,0,0,0,0,17,101,0,16,24,22,83,228,197.84,426.66,301.5,653,1579,,
1400000US47065011314,,"Census Tract 113.14, Hamilton County, Tennessee",63,45,0,20,0,15,87,0,57,35,54,41,425,76,0,0,13,15,8,16,16,71,65,64,81,613,45,81,0,19,59,15,23,0,134,81,52,104,386.42,360.58,312,396,1455,,
1400000US47065011321,,"Census Tract 113.21, Hamilton County, Tennessee",0,0,0,0,0,0,0,18,120,20,25,137,474,0,0,39,0,0,0,0,0,33,111,101,190,591,0,70,69,0,0,15,0,0,231,57,0,149,178,225,380,602,1385,,
1400000US47065011323,,"Census Tract 113.23, Hamilton County, Tennessee",0,0,66,0,21,53,0,19,73,79,19,61,268,0,0,16,0,40,0,17,0,54,103,20,18,410,0,0,15,0,46,0,0,0,69,109,136,35,132.31,258.69,389,289,1069,,
1400000US47065011324,,"Census Tract 113.24, Hamilton County, Tennessee",0,0,0,8,14,0,0,7,95,47,8,115,440,0,0,0,0,7,16,0,34,45,70,125,143,429,0,0,0,0,0,11,0,0,86,26,126,180,14.93,195.07,256,697,1163,,
