State_County_Tract_FIPS_Code,Count
27053026714,35
27139080302,31
27171100802,24
27037060820,23
27141030502,21
27109001402,21
27171100100,20
27163071018,20
27053026820,20
27163070203,20
27037060816,18
27139080202,18
27053026710,17
27137010300,17
27163071207,17
27139081000,16
27109000902,16
27141030402,16
27171100801,16
27141030101,16
27053026908,16
27025110401,16
27139080301,15
27037060741,15
27139080205,15
27003050221,15
27003050229,15
27141030404,15
27137000300,14
27019091000,14
27163071206,14
27019090800,14
27003050818,14
27079950100,14
27037060819,14
27141030102,14
27139081100,14
27139080903,14
27053026016,14
27163071209,13
27139081200,13
27037061009,13
27037060817,13
27003050225,13
27037060732,13
27061480900,13
27053026716,12
27163070909,12
27037060729,12
27037060814,12
27053026613,12
27137011100,12
27053025701,11
27171100204,11
27053021601,11
27037060505,11
27163070106,11
27053026014,11
27053026708,11
27009021101,11
27039950500,11
27053026814,11
27103480200,11
27003050220,11
27109001900,11
27163070405,11
27037061004,10
27017070300,10
27003050216,10
27171100900,10
27145010200,10
27109001203,10
27003050108,10
27147960700,10
27037060823,10
27019091100,10
27053027700,10
27141030504,10
27139080904,10
27053025903,10
27163071102,10
27053025907,10
27163071015,10
27037060821,10
27131070400,10
27109002000,10
27053026508,10
27053026612,10
27103480501,9
27003050237,9
27003050819,9
27009020300,9
27053026402,9
27003050711,9
27013170200,9
27003050821,9
27037060826,9
27137010400,9
27019090402,9
27041451000,9
27049080400,9
27053026022,9
27053026018,9
27003050222,9
27037061007,9
27139080203,9
27005450300,9
27037060813,9
27025110502,9
27037060714,9
27163071016,9
27145011302,9
27145000401,9
27169670100,9
27003050115,9
27123040402,9
27163070204,9
27053026707,8
27123040302,8
27145011304,8
27145001001,8
27037061107,8
27053027602,8
27163070907,8
27037060604,8
27053026906,8
27143170198,8
27025110600,8
27085950200,8
27123040601,8
27009020203,8
27003050234,8
27015960400,8
27037060902,8
27123040100,8
27053026812,8
27171101000,8
27085950400,8
27137010600,8
27131070100,8
27023950600,8
27163070105,8
27027030202,8
27137002300,8
27109002100,8
27053026020,8
27025110302,8
27139080905,8
27037060104,8
27017070200,7
27045960100,7
27171100702,7
27041450100,7
27141030300,7
27037060508,7
27163070701,7
