id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,,
1400000US05007021101,,"Census Tract 211.01, Benton County, Arkansas",50,24,58,45,53,23,31,9,90,50,40,0,556,98,240,24,43,13,21,0,12,65,40,0,0,268,39,8,10,0,13,0,10,12,61,31,20,64,718,152.56,302.44,124,1297,,
1400000US05007021102,,"Census Tract 211.02, Benton County, Arkansas",123,0,0,0,34,0,42,54,58,62,0,0,318,22,13,0,80,0,33,44,0,53,64,0,9,575,227,14,8,25,0,23,48,0,111,46,73,0,546,279.52,358.48,82,1266,,
1400000US05007021201,,"Census Tract 212.01, Benton County, Arkansas",45,0,55,104,26,17,57,0,94,5,28,0,262,56,24,22,7,41,0,37,0,33,14,4,24,366,24,13,0,0,63,16,17,18,68,27,19,101,480,193.2,209.8,176,1059,,
1400000US05007021202,,"Census Tract 212.02, Benton County, Arkansas",81,13,85,54,0,0,0,0,83,42,12,0,279,35,24,59,81,0,0,0,0,33,25,22,0,301,57,13,32,63,0,0,0,22,70,24,20,0,597,51.76,247.24,54,950,,
1400000US05007021301,,"Census Tract 213.01, Benton County, Arkansas",91,0,54,13,21,55,0,0,193,14,63,19,734,154,0,0,8,68,29,0,0,318,41,65,51,811,11,23,2,75,23,0,0,75,169,125,104,204,543,267.8,751.2,506,2068,,
1400000US05007021304,,"Census Tract 213.04, Benton County, Arkansas",0,0,45,0,90,0,0,20,159,133,165,288,1201,16,0,0,0,7,37,27,20,204,174,113,603,749,17,9,35,0,54,16,25,0,23,93,24,453,273,206.76,724.24,1646,2850,,
1400000US05007021305,,"Census Tract 213.05, Benton County, Arkansas",31,3,32,18,4,26,79,2,153,101,108,46,827,69,23,51,9,46,63,90,48,45,76,189,118,527,18,3,51,4,9,47,110,12,88,68,38,79,371,522.76,485.24,578,1957,,
1400000US05007021306,,"Census Tract 213.06, Benton County, Arkansas",0,0,0,0,0,0,0,14,16,33,0,263,382,0,0,0,0,18,0,0,3,5,16,61,279,447,23,0,0,0,0,0,0,13,3,8,30,370,41,33.84,77.16,1003,1155,,
1400000US05007021308,,"Census Tract 213.08, Benton County, Arkansas",0,0,0,0,0,0,0,0,0,89,213,405,512,0,0,0,0,30,0,0,0,20,89,92,281,448,0,0,0,0,30,0,0,4,52,48,113,201,60,15.52,286.48,1305,1667,,
1400000US05007021310,,"Census Tract 213.10, Benton County, Arkansas",0,30,15,14,105,70,0,15,97,159,22,337,976,0,0,23,14,129,58,0,0,132,264,57,299,988,16,7,12,28,61,41,0,0,249,191,27,356,454,260.48,1015.52,1098,2828,,
1400000US05007021311,,"Census Tract 213.11, Benton County, Arkansas",4,53,15,4,3,24,5,6,115,151,80,293,761,7,89,0,7,3,28,17,3,140,99,26,342,807,2,88,0,0,11,13,22,4,119,165,100,283,286,181.84,729.16,1124,2321,,
1400000US05007021404,,"Census Tract 214.04, Benton County, Arkansas",2,48,0,0,28,23,15,0,20,0,30,16,317,2,80,0,3,93,0,1,0,78,23,22,15,301,0,23,0,9,33,0,69,1,32,54,72,8,321,129.8,186.2,163,800,,
1400000US05007021405,,"Census Tract 214.05, Benton County, Arkansas",19,0,0,0,3,5,0,15,13,0,12,7,54,35,0,0,0,0,0,12,0,7,0,0,0,84,7,0,0,0,5,0,6,0,0,37,0,29,69,41.2,53.8,48,212,,
1400000US05007021406,,"Census Tract 214.06, Benton County, Arkansas",15,20,0,0,52,101,0,22,139,82,27,0,544,14,23,39,16,101,96,0,49,143,28,23,12,487,10,59,28,8,35,39,0,0,188,27,33,60,420,382.2,531.8,155,1489,,
1400000US05007021407,,"Census Tract 214.07, Benton County, Arkansas",19,8,0,0,9,0,9,0,17,20,87,30,351,27,11,0,8,26,25,18,44,90,18,56,28,279,0,22,0,42,0,16,0,18,12,46,17,106,172,149.04,183.96,324,829,,
1400000US05007021408,,"Census Tract 214.08, Benton County, Arkansas",55,64,64,54,84,33,39,27,28,82,26,20,709,51,47,106,69,132,70,100,28,73,16,6,11,436,42,10,46,58,3,19,11,42,90,98,15,2,885,399.56,356.44,80,1721,,
1400000US05007021409,,"Census Tract 214.09, Benton County, Arkansas",0,0,10,0,0,0,0,0,7,63,0,45,141,5,0,46,0,0,9,0,0,0,0,34,47,164,18,0,0,0,49,0,0,0,7,0,19,71,128,11.24,74.76,216,430,,
1400000US05009790100,,"Census Tract 7901, Boone County, Arkansas",6,0,48,39,32,85,5,32,7,107,16,8,462,21,6,51,43,10,12,54,8,101,112,31,13,517,19,33,30,20,26,12,29,0,138,151,4,55,384,276.36,576.64,127,1364,,
1400000US05009790200,,"Census Tract 7902, Boone County, Arkansas",44,8,31,0,16,8,5,10,42,0,9,36,416,0,6,10,17,17,129,32,9,115,52,29,0,484,14,3,9,30,25,7,68,0,44,219,10,55,230,300.16,439.84,139,1109,,
1400000US05009790300,,"Census Tract 7903, Boone County, Arkansas",6,23,126,70,44,42,0,4,174,20,3,0,497,3,1,52,104,5,4,73,10,130,56,56,3,488,41,0,83,69,14,12,77,0,99,29,59,5,641,286.48,443.52,126,1497,,
1400000US05009790400,,"Census Tract 7904, Boone County, Arkansas",5,13,10,11,3,2,10,43,106,5,31,0,464,4,8,25,52,171,3,4,13,118,66,0,0,513,40,26,0,42,211,6,0,32,0,48,21,87,621,148.84,307.16,139,1216,,
1400000US05009790501,,"Census Tract 7905.01, Boone County, Arkansas",10,0,56,43,135,93,7,5,42,0,10,7,225,41,0,0,36,37,62,0,5,0,14,0,30,204,28,0,92,0,12,10,0,0,6,29,0,27,490,189.68,83.32,74,837,,
1400000US05009790502,,"Census Tract 7905.02, Boone County, Arkansas",128,50,42,68,47,9,27,33,40,0,9,0,234,0,28,0,20,100,7,0,0,61,0,0,18,267,51,11,15,0,31,57,0,0,80,22,0,0,591,161.96,174.04,27,954,,
1400000US05009790600,,"Census Tract 7906, Boone County, Arkansas",237,30,38,0,13,11,0,0,183,60,16,0,353,16,21,30,0,0,35,0,39,109,86,17,0,327,95,0,0,3,17,58,0,19,51,34,0,50,500,216.88,468.12,83,1268,,
1400000US05011950100,,"Census Tract 9501, Bradley County, Arkansas",35,29,0,10,27,0,0,15,20,29,16,13,240,0,28,0,9,23,0,0,0,127,45,0,8,101,0,26,0,25,0,0,0,0,0,15,23,12,212,38.52,212.48,72,535,,
1400000US05011950200,,"Census Tract 9502, Bradley County, Arkansas",0,0,4,0,16,0,0,0,30,40,0,0,231,61,72,5,60,0,0,0,0,12,21,0,0,154,74,0,11,7,0,0,0,0,28,8,6,20,310,11.2,127.8,26,475,,
1400000US05011950300,,"Census Tract 9503, Bradley County, Arkansas",6,33,0,0,0,3,0,60,7,0,0,0,187,12,23,0,30,19,0,3,0,34,4,8,54,120,29,0,9,6,38,0,0,3,22,0,4,9,205,79.08,56.92,75,416,,
1400000US05011950400,,"Census Tract 9504, Bradley County, Arkansas",13,8,40,39,0,16,0,0,28,0,4,0,130,0,0,17,23,0,46,9,0,5,13,17,0,105,39,16,0,13,0,10,8,0,7,12,0,0,208,95.4,58.6,21,383,,
1400000US05011950500,,"Census Tract 9505, Bradley County, Arkansas",66,15,29,6,0,32,0,0,22,0,10,25,305,62,8,58,4,0,20,0,0,24,0,7,122,247,73,0,1,5,0,27,36,3,24,30,0,48,327,129.2,88.8,212,757,,
1400000US05013480100,,"Census Tract 4801, Calhoun County, Arkansas",3,2,12,51,7,0,0,0,22,17,11,26,129,6,0,0,58,26,0,0,6,12,8,0,13,134,15,17,21,34,0,2,8,0,15,6,16,0,252,23.84,72.16,66,414,,
1400000US05013480200,,"Census Tract 4802, Calhoun County, Arkansas",33,17,15,24,41,0,0,2,0,27,0,42,238,78,4,38,11,67,3,0,3,0,10,0,24,184,45,0,7,9,8,0,0,15,11,10,5,74,397,24.76,56.24,145,623,,
1400000US05015950100,,"Census Tract 9501, Carroll County, Arkansas",0,29,12,0,4,14,0,13,4,0,0,0,142,0,21,10,0,0,0,0,0,39,68,4,0,118,17,26,7,0,6,0,0,0,37,16,5,4,132,39.8,151.2,13,336,,
1400000US05015950200,,"Census Tract 9502, Carroll County, Arkansas",20,0,0,0,0,0,0,0,18,28,0,0,353,42,0,34,23,0,0,0,110,0,144,0,0,345,0,0,81,65,0,39,0,0,0,72,17,71,265,151.88,259.12,88,764,,
1400000US05015950300,,"Census Tract 9503, Carroll County, Arkansas",65,71,59,30,138,0,29,30,157,16,84,0,705,77,80,0,111,0,0,12,19,232,23,117,34,613,76,0,15,0,84,9,0,25,226,29,28,121,806,222.4,584.6,384,1997,,
1400000US05015950400,,"Census Tract 9504, Carroll County, Arkansas",0,28,15,109,21,45,0,35,38,50,13,0,525,27,31,19,36,5,49,20,2,212,83,12,29,337,14,0,6,33,2,10,0,4,73,107,0,88,346,216.68,511.32,142,1216,,
1400000US05015950500,,"Census Tract 9505, Carroll County, Arkansas",30,7,100,66,38,51,23,18,173,79,0,16,521,31,12,31,107,63,31,0,37,171,38,0,0,682,118,44,42,15,38,65,32,33,141,65,9,80,742,367.6,589.4,105,1804,,
1400000US05017080100,,"Census Tract 801, Chicot County, Arkansas",0,25,49,23,0,16,0,0,34,0,18,0,208,0,49,20,10,18,18,0,0,17,0,33,43,256,6,24,57,10,9,0,0,0,80,18,0,52,300,54.96,128.04,146,629,,
1400000US05017080200,,"Census Tract 802, Chicot County, Arkansas",81,46,15,26,0,0,0,0,1,8,0,0,185,23,4,32,77,0,0,0,0,35,0,0,14,106,34,0,33,15,0,0,0,0,1,11,12,0,386,5.92,50.08,26,468,,
1400000US05017080300,,"Census Tract 803, Chicot County, Arkansas",0,9,21,23,60,0,12,17,10,5,42,5,218,0,16,6,41,5,13,46,7,26,33,3,22,234,14,39,9,0,23,4,27,0,62,9,17,30,266,141.68,129.32,119,656,,
1400000US05017080400,,"Census Tract 804, Chicot County, Arkansas",101,13,27,15,0,39,0,0,7,43,0,0,287,164,15,17,13,0,17,0,0,61,0,0,0,171,56,0,32,0,6,0,0,16,61,0,0,0,459,92.64,151.36,0,703,,
1400000US05019953601,,"Census Tract 9536.01, Clark County, Arkansas",17,0,12,45,23,75,0,0,12,15,12,28,214,35,0,13,0,0,43,0,14,47,16,9,37,323,64,0,0,68,18,16,0,9,88,24,17,19,295,180.52,178.48,122,776,,
1400000US05019953602,,"Census Tract 9536.02, Clark County, Arkansas",3,35,7,13,6,38,32,0,8,20,13,15,251,2,81,2,3,0,31,9,0,16,32,7,68,199,1,28,1,3,0,61,40,0,24,16,0,25,185,218.68,108.32,128,640,,
1400000US05019953700,,"Census Tract 9537, Clark County, Arkansas",25,85,15,12,17,42,26,0,71,51,0,19,329,4,15,10,31,35,6,0,5,81,113,17,12,190,15,4,12,12,43,0,0,0,56,38,10,0,335,112.28,376.72,58,882,,
1400000US05019953800,,"Census Tract 9538, Clark County, Arkansas",101,50,10,12,0,56,0,8,45,32,3,0,264,79,0,9,28,21,36,8,1,50,14,12,6,254,22,9,39,0,13,80,0,0,20,54,11,6,393,207.4,196.6,38,835,,
1400000US05019953900,,"Census Tract 9539, Clark County, Arkansas",54,18,1,17,10,31,0,0,18,27,63,0,280,50,0,2,24,4,35,13,0,92,28,22,10,505,126,0,0,27,12,6,0,87,122,43,55,27,345,209.12,292.88,177,1024,,
1400000US05021950100,,"Census Tract 9501, Clay County, Arkansas",6,1,0,0,0,1,6,7,16,27,0,0,118,13,0,11,12,1,0,21,0,33,22,0,5,155,8,0,21,12,2,3,9,0,79,17,0,4,87,67.48,173.52,9,337,,
1400000US05021950200,,"Census Tract 9502, Clay County, Arkansas",2,9,0,0,1,0,0,0,0,26,2,0,177,2,53,0,0,68,0,0,0,11,20,9,14,124,0,46,0,1,30,0,0,21,4,13,9,0,212,23.4,71.6,34,341,,
1400000US05021950300,,"Census Tract 9503, Clay County, Arkansas",26,2,2,2,4,43,5,0,1,8,0,13,141,31,4,0,14,8,0,1,0,67,0,15,1,189,2,1,7,5,25,5,13,1,74,28,21,7,133,90.72,155.28,57,436,,
1400000US05021950400,,"Census Tract 9504, Clay County, Arkansas",105,15,0,37,30,25,0,0,9,16,0,0,253,163,5,0,38,0,11,0,0,0,20,0,16,268,114,46,0,17,10,59,0,0,6,10,0,6,580,97.4,58.6,22,758,,
1400000US05021950500,,"Census Tract 9505, Clay County, Arkansas",56,37,3,0,43,4,10,4,41,10,0,4,182,57,0,0,11,34,0,4,11,16,25,13,11,204,20,27,0,15,0,0,8,15,39,61,19,0,303,71.36,176.64,47,598,,
1400000US05021950600,,"Census Tract 9506, Clay County, Arkansas",24,71,0,28,27,36,12,0,79,21,24,0,183,4,30,0,15,0,8,12,16,48,20,20,10,262,16,30,11,6,42,20,0,46,31,36,0,24,304,175.28,209.72,78,767,,
1400000US05023480100,,"Census Tract 4801, Cleburne County, Arkansas",59,21,0,10,0,27,0,0,63,53,6,11,264,1,15,15,19,0,0,0,9,110,52,8,35,309,0,26,28,27,25,36,16,45,57,24,6,19,246,169.8,322.2,85,823,,
1400000US05023480201,,"Census Tract 4802.01, Cleburne County, Arkansas",0,0,0,0,0,0,0,14,13,5,0,0,23,6,0,0,5,0,0,0,0,6,6,0,0,62,0,0,0,0,0,0,0,8,0,54,0,0,11,25.04,80.96,0,117,,
1400000US05023480202,,"Census Tract 4802.02, Cleburne County, Arkansas",37,0,0,57,4,0,14,7,94,3,8,13,206,64,42,52,12,4,0,0,0,9,5,4,14,282,44,25,0,25,33,36,8,4,55,24,13,15,399,94.28,164.72,67,725,,
1400000US05023480300,,"Census Tract 4803, Cleburne County, Arkansas",18,22,24,0,29,10,0,0,112,108,20,46,301,21,47,0,0,0,24,0,0,56,74,40,39,310,0,0,168,0,0,15,0,0,81,21,25,0,329,88.84,412.16,170,1000,,
1400000US05023480400,,"Census Tract 4804, Cleburne County, Arkansas",25,25,10,79,0,35,32,0,9,4,23,0,353,38,13,10,7,22,97,0,0,92,9,65,0,375,20,0,5,48,89,0,0,0,139,21,39,14,391,202.4,235.6,141,970,,
1400000US05023480501,,"Census Tract 4805.01, Cleburne County, Arkansas",13,0,12,0,16,17,0,16,11,4,42,27,207,9,3,29,0,33,5,24,0,15,11,20,58,117,13,4,22,7,9,0,0,0,12,21,3,26,170,68.08,67.92,176,482,,
1400000US05023480502,,"Census Tract 4805.02, Cleburne County, Arkansas",4,8,12,21,0,16,0,0,21,52,19,15,241,6,0,13,8,3,16,0,0,21,71,82,21,221,8,6,12,0,10,0,0,0,26,120,31,8,111,42.88,300.12,176,630,,
1400000US05025970100,,"Census Tract 9701, Cleveland County, Arkansas",20,16,13,18,41,2,9,0,50,56,0,4,379,64,62,21,0,95,3,19,0,51,57,0,7,431,111,27,22,24,31,4,0,9,30,76,46,51,565,66.96,299.04,108,1039,,
1400000US05025970200,,"Census Tract 9702, Cleveland County, Arkansas",103,2,46,0,16,0,0,0,81,7,0,6,264,44,8,6,7,64,17,0,0,21,64,12,21,283,23,6,5,32,6,39,1,0,84,14,34,39,368,86.76,241.24,112,808,,
1400000US05027950100,,"Census Tract 9501, Columbia County, Arkansas",22,0,0,0,0,1,0,14,18,47,1,25,208,2,0,0,2,20,0,42,20,22,33,23,44,209,34,4,2,18,9,4,14,34,0,7,4,79,113,135.4,120.6,176,545,,
1400000US05027950200,,"Census Tract 9502, Columbia County, Arkansas",89,53,47,19,0,0,0,0,52,22,56,7,255,35,113,8,3,66,0,0,0,26,4,0,0,286,5,20,17,83,16,42,0,0,65,15,0,23,574,64.88,161.12,86,886,,
1400000US05027950300,,"Census Tract 9503, Columbia County, Arkansas",63,4,0,2,0,21,0,0,18,77,28,0,404,140,5,66,25,4,4,0,0,83,20,35,22,420,29,2,5,0,0,0,0,0,102,42,30,210,345,57.48,309.52,325,1037,,
1400000US05027950400,,"Census Tract 9504, Columbia County, Arkansas",35,0,0,19,23,22,18,132,70,167,29,79,356,80,0,17,41,23,10,0,23,47,0,25,90,562,278,0,78,0,0,19,37,14,20,35,0,81,594,296.92,317.08,304,1512,,
1400000US05027950500,,"Census Tract 9505, Columbia County, Arkansas",62,115,15,0,0,109,0,0,43,0,0,0,150,82,40,7,0,0,0,0,0,7,14,0,0,374,83,38,9,0,99,46,0,0,80,12,0,7,550,175.8,135.2,7,868,,
1400000US05029950100,,"Census Tract 9501, Conway County, Arkansas",16,46,42,20,21,44,0,0,43,150,6,0,355,10,57,15,20,19,108,0,2,58,26,40,0,521,6,44,34,22,69,33,20,0,103,91,15,84,441,239.64,438.36,145,1264,,
1400000US05029950200,,"Census Tract 9502, Conway County, Arkansas",5,85,0,7,0,44,18,0,16,7,14,0,338,29,26,52,26,55,11,22,0,49,40,25,3,269,19,9,55,12,46,50,0,0,14,55,0,9,426,157.64,168.36,51,803,,
1400000US05029950300,,"Census Tract 9503, Conway County, Arkansas",0,144,41,0,0,23,0,0,146,0,0,85,545,24,141,27,19,20,13,0,0,269,0,0,32,335,0,13,31,66,41,65,0,0,65,46,0,8,567,177.8,449.2,125,1319,,
1400000US05029950400,,"Census Tract 9504, Conway County, Arkansas",0,23,0,0,0,7,46,0,21,28,0,0,192,0,47,25,0,0,16,0,0,55,30,8,11,156,11,12,11,0,0,0,12,8,26,14,32,30,129,105.32,157.68,81,473,,
1400000US05029950500,,"Census Tract 9505, Conway County, Arkansas",7,0,17,18,2,0,12,0,21,15,13,2,93,13,2,0,6,1,21,0,0,1,7,20,22,120,7,11,0,5,23,7,12,0,0,12,8,35,112,55.52,52.48,100,320,,
1400000US05029950600,,"Census Tract 9506, Conway County, Arkansas",0,0,6,9,26,12,46,10,31,10,24,5,163,13,0,16,24,20,2,0,20,46,10,12,0,127,4,7,18,12,2,3,0,18,9,32,5,17,157,124.76,124.24,63,469,,
1400000US05031000101,,"Census Tract 1.01, Craighead County, Arkansas",80,0,32,11,50,0,0,32,38,0,0,33,300,146,16,0,23,26,0,33,0,32,0,12,12,303,55,0,45,0,26,81,0,0,79,0,0,17,510,169.84,125.16,74,879,,
1400000US05031000102,,"Census Tract 1.02, Craighead County, Arkansas",11,138,11,0,0,0,0,0,0,0,12,0,252,22,3,11,0,30,21,0,23,20,34,44,44,230,0,0,0,0,35,19,13,0,8,31,21,103,261,80.48,88.52,224,654,,
1400000US05031001000,,"Census Tract 10, Craighead County, Arkansas",13,15,0,3,0,23,7,0,63,3,12,13,311,9,26,19,13,7,17,0,0,63,74,9,74,296,17,26,12,7,46,18,0,31,57,31,30,21,213,125.28,261.72,159,759,,
1400000US05031001100,,"Census Tract 11, Craighead County, Arkansas",46,30,141,44,20,42,0,35,152,62,79,217,805,51,21,103,122,18,52,0,58,253,54,17,56,650,110,0,32,66,0,99,0,43,109,91,17,83,804,411.24,638.76,469,2323,,
1400000US05031001200,,"Census Tract 12, Craighead County, Arkansas",19,55,77,50,25,34,7,27,91,18,14,56,462,7,4,74,101,67,31,28,16,61,11,16,46,532,27,27,118,72,49,51,7,4,53,59,53,12,772,237.8,260.2,197,1467,,
1400000US05031000200,,"Census Tract 2, Craighead County, Arkansas",51,56,32,50,51,12,0,36,67,0,45,0,464,75,70,44,8,43,7,58,47,68,14,0,30,251,18,21,23,0,55,0,0,0,36,22,40,36,597,187.36,179.64,151,1115,,
1400000US05031000300,,"Census Tract 3, Craighead County, Arkansas",0,88,79,41,38,0,0,56,21,135,0,24,585,40,21,61,0,0,97,0,81,141,87,38,19,695,0,57,61,0,0,0,0,84,353,84,0,56,486,400.4,738.6,137,1762,,
1400000US05031000401,,"Census Tract 4.01, Craighead County, Arkansas",0,0,0,41,34,103,0,0,91,67,65,0,513,34,0,15,78,44,140,12,0,25,35,96,34,363,40,0,0,0,0,30,12,0,176,40,42,23,286,343.72,387.28,260,1277,,
1400000US05031000402,,"Census Tract 4.02, Craighead County, Arkansas",170,128,40,18,30,0,8,33,122,98,0,0,704,0,125,121,31,106,0,0,15,177,88,33,8,853,0,121,217,22,45,38,0,81,276,12,33,8,1174,267,681,82,2204,,
1400000US05031000501,,"Census Tract 5.01, Craighead County, Arkansas",91,26,91,49,0,26,38,22,59,65,68,126,433,32,0,98,34,8,0,76,0,43,15,33,94,601,0,68,0,0,0,0,23,21,88,151,85,165,497,236.4,390.6,571,1695,,
1400000US05031000502,,"Census Tract 5.02, Craighead County, Arkansas",49,71,48,27,0,0,28,53,38,87,52,0,287,49,15,18,72,0,0,0,8,44,33,38,10,209,19,0,94,9,19,0,0,19,0,12,8,29,490,121.12,200.88,137,949,,
1400000US05031000601,,"Census Tract 6.01, Craighead County, Arkansas",117,156,26,71,17,47,24,0,46,165,0,0,461,102,115,75,0,17,71,81,0,0,0,0,0,806,106,100,0,68,17,142,46,100,19,151,30,27,987,521.4,370.6,57,1936,,
1400000US05031000602,,"Census Tract 6.02, Craighead County, Arkansas",112,17,99,11,25,12,0,6,112,0,0,0,460,79,55,53,38,86,0,68,27,54,0,0,0,198,29,18,39,32,29,0,0,18,33,0,0,0,722,162.84,167.16,0,1052,,
1400000US05031000700,,"Census Tract 7, Craighead County, Arkansas",36,14,36,94,65,76,0,0,85,56,33,88,643,122,0,14,12,45,165,0,57,130,31,0,67,619,0,0,18,38,34,134,13,39,146,136,43,18,528,541.76,526.24,249,1845,,
1400000US05031000801,,"Census Tract 8.01, Craighead County, Arkansas",34,0,0,145,0,0,0,84,132,134,52,177,946,0,0,0,83,0,48,0,0,192,217,205,201,620,0,0,0,0,0,0,0,0,31,104,61,424,262,188.8,753.2,1120,2324,,
1400000US05031000802,,"Census Tract 8.02, Craighead County, Arkansas",0,30,0,0,0,0,0,92,83,0,143,291,921,0,41,0,54,82,16,0,0,52,40,335,301,489,0,0,0,0,0,0,0,67,93,21,120,188,207,211.48,252.52,1378,2049,,
1400000US05031000900,,"Census Tract 9, Craighead County, Arkansas",45,29,17,57,3,5,26,0,88,13,11,19,290,30,11,19,54,25,3,0,13,76,23,6,30,531,64,9,0,40,52,87,8,11,134,42,26,58,455,200.68,328.32,150,1134,,
1400000US05033020100,,"Census Tract 201, Crawford County, Arkansas",0,6,13,42,29,107,0,3,119,0,0,37,357,0,2,19,5,82,86,0,0,69,31,61,2,465,1,2,24,3,181,32,64,0,61,35,15,47,409,331.84,275.16,162,1178,,
1400000US05033020201,,"Census Tract 202.01, Crawford County, Arkansas",58,4,45,14,5,44,23,0,50,11,0,3,426,37,4,30,56,23,0,18,48,178,8,24,0,525,10,22,14,30,51,24,0,4,253,67,13,37,403,237.96,490.04,77,1208,,
1400000US05033020203,,"Census Tract 202.03, Crawford County, Arkansas",86,54,0,49,0,77,49,0,96,79,64,0,857,137,38,67,40,0,209,40,0,129,26,111,60,859,11,50,68,44,0,166,29,0,153,17,12,309,644,630.48,439.52,556,2270,,
1400000US05033020204,,"Census Tract 202.04, Crawford County, Arkansas",0,0,0,0,0,0,0,0,138,37,53,25,321,0,90,0,20,0,0,0,0,107,59,34,11,271,0,0,0,0,0,66,27,30,78,0,70,0,110,174.68,367.32,193,845,,
1400000US05033020301,,"Census Tract 203.01, Crawford County, Arkansas",36,18,0,18,51,0,0,0,25,17,0,15,377,20,74,23,36,55,17,0,0,31,33,45,43,603,71,57,44,15,50,9,0,35,67,163,55,37,568,80.68,316.32,195,1160,,
1400000US05033020302,,"Census Tract 203.02, Crawford County, Arkansas",146,0,27,61,41,0,0,13,32,8,16,14,346,83,23,0,54,58,0,0,10,49,20,46,3,412,0,107,22,0,14,0,0,0,38,157,31,43,636,42.04,284.96,153,1116,,
1400000US05033020401,,"Census Tract 204.01, Crawford County, Arkansas",0,9,8,28,93,30,5,0,31,72,45,0,451,73,14,5,4,31,0,0,8,122,153,41,0,385,29,6,8,70,7,4,0,14,88,38,46,75,385,99.56,465.44,207,1157,,
1400000US05033020402,,"Census Tract 204.02, Crawford County, Arkansas",38,14,8,19,19,0,3,9,130,106,44,44,386,42,31,3,80,6,12,12,8,58,33,17,84,452,81,54,3,90,26,0,0,3,30,80,0,85,514,81.88,402.12,274,1272,,
1400000US05033020501,,"Census Tract 205.01, Crawford County, Arkansas",87,153,33,145,22,0,0,58,69,0,0,0,659,102,82,69,134,13,104,0,46,61,32,0,16,474,30,65,42,56,15,0,0,38,92,113,0,23,1048,281.52,331.48,39,1700,,
1400000US05033020502,,"Census Tract 205.02, Crawford County, Arkansas",44,35,26,52,28,47,44,0,7,10,25,0,220,38,40,0,37,0,21,24,9,6,0,45,0,351,72,44,73,13,0,7,36,10,69,16,11,0,502,211.12,94.88,81,889,,
1400000US05033020600,,"Census Tract 206, Crawford County, Arkansas",36,26,48,19,60,67,69,0,156,69,51,92,796,56,1,29,17,17,194,0,15,241,120,25,81,951,97,47,48,0,0,117,0,63,294,197,70,18,501,635.56,966.44,337,2440,,
1400000US05035030101,,"Census Tract 301.01, Crittenden County, Arkansas",121,0,57,70,29,24,0,0,8,0,0,0,157,70,43,10,11,0,8,9,0,0,6,0,0,181,20,0,34,4,0,9,0,0,99,0,15,0,469,67.12,95.88,15,647,,
1400000US05035030102,,"Census Tract 301.02, Crittenden County, Arkansas",40,97,6,0,0,21,0,0,85,10,0,0,347,78,107,13,9,8,51,0,0,48,8,17,8,272,91,93,21,0,48,0,0,0,15,0,4,0,611,95.68,142.32,29,878,,
1400000US05035030201,,"Census Tract 302.01, Crittenden County, Arkansas",232,22,68,83,89,36,0,0,50,0,52,0,518,100,20,0,65,67,79,0,61,44,16,45,21,363,39,16,0,95,28,0,0,0,25,106,40,14,924,195.04,221.96,172,1513,,
1400000US05035030202,,"Census Tract 302.02, Crittenden County, Arkansas",8,0,0,0,0,24,0,5,23,59,73,26,244,0,0,0,0,0,85,4,0,41,42,52,20,186,0,11,0,0,13,34,0,0,24,20,74,10,32,166.08,194.92,255,648,,
