X,Y,med_indicator,chip_indicator,Specialty_keys,BOD_Formatted_Name,Latitude,Longitude,CensusYear,CensusTract,CensusCountyFips,CensusStateFips,CensusTract100,CensusStateFips2,State_county_tract,State_FIPS_Code,State,County,State_County_Tract_FIPS_Code,Primary_RUCA_Code,Secondary_RUCA_Code,Tract_Population,Land_Area,Population_Density
39.74365703,-104.8368207,1.0,0.0,general,Sarah DeLapp Parsons,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Michelle Joyce Brichacek,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74113735,-104.8366043,1.0,0.0,general,Priya Chandrasekaran,39.742127,-104.8352452,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Sheila O'Grady Stille,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Ryan Nathaniel Dobbs,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Madeline Jane Saunders,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74113735,-104.8366043,1.0,0.0,general,Heather Louise Jenkins,39.742127,-104.8352452,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Rudolph William Woessner,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Helen Candace DeLapp,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Taylor Cole Peterson,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,NICHOLAS ANTHONY POLITANO,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Walter Cyril Daniels,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Nataliya Ignatieff,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Melvin Eugene Ball,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Ronald Norton Brown,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Chelsea Camille Shellhart,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Kevin Francis McAuliffe,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Eric Philip Mediavilla,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Asha Chinni,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Songjiang Luo,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Jamie Janelle Just,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Gene Stuart Bloom,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Lindsey Jean Yates,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
39.74365703,-104.8368207,1.0,0.0,general,Ethelyn Gail Thomason,39.7440135,-104.8360276,TwoThousandTen,81.0,001,8.0,008100,8,8001008100,8001,CO,Adams County,8001008100,1,1.0,854,1.0402553988667098,820.95224012
