IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,hygienist_for_general_med,hygienist_for_general_chip,hygienist_for_pediatric_med,hygienist_for_pediatric_chip,Y_lat_med,X_long_med,Y_lat_chip,X_long_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"3737 POPLAR AVE,PITTSBURGH,PA,15234-2155",1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,40.36550105,-80.02335017,40.36550105,-80.02335017,1.0,0.0,0.0,1.0
"375 MARTZVILLE RD,BERWICK,PA,18603-1334",2.0,,0.0,,0.0,,4.0,,0.0,,41.06784920000001,-76.25307592,,,1.0,0.0,,
"377 3RD ST,BEAVER,PA,15009-2352",0.25,0.1111111111111111,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,0.0,0.0,40.69675177,-80.30105207,40.69675177,-80.30105207,1.0,0.0,0.0,1.0
"3800 WILLIAM PENN HWY,EASTON,PA,18045-5006",0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,40.67152617,-75.26815095,40.67152617,-75.26815095,1.0,0.0,0.0,1.0
"3808 BRIGHTON RD,ALLEGHENY,PA,15212-1676",1.5,,0.0,,0.0,,3.0,,0.0,,40.48486884,-80.03601276,,,1.0,0.0,,
"3808 BRIGHTON RD,PITTSBURGH,PA,15212-1676",0.09090909090909093,1.7666666666666666,0.0,0.0,0.6666666666666666,0.0,0.18181818181818185,3.533333333333333,0.0,0.0,40.48486884,-80.03601276,40.48486884,-80.03601276,1.0,0.0,0.0,1.0
"3835 GREEN POND RD,BETHLEHEM,PA,18020-7568",1.0,,0.0,,0.0,,2.0,,0.0,,40.67459546,-75.3278622,,,1.0,0.0,,
"386 BLACKMAN ST,WILKES BARRE,PA,18702-6002",0.3333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,0.0,0.0,41.22689674,-75.89330486,41.22689674,-75.89330486,1.0,0.0,0.0,1.0
"3867 UNION DEPOSIT RD,HARRISBURG,PA,17109-5920",6.783333333333332,7.08250344606956,0.0,0.0,0.0,0.07142857142857142,13.566666666666665,14.16500689213912,0.0,0.0,40.27820066,-76.8245061,40.27820066,-76.8245061,1.0,0.0,0.0,1.0
"387 N 9TH AVE,SCRANTON,PA,18504-2005",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,41.41295911,-75.67515548,41.41295911,-75.67515548,1.0,0.0,0.0,1.0
"3901 PENN AVE BLDG 1,PITTSBURGH,PA,15224-1318",0.5,,0.0,,0.0,,1.0,,0.0,,40.46498725,-79.95929892,,,1.0,0.0,,
"3915 W LINCOLN HWY,DOWNINGTOWN,PA,19335-5502",0.2438279659689963,0.9565590549169074,0.1778409606210662,1.1249199425642915,0.03448275862068965,0.1514576688489732,0.4876559319379926,1.9131181098338148,0.3556819212421324,2.249839885128583,39.99665464,-75.74251259,39.99665464,-75.74251259,1.0,0.0,0.0,1.0
"394 RODI RD STE 1,PITTSBURGH,PA,15235-3307",0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,40.45707039,-79.82325739,40.45707039,-79.82325739,1.0,0.0,0.0,1.0
"394 RODI RD STE 2,PITTSBURGH,PA,15235-3307",0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,40.45707039,-79.82325739,40.45707039,-79.82325739,1.0,0.0,0.0,1.0
"394 RODI RD,PENN HILLS,PA,15235-3307",0.5,,0.0,,0.0,,1.0,,0.0,,40.45707039,-79.82325739,,,1.0,0.0,,
