idx,IKN_addr,general,pediatric,specialist,Y_lat,X_long,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
117,"1001 S 4TH ST,HAMBURG,PA,19526-9211",1.6960312376614284,0.0,0.4362554112554112,40.54102777,-75.97746871,0,1,3.3920624753228568,0.0
118,"1001 S GEORGE ST,YORK,PA,17403-3676",5.416666666666666,0.0,0.3333333333333333,39.94541417,-76.71975146,0,1,10.833333333333332,0.0
119,"1001 S MARKET ST,MECHANICSBURG,PA,17055-4748",1.0,0.0,0.0,40.2032373,-77.00062492,0,1,2.0,0.0
120,"1003 BROADWAY,FOUNTAIN HILL,PA,18015-4101",2.5,0.0,0.0,40.60330939,-75.39182274,0,1,5.0,0.0
121,"1003 E BALTIMORE PIKE,MEDIA,PA,19063-5135",2.5486111111111107,1.0,0.1111111111111111,39.91542748,-75.42339893,0,1,5.097222222222221,2.0
122,"1004 HARRISON CITY EXPORT RD,HARRISON CITY,PA,15636-1340",0.5,0.0,0.0,40.35522929,-79.64873532,0,1,1.0,0.0
123,"1004 W VIEW PARK DR,PITTSBURGH,PA,15229-1771",2.023808278065243,0.15384615384615385,0.9921239708004416,40.51617379,-80.03790015,0,1,4.047616556130486,0.3076923076923077
124,"1005 GREEN LN,LEVITTOWN,PA,19057-3103",2.3020202020202016,0.0,0.0,40.13368919,-74.85880758,0,1,4.604040404040403,0.0
125,"1006 LOGAN AVE,TYRONE,PA,16686-1522",2.0,0.0,0.0,40.67101299,-78.23966729,0,1,4.0,0.0
126,"1006 MAIN ST,REPUBLIC,PA,15475",2.6833333333333336,0.0,0.0,39.96293018,-79.87804958,0,1,5.366666666666667,0.0
127,"1007 W MAIN ST,GROVE CITY,PA,16127-1011",0.08333333333333333,0.0,0.0,41.16437361,-80.09930327,0,1,0.16666666666666666,0.0
128,"1009 BEAVER GRADE RD STE 300,CORAOPOLIS,PA,15108-2969",2.0,0.0,0.0,40.50395217,-80.20601585,0,1,4.0,0.0
129,"1009 VALLEY FORGE RD,NORRISTOWN,PA,19403-1022",0.5,0.0,0.0,40.16250186,-75.37909487,0,1,1.0,0.0
130,"101 5TH ST,ELLWOOD CITY,PA,16117-2363",1.0,0.0,0.0,40.86144925,-80.28730364,0,1,2.0,0.0
131,"101 BALA AVE,BALA CYNWYD,PA,19004-3307",1.0,0.0,0.0,40.00345019,-75.23131916,0,1,2.0,0.0
132,"101 BELLEVUE RD,PITTSBURGH,PA,15229-2125",0.5,0.0,0.0,40.51400322,-80.03069918,0,1,1.0,0.0
133,"101 COLLEGE PARK PLZ,JOHNSTOWN,PA,15904-2831",0.0,0.0,3.0,40.27657498,-78.84852379,0,1,0.0,0.0
