,State_County_Tract_FIPS_Code
24510280101,49
24011955302,41
24031701703,39
24510080500,39
24005452400,37
24033802103,37
24043000900,33
24011955600,32
24031702500,32
24510200500,31
24021750701,31
24003750202,30
24045010400,30
24033800211,30
24033805908,29
24019970600,27
24510210200,26
24033803514,25
24033806800,24
24031703221,24
24033806710,24
24033804102,24
24031700818,23
24510270802,23
24009860701,23
24041960700,23
24510280401,23
24510080102,22
24005450300,21
24005420100,21
24041960300,21
24021751003,19
24003702205,19
24009860102,19
24031700309,19
24033803607,19
24019970300,18
24031703201,18
24017850901,18
24009860900,17
24033800106,16
24003740702,16
24031702800,16
24019970500,15
24011955100,15
24011955400,14
24019970702,14
24003702402,14
24003750400,14
24011955201,14
24031700723,14
24003731204,14
24031701421,13
24041960400,13
24027602306,13
24015030505,13
24005401503,13
24019970200,13
24037875902,13
24003750900,12
24025306300,12
24019970400,12
24019970900,12
24031701218,12
24033801211,12
24031701505,12
24031703800,12
24031701315,12
24005403701,12
24009861001,11
24037875802,11
24510271503,11
24510040100,11
24031700822,10
24015031202,10
24025301202,10
24005402503,9
24033806000,9
24031700901,9
24043011201,9
24011955000,9
24009860101,9
24033800516,8
24033801405,8
24033801500,8
24003740305,8
24023000600,8
24045010605,8
24027606706,8
24045000400,8
24039930101,8
24510040200,8
24510150800,8
24005491201,8
24013504100,8
24033800409,8
24033800213,8
24005451701,8
24005403402,8
24035810800,8
24031704401,8
24015030400,8
24017851002,8
24005411309,7
24033801904,7
24031701201,7
24031703209,7
24003740102,7
24031700706,7
24005408400,7
24510270502,7
24031702301,7
24013505102,7
24041960800,7
24045000200,7
24025303603,7
24043000602,7
24510020300,7
24027606707,7
24041960900,7
24003740304,7
24041960100,7
24001001700,7
24005402602,7
24025303203,7
24033800102,7
24031700833,7
24011955500,7
24031704200,7
24015031400,7
24033804200,7
24510260605,6
24005403702,6
24027605503,6
24025306100,6
24031701422,6
24031700904,6
24027606603,6
24510140200,6
24031700719,6
24033806714,6
24001000500,6
24031703601,6
24025301602,6
24031700713,6
24031700616,6
24031701205,6
24031701007,6
24033802407,6
24027602201,6
24033801307,6
24003730402,6
24031701216,6
24025301107,6
24017850802,6
24027602302,5
24033800413,5
24003730506,5
24031700826,5
24510280500,5
24025302902,5
24031700817,5
24510100100,5
24037875000,5
24037875500,5
24031701506,5
24033800108,5
24005490200,5
24033801003,5
24027605102,5
24510110200,5
24031700721,5
24021750504,5
24031704805,5
24005404403,4
24001000800,4
24037875100,4
24031703207,4
24015030100,4
24510150500,4
24005401505,4
24005451200,4
24510120202,4
24003706600,4
24003702701,4
24033806602,4
24021751902,4
24033800515,4
24031700717,4
24013507801,4
24003730401,4
24027606601,4
24031700835,4
24017851500,4
24031702200,4
24025303501,4
24033801802,4
24013505203,4
24027602800,4
24013506200,4
24003740800,4
24510280301,4
24033801217,4
24005402303,4
24003730700,4
24031704806,4
24013507602,4
24031700722,4
24043010300,4
24031701509,4
24025306200,3
24031703214,3
24003706500,3
24005492101,3
24005420900,3
24027601103,3
24045000100,3
24027601105,3
24510270803,3
24023000200,3
24033806501,3
24025301106,3
24033800212,3
24001001100,3
24005408505,3
24001000400,3
24005440701,3
24510260900,3
24003731103,3
24031700813,3
24027606907,3
24017850400,3
24035810901,3
24005402509,3
24023000100,3
24005420800,3
24005408704,3
24005402603,3
24031700718,3
24033807404,3
24033800403,3
24033804900,3
24025301702,3
24033806706,3
24027605402,3
24033800605,3
24027601203,3
24031703501,3
24027602202,3
24013505101,3
24013513001,3
24027605602,3
24033800504,3
24017850706,3
24047951000,3
24031703901,3
24003730504,3
24021750801,3
24005440200,3
24001001401,3
24031701213,3
24033801805,3
24005404101,3
24039930102,3
24033801905,2
24033802406,2
24033801404,2
24031701704,2
24033800408,2
24005411408,2
24031700205,2
24005430900,2
24015030506,2
24017850906,2
24045010603,2
24031700811,2
24031703100,2
24005492401,2
24005440800,2
24005492300,2
24021750505,2
24510140300,2
24003730502,2
24021751202,2
24003751000,2
24510271700,2
24510030200,2
24005404102,2
24031706008,2
24033807200,2
24033803300,2
24031702900,2
24025303900,2
24031702000,2
24021750100,2
24033805500,2
24043000601,2
24005403803,2
24033805000,2
24031703220,2
24005440100,2
24003750101,2
24033800606,2
24031700830,2
24027605103,2
24031700208,2
24005401507,2
24033806708,2
24045010101,2
24033802002,2
24003701102,2
24021751004,2
24025303400,2
24005490605,2
24027602304,2
24005403401,2
24031701410,2
24005401301,2
24025303801,2
24033801901,2
24031704804,2
24005401102,2
24043011100,2
24031702601,2
24033800707,2
24033800701,2
24027601201,2
24031701414,2
24003751200,2
24015030903,2
24005401000,2
24005490800,2
24031700816,2
24001001402,2
24031701005,1
24033800206,1
24510250103,1
24003730601,1
24031701409,1
24013509002,1
24031701415,1
24031700104,1
24033800402,1
24033801312,1
24005411306,1
24510120100,1
24031703302,1
24510200701,1
24015030503,1
24031701219,1
24015030905,1
24003730203,1
24003751400,1
24003740500,1
24510250203,1
24001000700,1
24021750802,1
24510271802,1
24013507601,1
24033800514,1
24510280200,1
24033807409,1
24029950300,1
24031702101,1
24025301302,1
24033802408,1
24003740900,1
24510090600,1
24033803606,1
24005492002,1
24033803522,1
24033803516,1
24031700207,1
24510250206,1
24033801409,1
24033801411,1
24003730604,1
24033803402,1
24033803602,1
24013507702,1
24510271801,1
24047950900,1
24003740701,1
24021750803,1
24021765100,1
24510260201,1
24005430200,1
24013507500,1
24005401504,1
24510272003,1
24041960201,1
24005450504,1
24033807102,1
24021750503,1
24001002200,1
24510270804,1
24009860501,1
24043011301,1
24031704503,1
24005490603,1
24031700903,1
24037875600,1
