id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US22009030200,,"Census Tract 302, Avoyelles Parish, Louisiana",0,0,32,43,11,17,0,0,67,52,0,9,227,15,0,0,58,12,39,0,0,40,20,0,43,280,28,0,74,27,8,37,0,0,43,23,21,19,308,168,170,92,738,
1400000US22009030300,,"Census Tract 303, Avoyelles Parish, Louisiana",73,24,26,0,11,8,5,6,0,8,14,9,287,38,20,27,0,11,29,10,6,15,59,26,46,306,11,7,0,0,17,39,6,5,46,121,0,54,265,144.5,218.5,149,777,
1400000US22009030400,,"Census Tract 304, Avoyelles Parish, Louisiana",140,31,140,31,1,85,4,30,2,43,57,15,499,133,19,95,0,61,12,2,43,53,25,56,0,798,164,155,1,50,171,54,0,0,42,29,65,67,1192,278.5,145.5,260,1876,
1400000US22009030500,,"Census Tract 305, Avoyelles Parish, Louisiana",98,27,24,84,12,0,0,70,208,13,59,16,559,54,12,12,160,32,42,11,49,57,74,2,54,475,22,21,11,172,13,0,12,0,36,108,67,13,754,334.5,345.5,211,1645,
1400000US22009030600,,"Census Tract 306, Avoyelles Parish, Louisiana",0,55,75,45,0,18,0,135,114,0,0,0,345,0,0,0,60,0,36,10,134,29,0,0,76,543,0,0,99,137,0,50,12,131,40,43,0,31,471,617.5,134.5,107,1330,
1400000US22009030700,,"Census Tract 307, Avoyelles Parish, Louisiana",96,24,22,35,52,10,0,29,0,13,0,114,371,136,58,7,17,16,9,0,0,80,20,6,22,386,46,70,9,0,42,26,0,0,76,80,35,2,630,152,191,179,1152,
1400000US22009030800,,"Census Tract 308, Avoyelles Parish, Louisiana",14,0,0,0,29,0,0,6,74,0,24,10,217,0,0,0,0,11,0,0,0,22,113,50,21,286,35,0,0,0,0,0,0,0,127,54,51,19,89,117.5,278.5,175,660,
1400000US22009030900,,"Census Tract 309, Avoyelles Parish, Louisiana",98,54,66,0,0,33,0,0,6,66,26,32,184,41,28,43,25,28,0,0,0,0,3,12,4,231,68,17,55,23,8,0,0,0,7,9,44,0,554,39.5,84.5,118,796,
1400000US22011960100,,"Census Tract 9601, Beauregard Parish, Louisiana",0,39,46,70,163,19,0,35,77,28,0,30,637,0,0,20,181,0,94,0,62,182,50,0,48,484,18,52,79,45,22,38,0,32,46,93,0,59,735,432.5,323.5,137,1628,
1400000US22011960200,,"Census Tract 9602, Beauregard Parish, Louisiana",0,12,0,18,83,8,8,0,50,80,105,29,372,0,13,0,18,36,15,8,0,63,124,78,17,482,12,5,21,0,10,10,0,0,30,210,54,130,228,120.5,485.5,413,1247,
