IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_med,X_med,Y_chip,X_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"14955 GALAXIE AVE,SAINT PAUL,MN,55124-4519",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.73306836,-93.20760119,44.73306836,-93.20760119,1,0,0,1
"14990 GLAZIER AVE STE 100,APPLE VALLEY,MN,55124-7819",2.0,2.0,0.0,0.0,0.0,0.0,44.73380795,-93.21656862,44.73380795,-93.21656862,1,0,0,1
"15 ASH ST SE,NEW LONDON,MN,56273-7500",1.0,1.0,0.0,0.0,0.0,0.0,45.30124394,-94.94238182,45.30124394,-94.94238182,1,0,0,1
"150 3RD ST NW,WELLS,MN,56097",0.45,0.5833333333333333,0.0,0.0,0.0,0.0,43.7483777,-93.72725797,43.7483777,-93.72725797,1,0,0,1
"150 3RD ST NW,WELLS,MN,56097-1021",0.7833333333333333,0.9166666666666664,0.0,0.0,0.0,0.0,43.7483777,-93.72725797,43.7483777,-93.72725797,1,0,0,1
"150 3RD ST SW,COKATO,MN,55321-4595",1.0,1.0,0.0,0.0,0.0,0.0,45.07620394,-94.19105324,45.07620394,-94.19105324,1,0,0,1
"150 E 4TH ST,WINONA,MN,55987",0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,44.0506119,-91.63413406,44.0506119,-91.63413406,1,0,0,1
"150 E 4TH ST,WINONA,MN,55987-3512",0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,44.0506119,-91.63413406,44.0506119,-91.63413406,1,0,0,1
"150 SOUTH RD,MANKATO,MN,56001-7046",0.4,0.3333333333333333,0.0,0.0,0.0,0.0,44.14628758,-94.00091333,44.14628758,-94.00091333,1,0,0,1
"1500 59TH AVE N,BROOKLYN CENTER,MN,55430-2614",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,45.0620245,-93.30008205,45.0620245,-93.30008205,1,0,0,1
"1500 JAMES AVE N,MINNEAPOLIS,MN,55411-3161",0.020865225070920087,0.020947411222553537,0.0,0.0,0.0,0.0,44.99521234,-93.30071124,44.99521234,-93.30071124,1,0,0,1
"1500 NORTHWAY DR,SAINT CLOUD,MN,56303",2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,45.57712499,-94.18257376,45.57712499,-94.18257376,1,0,0,1
"1500 NORTHWAY DR,SAINT CLOUD,MN,56303-1219",3.1666666666666665,3.1666666666666665,0.0,0.0,0.0,0.0,45.57712499,-94.18257376,45.57712499,-94.18257376,1,0,0,1
"1501 30TH AVE N,MINNEAPOLIS,MN,55411-1962",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,45.01127833,-93.29819494,45.01127833,-93.29819494,1,0,0,1
"1501 ALDRICH AVE N,MINNEAPOLIS,MN,55411-3335",0.020593359294937486,0.020593359294937486,0.0,0.0,0.0,0.0,44.99413394,-93.28957082,44.99413394,-93.28957082,1,0,0,1
"1505 HOYT AVE E,SAINT PAUL,MN,55106-1201",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,44.98846748,-93.0371812,44.98846748,-93.0371812,1,0,0,1
"1505 STATE ST N,WASECA,MN,56093-2711",1.0,1.0,0.0,0.0,0.0,0.0,44.09272674,-93.50750334,44.09272674,-93.50750334,1,0,0,1
"151 19TH ST S STE B,SARTELL,MN,56377-2153",1.5,1.5,0.0,0.0,0.0,0.0,45.59515047,-94.196781,45.59515047,-94.196781,1,0,0,1
"151 19TH ST S,SARTELL,MN,56377",1.5,1.5,0.3333333333333333,0.3333333333333333,0.0,0.0,45.59515047,-94.196781,45.59515047,-94.196781,1,0,0,1
"151 19TH ST S,SARTELL,MN,56377-2153",4.5,4.5,1.3666666666666667,1.3666666666666667,0.0,0.0,45.59515047,-94.196781,45.59515047,-94.196781,1,0,0,1
"151 SAINT ANDREWS CT STE 1110,MANKATO,MN,56001-8819",1.5,1.5,0.0,0.0,0.0,0.0,44.17934156,-93.95906267,44.17934156,-93.95906267,1,0,0,1
"151 SAINT ANDREWS CT STE 1120,MANKATO,MN,56001-8819",2.0,2.0,0.0,0.0,0.0,0.0,44.17934156,-93.95906267,44.17934156,-93.95906267,1,0,0,1
"1511 BROADWAY,WHEATON,MN,56296-1040",3.0,3.0,0.0,0.0,0.0,0.0,45.8043175,-96.5050857,45.8043175,-96.5050857,1,0,0,1
"1514 E MINNESOTA ST,SAINT JOSEPH,MN,56374",0.75,0.8333333333333333,0.0,0.0,0.0,0.0,45.56589248,-94.29661844,45.56589248,-94.29661844,1,0,0,1
"1514 E MINNESOTA ST,SAINT JOSEPH,MN,56374-8618",6.5,6.333333333333332,0.0,0.0,0.0,0.0,45.56589248,-94.29661844,45.56589248,-94.29661844,1,0,0,1
"1514 WHITE BEAR AVE N STE B,SAINT PAUL,MN,55106-1625",1.25,1.25,0.0,0.0,0.0,0.0,44.986815,-93.02519261,44.986815,-93.02519261,1,0,0,1
"1514 WHITE BEAR AVE N,SAINT PAUL,MN,55106",0.25,0.25,0.0,0.0,0.0,0.0,44.986815,-93.02519261,44.986815,-93.02519261,1,0,0,1
"1514 WHITE BEAR AVE N,SAINT PAUL,MN,55106-1624",0.0,0.0,0.8333333333333333,0.75,0.0,0.0,44.986815,-93.02519261,44.986815,-93.02519261,1,0,0,1
"1515  SAINT FRANCIS AVE  STE 145,SHAKOPEE,MN,55379-4307",0.6233333333333333,0.5217391304347826,0.0,0.0,0.0,0.0,44.77015748,-93.50385318,44.77015748,-93.50385318,1,0,0,1
"1515 11TH ST,INTERNATIONAL FALLS,MN,56649-2501",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,48.59475453,-93.42455225,48.59475453,-93.42455225,1,0,0,1
"1515 44TH AVE NE,COLUMBIA HEIGHTS,MN,55421-3003",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,45.04823648,-93.23783061,45.04823648,-93.23783061,1,0,0,1
"1515 E 25TH ST RM C-153,HIBBING,MN,55746-3354",1.5,1.5,0.0,0.0,0.0,0.0,47.42049248,-92.92091002,47.42049248,-92.92091002,1,0,0,1
"1515 E 25TH ST,HIBBING,MN,55746",2.5,2.533333333333333,0.0,0.0,0.0,0.0,47.42049248,-92.92091002,47.42049248,-92.92091002,1,0,0,1
"1515 SAINT FRANCIS AVE STE 145,SHAKOPEE,MN,55379-4307",3.5882600918465344,3.648052835050657,0.3333333333333333,0.3333333333333333,0.0,0.0,44.77015748,-93.50385318,44.77015748,-93.50385318,1,0,0,1
"1515 ST FRANCIS AVE,SHAKOPEE,MN,55379",0.4800724637681159,0.5222222222222221,0.0,0.0,0.0,0.0,44.77015748,-93.50385318,44.77015748,-93.50385318,1,0,0,1
"1521 NORTHWAY DR STE 105,SAINT CLOUD,MN,56303-1223",1.0,1.0,0.0,0.0,0.0,0.0,45.57776253,-94.18280492,45.57776253,-94.18280492,1,0,0,1
"1521 NORTHWAY DR STE 108,SAINT CLOUD,MN,56303-4490",0.75,0.75,2.393925518925519,2.3289682539682537,0.0,0.0,45.57776253,-94.18280492,45.57776253,-94.18280492,1,0,0,1
"1521 NORTHWAY DR,SAINT CLOUD,MN,56303",1.0,1.0,0.0,0.0,0.0,0.0,45.57776253,-94.18280492,45.57776253,-94.18280492,1,0,0,1
"1524 WHITE BEAR AVE N,SAINT PAUL,MN,55106-1606",1.0,1.0,0.0,0.0,0.0,0.0,44.987184,-93.02519164,44.987184,-93.02519164,1,0,0,1
"15243 NOWTHEN BLVD NW,RAMSEY,MN,55303-6138",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,45.24751885,-93.41577513,45.24751885,-93.41577513,1,0,0,1
"1526 NORTHWAY DR,SAINT CLOUD,MN,56303-1255",1.9166666666666663,2.0,0.2777777777777778,0.3666666666666667,0.0625,0.09090909090909093,45.57925261,-94.18162342,45.57925261,-94.18162342,1,0,0,1
"15290 PENNOCK LN,APPLE VALLEY,MN,55124-7163",5.783333333333332,5.783333333333332,0.0,0.0,0.2361111111111111,0.2361111111111111,44.72908222,-93.2226723,44.72908222,-93.2226723,1,0,0,1
"15290 PENNOCK LN,SAINT PAUL,MN,55124",1.0,1.0,0.0,0.0,0.0,0.0,44.72908222,-93.2226723,44.72908222,-93.2226723,1,0,0,1
"153 CESAR CHAVEZ ST,SAINT PAUL,MN,55107-2226",0.6666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,44.93003466,-93.07849642,44.93003466,-93.07849642,1,0,0,1
"1537 E 66TH ST STE 100,RICHFIELD,MN,55423-2663",0.0,0.0,0.0,0.0,1.9523809523809523,1.9166666666666663,44.88347449,-93.25205099,44.88347449,-93.25205099,1,0,0,1
"1537 E 66TH ST STE 101,RICHFIELD,MN,55423-2663",0.5,0.5,0.0,0.0,0.0,0.0,44.88347449,-93.25205099,44.88347449,-93.25205099,1,0,0,1
"1537 E 66TH ST,MINNEAPOLIS,MN,55423",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.88347449,-93.25205099,44.88347449,-93.25205099,1,0,0,1
"1537 E 66TH ST,RICHFIELD,MN,55423-2663",0.5,0.5,0.0,0.0,0.0,0.0,44.88347449,-93.25205099,44.88347449,-93.25205099,1,0,0,1
"1540 6TH ST E,SAINT PAUL,MN,55106-4850",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,44.96035148,-93.03528142,44.96035148,-93.03528142,1,0,0,1
"1540 NORTHWAY DR,SAINT CLOUD,MN,56303-1240",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,45.57835904,-94.18229936,45.57835904,-94.18229936,1,0,0,1
"1544 TIMBERLAKE RD,SAINT PAUL,MN,55117-3946",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,44.98782975,-93.09322963,44.98782975,-93.09322963,1,0,0,1
"1545 ADAMS ST,MANKATO,MN,56001",0.0,0.0,0.0,0.0,2.5,2.5,44.16986913,-93.96369377,44.16986913,-93.96369377,1,0,0,1
"1545 NORTHWAY DR STE 150,SAINT CLOUD,MN,56303-2930",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,45.57854674,-94.18253471,45.57854674,-94.18253471,1,0,0,1
"15450 HIGHWAY 7 STE 200,MINNETONKA,MN,55345-3522",0.09090909090909093,0.125,0.0,0.0,0.0,0.0,44.92094931,-93.47570619,44.92094931,-93.47570619,1,0,0,1
"1549 LARPENTEUR AVE W,FALCON HEIGHTS,MN,55113-6316",1.0,1.0,0.0,0.0,0.0,0.0,44.99192679,-93.1653632,44.99192679,-93.1653632,1,0,0,1
"155 28TH ST NE,OWATONNA,MN,55060-1589",0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,44.11159148,-93.22408383,44.11159148,-93.22408383,1,0,0,1
"155 WABASHA ST S STE 111,SAINT PAUL,MN,55107-1823",0.0,0.0,0.0,0.0,1.0,1.0,44.93789297,-93.08827785,44.93789297,-93.08827785,1,0,0,1
"1550 ADAMS ST,MANKATO,MN,56001",0.5,0.5,0.0,0.0,0.0,0.0,44.1699725,-93.96343044,44.1699725,-93.96343044,1,0,0,1
"1550 ADAMS ST,MANKATO,MN,56001-5192",2.5,2.5,0.0,0.0,0.0,0.0,44.1699725,-93.96343044,44.1699725,-93.96343044,1,0,0,1
"15535 34TH AVE N STE 250,PLYMOUTH,MN,55447-2171",1.0425531914893618,1.022222222222222,0.0,0.0,0.0,0.0,45.01910165,-93.4785555,45.01910165,-93.4785555,1,0,0,1
"15535 34TH AVE N,MINNEAPOLIS,MN,55447",0.044003868471953575,0.04494949494949496,0.0,0.0,0.0,0.0,45.01910165,-93.4785555,45.01910165,-93.4785555,1,0,0,1
"1557 HURON ST,SAINT PAUL,MN,55108-2317",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,44.98732816,-93.15536937,44.98732816,-93.15536937,1,0,0,1
"1560 BEAM AVE STE A,MAPLEWOOD,MN,55109-1171",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.02793847,-93.03455097,45.02793847,-93.03455097,1,0,0,1
"1560 BEAM AVE, #A,SAINT PAUL,MN,55109",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.02793847,-93.0345508,45.02793847,-93.0345508,1,0,0,1
"15600 36TH AVE N STE 260,PLYMOUTH,MN,55446-3369",0.14285714285714285,0.14285714285714285,0.0,0.0,0.9999999999999998,0.9999999999999998,45.02226449,-93.478104,45.02226449,-93.478104,1,0,0,1
"1570 HIGHWAY 71,INTERNATIONAL FALLS,MN,56649-2131",2.0,2.0,0.0,0.0,1.3666666666666665,1.3666666666666665,48.59040502,-93.43563489,48.59040502,-93.43563489,1,0,0,1
"1570 US-71,INTERNATIONAL FALLS,MN,56649",1.0,1.0,0.0,0.0,0.0,0.0,48.59040502,-93.43563489,48.59040502,-93.43563489,1,0,0,1
"1570 W SERVICE DR,WINONA,MN,55987-2522",0.5,0.5,0.0,0.0,0.0,0.0,44.04997766,-91.67991632,44.04997766,-91.67991632,1,0,0,1
"1575 20TH ST NW STE 102,FARIBAULT,MN,55021-2932",14.883333333333333,14.283333333333333,0.0,0.0,0.0,0.0,44.31138871,-93.29037732,44.31138871,-93.29037732,1,0,0,1
"1575 20TH ST NW STE 202,FARIBAULT,MN,55021-2931",0.0,0.0,0.0,0.0,0.2222222222222222,0.16666666666666666,44.31138871,-93.29037732,44.31138871,-93.29037732,1,0,0,1
"1575 20TH ST NW STE 207,FARIBAULT,MN,55021-2930",1.2,1.4166666666666663,0.0,0.0,0.1111111111111111,0.16666666666666666,44.31138871,-93.29037732,44.31138871,-93.29037732,1,0,0,1
"1575 20TH ST NW,FARIBAULT,MN,55021",2.75,2.9166666666666665,0.0,0.0,0.1111111111111111,0.16666666666666666,44.31138871,-93.29037732,44.31138871,-93.29037732,1,0,0,1
"1575 L ORIENT ST,SAINT PAUL,MN,55117-3923",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,44.98808708,-93.08963864,44.98808708,-93.08963864,1,0,0,1
"15785 95TH AVE N,MAPLE GROVE,MN,55369-4404",0.5,0.5,0.0,0.0,1.5666666666666669,1.5333333333333332,45.12665951,-93.48054299,45.12665951,-93.48054299,1,0,0,1
"1579 HAMLINE AVE N,FALCON HEIGHTS,MN,55108-2107",1.0,1.0,0.0,0.0,0.0,0.0,44.98882241,-93.15667083,44.98882241,-93.15667083,1,0,0,1
"15860 AUDUBON WAY,BAXTER,MN,56401-6943",0.8333333333333333,0.8333333333333333,1.9177350427350424,1.8527777777777776,0.0,0.0,46.38213116,-94.25325216,46.38213116,-94.25325216,1,0,0,1
"15875 EMPEROR AVE,APPLE VALLEY,MN,55124-7860",0.0,0.0,0.0,0.0,0.2,0.2,44.71905633,-93.17513063,44.71905633,-93.17513063,1,0,0,1
"1590 HASTINGS AVE,NEWPORT,MN,55055",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,44.87301994,-93.00025831,44.87301994,-93.00025831,1,0,0,1
"1590 HASTINGS AVE,NEWPORT,MN,55055-1646",2.833333333333333,2.833333333333333,0.0,0.0,0.0,0.0,44.87301994,-93.00025831,44.87301994,-93.00025831,1,0,0,1
"1590 ROBERT ST S STE 120,SAINT PAUL,MN,55118-3403",0.5,0.5,0.0,0.0,0.0,0.0,44.89836494,-93.08058322,44.89836494,-93.08058322,1,0,0,1
"1590 ROBERT ST S STE 120,WEST SAINT PAUL,MN,55118-3403",1.0,1.0,0.0,0.0,0.0,0.0,44.89836494,-93.08058322,44.89836494,-93.08058322,1,0,0,1
"1590 ROBERT ST S STE 120,WEST ST PAUL,MN,55118-3403",1.0,1.0,0.0,0.0,0.0,0.0,44.89836494,-93.08058322,44.89836494,-93.08058322,1,0,0,1
"1590 S ROBERT ST,SAINT PAUL,MN,55118",0.5,0.5,0.0,0.0,0.0,0.0,44.89836494,-93.08058322,44.89836494,-93.08058322,1,0,0,1
"1596 11TH AVE,NEWPORT,MN,55055-1649",0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,44.87258302,-92.99402594,44.87258302,-92.99402594,1,0,0,1
"1599 ENGLEWOOD AVE,SAINT PAUL,MN,55104-1224",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.96409351,-93.1683735,44.96409351,-93.1683735,1,0,0,1
"16 BIRCH AVE NE,MENAHGA,MN,56464",3.0,3.0,0.0,0.0,0.0,0.0,46.75493405,-95.09688649,46.75493405,-95.09688649,1,0,0,1
"1600 1ST ST E,THIEF RIVER FALLS,MN,56701-2404",1.0,1.0,0.0,0.0,0.0,0.0,48.1166155,-96.15910388,48.1166155,-96.15910388,1,0,0,1
"1600 MADISON AVE STE 106,MANKATO,MN,56001-5470",0.5,0.5,0.0,0.0,0.0,0.0,44.16697048,-93.96380191,44.16697048,-93.96380191,1,0,0,1
"1600 SAINT JOHNS BLVD STE 100,MAPLEWOOD,MN,55109-1190",6.133161563930291,5.735156912956708,0.0,0.0,0.0,0.0,45.03016954,-93.03347313,45.03016954,-93.03347313,1,0,0,1
"1600 ST JOHNS BLVD,SAINT PAUL,MN,55109",0.5243902439024389,0.6916666666666667,0.0,0.0,0.0,0.0,45.03018949,-93.03347313,45.03018949,-93.03347313,1,0,0,1
"1600 WASHINGTON AVE,CLOQUET,MN,55720-2485",1.0,1.0,0.0,0.0,0.0,0.0,46.70685544,-92.44641947,46.70685544,-92.44641947,1,0,0,1
"1601 51ST AVE N,MINNEAPOLIS,MN,55430-3433",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,45.04743913,-93.30054736,45.04743913,-93.30054736,1,0,0,1
"1601 ALDRICH AVE N,MINNEAPOLIS,MN,55411-3336",0.031281891737586755,0.0313640778892202,0.0,0.0,0.0,0.0,44.99526932,-93.28957982,44.99526932,-93.28957982,1,0,0,1
"1601 COMO AVE SE,MINNEAPOLIS,MN,55414-2425",2.0,2.0,0.0,0.0,0.0,0.0,44.98784752,-93.2292135,44.98784752,-93.2292135,1,0,0,1
"1604 1ST ST S,WILLMAR,MN,56201",2.0,2.0,0.0,0.0,0.0,0.0,45.10576446,-95.04281888,45.10576446,-95.04281888,1,0,0,1
"1604 GOLF COURSE RD,GRAND RAPIDS,MN,55744",1.0,1.0,0.0,0.0,0.0,0.0,47.22098452,-93.55524975,47.22098452,-93.55524975,1,0,0,1
"1604 GOLF COURSE RD,GRAND RAPIDS,MN,55744-8648",3.0,3.0,0.0,0.0,0.0,0.0,47.22098452,-93.55524975,47.22098452,-93.55524975,1,0,0,1
"1604 RANDOLPH AVE,SAINT PAUL,MN,55105",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.92695654,-93.16811249,44.92695654,-93.16811249,1,0,0,1
"1604 RANDOLPH AVE,SAINT PAUL,MN,55105-2148",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.92695654,-93.16811249,44.92695654,-93.16811249,1,0,0,1
"1605 MINNEHAHA AVE W STE 101,SAINT PAUL,MN,55104-1283",1.0,1.0,0.0,0.0,0.0,0.0,44.96290248,-93.16825199,44.96290248,-93.16825199,1,0,0,1
"16106 PILOT KNOB RD STE 120,LAKEVILLE,MN,55044-4109",0.14545454545454545,0.19090909090909086,0.0,0.0,0.4363636363636364,0.3909090909090909,44.71606855,-93.17670416,44.71606855,-93.17670416,1,0,0,1
"1611 COUNTY HIGHWAY 10,SPRING LAKE PARK,MN,55432-2124",1.2,1.2,1.0,1.0,0.0,0.0,45.11821343,-93.23042915,45.11821343,-93.23042915,1,0,0,1
"1613 FARM RD S,TOWER,MN,55790",1.5,1.5,0.0,0.0,0.0,0.0,47.82424535,-92.31980122,47.82424535,-92.31980122,1,0,0,1
"1613 FARM RD S,TOWER,MN,55790-8199",0.8333333333333333,0.75,0.0,0.0,0.0,0.0,47.82424535,-92.31980122,47.82424535,-92.31980122,1,0,0,1
"1616 FRANKLIN ST N,GLENWOOD,MN,56334-2011",2.0,1.6666666666666663,0.0,0.0,0.0,0.0,45.66447363,-95.38835361,45.66447363,-95.38835361,1,0,0,1
"1625 RADIO DR STE 170,WOODBURY,MN,55125-9411",1.0833333333333333,1.0833333333333333,0.0,0.0,0.0,0.0,44.92463399,-92.93392122,44.92463399,-92.93392122,1,0,0,1
"16250 DULUTH AVE SE STE 200,PRIOR LAKE,MN,55372-2883",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,44.71397488,-93.42920484,44.71397488,-93.42920484,1,0,0,1
"16250 DULUTH AVE SE,PRIOR LAKE,MN,55372",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.71397488,-93.42920484,44.71397488,-93.42920484,1,0,0,1
"163 HIGHWAY 23 NE STE 1,SPICER,MN,56288-9735",1.0,1.0,0.0,0.0,0.0,0.0,45.22928917,-94.94012505,45.22928917,-94.94012505,1,0,0,1
"163 HIGHWAY 23 NE,SPICER,MN,56288",1.0,1.0,0.0,0.0,0.0,0.0,45.22928917,-94.94012505,45.22928917,-94.94012505,1,0,0,1
"1630 KENWOOD AVE,DULUTH,MN,55811",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,46.82312245,-92.10037085,46.82312245,-92.10037085,1,0,0,1
"1630 KENWOOD AVE,DULUTH,MN,55811-2222",1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,46.82312245,-92.10037085,46.82312245,-92.10037085,1,0,0,1
"1632 WASHINGTON ST NE,MINNEAPOLIS,MN,55413",1.1666666666666663,1.3333333333333333,0.0,0.0,0.0,0.0,45.00507663,-93.25762136,45.00507663,-93.25762136,1,0,0,1
"1632 WASHINGTON ST NE,MINNEAPOLIS,MN,55413-1336",4.0,3.833333333333333,0.0,0.0,0.0,0.0,45.00507663,-93.25762136,45.00507663,-93.25762136,1,0,0,1
"16372 KENRICK AVE STE 200,LAKEVILLE,MN,55044-3502",2.0,2.0,0.0,0.0,0.0,0.0,44.71218672,-93.28025894,44.71218672,-93.28025894,1,0,0,1
"16372 KENRICK AVE,LAKEVILLE,MN,55044",2.0,2.0,0.0,0.0,0.0,0.0,44.71218672,-93.28025894,44.71218672,-93.28025894,1,0,0,1
"1650 4TH ST SE,ROCHESTER,MN,55904-4717",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,44.02081676,-92.44034244,44.02081676,-92.44034244,1,0,0,1
"16516 W 78TH ST,EDEN PRAIRIE,MN,55346",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.86290475,-93.48840093,44.86290475,-93.48840093,1,0,0,1
"16516 W 78TH ST,EDEN PRAIRIE,MN,55346-4302",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.86290475,-93.48840093,44.86290475,-93.48840093,1,0,0,1
"16570 W 78TH ST,EDEN PRAIRIE,MN,55346-4304",0.0,0.0,0.0,0.0,0.6,0.6,44.8628595,-93.48922341,44.8628595,-93.48922341,1,0,0,1
"1665 UTICA AVE S STE 100,SAINT LOUIS PARK,MN,55416-3476",2.0,2.0,0.0,0.0,0.0,0.0,44.96536187,-93.34565881,44.96536187,-93.34565881,1,0,0,1
"16670 FRANKLIN TRL SE STE 100,PRIOR LAKE,MN,55372-2926",7.0,7.0,0.0,0.0,0.0,0.0,44.70883248,-93.42458319,44.70883248,-93.42458319,1,0,0,1
"1668 COPE AVE E,MAPLEWOOD,MN,55109-2655",0.0,0.0,0.0,0.0,0.4,0.3333333333333333,45.00998851,-93.029994,45.00998851,-93.029994,1,0,0,1
"1668 COPE AVE E,SAINT PAUL,MN,55109",0.0,0.0,0.0,0.0,0.2,0.3333333333333333,45.00998851,-93.029994,45.00998851,-93.029994,1,0,0,1
"1670 BEAM AVE STE 202,MAPLEWOOD,MN,55109-1225",0.25,0.14285714285714285,0.0,0.0,0.0,0.0,45.02791649,-93.029661,45.02791649,-93.029661,1,0,0,1
"1670 BEAM AVE STE 204,MAPLEWOOD,MN,55109-1227",24.1848047342728,23.90554143923708,0.5178571428571428,0.5178571428571428,0.0,0.0,45.02791649,-93.029661,45.02791649,-93.029661,1,0,0,1
"1670 BEAM AVE,SAINT PAUL,MN,55109",2.2523809523809533,2.3686507936507937,0.14285714285714285,0.14285714285714285,0.0,0.0,45.02791649,-93.029661,45.02791649,-93.029661,1,0,0,1
"1675 BEAM AVE STE 202,MAPLEWOOD,MN,55109-1479",0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,45.02815651,-93.03150195,45.02815651,-93.03150195,1,0,0,1
"1696 GRAND AVE,SAINT PAUL,MN,55105-1806",0.0,0.0,0.0,0.0,1.0,1.0,44.94005552,-93.17220299,44.94005552,-93.17220299,1,0,0,1
"16991 198TH AVE NW,BIG LAKE,MN,55309",0.021739130434782608,0.022222222222222227,0.0,0.0,0.0,0.0,45.33085153,-93.70076416,45.33085153,-93.70076416,1,0,0,1
"16991 198TH AVE NW,BIG LAKE,MN,55309-4927",1.0879227053140097,1.0666666666666669,0.0,0.0,0.0,0.0,45.33085153,-93.70076416,45.33085153,-93.70076416,1,0,0,1
"17 2ND ST SE,ORTONVILLE,MN,56278-1541",2.0,2.0,0.0,0.0,0.0,0.0,45.30451381,-96.44486307,45.30451381,-96.44486307,1,0,0,1
"17 E 38TH ST,MINNEAPOLIS,MN,55409-1341",2.7357142857142858,2.533333333333333,0.0,0.0,0.0,0.0,44.93409653,-93.27712024,44.93409653,-93.27712024,1,0,0,1
"170 LANDMARK DR NE STE A,OWATONNA,MN,55060-1590",1.0,1.0,0.0,0.0,0.0,0.0,44.11095544,-93.22239752,44.11095544,-93.22239752,1,0,0,1
"1700 HIGHWAY 36 W STE 205,ROSEVILLE,MN,55113-4015",0.023809523809523808,0.024390243902439025,0.0,0.0,0.0,0.0,45.00967851,-93.17256299,45.00967851,-93.17256299,1,0,0,1
"1700 MAPLE AVE E,MORA,MN,55051-1227",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.87884441,-93.27165223,45.87884441,-93.27165223,1,0,0,1
"1700 SUMMIT AVE,SAINT PAUL,MN,55105-1889",0.007352941176470587,0.007352941176470587,0.0,0.0,0.0,0.0,44.94124552,-93.17218049,44.94124552,-93.17218049,1,0,0,1
"1701 CURVE CREST BLVD W,STILLWATER,MN,55082",1.0,1.0,0.0,0.0,0.0,0.0,45.04029659,-92.83035036,45.04029659,-92.83035036,1,0,0,1
"1705 BROADWAY AVE S STE B,ROCHESTER,MN,55904-7960",0.0,0.0,1.5,1.5,0.0,0.0,43.99774929,-92.46377676,43.99774929,-92.46377676,1,0,0,1
"1705 BROADWAY AVE S,ROCHESTER,MN,55904",0.0,0.0,0.5,0.5,0.0,0.0,43.99774929,-92.46377676,43.99774929,-92.46377676,1,0,0,1
"1706 11TH AVE N,SAINT CLOUD,MN,56303",1.0,1.0,0.0,0.0,0.0,0.0,45.58085506,-94.1762412,45.58085506,-94.1762412,1,0,0,1
"1706 11TH AVE N,SAINT CLOUD,MN,56303-1200",1.0,1.0,0.0,0.0,0.0,0.0,45.58085506,-94.1762412,45.58085506,-94.1762412,1,0,0,1
"171 LAKE ST N,BIG LAKE,MN,55309",1.0,1.0,0.0,0.0,0.0,0.0,45.33355747,-93.74589199,45.33355747,-93.74589199,1,0,0,1
"1714 COPE AVE E,MAPLEWOOD,MN,55109-2664",2.4578310578310587,2.447019647019648,0.0,0.0,0.0,0.0,45.00999152,-93.028311,45.00999152,-93.028311,1,0,0,1
"1714 COPE AVE E,SAINT PAUL,MN,55109",0.07142857142857142,0.07692307692307693,0.0,0.0,0.0,0.0,45.00999152,-93.028311,45.00999152,-93.028311,1,0,0,1
