IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_med,X_med,Y_chip,X_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"715 11TH ST N,MOORHEAD,MN,56560",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,46.88322397,-96.76263267,46.88322397,-96.76263267,1,0,0,1
"715 11TH ST N,MOORHEAD,MN,56560-2083",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.88322397,-96.76263267,46.88322397,-96.76263267,1,0,0,1
"715 S 8TH ST,MINNEAPOLIS,MN,55404-1210",9.026190476190477,7.9,0.75,0.75,2.442857142857143,1.8333333333333333,44.97172894,-93.2633513,44.97172894,-93.2633513,1,0,0,1
"716 14TH ST,CLOQUET,MN,55720",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,46.71204495,-92.44902268,46.71204495,-92.44902268,1,0,0,1
"716 14TH ST,CLOQUET,MN,55720-2406",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,46.71204495,-92.44902268,46.71204495,-92.44902268,1,0,0,1
"717 S STATE ST STE 2,FAIRMONT,MN,56031-4469",1.5,1.5,0.0,0.0,0.0,0.0,43.64718008,-94.44686589,43.64718008,-94.44686589,1,0,0,1
"717 S STATE ST STE 600,FAIRMONT,MN,56031-4475",0.0,0.0,0.0,0.0,0.6666666666666666,0.5,43.64718008,-94.44686589,43.64718008,-94.44686589,1,0,0,1
"717 S STATE ST STE 700,FAIRMONT,MN,56031-4476",1.5,1.5,0.0,0.0,0.0,0.0,43.64718008,-94.44686589,43.64718008,-94.44686589,1,0,0,1
"717 S STATE ST,FAIRMONT,MN,56031",2.0,2.0,0.0,0.0,0.3333333333333333,0.5,43.64718008,-94.44686589,43.64718008,-94.44686589,1,0,0,1
"720 CENTURY AVE SW STE 104,HUTCHINSON,MN,55350-3751",1.0,1.0,0.0,0.0,0.0,0.0,44.87440537,-94.37802337,44.87440537,-94.37802337,1,0,0,1
"720 E HIGHWAY 61,WINONA,MN,55987-5300",3.0,3.0,0.0,0.0,0.0,0.0,44.03199295,-91.62969039,44.03199295,-91.62969039,1,0,0,1
"720 N CENTRAL AVE,DULUTH,MN,55807-1305",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.74349788,-92.16648045,46.74349788,-92.16648045,1,0,0,1
"723 2ND ST SW,ROCHESTER,MN,55902",1.0,1.0,0.0,0.0,0.0,0.0,44.02165646,-92.47349249,44.02165646,-92.47349249,1,0,0,1
"7250 FRANCE AVE S,MINNEAPOLIS,MN,55435",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.87149758,-93.32905075,44.87149758,-93.32905075,1,0,0,1
"7260 UNIVERSITY AVE NE STE 115,FRIDLEY,MN,55432-3135",1.0,1.0,0.0,0.0,0.0,0.0,45.10014067,-93.26508664,45.10014067,-93.26508664,1,0,0,1
"727 BUCKSKIN AVE W,PILLAGER,MN,56473-2509",2.833333333333333,2.7,0.0,0.0,0.0,0.0,46.33448006,-94.48040715,46.33448006,-94.48040715,1,0,0,1
"727 BUCKSKIN AVE,PILLAGER,MN,56473",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,46.33448006,-94.48040715,46.33448006,-94.48040715,1,0,0,1
"7270 FORESTVIEW LN N STE 250,MAPLE GROVE,MN,55369-5605",9.066666666666666,8.833333333333332,0.0,0.0,0.0,0.0,45.08681433,-93.42882455,45.08681433,-93.42882455,1,0,0,1
"7270 FORESTVIEW LN N,OSSEO,MN,55369",0.8333333333333333,1.0,0.0,0.0,0.0,0.0,45.08681433,-93.42882455,45.08681433,-93.42882455,1,0,0,1
"728 E HENNEPIN AVE,MINNEAPOLIS,MN,55414-1126",2.9289340646499733,2.922646824050015,0.0,0.0,0.0,0.0,44.99051729,-93.24899177,44.99051729,-93.24899177,1,0,0,1
"730 MADISON AVE STE A,MANKATO,MN,56001-6100",1.0,1.0,0.0,0.0,0.0,0.0,44.16996762,-93.98726467,44.16996762,-93.98726467,1,0,0,1
"730 MADISON AVE,MANKATO,MN,56001-6100",1.0,1.0,0.0,0.0,0.0,0.0,44.16996762,-93.98726467,44.16996762,-93.98726467,1,0,0,1
"730 MAIN ST STE 2,ELKO NEW MARKET,MN,55054-5482",0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,44.57298449,-93.34577322,44.57298449,-93.34577322,1,0,0,1
"7300 FRANCE AVE S STE 110,EDINA,MN,55435-4541",1.0,1.0,0.0,0.0,0.0,0.0,44.87044499,-93.3290518,44.87044499,-93.3290518,1,0,0,1
"7300 FRANCE AVE S,MINNEAPOLIS,MN,55435",0.25,0.25,0.0,0.0,0.0,0.0,44.87044499,-93.3290518,44.87044499,-93.3290518,1,0,0,1
"7310 STATE HIGHWAY 24,CLEAR LAKE,MN,55319-9674",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.43724363,-94.01152744,45.43724363,-94.01152744,1,0,0,1
"7366 CLEARWATER RD,BAXTER,MN,56425-8463",1.0,1.0,0.0,0.0,0.0,0.0,46.36185645,-94.24726255,46.36185645,-94.24726255,1,0,0,1
"7373 FRANCE AVE S STE 400,EDINA,MN,55435-4549",0.0,0.0,0.0,0.0,0.6190476190476191,0.5833333333333333,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S STE 402,EDINA,MN,55435-4598",0.5833333333333333,0.5833333333333333,1.7650793650793652,1.5452380952380949,0.0,0.0,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S STE 500,EDINA,MN,55435-4551",4.916666666666666,4.666666666666666,0.0,0.0,0.0,0.0,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S STE 502,EDINA,MN,55435-4549",0.14285714285714285,0.14285714285714285,0.0,0.0,0.9999999999999998,0.9999999999999998,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S STE 600,EDINA,MN,55435-4552",1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S STE 602,EDINA,MN,55435-4552",0.25,0.25,0.0,0.0,2.833333333333333,2.833333333333333,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7373 FRANCE AVE S,MINNEAPOLIS,MN,55435",1.4166666666666663,1.5833333333333333,0.5456349206349206,0.6761904761904762,0.0,0.0,44.86897736,-93.32876376,44.86897736,-93.32876376,1,0,0,1
"7378 KIRKWOOD CT N,MAPLE GROVE,MN,55369-5270",1.9,1.8333333333333333,0.0,0.0,0.0,0.0,45.0888254,-93.43288998,45.0888254,-93.43288998,1,0,0,1
"7378 KIRKWOOD CT N,OSSEO,MN,55369",0.2,0.3333333333333333,0.0,0.0,0.0,0.0,45.0888254,-93.43288998,45.0888254,-93.43288998,1,0,0,1
"74 1/2 E BROADWAY,LITTLE FALLS,MN,56345-3166",0.2,0.3333333333333333,0.0,0.0,0.0,0.0,45.97648724,-94.36347713,45.97648724,-94.36347713,1,0,0,1
"74 1ST AVE SE,LITTLE FALLS,MN,56345",1.0,1.0,0.0,0.0,0.0,0.0,45.97539564,-94.36341409,45.97539564,-94.36341409,1,0,0,1
"740 ROSE AVE W,SAINT PAUL,MN,55117-4042",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.97646946,-93.131253,44.97646946,-93.131253,1,0,0,1
"740 YORK AVE,SAINT PAUL,MN,55106-3730",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,44.96844248,-93.06950993,44.96844248,-93.06950993,1,0,0,1
"7430 80TH ST S STE 201,COTTAGE GROVE,MN,55016-3041",1.25,1.5,0.0,0.0,0.25,0.0,44.83370904,-92.95555905,44.83370904,-92.95555905,1,0,0,1
"7447 EGAN DR,SAVAGE,MN,55378",2.0,2.0,0.0,0.0,0.0,0.0,44.74618974,-93.37567729,44.74618974,-93.37567729,1,0,0,1
"7490 E FISH LAKE RD,MAPLE GROVE,MN,55311-2736",1.0,1.0,0.0,0.0,0.0,0.0,45.09075297,-93.45258468,45.09075297,-93.45258468,1,0,0,1
"75 ARROWHEAD LN,MOOSE LAKE,MN,55767",1.0,1.0,0.0,0.0,0.0,0.0,46.44808731,-92.76782291,46.44808731,-92.76782291,1,0,0,1
"750 CENTRAL AVE E STE 202,SAINT MICHAEL,MN,55376-4609",1.4166666666666663,1.4166666666666663,0.0,0.0,1.6666666666666663,1.6666666666666663,45.21023445,-93.6502359,45.21023445,-93.6502359,1,0,0,1
"750 E 34TH ST,HIBBING,MN,55746",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,47.41106399,-92.93164287,47.41106399,-92.93164287,1,0,0,1
"750 E 34TH ST,HIBBING,MN,55746-2341",0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,47.41106399,-92.93164287,47.41106399,-92.93164287,1,0,0,1
"750 MAIN ST STE 203,MENDOTA HEIGHTS,MN,55118-3767",0.4166666666666666,0.45,0.0,0.0,2.083333333333333,2.0,44.88472223,-93.12173157,44.88472223,-93.12173157,1,0,0,1
"750 MAIN ST STE 217,MENDOTA HEIGHTS,MN,55118-3768",0.09090909090909093,0.09090909090909093,0.1,0.1,0.3909090909090909,0.3909090909090909,44.88472223,-93.12173157,44.88472223,-93.12173157,1,0,0,1
"7500 42ND AVE N STE A,NEW HOPE,MN,55427-1225",1.5385281385281384,1.3547619047619046,0.0,0.0,0.0,0.0,45.03293153,-93.37555252,45.03293153,-93.37555252,1,0,0,1
"7500 42ND AVE N,MINNEAPOLIS,MN,55427",0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,45.03293153,-93.37555252,45.03293153,-93.37555252,1,0,0,1
"7500 42ND AVE N,NEW HOPE,MN,55427-1225",4.43943278943279,4.545504495504496,0.0,0.0,0.0,0.0,45.03293153,-93.37555252,45.03293153,-93.37555252,1,0,0,1
"7500 80TH ST S STE 200,COTTAGE GROVE,MN,55016-3060",6.5,6.333333333333332,0.0,0.0,0.0,0.0,44.83367051,-92.95468144,44.83367051,-92.95468144,1,0,0,1
"7500 80TH ST S,COTTAGE GROVE,MN,55016",1.1666666666666663,1.3333333333333333,0.0,0.0,0.0,0.0,44.83367051,-92.95468144,44.83367051,-92.95468144,1,0,0,1
"7501 80TH ST S STE 214,COTTAGE GROVE,MN,55016-6063",2.4328698546527034,2.447820374200081,0.0,0.0,0.0,0.0,44.83346753,-92.95477361,44.83346753,-92.95477361,1,0,0,1
"7533 EGAN DR,SAVAGE,MN,55378-2201",0.125,0.0,0.0,0.0,0.3068181818181819,0.3928571428571429,44.74622848,-93.37688002,44.74622848,-93.37688002,1,0,0,1
"7550 FRANCE AVE S STE 138,EDINA,MN,55435-4761",2.0,2.0,0.0,0.0,0.0,0.0,44.86675892,-93.32900929,44.86675892,-93.32900929,1,0,0,1
"7550 FRANCE AVE S,MINNEAPOLIS,MN,55435",1.0,1.0,0.0,0.0,0.0,0.0,44.86675892,-93.32900929,44.86675892,-93.32900929,1,0,0,1
"7575 GOLDEN VALLEY RD STE 220,GOLDEN VALLEY,MN,55427-4571",0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,44.98626489,-93.37637712,44.98626489,-93.37637712,1,0,0,1
"758 1ST ST S STE 10,WAITE PARK,MN,56387-1315",0.5,0.5,0.0,0.0,0.0,0.0,45.55152054,-94.22616525,45.55152054,-94.22616525,1,0,0,1
"758 1ST ST S STE 101,WAITE PARK,MN,56387-1315",3.0,3.0,0.0,0.0,0.0,0.0,45.55152054,-94.22616525,45.55152054,-94.22616525,1,0,0,1
"758 1ST ST S,WAITE PARK,MN,56387",0.5,0.5,0.0,0.0,0.0,0.0,45.55152054,-94.22616525,45.55152054,-94.22616525,1,0,0,1
"7600 FRANCE AVE S STE 1100,EDINA,MN,55435-5936",1.2,1.2,0.0,0.0,0.0,0.0,44.86454069,-93.32898173,44.86454069,-93.32898173,1,0,0,1
"7600 PARKLAWN AVE STE 101,EDINA,MN,55435-5127",2.0,2.0,0.0,0.0,0.0,0.0,44.86479299,-93.33592975,44.86479299,-93.33592975,1,0,0,1
"7600 SUNWOOD DR NW STE 1040,RAMSEY,MN,55303-5293",1.5,1.5,0.0,0.0,0.0,0.0,45.23285286,-93.46045735,45.23285286,-93.46045735,1,0,0,1
"7643 JOLLY LN,BROOKLYN PARK,MN,55428-1221",0.5,0.3333333333333333,0.0,0.0,0.0,0.0,45.0933261,-93.38197328,45.0933261,-93.38197328,1,0,0,1
"7643 JOLLY LN,MINNEAPOLIS,MN,55428",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,45.0933261,-93.38197328,45.0933261,-93.38197328,1,0,0,1
"7650 CURRELL BLVD STE 300,WOODBURY,MN,55125-8209",1.0,1.0,0.0,0.0,0.0,0.0,44.92288622,-92.95024171,44.92288622,-92.95024171,1,0,0,1
"7674 DESIGN RD,BAXTER,MN,56425",1.0,1.0,0.0,0.0,0.0,0.0,46.35733047,-94.24078161,46.35733047,-94.24078161,1,0,0,1
"7674 DESIGN RD,BAXTER,MN,56425-8439",1.0,1.0,0.0,0.0,0.0,0.0,46.35733047,-94.24078161,46.35733047,-94.24078161,1,0,0,1
"7767 ELM CREEK BLVD N STE 110,MAPLE GROVE,MN,55369-7033",0.0,0.0,1.1666666666666663,1.0,0.0,0.0,45.09588115,-93.44613532,45.09588115,-93.44613532,1,0,0,1
"7767 ELM CREEK BLVD N,OSSEO,MN,55369",1.0,1.0,0.8333333333333333,1.0,0.0,0.0,45.09588115,-93.44613532,45.09588115,-93.44613532,1,0,0,1
"7770 DELL RD STE 100,CHANHASSEN,MN,55317-9316",0.25,0.25,0.0,0.0,2.5,2.5,44.86298828,-93.51149922,44.86298828,-93.51149922,1,0,0,1
"7770 DELL RD STE 160,CHANHASSEN,MN,55317-9320",1.0,1.0,0.0,0.0,0.0,0.0,44.86298828,-93.51149922,44.86298828,-93.51149922,1,0,0,1
"780 HIGHWAY 110,MENDOTA HTS,MN,55120-1509",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.88360109,-93.12756078,44.88360109,-93.12756078,1,0,0,1
"780 N PLAZA DR,MENDOTA HEIGHTS,MN,55120-1509",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.88057851,-93.12491079,44.88057851,-93.12491079,1,0,0,1
"780 WHEELOCK PKWY W,SAINT PAUL,MN,55117-4039",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.97901816,-93.13266885,44.97901816,-93.13266885,1,0,0,1
"7806 MARKET BLVD,CHANHASSEN,MN,55317-9440",2.1666666666666665,2.166666666666667,0.0,0.0,0.16666666666666666,0.16666666666666666,44.8619861,-93.53799333,44.8619861,-93.53799333,1,0,0,1
"7810 CAHILL AVE,INVER GROVE HEIGHTS,MN,55076-3007",0.19090909090909086,0.19090909090909086,0.0,0.0,0.19090909090909086,0.19090909090909086,44.83619198,-93.04234882,44.83619198,-93.04234882,1,0,0,1
"7825 TERREY PINE CT STE 101,EDEN PRAIRIE,MN,55347-1709",0.25,0.25,0.0,0.0,1.75,1.75,44.86182673,-93.48694946,44.86182673,-93.48694946,1,0,0,1
"7825 TERREY PINE CT,EDEN PRAIRIE,MN,55347",0.25,0.25,0.0,0.0,1.75,1.75,44.86182673,-93.48694946,44.86182673,-93.48694946,1,0,0,1
"7830 MAIN ST N STE 215,MAPLE GROVE,MN,55369-7069",0.0,0.0,0.0,0.0,0.5,0.5,45.0968535,-93.44162367,45.0968535,-93.44162367,1,0,0,1
"7870 MAIN ST N,MAPLE GROVE,MN,55369-7055",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.0976622,-93.44161966,45.0976622,-93.44161966,1,0,0,1
"7870 MAIN ST N,OSSEO,MN,55369",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.0976622,-93.44161966,45.0976622,-93.44161966,1,0,0,1
"7916 MAIN ST N,MAPLE GROVE,MN,55369-7169",1.0333333333333332,0.9444444444444444,0.0,0.0,0.0,0.0,45.09866152,-93.44159785,45.09866152,-93.44159785,1,0,0,1
"792 6TH ST,DAWSON,MN,56232-2400",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,44.92902215,-96.05473923,44.92902215,-96.05473923,1,0,0,1
"7932 MAIN ST N,MAPLE GROVE,MN,55369-7169",0.0,0.0,0.0,0.0,0.2,0.2,45.09894723,-93.44157695,45.09894723,-93.44157695,1,0,0,1
"7935 STONE CREEK DR STE 150,CHANHASSEN,MN,55317-4714",2.0,2.0,0.0,0.0,0.0,0.0,44.86233212,-93.57126643,44.86233212,-93.57126643,1,0,0,1
"7960 BROOKLYN BLVD,BROOKLYN PARK,MN,55445-2722",0.9,0.8333333333333333,0.0,0.0,0.0,0.0,45.09458252,-93.37538322,45.09458252,-93.37538322,1,0,0,1
"7960 BROOKLYN BLVD,MINNEAPOLIS,MN,55445",0.2,0.3333333333333333,0.0,0.0,0.0,0.0,45.09458252,-93.37538322,45.09458252,-93.37538322,1,0,0,1
"7962 SUNWOOD DR NW STE 200,RAMSEY,MN,55303-5172",2.0,2.0,0.0,0.0,0.0,0.0,45.2363093,-93.46823523,45.2363093,-93.46823523,1,0,0,1
"80 W 3RD ST,WINONA,MN,55987",1.0,1.0,0.0,0.0,0.0,0.0,44.05270843,-91.63752079,44.05270843,-91.63752079,1,0,0,1
"800 CONWAY ST,SAINT PAUL,MN,55106-5555",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,44.95579146,-93.06530172,44.95579146,-93.06530172,1,0,0,1
"800 E 21ST ST,HIBBING,MN,55746-1803",0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,47.42623552,-92.93232156,47.42623552,-92.93232156,1,0,0,1
"800 LASALLE AVE STE 100,MINNEAPOLIS,MN,55402-2013",6.390364726621258,6.35706252927022,0.0,0.0,0.0,0.0,44.97626333,-93.27480019,44.97626333,-93.27480019,1,0,0,1
"800 MARIE AVE,SOUTH SAINT PAUL,MN,55075",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,44.89063251,-93.04368216,44.89063251,-93.04368216,1,0,0,1
"800 MARIE AVE,SOUTH SAINT PAUL,MN,55075-2055",1.6666666666666663,1.5,0.0,0.0,0.0,0.0,44.89063251,-93.04368216,44.89063251,-93.04368216,1,0,0,1
"800 MARIE AVE,SOUTH ST PAUL,MN,55075-2055",0.75,0.8333333333333333,0.0,0.0,0.0,0.0,44.89063251,-93.04368216,44.89063251,-93.04368216,1,0,0,1
"800 S AVENUE,MINNEAPOLIS,MN,55425",0.07521262906819821,0.07659863045419961,0.0,0.0,0.0,0.0,44.85359967,-93.24184148,44.85359967,-93.24184148,1,0,0,1
"800 W BROADWAY AVE,MINNEAPOLIS,MN,55411-2614",3.2078704619482794,3.3279162593678717,0.0,0.0,0.0,0.0,44.99916145,-93.28993102,44.99916145,-93.28993102,1,0,0,1
"8001 HIGHWAY 7 STE 100,SAINT LOUIS PARK,MN,55426-3954",0.25,0.25,0.0,0.0,0.0,0.0,44.93588577,-93.3811675,44.93588577,-93.3811675,1,0,0,1
"8001 HIGHWAY 7 STE 100,ST LOUIS PARK,MN,55426-3954",0.25,0.25,0.0,0.0,0.0,0.0,44.93588577,-93.3811675,44.93588577,-93.3811675,1,0,0,1
"8001 HIGHWAY 7,MINNEAPOLIS,MN,55426",0.25,0.25,0.0,0.0,0.0,0.0,44.93588577,-93.3811675,44.93588577,-93.3811675,1,0,0,1
"801 JONES ST,EVELETH,MN,55734-1633",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,47.46368347,-92.5329327,47.46368347,-92.5329327,1,0,0,1
"802 CENTER AVE W,DILWORTH,MN,56529",0.5,0.5,0.0,0.0,0.0,0.0,46.87625246,-96.71389994,46.87625246,-96.71389994,1,0,0,1
"802 CENTER AVE W,DILWORTH,MN,56529-1339",1.5,1.5,0.0,0.0,0.0,0.0,46.87625246,-96.71389994,46.87625246,-96.71389994,1,0,0,1
"802 W 42ND ST,HIBBING,MN,55746",0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,47.39848051,-92.95038169,47.39848051,-92.95038169,1,0,0,1
"802 W 42ND ST,HIBBING,MN,55746-3222",4.083333333333333,3.9166666666666665,0.0,0.0,0.0,0.0,47.39848051,-92.95038169,47.39848051,-92.95038169,1,0,0,1
"805 8TH AVE S,PRINCETON,MN,55371-2162",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.5610029,-93.58491932,45.5610029,-93.58491932,1,0,0,1
"807 27TH AVE N,MINNEAPOLIS,MN,55411-1401",0.014495798319327732,0.014495798319327732,0.0,0.0,0.0,0.0,45.00766552,-93.29050333,45.00766552,-93.29050333,1,0,0,1
"807 8TH AVE S,PRINCETON,MN,55371-2162",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.56051994,-93.58489977,45.56051994,-93.58489977,1,0,0,1
"808 3RD ST SE STE 330,LITTLE FALLS,MN,56345-2449",2.80515873015873,2.7849567099567096,0.0,0.0,0.0,0.0,45.96805674,-94.36115946,45.96805674,-94.36115946,1,0,0,1
"8097 HIGHWAY 65 NE STE 104,SPRING LAKE PARK,MN,55432-4511",0.6666666666666666,0.5333333333333333,0.0,0.0,0.0,0.0,45.11478535,-93.24165182,45.11478535,-93.24165182,1,0,0,1
"8097 HIGHWAY 65 NE, #104,MINNEAPOLIS,MN,55432",0.16666666666666666,0.2,0.0,0.0,0.0,0.0,45.11478535,-93.24164185,45.11478535,-93.24164185,1,0,0,1
"814 S 3RD ST,MINNEAPOLIS,MN,55415-1208",3.2892156862745097,3.270833333333333,0.0,0.0,0.0,0.0,44.97610819,-93.25785755,44.97610819,-93.25785755,1,0,0,1
"816 W SAINT GERMAIN ST STE 101,SAINT CLOUD,MN,56301-3511",5.0,5.0,0.0,0.0,0.0,0.0,45.55938861,-94.16219917,45.55938861,-94.16219917,1,0,0,1
"816 W SAINT GERMAIN ST,SAINT CLOUD,MN,56301",1.0,1.0,0.0,0.0,0.0,0.0,45.55938861,-94.16219917,45.55938861,-94.16219917,1,0,0,1
"8162 SWAN LAKE RD,CULVER,MN,55779-8077",0.006369426751592357,0.0064516129032258064,0.0,0.0,0.0,0.0,46.96323955,-92.53382283,46.96323955,-92.53382283,1,0,0,1
"8170 OLD CARRIAGE CT STE 120,SHAKOPEE,MN,55379-3190",0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,44.77909167,-93.41465516,44.77909167,-93.41465516,1,0,0,1
"820 2ND AVE N,WINDOM,MN,56101-1761",1.0,1.0,0.0,0.0,0.0,0.0,43.86452003,-95.11499771,43.86452003,-95.11499771,1,0,0,1
"820 3RD AVE SW,SLEEPY EYE,MN,56085-1816",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,44.28927933,-94.72572087,44.28927933,-94.72572087,1,0,0,1
"820 MN-4 S,SLEEPY EYE,MN,56085",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.28927933,-94.72572087,44.28927933,-94.72572087,1,0,0,1
"823 N BROADWAY AVE,SPRING VALLEY,MN,55975",0.5,0.5,0.0,0.0,0.0,0.0,43.6991293,-92.39944839,43.6991293,-92.39944839,1,0,0,1
"823 N BROADWAY ST,SPRING VALLEY,MN,55975-1029",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,43.6991293,-92.39944839,43.6991293,-92.39944839,1,0,0,1
"825  NICOLLET MALL  STE 1025,MINNEAPOLIS,MN,55402-2614",1.0,1.0,0.0,0.0,0.0,0.0,44.97518439,-93.27362748,44.97518439,-93.27362748,1,0,0,1
"825 NICOLLET MALL STE 1001,MINNEAPOLIS,MN,55402-2614",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.97518439,-93.27362748,44.97518439,-93.27362748,1,0,0,1
"825 NICOLLET MALL STE 505,MINNEAPOLIS,MN,55402-2607",3.0,3.0,0.0,0.0,0.0,0.0,44.97518439,-93.27362748,44.97518439,-93.27362748,1,0,0,1
"825 NICOLLET MALL STE 825,MINNEAPOLIS,MN,55402-2604",1.0,1.0,0.0,0.0,0.0,0.0,44.97518439,-93.27362748,44.97518439,-93.27362748,1,0,0,1
"825 S 8TH ST STE 260,MINNEAPOLIS,MN,55404-1208",0.25,0.25,0.0,0.0,1.0,1.0,44.97085167,-93.26115307,44.97085167,-93.26115307,1,0,0,1
"825 S 8TH ST,MINNEAPOLIS,MN,55404",0.2,0.25,0.0,0.0,0.25,0.3333333333333333,44.97085167,-93.26115307,44.97085167,-93.26115307,1,0,0,1
"828 11TH AVE NE,ROCHESTER,MN,55906",0.08333333333333333,0.1,0.0,0.0,0.0,0.0,44.03226663,-92.44875174,44.03226663,-92.44875174,1,0,0,1
"828 HAWTHORNE AVE E,SAINT PAUL,MN,55106",1.0277777777777777,1.0952380952380951,0.0,0.0,0.0,0.0,44.97838951,-93.06546299,44.97838951,-93.06546299,1,0,0,1
"828 HAWTHORNE AVE E,SAINT PAUL,MN,55106-3252",20.013376162844228,19.655541439237076,0.26785714285714285,0.26785714285714285,0.0,0.0,44.97838951,-93.06546299,44.97838951,-93.06546299,1,0,0,1
"8325 SEASONS PKWY,SAINT PAUL,MN,55125",1.5,1.5,0.0,0.0,0.0,0.0,44.93669602,-92.9375712,44.93669602,-92.9375712,1,0,0,1
"8325 SEASONS PKWY,WOODBURY,MN,55125-3477",4.45,4.45,0.0,0.0,0.0,0.0,44.93669602,-92.9375712,44.93669602,-92.9375712,1,0,0,1
"8353 CRYSTAL VIEW RD STE 105,EDEN PRAIRIE,MN,55344-7325",2.0,2.0,0.0,0.0,0.0,0.0,44.85297042,-93.43266639,44.85297042,-93.43266639,1,0,0,1
"8380 CITY CENTRE DR STE 120,WOODBURY,MN,55125-5304",1.0,1.0,0.0,0.0,0.0,0.0,44.92155779,-92.93585718,44.92155779,-92.93585718,1,0,0,1
"8380 CITY CENTRE DR,SAINT PAUL,MN,55125",0.5,0.5,0.0,0.0,0.0,0.0,44.92155779,-92.93585718,44.92155779,-92.93585718,1,0,0,1
"8401 SEASONS PKWY STE 400,WOODBURY,MN,55125-3476",0.75,0.75,0.0,0.0,1.5,1.5,44.93554924,-92.93644895,44.93554924,-92.93644895,1,0,0,1
"8401 W BROADWAY AVE,BROOKLYN PARK,MN,55445-2266",1.0,1.0,0.0,0.0,0.0,0.0,45.10623992,-93.37701872,45.10623992,-93.37701872,1,0,0,1
"8455 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344-3974",1.0,1.0,0.0,0.0,1.3194444444444444,1.3194444444444444,44.85045750000001,-93.43401561,44.85045750000001,-93.43401561,1,0,0,1
"850 COUNTY ROAD D W,NEW BRIGHTON,MN,55112-7570",0.0,0.0,0.0,0.0,0.5,0.5,45.03580449,-93.19941191,45.03580449,-93.19941191,1,0,0,1
"850 COUNTY ROAD D W,SAINT PAUL,MN,55112",0.0,0.0,0.0,0.0,1.0,1.0,45.03580449,-93.19941191,45.03580449,-93.19941191,1,0,0,1
"8500 42ND AVE N,NEW HOPE,MN,55427-1184",1.5,1.5,0.0,0.0,0.0,0.0,45.03299641,-93.387091,45.03299641,-93.387091,1,0,0,1
"8500 EDINBROOK PKWY STE D,BROOKLYN PARK,MN,55443-3735",1.0,1.0,0.0,0.0,0.0,0.0,45.10988825,-93.30829209,45.10988825,-93.30829209,1,0,0,1
"8500 ZANE AVE N,BROOKLYN CENTER,MN,55443-1810",0.02288365439386878,0.022965840545502228,0.0,0.0,0.0,0.0,45.10972894,-93.3564446,45.10972894,-93.3564446,1,0,0,1
