id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US31031955800,,"Census Tract 9558, Cherry County, Nebraska",18,6,11,61,9,0,0,36,71,59,65,0,313,0,8,6,144,6,1,0,18,59,67,0,4,288,23,0,7,102,5,16,0,23,48,33,3,28,396,139.6,301.4,100,937,
1400000US31031955900,,"Census Tract 9559, Cherry County, Nebraska",0,3,0,0,14,36,0,0,49,7,5,6,81,0,5,0,0,5,5,0,0,33,17,7,9,83,4,0,13,0,9,6,0,0,0,22,10,19,39,77.4,111.6,56,284,
1400000US31033954800,,"Census Tract 9548, Cheyenne County, Nebraska",101,1,9,10,7,10,0,0,44,46,24,21,235,21,0,0,13,10,0,1,0,90,46,25,29,236,2,2,2,17,18,10,1,14,47,39,19,65,195.5,89.7,275.8,183,744,
1400000US31033954900,,"Census Tract 9549, Cheyenne County, Nebraska",0,0,0,37,0,0,19,0,110,33,27,73,282,0,0,0,75,20,0,0,0,83,38,24,42,273,0,0,0,0,12,0,0,0,97,35,48,81,128,93,338,295,854,
1400000US31033955000,,"Census Tract 9550, Cheyenne County, Nebraska",0,0,0,0,0,55,0,0,37,79,5,45,300,112,0,0,0,0,0,0,18,18,71,0,81,221,8,0,23,0,0,60,0,28,5,40,9,48,143,173,238,188,742,
1400000US31035962100,,"Census Tract 9621, Clay County, Nebraska",27,39,11,12,21,12,0,16,77,18,24,31,362,5,28,18,59,17,17,0,35,63,43,59,18,316,9,14,9,53,11,24,0,18,75,27,26,50,308.5,189.5,260,208,966,
1400000US31035962200,,"Census Tract 9622, Clay County, Nebraska",12,10,15,23,14,4,14,8,53,14,29,0,193,9,18,20,18,23,9,5,5,33,40,3,10,161,3,8,11,0,21,5,8,5,32,20,13,35,176,115.6,168.4,90,550,
1400000US31037964600,,"Census Tract 9646, Colfax County, Nebraska",11,0,0,6,6,0,0,13,10,76,24,2,157,0,3,0,0,6,6,0,26,41,56,19,0,190,1,2,7,0,0,6,0,27,86,21,32,8,36,111.4,262.6,85,495,
1400000US31037964700,,"Census Tract 9647, Colfax County, Nebraska",26,0,0,12,20,0,0,0,38,22,7,0,170,41,0,0,5,39,0,15,0,53,10,4,3,125,0,0,13,0,8,0,0,0,78,24,2,0,130.5,82.3,191.2,16,420,
1400000US31037964800,,"Census Tract 9648, Colfax County, Nebraska",140,0,19,137,26,194,23,0,112,0,36,62,603,39,0,80,96,41,182,0,0,112,40,13,0,690,39,0,32,65,157,127,6,0,183,18,23,40,759,725.4,383.6,174,2042,
