id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US18005011400,,"Census Tract 114, Bartholomew County, Indiana",3,7,71,5,0,30,4,0,77,27,10,30,318,8,9,60,16,15,29,6,28,94,23,11,19,373,14,9,42,37,17,5,0,0,83,100,3,63,353,219.48,246.52,136,955,
1400000US18005011500,,"Census Tract 115, Bartholomew County, Indiana",178,0,50,29,0,69,25,10,201,155,59,56,753,112,6,45,3,1,43,26,32,341,42,59,43,826,45,0,47,13,3,51,0,12,319,97,155,84,633.875,699.945,621.18,456,2411,
1400000US18007100100,,"Census Tract 1001, Benton County, Indiana",1,7,0,44,32,29,0,20,63,0,17,0,351,2,17,30,38,32,6,0,46,68,92,6,14,317,8,21,12,24,10,11,5,0,78,88,22,38,306.75,217.83,259.42,97,881,
1400000US18007100200,,"Census Tract 1002, Benton County, Indiana",20,20,6,16,13,24,0,6,86,8,24,3,172,4,20,0,4,14,21,0,0,45,47,6,11,236,6,44,0,0,66,5,5,0,73,21,6,10,264.25,156.23,153.52,60,634,
1400000US18007100300,,"Census Tract 1003, Benton County, Indiana",30,62,27,31,8,26,6,8,50,21,9,14,154,40,26,27,10,4,13,0,0,17,10,6,1,189,7,41,13,25,5,20,11,0,23,22,11,11,392.875,102.925,87.2,52,635,
1400000US18009975100,,"Census Tract 9751, Blackford County, Indiana",39,0,14,0,16,8,0,15,95,11,0,0,210,15,0,7,7,43,18,0,7,66,39,0,8,237,26,18,13,15,35,23,2,16,45,44,0,0,278.625,186.095,172.28,8,645,
1400000US18009975200,,"Census Tract 9752, Blackford County, Indiana",30,26,0,22,36,0,57,0,16,0,13,7,268,19,0,47,0,48,0,10,14,51,32,37,10,170,27,18,0,0,14,11,0,9,56,6,11,18,293.875,170.385,84.74,96,645,
1400000US18009975300,,"Census Tract 9753, Blackford County, Indiana",44,15,19,0,0,36,0,0,53,0,0,48,323,22,0,0,72,12,91,0,0,69,11,0,46,200,48,8,0,0,12,28,0,0,78,6,0,20,348.875,182.125,93,114,738,
1400000US18009975400,,"Census Tract 9754, Blackford County, Indiana",6,0,0,0,0,1,0,9,40,30,6,51,145,5,0,3,0,0,0,0,16,40,41,11,29,209,4,0,5,0,0,2,0,12,40,91,29,26,24.875,112.525,207.6,152,497,
1400000US18011810100,,"Census Tract 8101, Boone County, Indiana",0,0,0,0,27,33,12,0,47,34,52,39,367,12,0,25,0,13,80,10,16,41,60,32,78,370,7,0,70,0,28,1,0,7,45,83,40,89,253.25,170.21,227.54,330,981,
