,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
134,1400000US40093955100,"Census Tract 9551, Major County, Oklahoma",12,12,4,16,8,41,0,4,59,28,13,28,264,13,24,0,3,18,41,4,12,75,32,19,23,310,16,5,22,0,28,34,13,3,101,42,10,36,181,175.5,313.5,129,799,
133,1400000US40093955200,"Census Tract 9552, Major County, Oklahoma",4,42,15,0,13,0,0,0,25,12,0,13,93,21,13,0,0,12,0,0,0,9,18,4,16,128,21,12,0,0,0,0,10,0,0,25,42,18,153,13.4,85.6,93,345,
132,1400000US40093955300,"Census Tract 9553, Major County, Oklahoma",7,40,5,0,0,19,55,0,35,44,25,17,304,12,13,0,9,5,17,36,0,43,36,72,61,211,0,22,0,0,0,0,20,18,58,0,76,17,113,178.6,202.4,268,762,
691,1400000US40095094698,"Census Tract 946.98, Marshall County, Oklahoma",14,19,0,0,39,24,19,21,68,40,8,48,224,18,0,0,0,12,26,18,11,65,18,40,16,363,48,10,11,9,11,8,21,34,42,36,69,64,191,199.5,251.5,245,887,
692,1400000US40095094700,"Census Tract 947, Marshall County, Oklahoma",23,20,12,84,50,35,2,72,93,19,8,3,440,25,19,51,14,43,77,12,53,127,5,9,5,447,70,12,37,37,56,27,12,6,123,40,17,10,553,330.3,372.7,52,1308,
693,1400000US40095094801,"Census Tract 948.01, Marshall County, Oklahoma",10,8,28,24,23,16,0,0,16,17,11,21,334,0,7,116,54,37,22,0,0,44,14,10,30,240,11,7,78,10,11,33,0,8,34,19,22,7,424,88.4,134.6,101,748,
694,1400000US40095094802,"Census Tract 948.02, Marshall County, Oklahoma",13,32,13,19,16,10,0,0,54,33,20,25,268,18,14,21,14,30,29,0,23,74,20,11,14,296,15,21,31,34,17,14,16,11,54,63,3,17,308,121.2,279.8,90,799,
139,1400000US40097040100,"Census Tract 401, Mayes County, Oklahoma",30,8,57,53,37,26,0,28,104,78,9,0,419,58,0,66,7,38,12,0,5,160,44,17,12,450,131,10,17,44,38,36,0,0,55,79,26,14,594,138.9,488.1,78,1299,
141,1400000US40097040200,"Census Tract 402, Mayes County, Oklahoma",13,35,38,54,33,53,0,0,32,10,18,0,414,0,15,56,110,0,30,24,0,63,23,0,93,298,1,0,11,0,0,0,47,21,38,119,32,29,366,188.3,271.7,172,998,
137,1400000US40097040300,"Census Tract 403, Mayes County, Oklahoma",30,0,0,26,16,27,19,24,78,49,34,30,342,44,3,4,15,9,17,16,10,84,87,44,9,337,19,9,3,0,11,19,30,32,12,92,64,46,189,211.4,384.6,227,1012,
135,1400000US40097040400,"Census Tract 404, Mayes County, Oklahoma",76,57,119,53,40,38,6,17,53,61,49,19,486,42,27,73,119,33,30,4,6,96,36,13,7,330,48,13,77,55,7,7,0,9,43,8,47,16,839,136.2,277.8,151,1404,
695,1400000US40097040501,"Census Tract 405.01, Mayes County, Oklahoma",14,0,69,35,0,18,0,0,49,32,0,8,267,5,0,9,25,23,0,27,0,89,45,44,0,334,19,20,39,41,37,0,22,0,122,26,8,0,336,93,337,60,826,
696,1400000US40097040502,"Census Tract 405.02, Mayes County, Oklahoma",46,17,24,22,25,69,13,1,62,41,3,9,281,37,27,32,21,36,5,7,8,55,35,0,18,271,39,10,15,42,38,19,11,8,60,18,0,11,431,158.7,253.3,41,884,
138,1400000US40097040600,"Census Tract 406, Mayes County, Oklahoma",57,6,17,25,29,25,4,0,31,29,5,0,285,33,32,11,52,12,8,15,6,54,46,7,9,336,21,26,14,21,21,42,15,19,81,36,7,33,377,150.6,260.4,61,849,
140,1400000US40097040700,"Census Tract 407, Mayes County, Oklahoma",49,21,19,11,25,7,4,2,51,3,26,25,239,40,16,4,14,59,3,10,1,61,16,14,1,146,12,23,15,11,4,7,22,7,25,7,12,1,323,76.7,149.3,79,628,
136,1400000US40097040800,"Census Tract 408, Mayes County, Oklahoma",25,21,15,2,49,29,0,12,168,64,18,2,537,25,27,4,9,52,0,0,40,135,216,22,7,548,21,2,0,27,88,0,12,26,142,139,42,49,367,163.5,819.5,140,1490,
965,1400000US40087400101,"Census Tract 4001.01, McClain County, Oklahoma",0,9,11,70,0,21,52,17,128,89,61,100,873,0,0,30,52,19,123,49,48,122,186,110,134,716,0,0,0,17,13,18,0,64,130,158,228,88,221,430,775,721,2147,
968,1400000US40087400102,"Census Tract 4001.02, McClain County, Oklahoma",27,33,0,51,47,35,4,12,182,189,136,112,941,33,15,25,22,15,9,58,23,243,158,88,252,1047,37,27,30,44,32,30,54,17,231,272,63,210,438,307.6,1209.4,861,2816,
390,1400000US40087400201,"Census Tract 4002.01, McClain County, Oklahoma",8,8,4,20,17,2,0,1,85,27,26,32,262,32,33,0,2,27,6,2,3,70,35,20,32,284,9,48,4,9,7,6,3,16,83,21,21,57,228,62.8,297.2,188,776,
467,1400000US40087400202,"Census Tract 4002.02, McClain County, Oklahoma",75,14,10,29,24,8,13,16,130,168,58,185,787,21,19,61,74,50,19,3,20,100,177,85,158,825,60,28,9,35,19,26,14,12,172,213,83,154,528,171.2,919.8,723,2342,
966,1400000US40087400300,"Census Tract 4003, McClain County, Oklahoma",33,0,21,92,0,0,0,0,195,72,29,0,588,0,42,113,30,0,0,28,0,175,86,64,50,521,16,22,90,27,42,20,0,0,192,18,78,16,528,104.2,681.8,237,1551,
967,1400000US40087400400,"Census Tract 4004, McClain County, Oklahoma",3,0,0,11,9,15,4,8,6,19,0,8,76,2,3,0,21,4,20,2,0,18,2,4,0,85,6,0,4,14,10,10,1,0,12,9,6,13,87,63.6,62.4,31,244,
468,1400000US40089098200,"Census Tract 982, McCurtain County, Oklahoma",35,13,9,9,21,31,0,14,49,34,15,21,281,14,37,8,17,13,20,6,3,60,48,51,4,180,17,20,9,27,9,14,3,14,28,19,8,12,258,118.7,224.3,111,712,
469,1400000US40089098300,"Census Tract 983, McCurtain County, Oklahoma",20,4,9,5,20,9,8,3,25,9,17,7,205,56,9,20,9,13,5,3,9,31,26,15,9,162,23,15,7,15,9,10,2,6,30,10,27,8,234,63.6,122.4,83,503,
470,1400000US40089098400,"Census Tract 984, McCurtain County, Oklahoma",23,20,37,93,2,30,11,30,51,32,12,23,358,6,21,43,43,23,10,13,0,111,43,17,28,417,6,8,49,46,72,19,17,4,121,46,11,18,492,162.3,375.7,109,1139,
471,1400000US40089098500,"Census Tract 985, McCurtain County, Oklahoma",17,27,128,7,25,10,6,21,94,67,66,42,401,6,19,50,13,24,25,18,25,90,41,69,21,505,55,37,49,24,17,42,4,35,118,33,65,26,498,216.2,412.8,289,1416,
472,1400000US40089098600,"Census Tract 986, McCurtain County, Oklahoma",64,70,59,69,18,23,37,0,62,33,5,0,529,95,80,6,29,54,43,0,18,122,61,21,0,600,37,110,75,87,123,12,0,9,64,83,0,0,976,166.8,400.2,26,1569,
473,1400000US40089098700,"Census Tract 987, McCurtain County, Oklahoma",41,29,31,27,0,25,39,0,42,24,4,19,440,123,68,51,12,22,24,25,25,56,8,0,26,330,73,54,17,23,6,22,3,29,50,40,0,13,577,206.8,205.2,62,1051,
474,1400000US40089098800,"Census Tract 988, McCurtain County, Oklahoma",125,45,13,93,68,58,4,0,129,35,19,35,449,46,25,25,124,39,18,6,0,91,10,16,49,281,21,3,20,30,0,23,10,27,53,40,2,52,677,173.3,330.7,173,1354,
475,1400000US40089098900,"Census Tract 989, McCurtain County, Oklahoma",9,18,7,16,18,3,14,0,19,0,1,0,195,33,13,15,6,2,5,6,0,76,0,32,7,195,0,14,26,24,13,4,0,6,77,19,0,12,214,55.2,173.8,52,495,
685,1400000US40091779600,"Census Tract 7796, McIntosh County, Oklahoma",119,0,0,0,44,19,20,16,72,0,9,79,331,102,4,8,0,0,34,0,0,48,36,44,55,385,0,92,22,18,0,23,0,15,43,42,67,63,409,143.3,224.7,317,1094,
686,1400000US40091779700,"Census Tract 7797, McIntosh County, Oklahoma",25,15,50,30,16,0,0,21,41,22,0,0,283,65,39,22,24,17,0,0,9,94,6,0,7,330,44,24,33,16,20,0,0,33,68,68,0,24,440,83.3,278.7,31,833,
687,1400000US40091779900,"Census Tract 7799, McIntosh County, Oklahoma",10,17,11,18,47,2,0,0,31,15,2,10,122,18,20,8,16,12,5,1,0,29,1,5,7,211,17,23,12,12,9,26,0,0,37,46,10,19,250,43.7,149.3,53,496,
688,1400000US40091780100,"Census Tract 7801, McIntosh County, Oklahoma",3,31,4,3,0,11,0,28,27,59,0,10,183,0,0,0,14,15,4,8,21,56,21,8,36,166,2,0,0,28,19,22,0,3,15,47,0,30,119,106.8,215.2,84,525,
689,1400000US40091780200,"Census Tract 7802, McIntosh County, Oklahoma",40,0,35,0,0,22,0,20,18,10,0,0,212,138,0,11,0,0,41,0,0,16,6,0,0,170,24,7,60,14,0,0,11,0,37,6,11,0,329,101.1,85.9,11,527,
690,1400000US40091780300,"Census Tract 7803, McIntosh County, Oklahoma",14,59,0,30,65,0,0,0,18,0,0,0,153,6,25,0,23,41,0,13,0,32,11,0,2,191,26,9,17,11,29,0,26,12,18,22,21,0,355,57.8,94.2,23,530,
697,1400000US40099790600,"Census Tract 7906, Murray County, Oklahoma",11,0,0,4,0,22,11,0,16,33,0,6,196,29,30,0,8,8,8,26,5,38,36,7,1,180,13,39,11,13,20,0,7,0,54,20,0,3,186,89.8,186.2,17,479,
698,1400000US40099790700,"Census Tract 7907, Murray County, Oklahoma",43,6,14,29,5,43,15,10,30,54,13,37,524,30,15,18,43,40,17,3,29,84,63,140,42,540,18,6,29,63,31,14,14,18,112,126,74,35,390,185.6,446.4,341,1363,
699,1400000US40099790800,"Census Tract 7908, Murray County, Oklahoma",46,35,37,29,55,28,23,0,70,105,99,0,418,54,74,0,9,0,13,24,0,98,82,33,31,373,16,22,0,14,26,24,0,53,21,48,115,34,417,183.9,405.1,312,1318,
845,1400000US40101000100,"Census Tract 1, Muskogee County, Oklahoma",41,31,33,0,26,0,0,0,0,0,0,21,174,12,20,0,0,56,0,0,29,20,18,19,0,359,25,0,19,34,184,22,67,0,8,0,0,0,481,120.8,43.2,40,685,
844,1400000US40101001000,"Census Tract 10, Muskogee County, Oklahoma",43,10,9,0,19,23,0,0,30,13,0,17,164,35,13,6,0,7,20,20,0,31,9,11,12,154,13,18,0,0,5,29,12,0,19,38,5,15,178,112,132,60,482,
842,1400000US40101001100,"Census Tract 11, Muskogee County, Oklahoma",22,25,21,25,8,25,0,11,41,14,50,24,257,32,12,40,16,22,30,0,3,53,16,33,0,214,6,22,16,10,9,14,3,4,59,27,31,13,286,105.3,194.7,151,737,
843,1400000US40101001200,"Census Tract 12, Muskogee County, Oklahoma",0,0,0,0,21,31,0,6,52,21,18,23,201,2,0,0,10,26,51,0,15,43,4,16,34,159,4,0,1,0,1,21,0,0,95,9,28,0,65,143,205,119,532,
848,1400000US40101001300,"Census Tract 13, Muskogee County, Oklahoma",25,96,18,69,17,21,60,0,7,65,10,47,590,37,42,4,128,0,10,6,0,116,54,71,122,537,70,95,32,35,0,0,4,0,64,101,52,84,668,119.7,388.3,386,1562,
649,1400000US40101001400,"Census Tract 14, Muskogee County, Oklahoma",77,12,6,14,41,47,29,0,83,96,33,10,573,87,19,99,16,7,47,32,0,74,83,30,79,683,73,9,42,14,3,13,58,2,65,125,88,191,519,250.2,503.8,431,1704,
650,1400000US40101001500,"Census Tract 15, Muskogee County, Oklahoma",126,92,22,20,113,21,4,7,38,78,19,3,589,89,57,65,22,70,31,11,11,68,66,67,32,443,67,20,52,15,22,45,5,26,94,47,31,19,852,181,371,171,1575,
841,1400000US40101001600,"Census Tract 16, Muskogee County, Oklahoma",99,5,33,33,22,21,24,13,124,40,13,15,553,58,47,44,59,30,37,32,19,155,47,16,9,482,67,35,10,69,17,8,4,22,141,42,38,29,628,222,507,120,1477,
648,1400000US40101000200,"Census Tract 2, Muskogee County, Oklahoma",195,59,4,27,0,7,0,0,15,0,0,20,142,97,14,15,8,0,0,0,5,3,0,0,0,91,58,6,9,0,0,5,0,4,9,0,0,0,492,23.7,24.3,20,560,
652,1400000US40101000300,"Census Tract 3, Muskogee County, Oklahoma",128,26,70,0,0,36,16,11,8,7,13,0,260,64,12,77,0,0,28,0,9,41,7,10,12,323,46,12,67,9,52,25,18,0,56,21,17,0,563,153.5,129.5,52,898,
846,1400000US40101000400,"Census Tract 4, Muskogee County, Oklahoma",63,26,35,21,7,0,0,0,21,0,0,0,120,25,34,10,15,11,0,0,0,8,17,0,0,86,29,8,5,0,23,4,0,4,7,0,6,0,312,11.6,49.4,6,379,
653,1400000US40101000600,"Census Tract 6, Muskogee County, Oklahoma",12,17,21,29,9,36,0,0,76,58,61,16,327,25,28,6,52,45,0,10,6,26,57,33,39,350,50,14,6,24,18,26,0,6,101,28,39,38,356,104.3,325.7,226,1012,
651,1400000US40101000700,"Census Tract 7, Muskogee County, Oklahoma",53,8,37,8,87,18,25,0,112,56,41,0,464,43,9,10,43,91,102,8,19,79,17,17,26,485,99,36,33,71,25,28,0,22,111,37,7,16,653,252.2,381.8,107,1394,
700,1400000US40101000801,"Census Tract 8.01, Muskogee County, Oklahoma",26,0,36,50,30,14,0,0,16,65,43,28,263,17,0,36,0,14,0,13,12,51,62,19,39,420,0,0,39,0,0,0,83,14,39,94,33,118,248,146.6,316.4,280,991,
701,1400000US40101000802,"Census Tract 8.02, Muskogee County, Oklahoma",17,6,17,0,6,0,0,0,17,31,0,4,206,37,14,0,0,10,0,7,0,34,76,0,28,177,0,4,0,0,0,6,6,0,67,37,31,26,111,30.8,250.2,89,481,
847,1400000US40101000900,"Census Tract 9, Muskogee County, Oklahoma",111,36,69,15,44,77,63,24,173,57,75,14,622,56,123,38,15,14,46,17,58,60,105,61,29,631,65,78,61,12,0,17,32,16,123,66,92,69,737,385.6,548.4,340,2011,
969,1400000US40103956600,"Census Tract 9566, Noble County, Oklahoma",22,6,9,4,18,4,5,9,48,33,39,22,397,60,3,26,16,13,17,9,57,119,32,14,31,311,19,2,19,13,16,23,3,28,71,25,29,63,246,178.8,304.2,198,927,
971,1400000US40103956900,"Census Tract 9569, Noble County, Oklahoma",11,10,0,16,5,94,0,0,48,14,8,0,277,0,9,0,10,14,9,0,0,134,64,37,0,430,0,0,0,0,57,13,0,44,134,93,70,19,132,191.6,455.4,134,913,
972,1400000US40103957000,"Census Tract 9570, Noble County, Oklahoma",66,0,0,23,0,19,46,0,26,38,11,8,109,8,0,0,25,0,0,18,0,17,16,18,7,62,0,12,0,0,0,0,0,0,19,0,0,31,134,89.2,109.8,75,408,
970,1400000US40103957100,"Census Tract 9571, Noble County, Oklahoma",23,20,0,20,7,6,0,0,52,27,0,4,137,8,41,0,4,11,6,0,0,45,11,0,11,160,6,0,2,0,12,3,0,0,54,63,0,20,154,30.1,236.9,35,456,
702,1400000US40105172100,"Census Tract 1721, Nowata County, Oklahoma",11,2,6,3,0,7,11,0,48,23,14,12,224,28,0,4,16,8,26,15,0,59,30,25,13,135,4,0,6,17,13,7,9,5,41,16,14,3,118,94.8,202.2,81,496,
703,1400000US40105172200,"Census Tract 1722, Nowata County, Oklahoma",10,14,5,29,3,2,9,3,21,3,4,12,121,5,6,9,11,19,24,2,5,13,6,5,16,117,6,3,0,0,5,4,1,2,45,16,7,28,125,59.9,96.1,72,353,
704,1400000US40105172300,"Census Tract 1723, Nowata County, Oklahoma",0,0,12,1,0,0,8,7,16,15,14,14,150,0,46,8,7,0,0,0,21,30,22,4,12,184,6,25,8,6,15,0,0,30,49,20,0,25,134,75.5,142.5,69,421,
705,1400000US40105172400,"Census Tract 1724, Nowata County, Oklahoma",44,28,18,59,0,19,26,43,130,10,7,0,386,50,26,0,35,18,33,20,88,70,24,22,0,304,14,41,25,9,44,38,12,22,47,32,14,6,411,325.7,288.3,49,1074,
707,1400000US40107080600,"Census Tract 806, Okfuskee County, Oklahoma",17,40,30,24,13,10,0,4,20,18,7,17,216,1,15,4,22,25,21,0,11,47,51,12,7,241,17,29,2,5,14,28,3,10,45,62,17,9,258,98.2,231.8,69,657,
708,1400000US40107080700,"Census Tract 807, Okfuskee County, Oklahoma",9,0,25,30,20,37,2,4,34,11,16,4,251,29,6,19,37,23,22,6,20,34,13,32,10,200,7,10,9,60,13,18,0,15,27,13,16,12,297,133.5,122.5,90,643,
709,1400000US40107080900,"Census Tract 809, Okfuskee County, Oklahoma",86,9,42,12,11,0,0,42,72,0,34,10,262,33,38,43,63,0,19,12,21,33,0,0,0,312,0,31,42,65,33,26,0,13,29,30,35,8,508,146.4,150.6,87,892,
706,1400000US40107081000,"Census Tract 810, Okfuskee County, Oklahoma",18,0,22,10,7,19,0,0,17,15,8,13,211,15,8,19,21,10,26,0,11,42,23,21,15,207,34,5,27,28,24,21,2,8,29,0,9,20,248,95.8,117.2,86,547,
102,1400000US40109100100,"Census Tract 1001, Oklahoma County, Oklahoma",0,18,0,0,0,54,9,10,123,0,0,0,226,0,0,0,0,0,110,16,0,51,0,31,18,40,0,0,0,0,0,14,0,13,13,0,0,0,18,244.7,168.3,49,480,
118,1400000US40109100200,"Census Tract 1002, Oklahoma County, Oklahoma",24,0,240,52,0,30,0,0,0,28,21,48,554,0,0,179,74,0,0,0,0,14,70,74,143,385,0,0,159,78,35,0,0,0,34,56,0,23,841,34.8,197.2,309,1382,
504,1400000US40109100300,"Census Tract 1003, Oklahoma County, Oklahoma",0,0,0,14,0,0,24,0,0,0,45,109,113,0,0,0,22,0,14,0,0,24,7,0,46,204,8,0,0,11,0,0,62,0,0,7,0,116,55,102.4,35.6,316,509,
53,1400000US40109100400,"Census Tract 1004, Oklahoma County, Oklahoma",83,27,104,0,86,0,0,0,29,0,0,0,287,30,25,56,0,106,0,31,0,39,0,0,0,112,6,22,49,0,0,0,35,0,0,0,0,0,594,72.8,61.2,0,728,
113,1400000US40109100500,"Census Tract 1005, Oklahoma County, Oklahoma",0,0,7,11,0,8,0,14,32,0,6,28,67,26,0,0,26,0,0,0,0,0,0,0,15,87,14,6,0,4,0,12,0,0,36,15,0,0,94,40.8,76.2,49,260,
109,1400000US40109100600,"Census Tract 1006, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,5,0,10,25,32,0,0,0,0,0,0,0,0,0,0,8,24,43,5,0,0,0,0,0,0,0,0,0,0,38,5,0.5,4.5,105,115,
793,1400000US40109100700,"Census Tract 1007, Oklahoma County, Oklahoma",6,0,11,0,0,14,11,0,4,0,0,4,53,0,5,5,0,15,0,0,0,23,5,0,0,69,0,23,0,0,5,0,6,0,35,0,0,0,70,37.2,60.8,4,172,
794,1400000US40109100800,"Census Tract 1008, Oklahoma County, Oklahoma",33,11,16,15,0,0,0,0,25,0,0,0,113,15,0,0,28,0,11,8,0,37,0,8,6,206,16,0,0,44,12,12,0,18,57,20,0,27,190,60.9,127.1,41,419,
758,1400000US40109100900,"Census Tract 1009, Oklahoma County, Oklahoma",45,0,0,5,0,2,0,0,12,69,10,23,79,28,0,0,4,0,2,0,0,3,9,13,20,136,7,0,0,10,0,4,0,0,46,0,44,25,99,14.1,132.9,135,381,
759,1400000US40109101000,"Census Tract 1010, Oklahoma County, Oklahoma",29,0,50,28,15,5,0,0,25,0,0,0,112,38,0,46,0,0,18,0,3,0,7,0,0,89,43,0,0,12,0,6,0,0,18,10,0,0,261,36.3,55.7,0,353,
795,1400000US40109101100,"Census Tract 1011, Oklahoma County, Oklahoma",0,0,0,0,16,6,0,0,10,0,0,0,20,0,0,0,14,6,0,0,0,0,0,0,0,27,0,0,0,13,0,0,0,0,0,6,8,0,49,7,15,8,79,
797,1400000US40109101200,"Census Tract 1012, Oklahoma County, Oklahoma",0,0,0,0,21,0,0,0,10,6,0,5,30,0,0,0,0,19,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,19,12,72,
54,1400000US40109101300,"Census Tract 1013, Oklahoma County, Oklahoma",89,24,27,0,0,0,0,0,0,0,0,0,298,113,11,79,73,22,0,0,0,0,0,0,0,321,155,59,68,0,0,0,0,11,15,0,13,0,720,12.5,13.5,13,759,
760,1400000US40109101400,"Census Tract 1014, Oklahoma County, Oklahoma",0,38,0,17,0,0,0,0,0,0,0,0,83,0,17,0,19,12,0,0,0,13,18,4,0,93,4,14,12,14,0,0,0,0,26,13,5,5,147,3.9,66.1,14,231,
104,1400000US40109101500,"Census Tract 1015, Oklahoma County, Oklahoma",0,0,0,12,0,0,0,0,24,0,0,17,49,0,0,0,9,7,0,0,0,14,0,9,10,27,0,0,0,0,0,0,0,0,13,0,0,14,28,5.1,45.9,50,129,
55,1400000US40109101600,"Census Tract 1016, Oklahoma County, Oklahoma",0,0,10,0,0,0,0,0,0,0,7,0,11,0,0,5,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,15,0,11,7,33,
832,1400000US40109101700,"Census Tract 1017, Oklahoma County, Oklahoma",0,0,16,0,0,15,0,0,23,20,6,82,101,0,0,13,0,0,0,0,0,15,0,52,21,78,0,0,0,0,0,0,0,0,16,0,35,27,29,20.4,68.6,223,341,
56,1400000US40109101800,"Census Tract 1018, Oklahoma County, Oklahoma",0,0,5,0,0,27,0,0,52,25,11,99,64,0,0,0,8,0,0,0,0,17,0,4,35,36,0,0,0,3,0,12,0,0,4,0,7,10,16,46.3,90.7,166,319,
757,1400000US40109101900,"Census Tract 1019, Oklahoma County, Oklahoma",8,35,0,0,0,0,0,0,65,10,0,65,120,24,15,0,0,0,0,0,0,0,0,11,70,128,0,38,0,0,0,9,0,0,10,34,0,37,120,16.5,111.5,183,431,
787,1400000US40109102000,"Census Tract 1020, Oklahoma County, Oklahoma",16,0,8,0,23,47,0,21,19,0,0,51,74,32,0,9,0,0,11,0,0,15,7,0,0,204,0,0,0,0,28,18,0,0,97,61,0,0,116,110.1,185.9,51,463,
788,1400000US40109102100,"Census Tract 1021, Oklahoma County, Oklahoma",6,57,10,0,63,3,6,5,10,6,12,69,165,0,27,19,0,43,5,6,9,35,0,5,16,112,0,0,14,8,0,34,0,0,16,19,5,16,247,74.1,79.9,123,524,
537,1400000US40109102200,"Census Tract 1022, Oklahoma County, Oklahoma",42,12,106,26,19,46,0,0,112,0,46,0,322,28,29,131,23,16,32,0,0,6,57,0,0,162,14,0,35,23,0,29,0,0,6,23,32,0,504,119.4,191.6,78,893,
57,1400000US40109102300,"Census Tract 1023, Oklahoma County, Oklahoma",70,0,0,0,0,30,0,0,48,0,0,0,160,37,67,0,0,10,29,0,0,17,0,0,0,159,0,62,8,0,19,0,0,0,70,0,0,0,273,72.5,121.5,0,467,
58,1400000US40109102400,"Census Tract 1024, Oklahoma County, Oklahoma",23,27,72,70,69,0,25,0,36,0,0,0,282,0,17,71,54,26,0,63,0,51,0,0,0,186,0,12,15,91,26,21,21,0,0,0,0,0,573,138.7,78.3,0,790,
105,1400000US40109102500,"Census Tract 1025, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,17.1,0,19,
682,1400000US40109102600,"Census Tract 1026, Oklahoma County, Oklahoma",66,35,5,13,6,0,0,0,0,0,0,0,52,30,6,6,0,0,10,0,0,0,0,0,0,53,26,5,22,0,0,0,0,0,0,0,0,0,220,10,0,0,230,
538,1400000US40109102700,"Census Tract 1027, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.5,0,5,
683,1400000US40109102800,"Census Tract 1028, Oklahoma County, Oklahoma",9,0,18,18,0,101,0,0,0,0,0,0,198,49,27,0,89,0,24,0,0,9,0,0,0,157,0,31,19,83,0,24,0,0,0,0,0,0,343,149.9,8.1,0,501,
833,1400000US40109102900,"Census Tract 1029, Oklahoma County, Oklahoma",0,0,0,0,0,2,0,0,7,10,3,5,89,19,0,0,0,0,3,13,0,7,33,2,12,26,0,0,0,11,0,2,0,0,7,0,0,6,30,22.1,61.9,28,142,
59,1400000US40109103000,"Census Tract 1030, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,5,10,0,0,10,20,
798,1400000US40109103200,"Census Tract 1032, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,24,0,0,0,47,0,0,0,0,0,0,0,0,0,0,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,21.6,47,71,
110,1400000US40109103300,"Census Tract 1033, Oklahoma County, Oklahoma",10,0,0,0,7,0,0,0,5,6,16,0,128,26,9,17,36,30,0,0,0,10,0,0,0,132,9,9,15,25,6,0,0,44,24,0,0,0,199,47.9,41.1,16,304,
684,1400000US40109103400,"Census Tract 1034, Oklahoma County, Oklahoma",0,13,31,0,14,0,0,0,0,0,0,0,39,0,26,0,0,13,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,110,0,0,0,110,
761,1400000US40109103500,"Census Tract 1035, Oklahoma County, Oklahoma",0,9,0,0,11,0,0,10,5,0,0,0,38,0,4,0,0,10,0,0,20,4,0,0,0,19,0,4,0,0,10,0,0,0,5,0,0,0,48,31.4,12.6,0,92,
789,1400000US40109103601,"Census Tract 1036.01, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,
790,1400000US40109103602,"Census Tract 1036.02, Oklahoma County, Oklahoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
