idx,IKN_addr,general,hygienist,pediatric,specialist,X,Y,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
470,"2250 S MONACO PKWY,DENVER,CO,80222-5814",4.983766233766233,0.14285714285714285,0.0,0.8845238095238095,39.67594132,-104.9127543,1,0,9.967532467532466,0.0
471,"226 S NEVADA AVE,MONTROSE,CO,81401-4234",0.0,1.5,0.0,0.0,38.48027646,-107.8701621,1,0,0.0,0.0
472,"228 N CHERRY ST,FRUITA,CO,81521-2101",0.0,0.0,0.3333333333333333,0.0,39.161313,-108.73589709999999,1,0,0.0,0.6666666666666666
473,"2295 S CHAMBERS RD STE E,AURORA,CO,80014-4547",1.4797979797979797,0.0,0.0,0.0,39.67537792,-104.8100572,1,0,2.9595959595959593,0.0
474,"22986 E SMOKY HILL RD,AURORA,CO,80016-1382",1.0,0.0,1.5,0.0,39.60150011,-104.7208046,1,0,2.0,3.0
475,"2300 E 120TH AVE STE 104,THORNTON,CO,80233-1441",2.0722222222222224,0.0,0.2,0.3666666666666667,39.91376246,-104.957153,1,0,4.144444444444445,0.4
476,"2301 LAWRENCE ST,DENVER,CO,80205-2126",1.9523809523809523,1.7999999999999998,0.0,0.0,39.75543152,-104.9876715,1,0,3.9047619047619047,0.0
477,"2305 JACKSON ST,GOLDEN,CO,80401-2372",0.3333333333333333,1.3333333333333333,0.0,0.0,39.7467639,-105.2116372,1,0,0.6666666666666666,0.0
478,"2323 S WADSWORTH BLVD STE 104,LAKEWOOD,CO,80227-3254",0.2686868686868687,0.0,0.29292929292929304,0.23448275862068965,39.674700099999995,-105.0814066,1,0,0.5373737373737374,0.5858585858585861
479,"233 MAIN ST,SANFORD,CO,81151",0.7588235294117647,0.0,0.0,0.0,37.19724655,-105.4274242,1,0,1.5176470588235293,0.0
480,"2333 N 6TH ST,GRAND JUNCTION,CO,81501-2001",0.75,0.0,0.14285714285714285,0.0,39.0890355,-108.56210729999998,1,0,1.5,0.2857142857142857
481,"2345 S FEDERAL BLVD STE 165,DENVER,CO,80219-5473",2.0,0.0,0.0,0.2,39.673962,-105.02509620000001,1,0,4.0,0.0
482,"235 CARSON AVE,ALAMOSA,CO,81101-2341",0.0,1.3333333333333333,0.0,0.0,37.47087591,-105.8818626,1,0,0.0,0.0
483,"2352 MEADOWS BLVD STE 200,CASTLE ROCK,CO,80109-8408",1.0,0.0,0.0,0.0,39.40522734,-104.88672040000002,1,0,2.0,0.0
484,"2352 N 7TH ST STE 4,GRAND JCT,CO,81501-8168",1.0,0.0,0.0,0.0,39.08946721,-108.56100929999998,1,0,2.0,0.0
485,"2373 CENTRAL PARK BLVD UNIT 301,DENVER,CO,80238-2300",0.0,0.0,0.0,2.0,39.7514639,-104.88967079999999,1,0,0.0,0.0
486,"2373 CENTRAL PARK BLVD UNIT 302,DENVER,CO,80238-2300",0.0,0.0,0.0,1.0,39.7514639,-104.88967079999999,1,0,0.0,0.0
487,"2373 CENTRAL PARK BLVD UNIT 305,DENVER,CO,80238-2301",0.0,0.0,1.6666666666666663,0.2,39.75138991,-104.88956979999999,1,0,0.0,3.3333333333333326
488,"23963 E PROSPECT AVE STE HV2BE,AURORA,CO,80016-5342",2.7266233766233774,0.0,0.16666666666666666,0.8050793650793652,39.60000557,-104.7090369,1,0,5.453246753246755,0.3333333333333333
489,"24 CLUB MANOR DR STE 203,PUEBLO,CO,81008-1659",1.0,0.0,0.0,0.0,38.30709553,-104.6205502,1,0,2.0,0.0
490,"2400 W 16TH ST,GREELEY,CO,80634-6067",2.1658119658119657,0.0,0.0,1.4,40.41388589,-104.7173668,1,0,4.331623931623931,0.0
491,"2415 MULLINS AVE UNIT 5,ALAMOSA,CO,81101-4264",1.0769230769230769,0.0,0.0,0.0,37.47764929,-105.89305039999999,1,0,2.1538461538461537,0.0
492,"242 CAMBRIDGE ST,BRUSH,CO,80723-1608",0.16666666666666666,0.0,3.333333333333333,0.0,40.25612851,-103.647856,1,0,0.3333333333333333,6.666666666666666
493,"2436 S ACADEMY BLVD,COLORADO SPRINGS,CO,80916-2408",4.646425796425795,0.0,0.25,0.9911494252873562,38.79722636,-104.7577278,1,0,9.29285159285159,0.5
494,"245 VINE AVE,LAS ANIMAS,CO,81054-1039",0.7,0.0,0.0,0.0,38.07074786,-103.2279559,1,0,1.4,0.0
495,"24500 E SMOKY HILL RD UNIT B,AURORA,CO,80016-1386",0.25,0.0,0.0,0.5,39.59571662,-104.7022416,1,0,0.5,0.0
496,"2465 S DOWNING ST STE 210,DENVER,CO,80210-5822",1.0,7.333333333333332,0.0,0.0,39.6718385,-104.97350719999999,1,0,2.0,0.0
498,"2466 HIGHWAY 6 AND 50 STE 3,GRAND JUNCTION,CO,81505-5500",0.0,0.0,1.1428571428571428,0.0,39.08599879,-108.59371829999999,1,0,0.0,2.2857142857142856
499,"2475 WADSWORTH BLVD,LAKEWOOD,CO,80214-5713",1.0,0.0,0.0,0.0,39.75369241,-105.0814068,1,0,2.0,0.0
500,"2480 W 26TH AVE STE 320B,DENVER,CO,80211-5322",1.0,0.0,0.0,0.0,39.75474233,-105.01682749999999,1,0,2.0,0.0
501,"25 STAFFORD LN STE 2,DELTA,CO,81416-3442",0.8333333333333333,0.0,0.0,0.0,38.74870786,-108.0506882,1,0,1.6666666666666665,0.0
502,"2502 HIGHWAY 6 AND 50 STE 700,GRAND JUNCTION,CO,81505-4502",3.0,0.0,0.0,0.0,39.08327742,-108.5885784,1,0,6.0,0.0
503,"251 E FOUNTAIN BLVD STE,COLORADO SPRINGS,CO,80903-4166",0.3333333333333333,0.0,0.0,0.0,38.82162055,-104.82096120000001,1,0,0.6666666666666666,0.0
504,"251 E FOUNTAIN BLVD UNIT 100,COLORADO SPRINGS,CO,80903-4160",0.3333333333333333,0.0,0.0,0.0,38.82162055,-104.82096120000001,1,0,0.6666666666666666,0.0
505,"252 S 14TH ST,BURLINGTON,CO,80807-2321",0.0,0.16666666666666666,0.0,0.0,39.29897644,-102.2679865,1,0,0.0,0.0
506,"2525 13TH ST,BOULDER,CO,80304-4104",1.926190476190476,3.7277777777777774,0.2857142857142857,0.0,40.02368036,-105.2805794,1,0,3.852380952380952,0.5714285714285714
