IKN_addr,general,pediatric,specialist,X,Y,med_indicator,chip_indicator
"11 W 14 MILE RD STE 202,CLAWSON,MI,48017-3104",1.0,0.0,0.0,-83.1465903,42.53341855,0,1
"110 ARBOR LN,ALPENA,MI,49707-1302",1.0,0.0,0.0,-83.46063844,45.07912781,0,1
"110 DEWITT LN,SPRING LAKE,MI,49456-1921",1.0,0.0,0.0,-86.17866487,43.07609691,0,1
"110 E LAKE ST,SOUTH LYON,MI,48178-1409",3.0,0.0,0.0,-83.65087063,42.4606095,0,1
"110 N COCHRAN AVE,CHARLOTTE,MI,48813-1508",0.0,0.0,0.6666666666666666,-84.83585519,42.56451997,0,1
"110 S BROADWAY ST,CASSOPOLIS,MI,49031-1243",1.0,0.0,0.0,-86.01253895,41.911245,0,1
"110 S DRYDEN ST,HART,MI,49420-1105",1.0,0.0,0.0,-86.36228637,43.70166299,0,1
"110 W 3RD ST,IMLAY CITY,MI,48444-1096",1.0,0.0,0.0,-83.07783469,43.02444644,0,1
"1100 4 MILE RD NW,GRAND RAPIDS,MI,49544-7397",1.0,0.0,0.0,-85.69653316,43.02914052,0,1
"1100 E MILLER RD,LANSING,MI,48911-5311",1.0,0.0,0.0,-84.53611277,42.66920052,0,1
"1100 W UNIVERSITY DR,ROCHESTER HILLS,MI,48307-1878",1.1666666666666667,0.0,0.0,-83.14980116,42.68182024,0,1
"11000 HIGHLAND RD,WHITE LAKE,MI,48386-2153",0.5,0.0,0.0,-83.50239083,42.64949352,0,1
"1101 BYRON RD,HOWELL,MI,48843-1005",1.0,0.0,0.0,-83.93967033,42.61639495,0,1
"1101 E WALTON BLVD STE 302,PONTIAC,MI,48340-1590",3.6264469640486623,0.0,0.0,-83.26003249,42.67802651,0,1
"1101 N ANN ARBOR ST,SALINE,MI,48176-2000",3.5,0.0,0.0,-83.78754468,42.18029466,0,1
"1101 S LINCOLN RD,ESCANABA,MI,49829-2178",1.0,0.0,0.0,-87.07983483,45.73267702,0,1
"1101 W HURON ST,WATERFORD,MI,48328-3736",2.2,0.0,0.0,-83.33388102,42.63493052,0,1
"1103 DELTA AVE,GLADSTONE,MI,49837-1438",1.0,0.0,0.0,-87.02381282,45.84680898,0,1
"1103 N MAIN ST STE A,ROYAL OAK,MI,48067-1363",2.5,0.0,0.25,-83.14483053,42.49913098,0,1
"1103 S CEDAR ST STE 100,MASON,MI,48854-2078",2.0,0.0,0.0,-84.44517426,42.56940017,0,1
"11032 GRAND RIVER RD,BRIGHTON,MI,48116-9589",0.5,0.0,0.0,-83.73324052,42.51632751,0,1
"1105 SEDGWICK ST,PORT HURON,MI,48060-3339",1.0,0.0,0.0,-82.43101311,42.98991645,0,1
"1106 1ST AVE S,ESCANABA,MI,49829-3411",1.0,0.0,0.0,-87.06280069,45.74471583,0,1
"111 E LONG LAKE RD,TROY,MI,48085-5524",2.3583767539649902,0.0,0.09090909090909093,-83.14651069,42.5917714,0,1
"111 E MICHIGAN AVE,MARSHALL,MI,49068-1543",1.0,0.0,0.0,-84.95816399,42.27207145,0,1
"111 HAROLD ST,MIDLAND,MI,48640-4416",1.0,0.0,0.0,-84.22987608,43.62346827,0,1
"111 N HURON ST,YPSILANTI,MI,48197-2676",1.893193469244832,0.0,0.028571428571428567,-83.61315913,42.24279638,0,1
"111 ROCHDALE DR S,ROCHESTER HILLS,MI,48309-2274",0.0,0.0,0.5,-83.15882561,42.68051559,0,1
"111 S HOWELL ST,HILLSDALE,MI,49242-1873",1.0,0.0,0.0,-84.63183494,41.91422573,0,1
"111 S WALNUT ST,FENTON,MI,48430-2150",0.3333333333333333,0.0,0.0,-83.70369656,42.79562128,0,1
"111 SAWYER ST,GRAND BLANC,MI,48439-1342",2.2277777777777783,0.0,0.0,-83.62909441,42.92575992,0,1
"111 W 13 MILE RD,MADISON HEIGHTS,MI,48071-1857",1.0,0.0,0.0,-83.10738294,42.51995214,0,1
"111 W DAYTON ST,FREMONT,MI,49412-1112",1.5,0.0,0.0,-85.94797049,43.46807646,0,1
"1110 E BROOMFIELD ST,MOUNT PLEASANT,MI,48858-4437",1.0,0.0,0.0,-84.76207255,43.58263453,0,1
