BOD_addr,general,pediatric,specialist,Latitude,Longitude
"133 1/2 E. MAIN AVE,ZEELAND,MI,49464",1.0,0.0,0.0,42.8124097,-86.01481313
"13300 SOUTH WEST BAY SHORE DRIVE,SUITE #1,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.76559260000001,-85.70000902
"13300 SW BAY SHORE DR,TRAVERSE CITY,MI,49684",1.0,0.0,0.0,44.76559260000001,-85.70000902
"1332 APPLE AVE,MUSKEGON,MI,49442",1.0,0.0,0.0,43.23423628,-86.2108618
"1332 GEDDES AVE APT 4,ANN ARBOR,MI,48104",1.0,0.0,0.0,42.277193200000006,-83.7318468
"13387 S 18TH ST,VICKSBURG,MI,49097",1.0,0.0,0.0,42.12309093,-85.58847314
"1342 W MAIN STREET,IONIA,MI,48846",1.0,0.0,0.0,42.97334902,-85.09468804
"1347 W TROY ST,FERNDALE,MI,48220",1.0,0.0,0.0,42.4589166,-83.1504068
"135 HIBBARD COURT S,PONTIAC,MI,48341",1.0,0.0,0.0,42.6300195,-83.2975847
"1352 BAYWOOD CIRCLE,BRIGHTON,MI,48116",1.0,0.0,0.0,42.50851149,-83.77952603
"1358 CONGE DRIVE,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.581582899999994,-83.22669690000002
"1359 CHAMPAIGN RD,LINCOLN PARK,MI,48146",1.0,0.0,0.0,42.244614299999995,-83.18229040000001
"1359 CHAMPAIGN ROAD,LINCOLN PARK,MI,48146",1.0,0.0,0.0,42.244614299999995,-83.18229040000001
"13628 DRIFTWOOD CT,PLYMOUTH,MI,481705248",1.0,0.0,0.0,42.378358899999995,-83.51520479999998
"13710 BASSWOOD CIRCLE,BELLEVILLE,MI,48111",0.0,0.0,1.0,42.2011607,-83.5208363
"1377 SUNNINGDALE DR,GROSSE POINTE WOODS,MI,48236",1.0,0.0,0.0,42.436811299999995,-82.9005778
"138 HARROW LN,SAGINAW,MI,48603",0.0,0.0,1.0,43.41427384,-84.02603424
"1380 THREE MILE,GROSSE POINTE PARK,MI,48230",1.0,0.0,0.0,42.3897323,-82.93055820000002
"13811 19 MILE ROAD,STERLING HEIGHTS,MI,48313",1.0,0.0,0.0,42.6110532,-82.98971879999998
"1383 ANITA AVENUE,GROSSE POINTE WOODS,MI,48236",1.0,0.0,0.0,42.442625799999995,-82.89785529999997
"13844 KEATING DR,STERLING HEIGHTS,MI,48312",1.0,0.0,0.0,42.56904220000001,-82.9872355
"13871 PHEASANT DR,SHELBY TOWNSHIP,MI,48315",1.0,0.0,0.0,42.644073299999995,-82.9905444
"13875 WILLOW CT.,STERLING HEIGHTS,MI,48313",1.0,0.0,0.0,42.6095424,-82.9901681
"13999 LEONARD RD,SPRING LAKE,MI,49456",1.0,0.0,0.0,43.0593172,-86.13599936
"140 NORTH PYLE DRIVE,KINGSFORD,MI,49802",1.0,0.0,0.0,45.80651629,-88.10143312
"140 W. LAKE LANSING RD,EAST LANSING,MI,48823",1.0,0.0,0.0,42.75941244,-84.48531231
"1405 JORN CT,ANN ARBOR,MI,48104",0.0,1.0,0.0,42.25744470000001,-83.7299832
"1411 IROQUOIS PL,ANN ARBOR,MI,48104",0.0,0.0,1.0,42.2600215,-83.7314975
"1415 W ARGYLE,JACKSON,MI,49202",0.0,0.0,1.0,42.26189585,-84.43125135
"1419 N STATE ST,BIG RAPIDS,MI,49307",1.0,0.0,0.0,43.71757449,-85.49269056
"1420 84TH ST SW,BYRON CENTER,MI,49315",1.0,0.0,0.0,42.81184087,-85.70252228
"1425 N M52,OWOSSO,MI,48867",1.0,0.0,0.0,43.01643796,-84.17684847
"14254 NORTH CLIO ROAD,CLIO,MI,48420",1.0,0.0,0.0,43.2134537,-83.7342744
"1426 HUDSON RD,HILLSDALE,MI,49242",0.0,0.0,1.0,41.90201934,-84.62229237
"143 HONEY LANE,BATTLE CREEK,MI,49015",2.0,0.0,0.0,42.29401984,-85.21117129
"1430 CENTER,SAGINAW,MI,48603",1.0,0.0,0.0,43.46312721,-84.02965587
"1430 CRAMTON AVE. NE,ADA,MI,49301",0.0,0.0,1.0,42.9904767,-85.48992159999997
"14303 YALE RD,YALE,MI,48097",1.0,0.0,0.0,43.12763816,-82.91410783
"1435 N. GLENGARRY RD.,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5572881,-83.2527887
"1435 WALTON BLVD,ROCHESTER HILLS,MI,48309",2.0,0.0,0.0,42.68109060000001,-83.1585111
"1436 N KARSTEN RD,ROGERS CITY,MI,49779",1.0,0.0,0.0,45.40452601,-83.90672002
"1439 GLASTONBURY RD,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.2633875,-83.77189759999997
"144 BEYERLEIN STREET,FRANKENMUTH,MI,48734",1.0,0.0,0.0,43.33369821,-83.7427565
"14419 KNIGHTSBRIDGE DR,SHELBY TWP,MI,48315",1.0,0.0,0.0,42.679156899999995,-82.9834067
"1445 GRINNELL AVE,WATERFORD,MI,48328",0.0,0.0,1.0,42.6179734,-83.3580723
"1445 GRINNELL AVENUE,WATERFORD,MI,48328",1.0,0.0,0.0,42.6179734,-83.3580723
"1448 GRATIOT,MOUNT CLEMENS,MI,48043",1.0,0.0,0.0,42.59777344,-82.88225237
"145 S MAIN STREET STE #1,WAYLAND,MI,49348",1.0,0.0,0.0,42.6729029,-85.64232220000002
"1459 N BELSAY RD,BURTON,MI,48509",1.0,0.0,0.0,43.0317281,-83.5963498
"146 WEST SHERMAN,CARO,MI,48723",0.0,0.0,1.0,43.49139263,-83.39423389
"1461 DUNCAN DR,CHELSEA,MI,481185018",1.0,0.0,0.0,42.30089861,-84.02995361
"14658 WOODMONT,DETROIT,MI,48227",1.0,0.0,0.0,42.3958724,-83.2087985
"14670 BORGMAN ST,OAK PARK,MI,48237",1.0,0.0,0.0,42.4864146,-83.19391390000001
"147 W LINCOLN ST,CARO,MI,48723",1.0,0.0,0.0,43.49054002,-83.39660403
"1470 FOUNTAIN VIEW DRIVE,BRIGHTON,MI,48114",1.0,0.0,0.0,42.56610034,-83.79744140000003
"1475 RIVERS EDGE,CARO,MI,48723",1.0,0.0,0.0,43.50556982,-83.3567061
"14755 NORTHLINE RD,SOUTHGATE,MI,48195",2.0,0.0,0.0,42.2129833,-83.20513220000002
"14831 PIPER LAKES TRAIL,311,GRAND HAVEN,MI,49417",1.0,0.0,0.0,43.01563487,-86.15473979999999
"1484 HUNTERS LAKE DRIVE,MILFORD,MI,48380",1.0,0.0,0.0,42.599256200000006,-83.6376137
"149 N. CENTER ST. #101,NORTHVILLE,MI,48167",0.0,0.0,1.0,42.43161765,-83.48333945
"1495 MOREHEAD DR,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.251895899999994,-83.76601109999999
"1496 STILLWATER DR,HOLLAND,MI,49424",1.0,0.0,0.0,42.80958003,-86.17155435
"15 W 20TH STREET,HOLLAND,MI,49423",1.0,0.0,0.0,42.77949015,-86.1075
"150 S KELLOGG RD,MIDLAND,MI,48640",1.0,0.0,0.0,43.58543485,-84.33457757
"1500 ABBOT RD STE 120,EAST LANSING,MI,48823",1.0,0.0,0.0,42.75003359,-84.48362531
"1500 E MEDICAL CENTER DRIVE,G1200 TOWSLEY CENTER SPC 5222,ANN ARBOR,MI,481095222",1.0,0.0,0.0,42.28105052,-83.72673407
"1500 E. MEDICAL CENTER DR.,G-1100 TOWSLEY CENTER, SPC 5222,ANN ARBOR,MI,48109",1.0,0.0,0.0,42.28375982,-83.72387665
"1500 W SAGINAW ST,LANSING,MI,48915",1.0,0.0,0.0,42.74111201,-84.57280384
"15011 OAKFIELD ST,DETROIT,MI,48227",1.0,0.0,0.0,42.400652799999996,-83.2147588
"1503 COIT AVE NE,GRAND RAPIDS,MI,49505",1.0,0.0,0.0,42.98992777,-85.66466954
"1503 COIT NE,GRAND RAPIDS,MI,49505",1.0,0.0,0.0,42.98992777,-85.66466954
"1503 KYLE AVE,EATON RAPIDS,MI,48827",1.0,0.0,0.0,42.4969143,-84.6551705
"15063 TEAKWOOD DR,MONROE,MI,48161",1.0,0.0,0.0,41.88497871,-83.41398649
"151 DUNKLEY STREET #56,SOUTH HAVEN,MI,49090",1.0,0.0,0.0,42.40745753,-86.27201448
"1510 N BROADWAY,HASTINGS,MI,49058",1.0,0.0,0.0,42.66188772,-85.29079605
"15101 PLYMOUTH ROAD,DETROIT,MI,48227",1.0,0.0,0.0,42.3723984,-83.1933765
"15111 DRYSDALE ST,SOUTHGATE,MI,48195",1.0,0.0,0.0,42.1976454,-83.22402
"15172 LAKESHORE DRIVE,VANDALIA,MI,49095",1.0,0.0,0.0,41.87475511,-85.86191797
"1519 LIBERTY LN,HASTINGS,MI,49058",1.0,0.0,0.0,42.66157308,-85.29797341
"1520 DAWN ST,SUPERIOR TOWNSHIP,MI,48198",1.0,0.0,0.0,42.26153953,-83.58189899999998
"1520 HORTON RD,JACKSON,MI,49203",1.0,0.0,0.0,42.20329605,-84.43505909
"1520 WENZEL HIGHWAY,ROGERS CITY,MI,49779",1.0,0.0,0.0,45.38614583,-83.84335967
"15230 LEVAN RD.,LIVONIA,MI,48154",0.0,0.0,1.0,42.395817799999996,-83.4024377
"1524 WOODSIDE DR,EAST LANSING,MI,48823",1.0,0.0,0.0,42.74286348,-84.46159207
"1525 EAST BELTLINE AVE NE,SUITE 201,GRAND RAPIDS,MI,49525",0.0,0.0,1.0,42.9905463,-85.5914139
"1525 EDGEWOOD AVE SE,GRAND RAPIDS,MI,49506",1.0,0.0,0.0,42.9353916,-85.5958659
"15272 YALE DRIVE,CLINTON TOWNSHIP,MI,48038",0.0,0.0,1.0,42.6205679,-82.9721562
"15298 WELLINGTON CENTER BLVD,MACOMB,MI,48044",1.0,0.0,0.0,42.64989166,-82.92952897
"1535 44TH ST SW #200,WYOMING,MI,49509",1.0,0.0,0.0,42.884974,-85.702475
"1539 BRANDYWINE,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.6195966,-83.2286895
"154 PERSHING DR NE,GRAND RAPIDS,MI,49505",2.0,0.0,0.0,43.007692999999996,-85.66516065
"15400 NINETEEN MILE RD,SUITE 180,CLINTON TOWNSHIP,MI,48038",1.0,0.0,0.0,42.60549065,-82.94154816
"15406 LEVAN RD,LIVONIA,MI,48154",2.0,0.0,0.0,42.3976956,-83.4025053
"1545 KINGSWAY CT.,TRENTON,MI,48183",1.0,0.0,0.0,42.15467460000001,-83.1909058
"15510 HOMEISTER DR.,RIVERVIEW,MI,48193",1.0,0.0,0.0,42.18093,-83.2108959
"1553 GRAND AVE,KALAMAZOO,MI,49006",1.0,0.0,0.0,42.29158174,-85.60716579
"15552 NEWBURGH RD.,LIVONIA,MI,48154",1.0,0.0,0.0,42.3983685,-83.4123183
"156 E CHERRY AVE,ZEELAND,MI,49464",1.0,0.0,0.0,42.81131582,-86.01988504
"1562 E PRATT RD,DEWITT,MI,48820",0.0,0.0,1.0,42.90017302,-84.55515290000002
"15654 EDGEWOOD CIRCLE,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.40018189999999,-83.44264895
"15714 SPYGLASS DR,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4038864,-83.4934863
"15725 E WARREN AVE,DETROIT,MI,48224",1.0,0.0,0.0,42.4003612,-82.946267
"15742 FAIRFAX,SOUTHFIELD,MI,48075",1.0,0.0,0.0,42.47102329999999,-83.2043967
"15774 CAMDEN,EASTPOINTE,MI,48021",1.0,0.0,0.0,42.4678156,-82.9582693
"1579 W BIG BEAVER,STE B-6,TROY,MI,48084",1.0,0.0,0.0,42.5611027,-83.170027
"158 MARCELL DR NE,ROCKFORD,MI,49341",0.0,0.0,1.0,43.11645138,-85.54575384
"15843 WHITE OAK DRIVE,FRASER,MI,48026",1.0,0.0,0.0,42.5476174,-82.9629338
"15844 WOODLAND DR,DEARBORN,MI,48120",1.0,0.0,0.0,42.30558432,-83.19132657
"15870 19 MILE RD STE 120,CLINTON TOWNSHIP,MI,48038",0.0,0.0,1.0,42.6120912,-82.96461529999998
"15870 19 MILE ROAD STE110,CLINTON TOWNSHIP,MI,48038",0.0,0.0,1.0,42.6120912,-82.96461529999998
"15870 19 MILE,SUITE 160,CLINTON TOWNSHIP,MI,48038",0.0,0.0,1.0,42.6120912,-82.96461529999998
"15873 MIDDLEBELT ROAD,SUITE 100,LIVONIA,MI,48154",1.0,0.0,0.0,42.40400381,-83.33488643
"15875 MIDDLEBELT,SUITE 100,LIVONIA,MI,48154",1.0,0.0,0.0,42.4032464,-83.3353983
"159 S. HARVEY,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.372738,-83.4697042
"1590 FOOT HILLS TRAIL,ADA,MI,49301",1.0,0.0,0.0,42.99177986,-85.55552753
"1590 W SHERMAN BLVD,MUSKEGON,MI,49441",1.0,0.0,0.0,43.20570591,-86.28298692
"15931 CUMBERLAND ST,RIVERVIEW,MI,481928120",1.0,0.0,0.0,42.1736926,-83.2158923
"16 THORNCROFT AVE,BATTLE CREEK,MI,49017",1.0,0.0,0.0,42.34146019,-85.16199079
"1600 KINGSWAY CT,TRENTON,MI,48183",1.0,0.0,0.0,42.1543539,-83.1916933
"1606 POPLAR AVE,ROYAL OAK,MI,48073",1.0,0.0,0.0,42.5165061,-83.1634645
"1609 BROOKLYN AVE,ANN ARBOR,MI,48104",1.0,0.0,0.0,42.2639529,-83.72672740000002
"16099 SCHUBERT HWY,ALPENA,MI,49707",1.0,0.0,0.0,45.09074293,-83.48094912
"161 N MILFORD,HIGHLAND,MI,48357",0.0,0.0,1.0,42.638695,-83.6181343
"1610 S EUCLID AVE,BAY CITY,MI,48706",1.0,0.0,0.0,43.58391873,-83.91576733
"16118 FAIRWAY ST,LIVONIA,MI,48154",1.0,0.0,0.0,42.4045857,-83.3974474
"1616 W CENTRE AVE,PORTAGE,MI,49024",1.0,0.0,0.0,42.20110399,-85.60756154
"16160 MIDDLEBELT RD,LIVONIA,MI,48154",1.0,0.0,0.0,42.40566152,-83.33478965
"1617 E MILHAN,PORTAGE,MI,49002",1.0,0.0,0.0,42.23023476,-85.57144998
"1617 HAMPTON,GROSSE POINTE WOODS,MI,48236",1.0,0.0,0.0,42.446202299999996,-82.90097390000003
"1619 N MAIN ST,ROYAL OAK,MI,48067",1.0,0.0,0.0,42.503052200000006,-83.145409
"16199 MAPLEWOOD CT,NORTHVILLE,MI,48168",0.0,0.0,1.0,42.403841299999996,-83.43658640000002
"16205 WHITEHEAD DR,LINDEN,MI,48451",1.0,0.0,0.0,42.7914971,-83.8349578
"1621 44TH ST,WYOMING,MI,49509",1.0,0.0,0.0,42.8849515,-85.70477109999999
"16211 E ELEVEN MILE,ROSEVILLE,MI,48066",1.0,0.0,0.0,42.50732712,-82.93700903
"1622 AMBERLEY COURT,GRAND RAPIDS,MI,49506",0.0,0.0,1.0,42.9337706,-85.61485340000002
"1624 S DRAKE RD,KALAMAZOO,MI,49006",1.0,0.0,0.0,42.27532275,-85.64838004
"1628 S MERRIMAN RD,WESTLAND,MI,48186",1.0,0.0,0.0,42.2979789,-83.34936678
"1634 HOLTON RD,MUSKEGON,MI,49445",1.0,0.0,0.0,43.28211125,-86.22717988
"164 SOUTH INDUSTRIAL DRIVE,SALINE,MI,48176",0.0,0.0,1.0,42.15132716,-83.81532531
"164 SOUTH INDUSTRIAL,SALINE,MI,48176",0.0,0.0,1.0,42.15132716,-83.81532531
"1642 US 131 S,PETOSKEY,MI,49770",1.0,0.0,0.0,45.3538229,-84.96879
"165 S. MILFORD ROAD,MILFORD,MI,48381",1.0,0.0,0.0,42.58205321,-83.6106817
"16550 19 MILE ROAD,CLINTON TOWNSHIP,MI,48038",1.0,0.0,0.0,42.6122636,-82.9559169
"16550 19 MILE ROAD,CLINTON TOWNSHIP,MI,480381106",1.0,0.0,0.0,42.6122636,-82.9559169
"1658 MIDDLEBELT RD,GARDEN CITY,MI,48135",1.0,0.0,0.0,42.3219082,-83.3304615
"166 CAUSEWAY,MUSKEGON,MI,49445",1.0,0.0,0.0,43.26656882,-86.25056587
"1660 COMMERCE PINES CIRCLE,WALLED LAKE,MI,48390",1.0,0.0,0.0,42.5658933,-83.4690328
"1664 TREYBOURNE CIRCLE,COMMERCE TOWNSHIP,MI,48390",0.0,0.0,1.0,42.547126299999995,-83.4453157
"16661 - 21 MILE RD,MACOMB,MI,48044",1.0,0.0,0.0,42.643167,-82.9554243
"1668 LEXINGTON DR,TROY,MI,48084",0.0,0.0,1.0,42.566973299999994,-83.1806872
"167 LAKE PARK DR,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5467979,-83.2290496
"16706 130TH AVENUE,NUNICA,MI,49448",1.0,0.0,0.0,43.07182717,-86.11175516
"1673 GEZON PARKWAY,SUITE B,WYOMING,MI,49519",1.0,0.0,0.0,42.89772433,-85.71861311
"1673 PETROLIA,WEST BLOOMFIELD,MI,48324",1.0,0.0,0.0,42.6128771,-83.4188011
"1682 RED STEM DRIVE,HOLLAND,MI,49424",1.0,0.0,0.0,42.80825696,-86.17517115
"1685 W LINCOLN,BIRMINGHAM,MI,48009",0.0,0.0,1.0,42.5377122,-83.2344766
"16866 WORMER ST,DETROIT,MI,48219",1.0,0.0,0.0,42.4129009,-83.27919490000002
"169 LOUIS CAMPAU PROMENADE,SUITE 2-A,GRAND RAPIDS,MI,49503",1.0,0.0,0.0,42.96256353,-85.65925241
"16904 KINROSS AVE,BEVERLY HILLS,MI,48025",1.0,0.0,0.0,42.5273632,-83.21429930000002
"16910 CRYSTAL DRIVE,MACOMB,MI,48042",1.0,0.0,0.0,42.68448770000001,-82.954224
"1697 142ND AVE,PO BOX 397,DORR,MI,49323",1.0,0.0,0.0,42.72514542,-85.70982382
"17 SOUTH MAIN ST,CLAWSON,MI,48017",1.0,0.0,0.0,42.5330731,-83.14580079999998
"17007 ECORSE,ALLEN PARK,MI,48101",1.0,0.0,0.0,42.2563743,-83.2206079
"1701 BRETON RD SE,GRAND RAPIDS,MI,49506",1.0,0.0,0.0,42.933108000000004,-85.6100556
"1702 GEORGETOWN PKWY,FENTON,MI,48430",1.0,0.0,0.0,42.80928179,-83.72283284
"17032 HIGHLAND LANE,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4092667,-83.47941800000002
"1704 MALLARD COVE DR,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.19790043,-83.76039424
"1704 MALLARD COVE DRIVE,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.19790043,-83.76039424
"1705 CHICORY RDG.,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.25992577,-83.84323520000002
"17050 TIMBER DUNES DR,GRAND HAVEN,MI,49417",1.0,0.0,0.0,42.99207211,-86.21506073
"17129 TALL PINES CT,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.40922800000001,-83.508659
"1715 CROOKS RD,ROYAL OAK,MI,48067",1.0,0.0,0.0,42.5032689,-83.1503203
"1716 S LILLEY ROAD,CANTON,MI,48188",0.0,0.0,1.0,42.29428821,-83.45712306
"17188 ENGLISH ROAD,MANCHESTER,MI,48158",1.0,0.0,0.0,42.10906306,-84.08284558
"172 W. WATTLES ROAD,TROY,MI,48098",1.0,0.0,0.0,42.577582299999996,-83.151809
"1720 US 41 WEST,ISHPEMING,MI,49849",1.0,0.0,0.0,46.48656674,-87.71779888
"17207 SIERRA DR,BIG RAPIDS,MI,49307",0.0,0.0,1.0,43.66862997,-85.42808081
"1722 HAMLET DRIVE,YPSILANTI,MI,48198",1.0,0.0,0.0,42.26481469,-83.59496256
"17220 MACK AVE,GROSSE POINTE,MI,48230",1.0,0.0,0.0,42.3956794,-82.9210433
"17221 EAST GRAND LAKE BLVD.,PRESQUE ISLE,MI,49777",1.0,0.0,0.0,45.30827943,-83.49023619
"1723 W #M32,GAYLORD,MI,49735",1.0,0.0,0.0,44.99528528,-84.67100414
"17232 TIMBERDUNES DR,GRAND HAVEN,MI,49417",1.0,0.0,0.0,42.99325884,-86.21003839
"1726 LEONARD NE,GRAND RAPIDS,MI,49505",1.0,0.0,0.0,42.98434891,-85.62701585
"173 ASHLEY MEWS DRIVE,ANN ARBOR,MI,48104",0.0,0.0,1.0,42.26480326,-83.71762813
"1730 GOLFSIDE CT SE,CALEDONIA,MI,49316",1.0,0.0,0.0,42.8394033,-85.6216749
"1733 WEST HURON RIVER DRIVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.31633633,-83.77004167
"1734 BARRINGTON PLACE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.2586151,-83.7735811
"174 S LAKE DOSTER DR,PLAINWELL,MI,49080",0.0,0.0,1.0,42.4429237,-85.56099329999998
"1750 GRAND RIDGE CT NE,SUITE 300,GRAND RAPIDS,MI,49525",0.0,0.0,1.0,42.9939097,-85.5883431
"1756 W MICHIGAN AVE,BATTLE CREEK,MI,49037",1.0,0.0,0.0,42.34802417,-85.24195311
"176 N RIPLEY BLVD,ALPENA,MI,49707",0.0,0.0,1.0,45.05419156,-83.45206999
"17600 RYAN RD.,DETROIT,MI,48212",1.0,0.0,0.0,42.4239672,-83.0545535
"17600 W 12 MILE RD,SOUTHFIELD,MI,48076",0.0,0.0,1.0,42.5030566,-83.2208209
"17600 WEST TWELVE MILE RD,SOUTHFIELD,MI,48076",1.0,0.0,0.0,42.49751743,-83.23087295
"17711 FORT ST,RIVERVIEW,MI,48192",1.0,0.0,0.0,42.17767056,-83.18886366
"17730 WILDFLOWER DRIVE,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4145165,-83.48025600000003
"1775 E 14 MILE RD,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5324526,-83.19747190000002
"17763ALTA VISTA PL,SOUTHFIELD,MI,48075",1.0,0.0,0.0,42.46206489,-83.23039787
"1781 SNOWDEN CIRCLE,ROCHESTER HILLS,MI,483063662",1.0,0.0,0.0,42.7032292,-83.2009806
"1782 88TH AVE,ZEELAND,MI,49464",1.0,0.0,0.0,42.80184799,-85.9996975
"1785 PICCADILLY CT,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.6523429,-83.21052359999999
"1793 W STADIUM BLVD,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.266658899999996,-83.7703704
"1795 W STADIUM BLVD,ANN ARBOR,MI,48103",2.0,0.0,0.0,42.26675261,-83.77011993
"17970 SUPERIOR ST,SOUTHGATE,MI,48195",1.0,0.0,0.0,42.2062795,-83.2209074
"180 LAKE VILLAGE DR.,APT. 306,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.25096007,-83.74718235
"1800 GENCAIRN DR,SAGINAW,MI,48609",1.0,0.0,0.0,43.38740719,-84.08796284
"1800 NORTH MILFORD RD,SUITE 200,MILFORD,MI,48381",1.0,0.0,0.0,42.607929299999995,-83.61149859999998
"1800 NORTH MILFORD ROAD,SUITE 200,MILFORD,MI,48381",1.0,0.0,0.0,42.607929299999995,-83.61149859999998
"18024 WILDFLOWER DR,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4169808,-83.4805572
"18041 SHADBROOK ST.,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.4162364,-83.4957708
"181 W 35TH ST,HOLLAND,MI,494237117",1.0,0.0,0.0,42.76564129999999,-86.11518559999998
"181 W. EMMETT STREET,BATTLE CREEK,MI,49037",2.0,0.0,0.0,42.33008711,-85.18945153
"1810 RUDDIMAN DRIVE,N MUSKEGON,MI,49445",1.0,0.0,0.0,43.26000455,-86.26268266
"1812 BASSETT,ROYAL OAK,MI,48067",1.0,0.0,0.0,42.4987841,-83.1659245
"1812 STONEBRIDGE DRIVE SOUTH,ANN ARBOR,MI,48108",1.0,0.0,0.0,42.21471365,-83.76528702
"1820 E CHICAGO RD,PO BOX 760,STURGIS,MI,49091",1.0,0.0,0.0,41.80177739,-85.39894283
"1820 SINCLAIR ST,SUITE B,ST CLAIR,MI,48079",1.0,0.0,0.0,42.81925317,-82.50548265
"1821 WHITES RD,KALAMAZOO,MI,490082839",1.0,0.0,0.0,42.26041231,-85.60930726
"18241 GREENFIELD,DETROIT,MI,48235",1.0,0.0,0.0,42.423753399999995,-83.1999859
"1829 GRAND,KALAMAZOO,MI,49006",1.0,0.0,0.0,42.29002835,-85.61176192
"1830 LUDINGTON ST,ESCANABA,MI,49829",1.0,0.0,0.0,45.7458527,-87.07299219
"1830 LUDINGTON STREET,ESCANABA,MI,49829",1.0,0.0,0.0,45.7458527,-87.07299219
"18311 BLUE HERON DR. E.,NORTHVILLE,MI,48168",1.0,0.0,0.0,42.41762187,-83.51193248
"18320 FARMINGTON RD,LIVONIA,MI,48152",1.0,0.0,0.0,42.419994,-83.3742314
"18320 FARMINGTON RD.,LIVONIA,MI,48152",1.0,0.0,0.0,42.419994,-83.3742314
"1834 SHEVLIN ST,FERNDALE,MI,48220",2.0,0.0,0.0,42.472772,-83.1198589
"18361 CARDINAL AVE,GROSSE ILE,MI,48138",1.0,0.0,0.0,42.1747458,-83.1488659
"18378 BEDFORD ST.,BEVERLY HILLS,MI,48025",1.0,0.0,0.0,42.5272854,-83.2297868
"18380 HAMPTON CT,LIVONIA,MI,48152",1.0,0.0,0.0,42.4200643,-83.3954946
"1840 BRAMBLE DR,EAST LANSING,MI,48823",1.0,0.0,0.0,42.75406607,-84.50171294
"1840 ROLLING OAKS CT,ROCHESTER,MI,48306",1.0,0.0,0.0,42.75273120000001,-83.1009449
"1842 LATHRUP AVE,SAGINAW,MI,48638",1.0,0.0,0.0,43.43407759,-83.99739322
"1846 SQUIRREL VALLEY DR,BLOOMFIELD,MI,48304",1.0,0.0,0.0,42.61434929999999,-83.22777059999999
"1850 WHITES RD STE 7,KALAMAZOO,MI,49008",1.0,0.0,0.0,42.26059710000001,-85.60969167
"1850 WHITES RD SUITE 6,KALAMAZOO,MI,49008",0.0,0.0,1.0,42.26059710000001,-85.60969167
"1850 WHITES RD,KALAMAZOO,MI,49008",0.0,0.0,1.0,42.26059710000001,-85.60969167
"1850 WHITES ROAD,KALAMAZOO,MI,49008",1.0,0.0,0.0,42.26059710000001,-85.60969167
"1850 WYNGARDEN LANE,EAST LANSING,MI,48823",1.0,0.0,0.0,42.75434148,-84.46654026
"18501 EAST 8 MILE ROAD,EASTPOINTE,MI,480213200",1.0,0.0,0.0,42.450939899999995,-82.9297196
"18501 MACK AVE,GROSSE POINTE FARMS,MI,48236",1.0,0.0,0.0,42.411282799999995,-82.9133856
"18503 E 8 MILE ROAD,EAST POINTE,MI,48021",1.0,0.0,0.0,42.45070063,-82.92942057
"18503 HEATHERLEA DR,LIVONIA,MI,48152",1.0,0.0,0.0,42.420757200000004,-83.40992759999997
"18540 EAST NINE MILE RD,EASTPOINTE,MI,48021",1.0,0.0,0.0,42.46560854,-82.94599606
"1856 LONG LAKE SHORE DR,BLOOMFIELD HILLS,MI,48302",1.0,0.0,0.0,42.5933954,-83.31657259999999
"1857 E BIG BEAVER RD,TROY,MI,48083",1.0,0.0,0.0,42.56370432,-83.11108006
"18629 COVENTRY CIRCLE,SPRING LAKE,MI,49456",1.0,0.0,0.0,43.08919849,-86.20642911
"1869 PORTER SW,WYOMING,MI,49519",1.0,0.0,0.0,42.9212214,-85.7134796
"187 RILEY ST,HOLLAND,MI,49424",1.0,0.0,0.0,42.84234527,-86.13287277
"18714 SAN DIEGO BLVD,LATHRUP VILLAGE,MI,48076",1.0,0.0,0.0,42.4921492,-83.22881109999999
"1874 LONE PINE ROAD,BLOOMFIELD HILLS,MI,48302",1.0,0.0,0.0,42.566770899999995,-83.3166307
"18757 HURON RIVER DRIVE,NEW BOSTON,MI,48164",1.0,0.0,0.0,42.166923,-83.4025055
"1880 EMMONS,LINCOLN PARK,MI,48146",1.0,0.0,0.0,42.2309315,-83.19382929999998
