idx,BOD_addr,general,hygienist,pediatric,specialist,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
2214,"3331 Hamilton Mill Road, Bldg 200, Suite 2200, Buford GA  30519",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2215,"3337 Highway 5, Douglasville GA  30135",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2216,"3345 Robinson Farms Court, Marietta GA  30068",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2217,"335 FALLS POINT TRL, JOHNS CREEK GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2218,"335 Parkway 575, Suite 200, Woodstock GA  30188",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2219,"335 River Knoll Drive, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2220,"335 Woodcreek Lane, Fayetteville GA  30215",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2221,"336 Country Club Rd, Lagrange GA  30240",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2222,"3362 Greystone Way, Valdosta GA  31605",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2223,"3364 Keenland Rd, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2224,"3369 Buford Hwy NE, Suite 840, Brookhaven GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2225,"337 East 52nd street, Savannah GA  31405",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2226,"337 Hidden Cove Dr, Richmond Hill GA  31324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2227,"3370 Lawrenceville-suwanee Rd. #106, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2228,"3375 Moravia Drive, Lithonia GA  30038",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2229,"3384 Cobb Pkwy NW, Acworth GA  30101",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2230,"3387 Highway 5, Douglasville GA  30135",3.0,0.0,0.0,0.0,0,0,6.0,0.0
2231,"34 Old Ivy Road, Suite 100, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2232,"340 Eisenhower Drive, Bldg. 600, Savannah GA  31406",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2233,"3400 Highway 229, Mansfield GA  30055",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2234,"3400 McClure Bridge Road Ste G702, Suite G702, Duluth GA  30096",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2235,"3400 Peachtree Rd, NE, Suite 1125, Atlanta GA  30326",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2236,"3400 Peachtree Road NE, Suite 1125, Atlanta GA  30326",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2237,"3400-A Old Milton Parkway, Suite 430, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2238,"3400-A Old Milton Parkway, Suite 460, Alpharetta GA  30005",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2239,"3400-C Old Milton Pkwy, Suite 370, Alpharetta GA  30005",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2240,"3400-C Old Milton Pkwy. Suite 525, Alpharetta GA  30005",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2241,"3400A  Old Milton Pkwy, Suite 540, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2242,"3400a Old Milton Parkway, Suite 430, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2243,"3401 Hard Creek Ln., Buford GA  30519",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2244,"3401 Lake McGinnis Dr, Suwanee GA  30024",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2245,"3401 Northside Parkway, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2246,"3401 Northside Pkwy NW, Unit 200, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2247,"3401 Northside Pky Nw, Atlanta GA  30327-2316",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2248,"3405 Merganser Lane, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2249,"3408 University Avenue, Columbus GA  31907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2250,"3408 University Avenue, Suite E, Columbus GA  31907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2251,"3408-B University Avenue, Columbus GA  31907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2252,"3409 Hickory Woods Trail, Marietta GA  30066",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2253,"341 Island Road, Savannah GA  31406",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2254,"341 Ponce De Leon Avenue, Atlanta GA  30308",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2255,"341 Ponce de Leon Avenue NE, Atlanta GA  30308-2012",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2256,"3413 Flat Run Dr., Bethlehem GA  30620",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2257,"3415 B Duluth Hwy 120, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2258,"3415 Duluth Hwy 120, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2259,"3415 E. Lawerenceville St., Duluth GA  30096",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2260,"3417 Canton Road, Suite 401, Marietta GA  30066",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2261,"3418 Hwy 17, Toccoa GA  30577",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2262,"342 Pat Haralson Drive, Blairsville GA  30512",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2263,"3420 Acworth Due West Road, Suite A, Kennesaw GA  30144",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2264,"3425 Belridge dr, Smyrna GA  30080",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2265,"3428 Woodward Down Trail, Buford GA  30519",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2266,"3432 Mercer University Dr, Macon GA  31204",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2267,"3432 Mercer University Drive, Macon GA  31204",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2268,"3437 Highway 105, Baldwin GA  30511",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2269,"3443 Willow Glen Trail, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2270,"345 N. Belair Rd., Evans GA  30809",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2271,"345 North Belair Road, Evans GA  30809",4.0,0.0,0.0,0.0,0,0,8.0,0.0
2272,"345 Peachtree Industrial Blvd, Suite 1103, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2273,"345 Peachtree Industrial Blvd. #1103, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2274,"3450 Acworth Due West Rd nw, Ste 380, Kennesaw GA  30144",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2275,"3450 Acworth Due West Road, Suite 380, Kennesaw GA  30144",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2276,"3451 Ernest W Barrett Pkwy NW, Suite 190, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2277,"3451 Graham Way SW, Lilburn GA  30047",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2278,"3455 Lawrenceville HWY, Lawrenceville GA  30044",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2279,"3455 Lawrenceville Highway, Lawrenceville GA  30044",3.0,0.0,0.0,0.0,0,0,6.0,0.0
2280,"3455 Old Alabama Rd, Alpharetta GA  30022",0.0,0.0,1.0,0.0,0,0,0.0,2.0
2281,"3455 Old Alabama Road, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2282,"3455 Old alabama rd, Alpharetta GA  30022",0.0,0.0,1.0,0.0,0,0,0.0,2.0
2283,"3456 Bridle Trail, Marietta GA  30067",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2284,"3457 Edenridge Court, Buford GA  30519",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2285,"3459 Acworth Due West Road Suite 305, Suite 305, Acworth GA  30101",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2286,"3460 Kingboro road, ne APT 734, Atlanta GA  30326",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2287,"3464 Roxboro Rd NE, #703, Atlanta GA  30326",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2288,"3465 Duluth Highway 120, Apt 3203, Duluth GA  30096",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2289,"3465 Duluth Hwy 120, Apt 1416, Duluth GA  30096",0.0,0.0,1.0,0.0,0,0,0.0,2.0
2290,"3466 Cobb Parkway NE, Acworth GA  30101",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2291,"3467 Stallings Island Road, Martinez GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2292,"3469 Fenton Dr, Smyrna GA  30080",1.0,0.0,0.0,1.0,0,0,2.0,0.0
2293,"3469 Fenton Drive SE, Smyrna GA  30080",1.0,0.0,0.0,1.0,0,0,2.0,0.0
2294,"3470 Park Bluff Lane, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2295,"3472  Rhodes Hill Dr, Augusta GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2296,"3473 Satellite Blvd, Suite 102, Duluth GA  30096-8691",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2297,"3475 Dallas Hwy, S.W., Suite 310, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2298,"3475 Rivers Call Blvd, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2299,"3475 Rivers Call Boulevard, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2300,"3477 Lake Point Way, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2301,"3480 PRESTON RIDGE RD, STE125, ALPHARETTA GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2302,"3480 Preston Ridge Road, Suite 125, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2303,"3490 Newport Bay Drive, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2304,"3490 Piedmont Rd NE, Suite 110, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2305,"3490 Piedmont Rd. NE, Suite 110, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2306,"3490 Piedmont Rd..  Ste .110, One Securities Centre, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2307,"3490 Piedmont Road NE, Suite 230, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2308,"3490 Piedmont Road, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2309,"3493 Highgrove Way NE, Brookhaven GA  30319",0.0,0.0,1.0,1.0,0,0,0.0,2.0
2310,"3495 Bowling Green Way, Doraville GA  30340",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2311,"3495 Heather Stone Way, Martinez GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2312,"3495 Highway 151, La Fayette GA  30728",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2313,"35 Concordia Drive, Savannah GA  31419",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2314,"35 Kailors Cove Circle, Ringgold GA  30736",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2315,"350 Country Club Drive, Ste E, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2316,"350 Country Club Drive, Suite E, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2317,"3500 Duluth Park Lane, Suite 100, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2318,"3502 Satellite Blvd, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2319,"3502 Wheeler Rd., Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2320,"3502 Wheeler Road, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2321,"3505 Legacy Trace, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2322,"351 Flatstone Way, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2323,"351 Thornton Road suite 101, Lithia Springs GA  30122",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2324,"351 Wesley Dr., Acworth GA  30101",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2325,"3515 Camp Creek Parkway, Suite 100, Atlanta GA  30344",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2326,"3515 Estates Landing Dr NW, Kennesaw GA  30144",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2327,"3520 Rowe Lane, Cumming GA  30041",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2328,"3521 Telfair Way, Brookhaven GA  30319",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2329,"3522 GRANITE WAY, 1430 John Wesley Gilbert Drive, MARTINEZ GA  30907",4.0,0.0,0.0,0.0,0,0,8.0,0.0
2330,"3523 Vintage Trl, Woodstock GA  30189",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2331,"3525 Busbee Dr NW, Ste 200, Kennesaw GA  30144",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2332,"3525 Piedmont Road, Bldg#8,Suite-415, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2333,"3525 Piedmont Road, Building 5 ,Ste 408, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2334,"3525 Piedmont Road, Building Five, Suite 408, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2335,"3533 Kellogg Creek Road, Acworth GA  30102",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2336,"3535 Piedmont Rd, Suite P-80, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2337,"3535 Piedmont Road NE Buliding 14 Suite 100, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2338,"3535 Roswell Rd, Ste 46, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2339,"3535 Roswell Rd, Suite 27, Marietta GA  30062",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2340,"3535 Roswell Rd. # 56, Suite 56, -, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2341,"3535 Roswell Road Ne, Suite 14, Marietta GA  30062",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2342,"3535 Roswell Road, Suite 22, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2343,"3540 Duluth Park Lane, Suite 270, Duluth GA  30096",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2344,"3543 Estates Landing Dr. NW, Kennesaw GA  30144",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2345,"3545 Wheeler Road, Augusta GA  30909",1.0,0.0,0.0,1.0,0,0,2.0,0.0
2346,"355 Jennings Mill Pkwy, #924, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2347,"355 Parkway 575, Suite 100, Woodstock GA  30188",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2348,"355 S. Atlanta St, Roswell GA  30075",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2349,"355 Tower Road, Suite 200, Marietta GA  30060",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2350,"3553 Wheeler Road, Augusta GA  30909",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2351,"3560 Millwater Crossing, Dacula GA  30019",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2352,"3567 Granite Way, Martinez GA  30907",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2353,"3572 Shallowford Road, Suite B, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2354,"3574 Habersham At Northlake, Tucker GA  30084",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2355,"3574 Habersham at Northlake, Tucker GA  30084",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2356,"3575 Granite Ct, Martinez GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2357,"3575 Habersham at Northlake, Tucker GA  30084",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2358,"3576 Highway 138 SE, Suite C, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2359,"3577 Knight Road, Marietta GA  30066-4423",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2360,"3580 Piedmont Rd NE, Suite 107, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2361,"3580 Piedmont Rd NE, Suite 120, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2362,"3580 Piedmont Rd Suite 120, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2363,"3580 Piedmont Rd Suite 207, Tuxedo Center, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2364,"3580 Piedmont Rd. NE, Suite 120, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2365,"3580 Piedmont Road NE Suite 207, Tuxedo Center, Atlanta GA  30305",0.0,0.0,1.0,0.0,0,0,0.0,2.0
2366,"3580 Piedmont Road NE, Suite 120, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2367,"3580 Piedmont Road Ne, Suite 113, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2368,"3580 Piedmont Road Suite 207, Atlanta GA  30305",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2369,"3580 Piedmont Road, #222, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2370,"3582 Tuckers Fsrm SE, Suite, Marietta GA  30067",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2371,"3585 Lawrenceville/suwanee Rd, Suite 101, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2372,"3589 Ashcroft Drive SE, Smyrna GA  30080",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2373,"3590 Braselton Highway, Suite 103, Dacula GA  30019",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2374,"3590 Braselton Hwy, Suite 101, Dacula GA  30019",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2375,"3590 Braselton Hwy., Suite 103, Dacula GA  30019",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2376,"3590 Old Milton Parkway, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2377,"3590 Regency Park Drive, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2378,"3597 Robinson Ct, Lawrenceville GA  30044",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2379,"36 Roswell CT, NE, Atlanta GA  30305",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2380,"360 Dahlonega St, Cumming GA  30040",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2381,"360 Dahlonega Street, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2382,"360 Spring St, Macon GA  31201",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2383,"360 dahlonega st, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2384,"3600 Cherokee Street, Suite 117, Kennesaw GA  30144",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2385,"3600 Dallas Hwy, Suite 220, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2386,"3600 Glen Crossing Drive, Alpharetta GA  30022",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2387,"3606 Wheeler Road, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2388,"361 N Marietta Pkwy NE, Marietta GA  30060",1.0,0.0,0.0,1.0,0,0,2.0,0.0
2389,"361 N. Marietta Pkwy NE, Suite 100, Marietta GA  30060-1545",1.0,0.0,0.0,1.0,0,0,2.0,0.0
2390,"3612 Edgewood Road, Columbus GA  31907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2391,"3614 Highlands Parkway, Smyrna GA  30082",0.0,0.0,0.0,2.0,0,0,0.0,0.0
2392,"3617 Braselton Highway, Suite 102-103, Dacula GA  30019",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2393,"3619 South Fulton Avenue, Henry Tower Suite 100, Hapeville GA  30354",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2394,"3621 Rivercrest Rd., Augusta GA  30907",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2395,"3621 Vinings Slope, Suite 4350, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2396,"3625 BRASELTON HWY, SUITE 102, SUITE 102, Dacula GA  30019",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2397,"3625 Braselton Hwy #101, Dacula GA  30019",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2398,"3625 Braselton Hwy Ste 101, Dacula GA  30019",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2399,"3625 Braselton Hwy, Ste. 101, Dacula GA  30019",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2400,"3625 Braselton Hwy., Suite 101, Dacula GA  30019",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2401,"3625 Dallas Hwy, Ste 860, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2402,"3626 velma dr, powder springs GA  30127",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2403,"3627 Chestnut Dr., Atlanta GA  30340",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2404,"3628 Chamblee-Tucker Road, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2405,"363 Glenwood Drive, Athens GA  30606-4634",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2406,"3630 Peachtree Parkway, Suite 311, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2407,"3632 Chamblee Tucker Rd, Chamblee GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2408,"3635 Braselton Hwy, Suite C, Dacula GA  30019",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2409,"3636 Chamblee-Tucker Road, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2410,"364 Jefferson Street, Clarkesville GA  30523",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2411,"3640 Asbury Ct, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2412,"3640 Chamblee Tucker Rd, Atlanta GA  30341",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2413,"3640 So Barnett Shoals Rd, Athens GA  30605",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2414,"3643 Walton Way Ext., Bldg 1, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2415,"3643 Walton Way Ext., Bldg 5, Augusta GA  30909",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2416,"3643 Walton way ext, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2417,"3646 Chamblee Tucker Rd, Suite G, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2418,"3646-G Chamblee-Tucker Rd, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2419,"3648 Chamblee Tucker Road, Suite B, Atlanta GA  30341-4461",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2420,"3648 Chamblee-Tucker Road, Suite B, Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2421,"3648-B Chamblee Tucker Rd, Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2422,"3648-B Chamblee-Tucker Rd, Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2423,"3648-B Chamblee-Tucker Rd., Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2424,"3648-B Chamblee-Tucker Road   Suite Bcker Road, Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2425,"3648B Chamblee-Tucker Road, Atlanta GA  30341",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2426,"365 Falling Creek Bend, johns creek GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2427,"365 Highland Ave., Surrey Center, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2428,"365 Villa Rica Way, #300, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2429,"365 Villa Rica Way, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2430,"365 Vinings Vintage Circle, Mableton GA  30126",3.0,0.0,0.0,0.0,0,0,6.0,0.0
2431,"365 woodland way, Dublin GA  31021",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2432,"3653-E Flakes Mill Rd, Decatur GA  30034",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2433,"3655 Highway 5, Suite 102, Douglasville GA  30135",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2434,"3655 Hwy 5, Suite 102, Douglasville GA  30135",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2435,"366 Prestbury Ct, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2436,"3660 Flat Shoals Rd, Ste 100, Decatur GA  30034",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2437,"3660 Flat Shoals Rd., Step 100, Decatur GA  30034",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2438,"3661 Eisenhower PKWY, Macon GA  31206",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2439,"3662 Flakes Mill Rd, suite A, Decatur GA  30034",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2440,"3672 Spring St, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2441,"3675 Lawrenceville Hwy, Lawrenceville GA  30044",0.0,0.0,0.0,1.0,0,0,0.0,0.0
2442,"3677 Habersham Lane, Berkeley Lake GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2443,"368 Charlie Smith Sr. Highway, Saint Marys GA  31558",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2444,"368 Charlie Smith Sr. Hwy, Saint Marys GA  31558",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2445,"3682 Sixes Rd., Canton GA  30114",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2446,"3687 Buford Dr, Ste 300, Buford GA  30519",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2447,"369 E Broad Street, Winder GA  30680",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2448,"369 East Broad Street, Winder GA  30680-2278",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2449,"3693 Ivy Rd NE, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
2450,"3698 Largent Way, Suite 201, Marietta GA  30064",0.0,0.0,2.0,0.0,0,0,0.0,4.0
2451,"3698 Largent Way, Suite 202, Marietta GA  30064",2.0,0.0,0.0,0.0,0,0,4.0,0.0
2452,"37 G Calumet, Suite 201, Newnan GA  30263",1.0,0.0,0.0,0.0,0,0,2.0,0.0
