idx,BOD_addr,general,hygienist,pediatric,specialist,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
846,"152 N Broad Street, Winder GA  30680",1.0,0.0,0.0,0.0,0,0,2.0,0.0
847,"152 N Broad Street, `, Winder GA  30680",1.0,0.0,0.0,0.0,0,0,2.0,0.0
848,"152 North Crest Boulevard, Suite A, Macon GA  31210",0.0,0.0,0.0,1.0,0,0,0.0,0.0
849,"152 North Crest Boulevard, Suite B, Macon GA  31210-1854",1.0,0.0,0.0,0.0,0,0,2.0,0.0
850,"152 Pearl St SE, Atlanta GA  30316",0.0,0.0,0.0,1.0,0,0,0.0,0.0
851,"1520 Jennings Mill Road, Suite A, Watkinsville GA  30677",1.0,0.0,0.0,0.0,0,0,2.0,0.0
852,"1522 GA 74, Tyrone GA  30290",0.0,0.0,0.0,1.0,0,0,0.0,0.0
853,"1524 Lone Oak Drive, Macon GA  31211",1.0,0.0,0.0,0.0,0,0,2.0,0.0
854,"1528 Emory Rd, Atlanta GA  30306",0.0,0.0,0.0,1.0,0,0,0.0,0.0
855,"1530 Market Place Blvd, Cumming GA  30041",12.0,0.0,0.0,5.0,0,0,24.0,0.0
856,"1530 Marketplace Boulevard, Suite A, Cumming GA  30041",1.0,0.0,0.0,0.0,0,0,2.0,0.0
857,"1536 BLUE RIDGE DR NE, Gainesville GA  30501",1.0,0.0,0.0,0.0,0,0,2.0,0.0
858,"154 Grand Ave, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
859,"154 Windlake Path, Dallas GA  30132",1.0,0.0,0.0,0.0,0,0,2.0,0.0
860,"1540 Chattahoochee Run Dr., Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
861,"1540 Mattox Creek Drive, Thomson GA  30824",1.0,0.0,0.0,0.0,0,0,2.0,0.0
862,"1540 Old Alabama Road, Suite 300, Roswell GA  30076",1.0,0.0,0.0,0.0,0,0,2.0,0.0
863,"1542 Dresden Drive, Atlanta GA  30319",1.0,0.0,0.0,0.0,0,0,2.0,0.0
864,"1542 River Island Pkwy, Evans GA  30809",1.0,0.0,0.0,0.0,0,0,2.0,0.0
865,"1543 River Island Pkwy, Evans GA  30809",1.0,0.0,0.0,0.0,0,0,2.0,0.0
866,"1544 McCallie Blvd, Atlanta GA  30318",1.0,0.0,0.0,0.0,0,0,2.0,0.0
867,"155 College St, Suite 2, Macon GA  31201",1.0,0.0,0.0,0.0,0,0,2.0,0.0
868,"155 HANDLEY RD, TYRONE GA  30290",1.0,0.0,0.0,0.0,0,0,2.0,0.0
869,"155 Skyview Drive, Social Circle GA  30025",1.0,0.0,0.0,0.0,0,0,2.0,0.0
870,"155 Towey Trail, Woodstock GA  30188",1.0,0.0,0.0,0.0,0,0,2.0,0.0
871,"1550 Janmar Rd, Suite A, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
872,"1550 Rock Quarry Road, Suite  A, Stockbridge GA  30281",0.0,0.0,0.0,1.0,0,0,0.0,0.0
873,"1551 HIGHWAY 113 SW, pobox1894, Cartersville GA  30120",1.0,0.0,0.0,0.0,0,0,2.0,0.0
874,"1554 North Springs Dr, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
875,"1557 Gordon Highway, Suite B, Augusta GA  30906",1.0,0.0,0.0,0.0,0,0,2.0,0.0
876,"1557 High Haven Ct., Atlanta GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
877,"156 Loretta Lane, Luthersville GA  30251",1.0,0.0,0.0,0.0,0,0,2.0,0.0
878,"1560 Natchez Way, Grayson GA  30017",1.0,0.0,0.0,0.0,0,0,2.0,0.0
879,"1560 River Island Parkway, Evans GA  30809",0.0,0.0,0.0,1.0,0,0,0.0,0.0
880,"1569 A Janmar Road, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
881,"157 Hodges Street, Cornelia GA  30531",1.0,0.0,0.0,0.0,0,0,2.0,0.0
882,"157 North Main Street, Jonesboro GA  30236-3568",1.0,0.0,0.0,0.0,0,0,2.0,0.0
883,"1570 Old Alabama Road, #102, Roswell GA  30076",0.0,0.0,0.0,1.0,0,0,0.0,0.0
884,"1570 Old Alabama Road, Suite 205, Roswell GA  30076",0.0,0.0,0.0,1.0,0,0,0.0,0.0
885,"1575 Bakers Glen Dr, Atlanta GA  30350",1.0,0.0,0.0,0.0,0,0,2.0,0.0
886,"1578 U S Hwy 19 South, Apt 2003, Leesburg GA  31763",1.0,0.0,0.0,0.0,0,0,2.0,0.0
887,"158 Woodvalley Road, Americus GA  31709",1.0,0.0,0.0,0.0,0,0,2.0,0.0
888,"1582 Mars Hill Road, Suite, B, Watkinsville GA  30677",1.0,0.0,0.0,0.0,0,0,2.0,0.0
889,"1587 Vernon Road, Lagrange GA  30240",1.0,0.0,0.0,0.0,0,0,2.0,0.0
890,"159 Altama Connector, Brunswick GA  31525",1.0,0.0,0.0,0.0,0,0,2.0,0.0
891,"159 Country Club Dr, Saint Simons Island GA  31522",1.0,0.0,0.0,0.0,0,0,2.0,0.0
892,"159 Whitewater Road, Brooks GA  30205",0.0,0.0,0.0,1.0,0,0,0.0,0.0
893,"1590 Mars Hill Rd., Unit 1, Watkinsville GA  30677",1.0,0.0,0.0,0.0,0,0,2.0,0.0
894,"1590 Mars Hill Road, Suite #1, Watkinsville GA  30677",1.0,0.0,0.0,0.0,0,0,2.0,0.0
895,"15915 Meadow King Way, Alpharetta GA  30004",1.0,0.0,0.0,0.0,0,0,2.0,0.0
896,"1595 Peachtree Parkway, Suite 207, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
897,"1595 Peachtree Parkway, Suite 207, Cumming GA  30041",1.0,0.0,0.0,0.0,0,0,2.0,0.0
898,"16 Hollows Drive, Cartersville GA  30120",1.0,0.0,0.0,0.0,0,0,2.0,0.0
899,"160 Clairemont Avenue, Suite 140, Decatur GA  30030",1.0,0.0,0.0,0.0,0,0,2.0,0.0
900,"160 Pierce Avenue, Macon GA  31204",0.0,0.0,1.0,0.0,0,0,0.0,2.0
901,"160 Riley Avenue, Fayetteville GA  30214",1.0,0.0,0.0,0.0,0,0,2.0,0.0
902,"1600 3rd Avenue, Albany GA  31707",1.0,0.0,0.0,0.0,0,0,2.0,0.0
903,"1600 Alice Street, Waycross GA  31501",1.0,0.0,0.0,0.0,0,0,2.0,0.0
904,"1601 Alice Street, Waycross GA  31501-4532",1.0,0.0,0.0,0.0,0,0,2.0,0.0
905,"1601 Georgian Park, Peachtree City GA  30269",4.0,0.0,0.0,0.0,0,0,8.0,0.0
906,"1602 Vernon Road, Suite100, Lagrange GA  30240",1.0,0.0,0.0,0.0,0,0,2.0,0.0
907,"1603 Beaumont Cir, Duluth GA  30096",1.0,0.0,0.0,0.0,0,0,2.0,0.0
908,"1603 Coral Rd, Waycross GA  31501",1.0,0.0,0.0,0.0,0,0,2.0,0.0
909,"1605 Buford Dr., Lawrenceville GA  30043",1.0,0.0,0.0,1.0,0,0,2.0,0.0
910,"1605 Hwy 34 E Ste A1, Newnan GA  30265",1.0,0.0,0.0,0.0,0,0,2.0,0.0
911,"1605 Hwy 34 E, Suite A-1, Newnan GA  30265",1.0,0.0,0.0,0.0,0,0,2.0,0.0
912,"1608 Tree Lane, Suite 203 B, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
913,"1608 Tree Lane, Suite 203B, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
914,"1610 Bakers Glen Drive, Sandy Springs GA  30350-4103",0.0,0.0,0.0,1.0,0,0,0.0,0.0
915,"1610 Nostalgia Way, McDonough GA  30253",1.0,0.0,0.0,0.0,0,0,2.0,0.0
916,"1612 Bryn Mawr Cir, Marietta GA  30068",1.0,0.0,0.0,0.0,0,0,2.0,0.0
917,"1617 Rice Ave., Dublin GA  31021",1.0,0.0,0.0,0.0,0,0,2.0,0.0
918,"1617 Rice Avenue, Dublin GA  31021",1.0,0.0,0.0,0.0,0,0,2.0,0.0
919,"1618 Meadows Lane, Vidalia GA  30474",1.0,0.0,0.0,0.0,0,0,2.0,0.0
920,"1618 Rivergreen Bend SE, Suite 2300, -, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
921,"1620 Mulkey Road, Ste 200, Austell GA  30106",1.0,0.0,0.0,0.0,0,0,2.0,0.0
922,"1622 Mars Hill Road, Suite B, Watkinsville GA  30677",0.0,0.0,0.0,1.0,0,0,0.0,0.0
923,"1624 Piedmont Ave NE, Atlanta GA  30324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
924,"1625 Broadrick Drive, Dalton GA  30720",2.0,0.0,0.0,0.0,0,0,4.0,0.0
925,"1628 Chevron Way, Atlanta GA  30350",1.0,0.0,0.0,0.0,0,0,2.0,0.0
926,"163 Southern Walk Circle, Gray GA  31032",1.0,0.0,0.0,0.0,0,0,2.0,0.0
927,"1631 Gordon Hwy, #22, Augusta GA  30906",0.0,0.0,1.0,0.0,0,0,0.0,2.0
928,"1633 Adelia Place, Atlanta GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
929,"1635 Hwy 34E, Ste A, Newnan GA  30265",0.0,0.0,0.0,1.0,0,0,0.0,0.0
930,"1635 Hwy 34E, Suite A, Newnan GA  30265",0.0,0.0,0.0,1.0,0,0,0.0,0.0
931,"1635 Warsaw Pointe NE, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
932,"1638 Wehunt Pl SE, Smyrna GA  30082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
933,"164 Camp Wahsega Rd., Dahlonega GA  30533",1.0,0.0,0.0,0.0,0,0,2.0,0.0
934,"1640 Jesse Jewell Parkway, NE, Suite 3, Gainesville GA  30501",0.0,0.0,0.0,1.0,0,0,0.0,0.0
935,"1640 Jesse Jewell Pkwy NE, Suite 3, Gainesville GA  30501",0.0,0.0,0.0,1.0,0,0,0.0,0.0
936,"1640 Phoenix Blvd, Suite 180, Atlanta GA  30349",0.0,0.0,0.0,3.0,0,0,0.0,0.0
937,"1640 Powers Ferry Road, Bldg. 11, Ste. 150, Building11  Suite 150, Marietta GA  30067",1.0,0.0,0.0,0.0,0,0,2.0,0.0
938,"1646 Whitney Street, Augusta GA  30904",2.0,0.0,0.0,0.0,0,0,4.0,0.0
939,"165 Juniper Cr., Brunswick GA  31520",1.0,0.0,0.0,0.0,0,0,2.0,0.0
940,"165 Valley Street, Clayton GA  30525",1.0,0.0,0.0,0.0,0,0,2.0,0.0
941,"1655 Bates Rd., Alpharetta GA  30009",1.0,0.0,0.0,0.0,0,0,2.0,0.0
942,"166 Quillian Street, Cleveland GA  30528",1.0,0.0,0.0,0.0,0,0,2.0,0.0
943,"1669 McConnell Rd, Grayson GA  30017",1.0,0.0,0.0,0.0,0,0,2.0,0.0
944,"1673 Mount Paran Road NW, Atlanta GA  30327",1.0,0.0,0.0,0.0,0,0,2.0,0.0
945,"1673 Wesleyan Dr, Suite D, Macon GA  31210",1.0,0.0,0.0,0.0,0,0,2.0,0.0
946,"1675 Cumberland Pkwy, Suite 104, Smyrna GA  30080",1.0,0.0,0.0,0.0,0,0,2.0,0.0
947,"1675 Spinnaker Drive, Alpharetta GA  30005",1.0,0.0,0.0,0.0,0,0,2.0,0.0
948,"1678 Rabke Road, Canton GA  30114",1.0,0.0,0.0,0.0,0,0,2.0,0.0
949,"1680 Mulkey Rd, Suite A, Austell GA  30106",1.0,0.0,0.0,0.0,0,0,2.0,0.0
950,"1681 Old Pendergrass Road, Suite 195, Jefferson GA  30549",0.0,0.0,0.0,1.0,0,0,0.0,0.0
951,"1686 Eatonton Rd, Madison GA  30650",1.0,0.0,0.0,0.0,0,0,2.0,0.0
952,"1686 Frazier Park Dr, Decatur GA  30033",1.0,0.0,0.0,0.0,0,0,2.0,0.0
953,"169 Heard Drive, Elberton GA  30635",1.0,0.0,0.0,0.0,0,0,2.0,0.0
954,"1690 Powder Springs Rd, Suite 210, Marietta GA  30064",1.0,0.0,0.0,0.0,0,0,2.0,0.0
955,"1690 Stone Village Lane, Suite 910, Kennesaw GA  30152",0.0,0.0,0.0,1.0,0,0,0.0,0.0
956,"17 Robin Rd, Savannah GA  31419",1.0,0.0,0.0,0.0,0,0,2.0,0.0
957,"170 Hiett Court, Fayetteville GA  30214",0.0,0.0,0.0,1.0,0,0,0.0,0.0
958,"170 Hunters Ridge Road,, Mineral Bluff GA  30559-8708",1.0,0.0,0.0,0.0,0,0,2.0,0.0
959,"1705 Highway 20W, STE 200, McDonough GA  30253",0.0,0.0,0.0,1.0,0,0,0.0,0.0
960,"1705 Hilton Ave, Columbus GA  31906",1.0,0.0,0.0,0.0,0,0,2.0,0.0
961,"1707 Mount Vernon Rd, Suite A, Atlanta GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
962,"1707 Mount Vernon Road, Suite A, Atlanta GA  30338",0.0,0.0,0.0,1.0,0,0,0.0,0.0
963,"1708 Flagler Rd, Augusta GA  30909",1.0,0.0,0.0,0.0,0,0,2.0,0.0
964,"171 Daniel Creek Lane, Sugar Hill GA  30518",1.0,0.0,1.0,0.0,0,0,2.0,2.0
965,"171 Gwinnett Dr., Suite A, Lawrenceville GA  30046",1.0,0.0,0.0,0.0,0,0,2.0,0.0
966,"171 PRICE RD, FAYETTEVILLE GA  30215",1.0,0.0,0.0,0.0,0,0,2.0,0.0
967,"171 Perry House Road, P O Box 1009, Fitzgerald GA  31750",1.0,0.0,0.0,0.0,0,0,2.0,0.0
968,"171 Sunrise Drive, Hoschton GA  30548",1.0,0.0,0.0,0.0,0,0,2.0,0.0
969,"171 auburn ave ne, #628, Atlanta GA  30303",1.0,0.0,0.0,0.0,0,0,2.0,0.0
970,"1713 Green Acres Dr, Vidalia GA  30474",1.0,0.0,0.0,0.0,0,0,2.0,0.0
971,"1713 Sunnyview Court, Statesboro GA  30458",1.0,0.0,0.0,0.0,0,0,2.0,0.0
972,"1716 Cleveland Hwy, Suite 400, Dalton GA  30721",1.0,0.0,0.0,0.0,0,0,2.0,0.0
973,"1718 N Coastal Highway, Midway GA  31320",1.0,0.0,0.0,0.0,0,0,2.0,0.0
974,"1719 Maryland Ave SW, Marietta GA  30008",1.0,0.0,0.0,0.0,0,0,2.0,0.0
975,"1719 Mount Vernon Road, Suite A, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
976,"172 Camden Way, Hawkinsville GA  31036",1.0,0.0,0.0,0.0,0,0,2.0,0.0
977,"172 Professional Park Drive, Clarkesville GA  30523",0.0,0.0,0.0,1.0,0,0,0.0,0.0
978,"1720 Peachtree St NW, #632, Atlanta GA  30309",1.0,0.0,0.0,0.0,0,0,2.0,0.0
979,"1720 Tolleson Court, Atlanta GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
980,"1721 Russell Parkway, Warner Robins GA  31088",0.0,0.0,0.0,1.0,0,0,0.0,0.0
981,"1725 Dawson Rd., Albany GA  31707",1.0,0.0,0.0,0.0,0,0,2.0,0.0
982,"1728 Kissingbower Road, Augusta GA  30904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
983,"1733 Mt Vernon Road, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
984,"1735 Roswell Rd, Bldg 200, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
985,"1739 Wilder Court, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
986,"1740 Century Circle NE, Apt 1236, Atlanta GA  30345",1.0,0.0,0.0,0.0,0,0,2.0,0.0
987,"1740 Noble Drive, Atlanta GA  30306",1.0,0.0,0.0,0.0,0,0,2.0,0.0
988,"1742 Mt. Vernon Rd., Ste 250, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
989,"1744 Roswell Road, Suite 310, Marietta GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
990,"1744 West Nancy Creek Drive, Brookhaven GA  30319",1.0,0.0,0.0,0.0,0,0,2.0,0.0
991,"1745 Glenview Drive, S.W., Atlanta GA  30331",1.0,0.0,0.0,0.0,0,0,2.0,0.0
992,"1749 Emory Ridge Dr, Atlanta GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
993,"175 17th Street, N.E., Suite C, Atlanta GA  30309",1.0,0.0,0.0,0.0,0,0,2.0,0.0
994,"175 Beracah Walk SW, Atlanta GA  30331",1.0,0.0,0.0,0.0,0,0,2.0,0.0
995,"175 Hawthorne Park, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
996,"175 Samaritan Dr, Jasper GA  30143",1.0,0.0,0.0,0.0,0,0,2.0,0.0
997,"175 White Street, Suite 300, Marietta GA  30060",1.0,0.0,0.0,0.0,0,0,2.0,0.0
998,"1755 Edgeboro Dr NW, Kennesaw GA  30152",1.0,0.0,0.0,0.0,0,0,2.0,0.0
999,"1755 WAVERLY COVE, ALPHARETTA GA  30004",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1000,"176 Central Avenue, Trion GA  30753",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1001,"176 Doe Run Ct., Sharpsburg GA  30277",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1002,"1760 Ridge Rd, Canton GA  30114",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1003,"1761 South Lumpkin Street, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1004,"1767 Edgeboro Drive, Kennesaw GA  30152",2.0,0.0,0.0,0.0,0,0,4.0,0.0
1005,"1775 Clairmont Rd, Decatur GA  30033",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1006,"1776 Old Spring House Lane, Ste 102, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1007,"1776 Old Spring House Ln, Ste 302, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1008,"1777 Lee Road, Suite D, Lithia Springs GA  30122",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1009,"1778 Emory Ridge Dr NE, Atlanta GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1010,"178 Jackson Street, Jackson GA  30233",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1011,"1788 BUCKHEAD VALLEY LANE NE, ATLANTA GA  30324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1012,"179 Garrett Way Nw, Milledgeville GA  31061",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1013,"179 Pine Grove Road Suite A, Cartersville GA  30120",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1014,"1790 Atkinson Road, Suite 4-B, Lawrenceville GA  30043",4.0,0.0,0.0,2.0,0,0,8.0,0.0
1015,"1790 Atkinson Road, Suite 4B, Lawrenceville GA  30043",2.0,0.0,0.0,1.0,0,0,4.0,0.0
1016,"1790 Mulkey Road, Suite 2, Austell GA  30106",0.0,0.0,0.0,2.0,0,0,0.0,0.0
1017,"1790 atkinson rd, bldg 4, suite g, lawrenceville GA  30043",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1018,"1792 Woodstock Rd Bldg 300, Roswell GA  30075",0.0,0.0,0.0,1.0,0,0,0.0,0.0
1019,"1794 S Lumpkin St, Apt #18, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1020,"1795 Chattahoochee Run Dr, Suwanee GA  30024",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1021,"1797 N. Elm St., Commerce GA  30529",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1022,"1799 Briarcliff Road Ne, Suite E, Atlanta GA  30306",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1023,"179A Pine Grove Road, Cartersville GA  30120",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1024,"18 Belle Gate Court, Pooler GA  31322",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1025,"18 Hobcaw Ln, Savannah GA  31411",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1026,"180 Jackson St NE, #5402, Atlanta GA  30312",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1027,"180 Jackson St, Apt 2313, Atlanta GA  30312",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1028,"180 Longcreek Drive, Fayetteville GA  30214",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1029,"180 Martin Drive, Carrollton GA  30117",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1030,"1800  Peachtree st nw, suite 200, Atlanta GA  30309",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1031,"1803 Baldwin Farms Dr., Marietta GA  30068",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1032,"1805 Epps Bridge parkway, Suite 101, Athens GA  30606",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1033,"1806 Central Ave, Augusta GA  30904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1034,"1806 Elmwood Drive, Columbus GA  31906",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1035,"1807 Overlake Drive, Conyers GA  30013",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1036,"1807 Overlake Drive, Suite A, Conyers GA  30013",2.0,0.0,0.0,0.0,0,0,4.0,0.0
1037,"1808 Appling Harlem Highway, Appling GA  30802",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1038,"1808 Powder Springs Rd., Marietta GA  30064",2.0,0.0,0.0,0.0,0,0,4.0,0.0
1039,"1809 Old Ocilla Rd, Tifton GA  31794",4.0,0.0,0.0,0.0,0,0,8.0,0.0
1040,"181 14th Street, #100, Atlanta GA  30309",2.0,0.0,0.0,0.0,0,0,4.0,0.0
1041,"181 Baylor Drive, Richmond Hill GA  31324",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1042,"181 Crown Glen Way, Stockbridge GA  30281",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1043,"181 University Dr., Athens GA  30605",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1044,"181 Walden Rd., Sandersville GA  31082",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1045,"1815 Old 41 Hwy, Suite 310, Kennesaw GA  30152",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1046,"1815 Satellite Blvd Ste 401, Suite 401, Duluth GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1047,"1815 Satellite Blvd, Suite 301, Duluth GA  30097",0.0,0.0,0.0,1.0,0,0,0.0,0.0
1048,"1815 Satellite Blvd., Suite 401, Duluth GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1049,"1815 Vermilion Bay Circle, Duluth GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1050,"1818 Warm Springs Road, Columbus GA  31904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1051,"182 A Jefferson Parkway, Newnan GA  30263",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1052,"182-A Jefferson Parkway, Newnan GA  30263",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1053,"1820 Peachtree Street NW, Unit 311, Atlanta GA  30309",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1054,"1820 The Exchange NW, Suite 700, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1055,"1820 The Exchange, Suite 600, Atlanta GA  30339",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1056,"1821 Whittlesey Rd, Suite 100, Columbus GA  31904-3073",0.0,0.0,0.0,1.0,0,0,0.0,0.0
1057,"1825 County Services pkwy, Dental Department, Marietta GA  30008",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1058,"1825 Mars Hill Road NW, Acworth GA  30101",4.0,0.0,0.0,1.0,0,0,8.0,0.0
1059,"1827 Bishops Green Drive, MARIETTA GA  30062",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1060,"1828 Braeburn Cir SE, Atlanta GA  30316",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1061,"183 Keys Ferry St, Ste B, McDonough GA  30253",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1062,"183 Mirror Lake Road, Fitzgerald GA  31750",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1063,"183 Old Ivy Road, Atlanta GA  30342",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1064,"183-B Keys Ferry Street, McDonough GA  30253",0.0,0.0,1.0,0.0,0,0,0.0,2.0
1065,"1830 Scenic Hwy N, Suite 220, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1066,"1830 Scenic Hwy N, Suite 226, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1067,"1830 Scenic Hwy S, Suite 210, Snellville GA  30078",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1068,"1831 Central Avenue, Augusta GA  30904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1069,"1831 Independence Square, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1070,"1840 Mallard Lake Dr, Marietta GA  30068",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1071,"1841 Clifton Rd, Atlanta GA  30329",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1072,"1841 Walton Way, Augusta GA  30904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1073,"1842 Bragg St, Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1074,"1842 Bragg St., Atlanta GA  30341",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1075,"1846 Warm Springs Road, Columbus GA  31904",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1076,"185 Allen Road, Ste 150, Atlanta GA  30328",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1077,"185 Gainford Ct., Duluth GA  30097",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1078,"185 High Bluff Ct, Johns Creek GA  30097",0.0,0.0,1.0,0.0,0,0,0.0,2.0
1079,"185 Montag Cir NE, Apt 304, Atlanta GA  30307",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1080,"185 Montag Circle, #421, Atlanta GA  30307",4.0,0.0,0.0,0.0,0,0,8.0,0.0
1081,"185 Trotters Ridge, Fayetteville GA  30215",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1082,"1853 Peeler Rd, Suite A, Dunwoody GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1083,"1855 Tee Drive, Braselton GA  30517",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1084,"1855 piedmiont rd, suite 102, Marietta GA  30066",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1085,"1858 Independence Square St A & B, Atlanta GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1086,"1858 Independence Square, Ste. A, Atlanta GA  30338",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1087,"186 Carriage Way, Macon GA  31210",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1088,"186 Grandmar Chase, Canton GA  30115",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1089,"1860 Unity Loop, Cumming GA  30040",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1090,"1861 Riverpark Lane, Dacula GA  30019",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1091,"1867 Jonesboro Rd, Suite 6, McDonough GA  30253",2.0,0.0,0.0,0.0,0,0,4.0,0.0
1092,"1867 Jonesboro Road, 6, McDonough GA  30253",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1093,"1871 Washington Ave., Suite 1, East Point GA  30344",1.0,0.0,0.0,0.0,0,0,2.0,0.0
1094,"1871 Washington Rd., Suite 1, East Point GA  30344",1.0,0.0,0.0,0.0,0,0,2.0,0.0
