idx,IKN_addr,general,hygienist,pediatric,specialist,X,Y,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
792,"3405 DALLAS HWY SW BLDG 900,MARIETTA,GA,30064-6434",0.0,0.0,0.0,0.5,-84.65123729,33.95343474,0,1,0.0,0.0
793,"3405 DALLAS HWY SW,MARIETTA,GA,30064-6425",0.0,0.0,0.0,0.5,-84.65123729,33.95343474,0,1,0.0,0.0
794,"341 N WASHINGTON AVE,TALBOTTON,GA,31827-2037",1.6666666666666663,0.0,0.0,0.0,-84.54007555,32.68283478,0,1,3.3333333333333326,0.0
795,"342 N MAIN ST STE 110,ALPHARETTA,GA,30009-8376",0.5,0.0,0.0,0.0,-84.29498308,34.08412764,0,1,1.0,0.0
796,"342 OAK ST,ATHENS,GA,30601-3619",0.5,0.0,0.0,0.0,-83.36434655,33.95261774,0,1,1.0,0.0
797,"345 PARKWAY 575 STE 102,WOODSTOCK,GA,30188-3897",0.0,0.0,0.0,0.07692307692307693,-84.53129421,34.08954347,0,1,0.0,0.0
798,"345 PEACHTREE INDUSTRIAL BLVD STE 1102,SUWANEE,GA,30024-8823",0.12955465587044535,0.0,0.16559139784946236,0.0,-84.07204467,34.06579589,0,1,0.2591093117408907,0.3311827956989247
799,"345 PEACHTREE INDUSTRIAL BLVD,SUWANEE,GA,30024-8819",0.12955465587044535,0.0,0.05,0.0,-84.07204467,34.06579589,0,1,0.2591093117408907,0.1
800,"3450 OLD MILTON PKWY STE 110,ALPHARETTA,GA,30005-4427",1.0,0.0,0.0,0.0,-84.25980816,34.06725606,0,1,2.0,0.0
801,"34754 OKEFENOKEE DR,FOLKSTON,GA,31537-7822",0.25,0.0,0.0,0.0,-82.01537814,30.8174632,0,1,0.5,0.0
802,"348 OAK ST,ATHENS,GA,30601-3619",0.5,0.0,0.0,0.0,-83.36418556,33.95252569,0,1,1.0,0.0
803,"3480 KEITH BRIDGE RD STE A4,CUMMING,GA,30041-5569",0.0,0.0,2.0,0.0,-84.07236163,34.25913934,0,1,0.0,4.0
804,"3480 KEITH BRIDGE RD,CUMMING,GA,30041-5568",0.0,0.0,1.0,0.0,-84.07236163,34.25913934,0,1,0.0,2.0
805,"349 MADISON ST,CLARKESVILLE,GA,30523-5607",1.0,0.0,0.0,0.0,-83.52548232,34.61346112,0,1,2.0,0.0
806,"35 WHITEFOORD AVE SE,ATLANTA,GA,30317-1727",0.8666666666666667,0.0,0.0,0.0,-84.34217634,33.75289639,0,1,1.7333333333333334,0.0
807,"350 TOWN CENTER AVE STE 301,SUWANEE,GA,30024-6914",2.3182539682539685,0.0,0.3133351119411281,0.0,-84.06552323,34.055685600000004,0,1,4.636507936507937,0.6266702238822562
808,"350 TOWN CENTER AVE,SUWANEE,GA,30024-6914",1.5251236013531095,0.0,0.37900432900432895,0.0,-84.06552323,34.055685600000004,0,1,3.050247202706219,0.7580086580086579
809,"3500 N DECATUR RD STE 103,SCOTTDALE,GA,30079-6815",0.2,0.0,0.0,0.0,-84.25058238,33.78923076,0,1,0.4,0.0
810,"3509 BAKER RD NW,ACWORTH,GA,30101-6305",1.5833333333333333,0.0,0.0,0.0,-84.65246914,34.07604173,0,1,3.1666666666666665,0.0
811,"3521 MEMORIAL DR STE A,DECATUR,GA,30032-2731",1.0,0.0,0.0,0.0,-84.26897029999998,33.75403129,0,1,2.0,0.0
812,"3525 BUSBEE DR NW STE 200,KENNESAW,GA,30144-5677",0.125,0.0,0.3537414965986394,0.29166666666666663,-84.57394690000002,34.03800004,0,1,0.25,0.7074829931972788
813,"3525 BUSBEE DR NW STE 300,KENNESAW,GA,30144-5677",0.05263157894736842,0.0,0.0,0.0,-84.57394690000002,34.03800004,0,1,0.10526315789473684,0.0
814,"3525 BUSBEE DR NW,KENNESAW,GA,30144-5677",0.3192982456140351,0.0,0.0,0.1111111111111111,-84.57394690000002,34.03800004,0,1,0.6385964912280702,0.0
815,"3525 LAWRENCEVILLE SUWANEE RD STE 100,SUWANEE,GA,30024-6568",1.0,0.0,1.0,0.0,-84.05792119,34.04568573,0,1,2.0,2.0
816,"3525 LAWRENCEVILLE SUWANEE RD,SUWANEE,GA,30024-6568",1.4333333333333331,0.0,0.0,0.0,-84.05811661,34.04580486,0,1,2.8666666666666663,0.0
817,"3535 ROSWELL RD STE 27,MARIETTA,GA,30062-8829",0.0,0.0,0.0,1.5,-84.45026297,33.97924946,0,1,0.0,0.0
818,"3535 ROSWELL RD,MARIETTA,GA,30062-8826",0.0,0.0,0.0,0.5,-84.45026297,33.97924946,0,1,0.0,0.0
819,"3535 THOMPSON BRIDGE RD,GAINESVILLE,GA,30506-1551",4.1650793650793645,0.0,0.9169495076471821,0.0,-83.86756675,34.3679343,0,1,8.330158730158729,1.8338990152943642
820,"3539 WESLEY CHAPEL RD STE A,DECATUR,GA,30034-5216",1.0,0.0,0.0,0.0,-84.22919926,33.68334774,0,1,2.0,0.0
821,"3539 WESLEY CHAPEL RD,DECATUR,GA,30034-5216",1.0,0.0,0.0,0.0,-84.22919926,33.68334774,0,1,2.0,0.0
822,"3579 HIGHWAY 138 SE STE 202,STOCKBRIDGE,GA,30281-6807",2.392857142857143,0.0,0.0,0.0,-84.27364111,33.55124614,0,1,4.785714285714286,0.0
823,"3579 HIGHWAY 138 SE,STOCKBRIDGE,GA,30281-4142",1.1428571428571428,0.0,0.0,0.0,-84.27364111,33.55124614,0,1,2.2857142857142856,0.0
824,"3590 BRASELTON HWY STE 100,DACULA,GA,30019-1117",0.07125603864734299,0.0,2.9679292929292926,0.0,-83.90757447,34.06918049,0,1,0.14251207729468598,5.935858585858584
825,"3590 BRASELTON HWY STE 101,DACULA,GA,30019-1120",0.0,0.0,0.0,0.25,-83.90757446,34.06918049,0,1,0.0,0.0
826,"3590 BRASELTON HWY STE 201,DACULA,GA,30019-1120",0.2277777777777778,0.0,1.2595959595959594,0.0,-83.90756491,34.06918049,0,1,0.4555555555555556,2.5191919191919188
827,"3590 BRASELTON HWY,DACULA,GA,30019-1117",0.07125603864734299,0.0,2.5270202020202017,0.25,-83.90757455,34.06918049,0,1,0.14251207729468598,5.0540404040404034
828,"3592 HIGHWAY 138 SE,STOCKBRIDGE,GA,30281-4171",2.0,0.0,0.0,0.0,-84.27381512,33.55094426,0,1,4.0,0.0
829,"3596 W HILL ST # A,CLARKSTON,GA,30021-1205",0.5,0.0,0.0,0.0,-84.24244099,33.80859963,0,1,1.0,0.0
830,"3596 W HILL ST # B,CLARKSTON,GA,30021-1205",0.5,0.0,0.0,0.0,-84.24244099,33.80859963,0,1,1.0,0.0
831,"3596 W HILL ST STE A,CLARKSTON,GA,30021-1205",1.0,0.0,0.0,0.0,-84.24244099,33.80859963,0,1,2.0,0.0
832,"3596 W HILL ST,CLARKSTON,GA,30021-1205",0.5,0.0,0.0,0.0,-84.24244099,33.80859963,0,1,1.0,0.0
833,"3610 PEACHTREE INDUSTRIAL BLVD STE 300,DULUTH,GA,30096-5139",1.5,0.0,0.0,0.0,-84.16763292,33.99894764,0,1,3.0,0.0
834,"3610 PEACHTREE INDUSTRIAL BLVD,DULUTH,GA,30096-4953",0.5,0.0,0.0,0.0,-84.16763291,33.99894764,0,1,1.0,0.0
835,"3619 CALVIN DR,COLUMBUS,GA,31904-7915",2.0,0.0,0.0,0.0,-84.96207267,32.49824844,0,1,4.0,0.0
836,"3634 WHEELER RD,AUGUSTA,GA,30909-6518",0.0,0.0,0.0,3.0,-82.08881436,33.48249055,0,1,0.0,0.0
837,"3643 WALTON WAY EXT,AUGUSTA,GA,30909-4507",2.0,0.0,0.0,0.0,-82.07589015,33.49130836,0,1,4.0,0.0
838,"365 B GENEVA ROAD,MAUK,GA,31058",0.5,0.0,0.0,0.0,-84.53682439,32.446338399999995,0,1,1.0,0.0
839,"3651 PEACHTREE PKWY,SUWANEE,GA,30024-6034",1.0,0.0,0.0,0.0,-84.16729448,34.06991943,0,1,2.0,0.0
840,"3651 WHEELER RD,AUGUSTA,GA,30909-6521",0.0,0.0,1.1666666666666663,0.5,-82.09114509,33.48252716,0,1,0.0,2.3333333333333326
841,"365B GENEVA RD,BUENA VISTA,GA,31803-1701",1.0,0.0,0.0,0.0,-84.52592906,32.32897587,0,1,2.0,0.0
842,"366 N MAIN ST,ALPHARETTA,GA,30009-8381",0.5678321678321678,0.0,0.027027027027027032,0.9619047619047618,-84.2951144,34.08553651,0,1,1.1356643356643357,0.054054054054054064
843,"3660 CASCADE RD SW,ATLANTA,GA,30331-2170",0.0,0.0,0.0,0.35,-84.50681808,33.72315771,0,1,0.0,0.0
844,"3661 EISENHOWER PKWY STE 81,MACON,GA,31206-6113",0.25,0.0,0.0,0.0,-83.69670628,32.8159697,0,1,0.5,0.0
845,"3661 EISENHOWER PKWY,MACON,GA,31206-6100",0.75,0.0,0.0,0.0,-83.69670628,32.8159697,0,1,1.5,0.0
846,"369 E BROAD ST,WINDER,GA,30680-2278",1.0,0.0,0.0,0.0,-83.69978088,33.99789461,0,1,2.0,0.0
847,"3695 CASCADE RD SW STE 550,ATLANTA,GA,30331-2176",1.0,0.0,0.0,0.0,-84.50958674,33.72372718,0,1,2.0,0.0
848,"3695 CASCADE RD SW STE V,ATLANTA,GA,30331-2146",0.45,0.0,0.0,0.45,-84.50958674,33.72372718,0,1,0.9,0.0
849,"3695 CASCADE RD SW,ATLANTA,GA,30331-2173",0.25,0.0,0.0,0.2,-84.50958674,33.72372718,0,1,0.5,0.0
850,"3699 BAKERS FERRY RD SW,ATLANTA,GA,30331-3712",0.16666666666666666,0.0,0.0,0.0,-84.50970671,33.76028331,0,1,0.3333333333333333,0.0
851,"37 GATEWAY BUSINESS PARK DR,RINGGOLD,GA,30736-7395",2.0,0.0,0.0,0.0,-85.14787385,34.93083648,0,1,4.0,0.0
852,"3700 CLUB DR,LAWRENCEVILLE,GA,30044-2960",1.0,0.0,0.0,0.0,-84.12684554,33.94175668,0,1,2.0,0.0
853,"3700 MARKET ST STE A2,CLARKSTON,GA,30021-2652",0.5,0.0,0.0,0.0,-84.23919041,33.80921055,0,1,1.0,0.0
854,"3700 MARKET ST,CLARKSTON,GA,30021-2653",1.5,0.0,0.0,0.0,-84.23919041,33.80921055,0,1,3.0,0.0
855,"3700 MARTIN LUTHER KING JR DR SW,ATLANTA,GA,30331-3674",1.0,0.0,0.0,0.0,-84.50912776,33.76322727,0,1,2.0,0.0
