id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,,
1400000US13121010512,,"Census Tract 105.12, Fulton County, Georgia",47,0,82,38,102,137,33,48,183,45,0,17,645,69,48,20,0,130,102,32,29,164,17,34,0,728,111,0,77,33,0,203,28,0,154,61,25,36,641,978.5,373.5,112,2105,,
1400000US13121010513,,"Census Tract 105.13, Fulton County, Georgia",32,413,85,0,0,143,0,93,110,282,87,0,1569,150,199,336,144,168,321,0,43,69,97,42,0,1485,0,235,154,219,121,376,102,0,114,38,78,48,2111.5,1369,563.5,255,4299,,
1400000US13121010514,,"Census Tract 105.14, Fulton County, Georgia",0,49,0,0,0,0,0,85,992,456,49,107,1028,0,0,84,0,0,148,22,0,214,371,147,42,1205,54,0,0,137,0,150,48,43,267,396,87,23,324,1232.5,1959.5,455,3971,,
1400000US13121010515,,"Census Tract 105.15, Fulton County, Georgia",20,23,0,0,0,54,17,0,378,35,52,0,292,62,40,0,17,0,0,15,0,53,10,95,0,596,76,63,0,18,21,0,15,18,178,107,92,8,329.5,434,456.5,247,1467,,
1400000US13121010516,,"Census Tract 105.16, Fulton County, Georgia",180,77,0,83,0,68,21,23,128,21,0,22,872,155,175,0,53,0,67,0,21,318,83,0,0,844,277,157,17,17,38,0,0,0,96,0,132,110,1210,490,375,264,2339,,
1400000US13121010601,,"Census Tract 106.01, Fulton County, Georgia",209,0,47,0,0,0,0,0,16,7,13,46,508,236,74,0,37,21,0,0,0,84,7,26,23,191,65,0,0,29,19,12,0,0,0,0,20,46,717,82,64,174,1037,,
1400000US13121010603,,"Census Tract 106.03, Fulton County, Georgia",88,60,30,78,56,82,0,0,73,33,5,12,378,62,90,0,57,55,33,0,0,41,28,0,12,580,116,172,38,34,35,61,0,17,51,14,0,42,898,348.5,157.5,71,1475,,
1400000US13121010604,,"Census Tract 106.04, Fulton County, Georgia",55,0,32,0,37,0,0,0,26,2,0,0,122,38,0,29,0,10,0,0,0,14,31,0,0,112,12,18,0,14,0,0,0,0,19,27,22,0,221.5,53,89.5,22,386,,
1400000US13121010800,,"Census Tract 108, Fulton County, Georgia",66,0,51,34,63,92,0,0,68,30,0,0,563,0,0,50,135,124,201,0,0,53,0,0,0,730,0,0,101,163,23,204,0,0,61,178,0,0,705,693,299,0,1697,,
1400000US13121001100,,"Census Tract 11, Fulton County, Georgia",37,0,0,0,0,0,0,0,0,0,46,98,38,0,0,0,0,38,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,18,0,28,56,19,18,172,265,,
1400000US13121011000,,"Census Tract 110, Fulton County, Georgia",129,11,56,0,0,0,0,12,20,0,0,12,413,191,38,30,18,50,20,0,0,51,15,0,0,271,129,0,49,0,21,23,0,0,21,28,0,0,686.5,136.5,89,12,924,,
1400000US13121011100,,"Census Tract 111, Fulton County, Georgia",0,0,0,0,0,0,0,0,149,24,6,23,95,0,0,0,0,0,0,0,58,11,26,0,0,100,0,0,0,0,98,0,0,0,0,0,0,2,49,187,130,31,397,,
1400000US13121011201,,"Census Tract 112.01, Fulton County, Georgia",31,0,39,23,28,31,0,0,34,18,0,9,246,89,57,12,13,50,0,0,0,11,6,0,8,204,103,28,0,0,54,0,0,0,10,0,9,0,461,124.5,51.5,26,663,,
1400000US13121011202,,"Census Tract 112.02, Fulton County, Georgia",36,21,34,0,0,42,0,0,57,0,24,50,349,49,47,0,32,20,37,0,0,88,14,24,38,226,8,58,0,0,22,53,11,0,26,48,0,0,306,249.5,147.5,136,839,,
1400000US13121011301,,"Census Tract 113.01, Fulton County, Georgia",0,0,11,0,0,122,0,0,20,11,0,0,274,103,0,24,0,17,80,0,0,12,0,27,11,311,26,0,12,0,21,104,30,16,18,41,27,16,195,396,77,81,749,,
1400000US13121011303,,"Census Tract 113.03, Fulton County, Georgia",53,0,265,155,58,55,0,23,105,180,0,51,667,0,0,191,38,0,0,0,65,332,25,16,0,756,26,22,111,64,44,199,0,0,77,126,19,68,976,650,588,154,2368,,
1400000US13121011305,,"Census Tract 113.05, Fulton County, Georgia",170,11,0,70,103,29,0,28,0,0,27,0,537,176,12,0,150,41,0,24,0,107,27,0,0,301,80,0,0,70,0,0,0,31,87,33,0,0,811,281,157,27,1276,,
1400000US13121011306,,"Census Tract 113.06, Fulton County, Georgia",0,48,55,37,0,30,0,0,0,5,28,8,174,0,7,33,87,0,21,0,7,4,4,11,0,81,0,0,0,30,0,9,0,0,0,18,0,24,297,69,29,71,466,,
1400000US13121011405,,"Census Tract 114.05, Fulton County, Georgia",0,0,34,61,0,17,35,59,15,0,112,186,641,0,0,0,16,0,57,0,0,213,39,252,64,439,0,0,33,15,105,51,0,0,61,62,72,40,211.5,416,245.5,726,1599,,
1400000US13121011410,,"Census Tract 114.10, Fulton County, Georgia",9,0,0,0,0,0,0,0,30,0,25,355,360,0,0,0,49,0,44,0,19,0,0,31,217,714,0,0,0,57,0,85,0,39,65,0,30,438,115,234.5,47.5,1096,1493,,
1400000US13121011411,,"Census Tract 114.11, Fulton County, Georgia",0,0,45,131,0,93,41,0,243,56,21,226,598,13,0,46,0,0,82,33,18,141,29,41,195,507,37,0,15,47,0,0,37,18,109,78,50,116,334,568.5,409.5,649,1961,,
1400000US13121011412,,"Census Tract 114.12, Fulton County, Georgia",44,0,0,0,0,10,38,127,33,118,18,329,735,28,139,0,0,78,0,13,0,110,38,0,329,535,14,0,0,0,92,22,0,0,131,85,46,145,310,432,378,867,1987,,
1400000US13121011414,,"Census Tract 114.14, Fulton County, Georgia",27,0,0,0,0,158,0,0,95,62,24,129,824,23,0,0,0,46,72,26,0,140,301,40,176,629,0,0,0,0,158,87,23,0,160,22,47,132,152,665.5,582.5,548,1948,,
1400000US13121011416,,"Census Tract 114.16, Fulton County, Georgia",0,0,47,0,0,34,0,0,79,87,72,260,350,47,0,0,0,0,0,0,0,72,42,30,159,704,24,0,0,0,13,25,0,0,77,202,16,347,124.5,179.5,445,884,1633,,
1400000US13121011417,,"Census Tract 114.17, Fulton County, Georgia",0,0,0,77,24,0,0,0,7,12,50,290,218,0,0,0,36,0,0,0,0,7,15,27,133,302,0,0,0,0,0,0,0,0,0,0,34,268,125,19,34,802,980,,
1400000US13121011418,,"Census Tract 114.18, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,17,322,656,0,0,0,0,0,0,0,0,126,40,101,389,589,0,0,0,0,35,0,0,0,35,25,58,436,17.5,98,145.5,1323,1584,,
1400000US13121011419,,"Census Tract 114.19, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,5,25,267,437,0,90,0,0,0,0,0,0,108,5,28,206,483,59,0,0,0,0,45,0,0,18,17,18,326,149,108,90,870,1217,,
1400000US13121011420,,"Census Tract 114.20, Fulton County, Georgia",221,302,0,249,147,0,0,0,108,0,0,0,993,161,88,165,102,207,75,10,0,85,0,0,100,679,68,115,195,22,87,41,0,19,122,10,0,0,1908.5,523,167.5,100,2699,,
1400000US13121011421,,"Census Tract 114.21, Fulton County, Georgia",125,182,9,54,20,0,0,0,23,18,35,55,343,66,57,0,10,39,0,0,0,45,43,47,36,386,75,37,49,0,0,21,19,58,59,0,24,44,693.5,191,124.5,241,1250,,
1400000US13121011422,,"Census Tract 114.22, Fulton County, Georgia",7,85,0,0,17,0,0,0,50,64,0,163,377,15,0,32,0,41,0,0,0,45,53,10,181,213,0,0,0,0,56,0,0,0,27,41,0,89,196,118,219,443,976,,
1400000US13121011423,,"Census Tract 114.23, Fulton County, Georgia",0,0,8,0,0,0,0,0,11,0,47,328,482,0,0,19,0,0,0,0,0,52,33,84,294,333,0,0,9,0,0,21,0,0,65,50,28,160,36,85,147,941,1209,,
1400000US13121011424,,"Census Tract 114.24, Fulton County, Georgia",0,0,0,237,0,0,0,0,31,20,11,141,413,0,0,0,208,0,0,0,0,20,42,22,121,420,0,0,0,0,0,70,0,0,20,61,22,247,445,105.5,158.5,564,1273,,
1400000US13121011425,,"Census Tract 114.25, Fulton County, Georgia",0,0,0,0,0,26,0,0,130,0,13,149,621,0,0,0,20,0,38,0,0,0,0,49,514,801,0,22,0,0,0,0,0,0,91,23,68,597,42,174.5,133.5,1390,1740,,
1400000US13121011426,,"Census Tract 114.26, Fulton County, Georgia",0,0,12,0,8,0,0,0,31,21,6,63,245,0,0,12,11,8,19,0,9,27,18,10,131,307,0,0,11,11,3,26,0,18,59,17,22,140,66.5,140,114.5,372,693,,
1400000US13121011427,,"Census Tract 114.27, Fulton County, Georgia",78,0,0,0,40,11,0,37,42,36,82,223,929,204,0,0,29,0,0,0,0,28,169,98,401,516,0,0,0,0,19,0,0,0,14,124,61,298,340.5,119.5,371,1163,1994,,
1400000US13121011503,,"Census Tract 115.03, Fulton County, Georgia",11,0,19,0,0,42,70,0,118,19,35,544,1223,22,34,22,0,0,0,18,0,223,114,119,671,1503,0,0,0,0,0,27,0,18,147,200,163,948,108,419,577,2480,3584,,
1400000US13121011504,,"Census Tract 115.04, Fulton County, Georgia",0,0,0,0,0,0,0,0,19,42,48,520,1498,0,0,0,53,0,0,15,19,13,194,70,1134,2063,56,0,0,0,0,0,16,106,37,247,208,1393,109,190.5,517.5,3373,4190,,
1400000US13121011505,,"Census Tract 115.05, Fulton County, Georgia",0,0,0,0,0,0,0,0,11,14,68,140,456,0,0,0,0,0,0,0,0,11,69,83,293,652,0,0,0,0,0,0,0,0,0,77,123,452,0,11,171,1159,1341,,
1400000US13121011506,,"Census Tract 115.06, Fulton County, Georgia",0,0,0,18,0,0,2,0,16,4,50,224,466,2,0,0,0,0,0,2,0,32,13,49,368,674,7,0,0,23,0,0,2,0,48,53,57,484,50,54,118,1232,1454,,
1400000US13121011610,,"Census Tract 116.10, Fulton County, Georgia",10,47,0,0,0,33,0,0,138,78,51,258,597,33,103,0,0,9,99,0,0,25,61,60,207,611,98,0,0,0,0,0,0,0,64,63,85,301,295.5,250,315.5,962,1823,,
1400000US13121011611,,"Census Tract 116.11, Fulton County, Georgia",0,0,26,116,0,23,0,0,140,171,17,92,1006,119,0,0,247,0,58,0,0,233,178,59,112,526,17,0,0,0,79,0,0,0,225,120,17,68,564.5,419.5,768,365,2117,,
1400000US13121011612,,"Census Tract 116.12, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,7,194,0,0,12,0,0,0,0,0,13,36,0,133,340,35,0,0,0,14,0,0,12,13,0,15,251,54,32,49,406,541,,
1400000US13121011613,,"Census Tract 116.13, Fulton County, Georgia",0,0,69,0,0,46,0,0,63,86,77,116,614,0,18,44,0,0,0,0,0,56,51,184,261,737,0,17,59,21,0,78,0,0,107,21,165,269,228,237,271,1072,1808,,
1400000US13121011614,,"Census Tract 116.14, Fulton County, Georgia",102,263,0,0,0,0,0,0,76,91,369,249,1668,66,101,0,171,152,25,40,0,103,346,410,254,830,96,0,0,40,160,0,0,0,103,111,55,265,995,362,689,1602,3648,,
1400000US13121011615,,"Census Tract 116.15, Fulton County, Georgia",0,0,10,0,44,0,0,0,52,61,63,559,823,0,0,29,0,0,0,0,0,17,72,89,616,1308,22,0,0,0,0,0,0,0,0,97,232,957,83,56.5,264.5,2516,2920,,
1400000US13121011616,,"Census Tract 116.16, Fulton County, Georgia",0,0,0,22,0,53,0,0,109,18,23,334,226,0,0,0,0,0,0,0,0,63,26,34,103,260,19,0,0,40,0,0,0,0,101,51,10,39,81,189.5,231.5,543,1045,,
1400000US13121011617,,"Census Tract 116.17, Fulton County, Georgia",0,0,0,23,0,0,0,0,26,179,115,175,683,18,0,0,40,13,0,9,0,129,47,159,268,657,23,0,0,20,44,0,17,0,113,58,79,303,152.5,188.5,418,1099,1858,,
1400000US13121011618,,"Census Tract 116.18, Fulton County, Georgia",0,0,0,0,0,0,0,0,11,0,17,211,547,11,0,0,0,0,0,0,0,143,27,58,308,476,0,28,0,0,0,0,0,0,11,37,103,297,39,82.5,146.5,994,1262,,
1400000US13121011619,,"Census Tract 116.19, Fulton County, Georgia",0,0,0,73,0,30,51,0,0,117,195,214,959,0,15,0,63,62,0,0,0,155,109,200,355,711,0,30,45,53,0,34,0,0,69,84,50,346,310,258,422,1360,2350,,
1400000US13121011620,,"Census Tract 116.20, Fulton County, Georgia",0,0,0,0,13,25,0,0,42,158,132,295,1053,0,0,105,23,0,60,0,0,36,128,127,574,1200,19,0,0,22,33,0,88,0,43,160,47,788,192,256.5,506.5,1963,2918,,
1400000US13121011621,,"Census Tract 116.21, Fulton County, Georgia",0,0,64,0,0,0,0,22,0,87,34,189,838,42,0,72,0,38,0,0,0,88,26,20,552,1007,0,0,67,0,0,31,0,21,0,4,42,842,264,137,161,1679,2241,,
1400000US13121011622,,"Census Tract 116.22, Fulton County, Georgia",0,0,0,0,0,0,0,0,34,71,85,215,917,12,42,7,0,65,0,0,0,87,115,161,428,1672,14,0,0,51,59,0,0,0,170,264,162,952,188,207.5,595.5,2003,2994,,
1400000US13121011623,,"Census Tract 116.23, Fulton County, Georgia",0,0,0,0,0,0,0,0,73,264,169,203,1261,0,0,0,0,86,0,0,0,33,46,163,933,1427,0,0,0,0,50,29,0,71,154,198,62,863,68,298,638,2393,3397,,
1400000US13121011624,,"Census Tract 116.24, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,29,0,133,423,0,0,0,0,0,0,0,15,42,16,54,296,616,0,0,0,0,49,0,0,0,10,27,60,470,24.5,65.5,98,1013,1201,,
1400000US13121011625,,"Census Tract 116.25, Fulton County, Georgia",25,0,0,0,0,0,0,0,162,102,58,366,849,0,0,13,19,0,16,0,0,260,34,51,456,887,19,0,12,0,70,0,0,0,94,135,93,464,123,309,529,1488,2449,,
1400000US13121011626,,"Census Tract 116.26, Fulton County, Georgia",31,0,46,11,0,0,0,144,63,254,95,239,1384,24,62,94,14,0,46,0,71,359,159,157,398,862,0,0,71,17,0,27,0,0,0,177,131,439,370,499,801,1459,3129,,
1400000US13121011800,,"Census Tract 118, Fulton County, Georgia",16,0,0,9,0,92,0,0,14,0,0,0,163,33,0,46,22,0,12,0,0,26,0,0,24,14,0,8,0,0,0,0,0,0,0,0,6,0,134,124,20,30,308,,
1400000US13121011900,,"Census Tract 119, Fulton County, Georgia",69,58,0,0,0,0,0,0,0,15,0,9,50,0,45,0,0,0,0,0,0,5,0,0,0,37,0,0,0,0,0,15,0,0,22,0,0,0,172,28.5,28.5,9,238,,
1400000US13121001201,,"Census Tract 12.01, Fulton County, Georgia",0,0,0,0,0,0,0,0,24,0,0,101,4,0,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0,0,0,0,0,0,0,0,70,0,12,12,175,199,,
1400000US13121001202,,"Census Tract 12.02, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,22,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,101,123,,
1400000US13121012000,,"Census Tract 120, Fulton County, Georgia",11,123,0,16,15,23,0,0,17,0,0,0,206,0,113,0,0,71,22,0,0,0,0,0,0,247,0,112,39,0,91,0,0,0,5,0,0,0,502.5,144.5,11,0,658,,
1400000US13121012300,,"Census Tract 123, Fulton County, Georgia",0,0,50,0,0,0,0,0,0,36,0,13,216,0,0,91,54,0,0,0,0,0,5,0,66,208,0,0,87,26,0,0,0,0,0,6,0,89,308,0,47,168,523,,
1400000US13121001300,,"Census Tract 13, Fulton County, Georgia",90,97,0,0,0,0,0,0,0,35,0,75,157,0,100,0,0,0,0,0,0,27,0,0,30,122,0,54,0,0,0,0,0,0,15,0,0,53,341,21,56,158,576,,
1400000US13121001400,,"Census Tract 14, Fulton County, Georgia",0,0,0,26,11,0,0,0,0,0,19,102,114,0,0,0,51,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,8,82.5,5.5,0,192,280,,
1400000US13121001500,,"Census Tract 15, Fulton County, Georgia",0,0,0,0,0,0,17,0,0,0,0,178,155,0,0,0,0,0,0,0,0,35,0,0,120,145,0,0,0,0,0,0,0,0,0,17,18,110,0,34.5,34.5,426,495,,
1400000US13121001600,,"Census Tract 16, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,8,0,33,99,0,0,0,0,0,0,0,0,0,25,0,74,64,11,0,0,0,0,8,0,0,0,0,16,29,11,8,33,152,204,,
1400000US13121001700,,"Census Tract 17, Fulton County, Georgia",41,0,47,0,42,0,0,0,56,0,0,47,148,18,0,0,0,36,0,0,0,0,46,0,48,200,0,0,0,0,0,0,0,0,25,161,0,14,145,79.5,247.5,109,581,,
1400000US13121001800,,"Census Tract 18, Fulton County, Georgia",65,0,0,0,0,0,0,0,0,0,9,2,56,56,0,0,0,0,0,0,0,0,0,0,0,140,31,0,0,0,0,0,26,0,21,33,0,29,152,36.5,43.5,40,272,,
1400000US13121001900,,"Census Tract 19, Fulton County, Georgia",14,0,19,0,0,0,0,0,52,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,85,26,26,0,137,,
1400000US13121000200,,"Census Tract 2, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,10,434,357,0,0,0,0,0,0,0,0,18,0,11,328,217,0,0,0,0,0,0,0,0,36,0,0,181,0,27,27,964,1018,,
1400000US13121002100,,"Census Tract 21, Fulton County, Georgia",87,0,16,0,0,0,0,0,21,0,0,19,113,20,0,59,15,0,0,0,0,0,0,13,6,58,39,0,14,0,0,0,0,0,0,0,0,5,250,10.5,10.5,43,314,,
1400000US13121002300,,"Census Tract 23, Fulton County, Georgia",58,3,27,16,0,17,0,0,23,0,0,0,97,0,11,3,16,13,29,0,0,14,0,11,0,75,0,16,5,49,0,5,0,0,0,0,0,0,210.5,76,18.5,11,316,,
1400000US13121002400,,"Census Tract 24, Fulton County, Georgia",149,16,0,0,11,0,0,13,40,0,0,0,297,140,41,6,0,20,1,0,24,44,16,0,5,237,89,0,13,0,20,2,0,36,59,0,13,5,479.5,173,87.5,23,763,,
1400000US13121002500,,"Census Tract 25, Fulton County, Georgia",42,0,91,33,0,0,0,0,0,0,0,0,228,32,0,120,30,17,0,0,0,29,0,0,0,80,0,0,36,0,0,26,0,0,0,18,0,0,392.5,49,32.5,0,474,,
1400000US13121002600,,"Census Tract 26, Fulton County, Georgia",23,19,22,20,23,0,0,0,37,0,0,0,141,19,26,43,20,0,0,0,0,33,0,0,0,172,13,71,0,39,7,0,0,0,8,15,19,0,330,54,54,19,457,,
1400000US13121002800,,"Census Tract 28, Fulton County, Georgia",0,47,9,0,0,0,0,0,0,0,8,0,75,0,0,0,75,0,0,0,0,0,0,0,0,27,0,15,12,0,0,0,0,0,0,0,0,0,158,0,0,8,166,,
1400000US13121002900,,"Census Tract 29, Fulton County, Georgia",0,0,0,0,0,0,0,0,22,0,21,23,103,0,0,32,0,36,0,0,0,27,0,0,8,77,0,0,0,0,18,0,0,0,41,0,10,8,59,72,45,70,246,,
1400000US13121003000,,"Census Tract 30, Fulton County, Georgia",0,19,0,0,0,0,0,0,0,40,15,101,124,0,0,0,0,31,0,0,0,8,0,19,66,196,0,0,0,0,0,0,0,0,0,22,67,107,34.5,19.5,66,375,495,,
1400000US13121003100,,"Census Tract 31, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,52,0,0,0,0,0,9,0,0,0,52,4.5,4.5,158,219,,
1400000US13121003200,,"Census Tract 32, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,107,38,0,0,0,0,0,0,0,0,0,38,0,0,66,0,8,0,0,0,0,0,0,0,58,0,0,8,0,96,107,211,,
1400000US13121003500,,"Census Tract 35, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1400000US13121003600,,"Census Tract 36, Fulton County, Georgia",0,0,0,0,0,0,0,0,46,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,56,0,16,0,0,0,0,0,0,40,0,0,0,16,43,43,7,109,,
1400000US13121003700,,"Census Tract 37, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1400000US13121003800,,"Census Tract 38, Fulton County, Georgia",0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,13.5,0,0,27,,
1400000US13121003900,,"Census Tract 39, Fulton County, Georgia",153,0,18,58,20,36,0,0,30,0,0,0,291,136,0,40,0,32,55,0,0,11,0,0,17,225,113,0,45,27,16,0,0,0,0,0,7,17,624,145.5,20.5,41,831,,
1400000US13121000400,,"Census Tract 4, Fulton County, Georgia",0,0,0,0,0,0,0,54,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,29,140,0,0,0,0,0,0,0,0,0,0,11,129,0,54,0,197,251,,
1400000US13121004000,,"Census Tract 40, Fulton County, Georgia",85,0,0,0,0,18,0,20,7,31,0,5,114,26,8,0,0,0,6,0,17,19,31,7,0,164,33,31,21,24,0,0,0,17,38,0,0,0,228,110,94,12,444,,
1400000US13121004100,,"Census Tract 41, Fulton County, Georgia",0,86,0,0,0,0,0,0,63,36,34,9,71,33,0,0,0,0,0,0,0,26,6,6,0,204,40,45,28,15,8,0,0,0,59,9,0,0,251,78,125,49,503,,
1400000US13121004200,,"Census Tract 42, Fulton County, Georgia",28,27,0,0,34,0,0,0,0,10,0,11,252,111,52,26,26,0,0,0,0,13,0,0,24,109,56,0,0,0,11,0,13,0,0,0,29,0,348.5,42,16.5,64,471,,
1400000US13121004300,,"Census Tract 43, Fulton County, Georgia",8,8,28,30,26,0,0,12,0,0,7,0,132,0,0,54,7,12,0,0,25,0,0,34,0,55,25,9,0,0,12,0,0,9,0,0,0,0,194,71,0,41,306,,
1400000US13121004400,,"Census Tract 44, Fulton County, Georgia",228,14,0,47,30,0,0,0,50,0,0,0,284,68,126,9,18,63,0,0,0,0,0,0,0,240,33,133,56,0,18,0,0,0,0,0,0,0,787.5,80.5,25,0,893,,
1400000US13121004800,,"Census Tract 48, Fulton County, Georgia",11,0,9,0,0,0,0,0,19,0,0,11,86,19,0,21,19,0,0,0,0,0,6,0,21,75,0,7,39,0,0,0,0,0,17,12,0,0,125,18,36,32,211,,
1400000US13121004900,,"Census Tract 49, Fulton County, Georgia",27,0,0,0,0,0,0,7,0,24,9,98,165,49,0,0,0,0,0,0,0,0,0,0,116,142,93,0,0,0,0,0,0,0,0,0,0,49,169,7,24,272,472,,
1400000US13121000500,,"Census Tract 5, Fulton County, Georgia",102,0,0,0,0,0,0,0,0,0,63,49,477,171,0,0,0,0,0,0,0,43,0,0,263,103,0,0,0,0,0,0,0,0,0,0,0,103,273,21.5,21.5,478,794,,
1400000US13121005000,,"Census Tract 50, Fulton County, Georgia",12,0,0,0,0,5,0,0,12,0,0,60,92,0,0,0,0,0,0,0,0,11,14,19,48,78,0,15,0,0,0,0,0,0,0,6,14,43,27,16.5,31.5,184,259,,
1400000US13121005200,,"Census Tract 52, Fulton County, Georgia",46,14,0,0,0,0,20,0,0,0,0,517,202,46,0,0,0,0,0,11,0,0,69,0,76,155,94,0,0,0,0,0,10,0,0,0,23,28,200,41,69,644,954,,
1400000US13121005300,,"Census Tract 53, Fulton County, Georgia",56,8,31,0,0,0,0,0,20,34,26,226,283,0,21,31,0,0,0,0,0,31,22,74,104,174,0,0,0,0,0,0,0,0,43,20,24,87,147,47,123,541,858,,
1400000US13121005501,,"Census Tract 55.01, Fulton County, Georgia",117,64,0,0,19,31,0,21,21,0,0,51,146,44,69,20,0,0,0,0,0,6,0,0,7,111,57,15,0,26,0,0,0,0,7,0,6,0,421.5,78.5,17,64,581,,
1400000US13121005502,,"Census Tract 55.02, Fulton County, Georgia",46,76,29,101,31,30,0,8,0,16,10,0,404,187,28,29,121,13,26,0,0,0,0,0,0,297,71,0,25,117,43,37,0,0,4,0,0,0,873.5,146.5,18,10,1048,,
1400000US13121005700,,"Census Tract 57, Fulton County, Georgia",0,36,51,39,12,30,0,0,36,0,0,0,105,0,0,18,43,0,0,0,26,18,0,0,0,77,0,15,9,22,14,0,0,0,0,17,0,0,246,96,44,0,386,,
1400000US13121005800,,"Census Tract 58, Fulton County, Georgia",17,9,44,0,0,0,0,0,31,0,0,0,109,39,0,19,10,35,6,0,0,0,0,0,0,142,37,3,33,0,51,13,5,0,0,0,0,0,254,82.5,15.5,0,352,,
1400000US13121000600,,"Census Tract 6, Fulton County, Georgia",0,0,28,0,0,7,0,0,0,0,45,30,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,15,75,140,,
1400000US13121006000,,"Census Tract 60, Fulton County, Georgia",64,0,63,114,0,0,0,0,109,0,0,0,349,85,23,0,63,17,22,0,0,105,17,0,17,153,0,0,17,22,0,0,0,0,114,0,0,0,459.5,194.5,181,17,852,,
1400000US13121006100,,"Census Tract 61, Fulton County, Georgia",56,47,19,15,0,0,0,26,17,33,89,0,327,48,45,0,42,74,0,0,35,83,0,0,0,296,68,26,12,16,62,15,0,61,0,0,30,6,462,255,83,125,925,,
1400000US13121006200,,"Census Tract 62, Fulton County, Georgia",24,18,12,28,0,5,0,0,0,12,0,20,150,11,22,51,34,0,12,0,0,7,13,0,0,144,24,26,13,25,0,0,0,5,40,11,0,0,288,45.5,59.5,20,413,,
1400000US13121006300,,"Census Tract 63, Fulton County, Georgia",0,7,16,0,0,16,0,0,5,0,0,8,107,64,17,0,0,0,7,0,0,11,0,0,8,104,25,28,0,0,0,6,0,12,18,0,0,15,157,58,17,31,263,,
