id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,,
1400000US13067031101,,"Census Tract 311.01, Cobb County, Georgia",169,76,113,34,9,5,25,0,82,30,50,153,530,33,134,163,36,7,0,0,6,127,13,0,11,433,36,126,0,56,35,5,31,5,110,15,14,0,1001.5,262,217.5,228,1709,,
1400000US13067031106,,"Census Tract 311.06, Cobb County, Georgia",0,0,0,25,65,0,0,21,290,0,36,204,620,0,0,60,17,0,71,22,0,229,67,0,154,916,0,0,16,66,0,76,49,98,339,189,32,51,216.5,798.5,685,477,2177,,
1400000US13067031108,,"Census Tract 311.08, Cobb County, Georgia",44,0,41,0,61,40,0,47,51,19,82,164,217,0,0,17,0,13,0,0,0,41,57,0,89,109,35,0,0,0,16,0,0,0,14,44,0,0,182,185,173,335,875,,
1400000US13067031110,,"Census Tract 311.10, Cobb County, Georgia",26,84,15,108,0,6,0,0,40,80,28,35,247,41,0,49,121,0,0,0,0,10,9,0,17,114,0,0,24,0,0,16,0,0,11,41,0,22,468,52.5,160.5,102,783,,
1400000US13067031111,,"Census Tract 311.11, Cobb County, Georgia",0,0,0,14,20,0,8,37,25,32,10,79,197,0,0,82,7,0,0,0,36,33,15,0,24,96,1,0,0,0,0,0,0,40,16,15,0,24,114,168,99,137,518,,
1400000US13067031112,,"Census Tract 311.12, Cobb County, Georgia",0,0,38,0,0,0,0,0,176,0,116,364,632,0,0,43,0,0,0,0,24,262,0,9,294,247,0,0,0,0,0,0,0,26,0,77,18,126,81,269,296,927,1573,,
1400000US13067031113,,"Census Tract 311.13, Cobb County, Georgia",0,0,24,0,0,0,0,0,23,0,16,0,78,21,0,48,0,0,0,0,0,9,0,0,0,102,58,0,16,0,0,24,0,0,4,0,0,0,167,42,18,16,243,,
1400000US13067031114,,"Census Tract 311.14, Cobb County, Georgia",15,28,0,39,130,0,37,16,42,87,126,53,431,0,0,21,113,96,79,0,17,58,0,0,47,276,82,0,0,94,38,13,0,18,0,19,12,0,524,362,156,238,1280,,
1400000US13067031115,,"Census Tract 311.15, Cobb County, Georgia",55,0,45,17,0,0,0,29,63,33,27,230,374,20,34,31,6,0,0,0,0,133,55,27,68,429,22,27,92,6,0,58,0,12,75,78,37,22,355,234.5,301.5,411,1302,,
1400000US13067031116,,"Census Tract 311.16, Cobb County, Georgia",0,33,85,9,41,102,0,0,0,47,0,0,520,0,0,76,211,130,0,0,0,43,0,50,10,394,75,35,84,53,87,0,0,0,16,34,0,10,790,260.5,110.5,70,1231,,
1400000US13067031117,,"Census Tract 311.17, Cobb County, Georgia",67,0,0,0,0,14,91,0,73,186,49,93,606,51,0,21,25,84,0,105,0,110,57,50,103,201,0,0,12,0,19,0,0,0,35,30,39,66,227.5,370.5,382,400,1380,,
1400000US13067031118,,"Census Tract 311.18, Cobb County, Georgia",0,0,0,0,0,0,0,0,36,0,91,126,882,0,0,85,29,0,84,0,0,170,87,102,325,412,0,0,85,31,0,0,0,21,94,23,0,158,230,255,260,802,1547,,
1400000US13067031205,,"Census Tract 312.05, Cobb County, Georgia",83,0,56,115,0,101,0,0,235,0,74,0,258,0,40,0,73,0,0,37,0,0,33,0,75,407,0,0,0,36,0,0,82,0,130,0,46,113,403,402.5,215.5,308,1329,,
1400000US13067031206,,"Census Tract 312.06, Cobb County, Georgia",134,0,0,0,0,82,0,0,166,0,46,403,609,0,75,0,0,31,0,0,0,159,75,95,174,543,27,75,0,75,0,0,0,0,43,51,136,136,401.5,281.5,310,990,1983,,
1400000US13067031207,,"Census Tract 312.07, Cobb County, Georgia",0,0,21,14,0,0,0,0,0,53,16,77,130,0,17,0,0,0,0,0,16,0,62,0,35,125,0,0,0,0,0,0,0,0,48,37,31,9,52,40,176,168,436,,
1400000US13067031208,,"Census Tract 312.08, Cobb County, Georgia",0,0,18,10,12,30,0,0,15,194,132,154,247,0,0,0,10,25,16,0,0,0,114,21,61,126,0,0,0,0,14,0,21,0,0,53,19,19,63.5,100,368.5,406,938,,
1400000US13067031209,,"Census Tract 312.09, Cobb County, Georgia",0,0,76,0,0,0,0,0,18,8,110,251,281,39,0,40,0,0,0,0,0,0,0,20,182,402,52,0,40,29,0,0,0,0,0,7,35,239,276,9,24,837,1146,,
1400000US13067031211,,"Census Tract 312.11, Cobb County, Georgia",0,0,0,0,0,0,0,0,30,0,21,0,109,0,0,0,0,0,0,0,0,0,17,73,19,85,0,0,0,0,0,0,0,0,0,0,0,85,0,15,32,198,245,,
1400000US13067031212,,"Census Tract 312.12, Cobb County, Georgia",0,0,0,0,0,0,0,0,0,0,17,71,137,0,0,0,0,0,0,0,0,0,0,13,124,204,4,0,0,0,0,0,0,0,0,15,12,173,4,0,15,410,429,,
1400000US13067031306,,"Census Tract 313.06, Cobb County, Georgia",0,0,2,22,59,24,0,0,94,30,51,0,232,29,0,4,21,37,0,0,0,92,0,10,39,240,53,8,16,8,0,20,0,23,69,0,9,34,211,242.5,157.5,143,754,,
1400000US13067031307,,"Census Tract 313.07, Cobb County, Georgia",0,0,77,0,0,0,0,25,79,77,80,150,603,7,0,145,48,0,24,143,12,81,0,48,95,265,18,0,0,50,0,23,49,0,39,0,0,86,345,375.5,176.5,459,1356,,
1400000US13067031308,,"Census Tract 313.08, Cobb County, Georgia",0,65,0,68,0,93,0,15,120,0,0,17,435,0,141,7,0,31,47,0,44,137,28,0,0,325,0,0,8,127,15,39,0,8,91,27,0,10,439,443,229,27,1138,,
1400000US13067031309,,"Census Tract 313.09, Cobb County, Georgia",71,145,0,0,23,83,0,44,47,94,16,14,831,80,60,36,14,158,51,21,168,87,107,0,49,837,40,65,39,181,131,37,0,190,118,36,0,0,887,876,363,79,2205,,
1400000US13067031310,,"Census Tract 313.10, Cobb County, Georgia",150,196,209,182,170,61,152,0,161,0,0,35,1059,175,54,179,249,39,202,30,55,76,0,0,0,612,80,47,55,75,30,325,0,0,0,0,0,0,1770.5,1063,118.5,35,2987,,
1400000US13067031311,,"Census Tract 313.11, Cobb County, Georgia",276,64,133,0,52,64,39,0,33,45,15,155,970,113,172,252,45,47,16,0,17,60,111,67,70,1256,124,36,181,190,80,50,0,19,232,176,22,146,1675.5,457,494.5,475,3102,,
1400000US13067031312,,"Census Tract 313.12, Cobb County, Georgia",17,0,0,140,0,0,74,107,148,97,62,471,1016,56,0,21,290,130,0,15,0,152,184,35,133,1113,94,0,16,211,81,55,86,59,195,170,0,146,950.5,749,698.5,847,3245,,
1400000US13067031313,,"Census Tract 313.13, Cobb County, Georgia",0,0,0,28,53,44,11,0,14,224,76,458,963,36,0,0,44,0,26,12,0,113,72,227,433,820,51,20,0,0,51,0,0,0,120,78,19,481,231,268.5,497.5,1694,2691,,
1400000US13067031404,,"Census Tract 314.04, Cobb County, Georgia",0,0,17,41,7,19,0,0,48,156,24,65,597,0,0,36,1,0,0,0,34,218,170,130,8,327,4,0,0,2,35,0,0,39,76,119,24,28,122,284,616,279,1301,,
1400000US13067031405,,"Census Tract 314.05, Cobb County, Georgia",68,41,51,15,68,56,0,0,85,176,50,191,646,101,62,104,0,32,6,59,44,129,0,72,37,740,40,29,251,0,47,45,0,72,70,51,9,126,835.5,497.5,369,485,2187,,
1400000US13067031406,,"Census Tract 314.06, Cobb County, Georgia",189,23,0,17,0,99,0,80,142,57,77,17,814,145,16,22,109,50,139,0,95,185,21,0,32,680,122,16,40,73,17,154,0,0,36,85,42,95,805.5,782,344.5,263,2195,,
1400000US13067031408,,"Census Tract 314.08, Cobb County, Georgia",0,0,0,13,47,38,30,18,51,109,23,13,647,83,0,0,33,45,156,10,18,164,78,20,40,597,44,0,0,0,89,117,33,84,130,27,0,73,263.5,767,386.5,169,1586,,
1400000US13067031409,,"Census Tract 314.09, Cobb County, Georgia",19,81,0,63,41,97,0,0,29,77,35,71,627,18,33,125,54,43,68,22,0,174,17,15,58,617,0,69,29,107,13,42,36,0,133,50,64,74,646.5,481.5,312,317,1757,,
1400000US13067031503,,"Census Tract 315.03, Cobb County, Georgia",65,0,0,12,51,0,0,29,67,144,134,304,671,121,0,0,10,52,0,0,24,166,99,199,0,676,91,0,0,8,91,0,0,95,67,18,134,172,404,395,411,943,2153,,
1400000US13067031505,,"Census Tract 315.05, Cobb County, Georgia",0,0,0,245,39,0,0,13,95,103,79,163,487,0,0,0,49,31,0,0,0,182,112,43,70,667,5,0,0,0,41,58,0,0,133,154,85,191,354.5,331.5,574,631,1891,,
1400000US13067031506,,"Census Tract 315.06, Cobb County, Georgia",30,0,31,10,32,88,0,44,76,17,33,56,315,31,29,67,11,7,42,0,25,36,10,9,48,418,67,11,0,20,52,86,0,0,66,21,35,60,352.5,419.5,137,241,1150,,
1400000US13067031507,,"Census Tract 315.07, Cobb County, Georgia",6,11,125,0,0,20,0,116,75,80,12,10,215,26,12,42,0,0,40,0,7,33,26,0,29,309,26,36,11,0,0,0,0,6,65,97,15,53,295,275.5,289.5,119,979,,
1400000US13067031508,,"Census Tract 315.08, Cobb County, Georgia",16,0,23,0,11,0,0,170,63,34,11,50,511,52,0,10,13,0,30,0,88,65,100,0,153,529,7,11,0,48,0,39,0,9,114,87,47,167,185.5,462.5,342,428,1418,,
1400000US13067031509,,"Census Tract 315.09, Cobb County, Georgia",30,6,0,11,59,130,0,0,422,0,92,86,783,50,55,0,32,31,0,54,18,156,88,129,170,1240,34,77,77,105,27,46,23,76,243,99,197,236,535.5,816,597.5,910,2859,,
1400000US13069010100,,"Census Tract 101, Coffee County, Georgia",0,20,18,23,0,10,7,0,0,50,9,10,293,18,28,50,32,27,21,3,23,21,15,11,44,274,18,4,0,20,21,111,18,22,19,0,41,0,255,259,85,115,714,,
1400000US13069010200,,"Census Tract 102, Coffee County, Georgia",0,0,0,0,39,33,0,0,23,35,37,21,210,0,42,0,0,31,22,0,0,77,13,25,0,254,0,25,0,0,95,59,0,0,48,14,0,13,149.5,270.5,136,96,652,,
1400000US13069010300,,"Census Tract 103, Coffee County, Georgia",118,3,13,26,44,5,0,12,65,46,0,0,172,69,26,18,8,13,4,0,13,21,0,0,0,312,65,74,22,0,0,13,0,30,16,8,84,0,470.5,156.5,105,84,816,,
1400000US13069010400,,"Census Tract 104, Coffee County, Georgia",280,0,0,12,0,56,262,0,35,38,13,15,669,166,0,33,33,0,32,0,51,178,63,36,77,432,27,0,27,32,0,74,0,0,80,60,13,119,610,621.5,307.5,273,1812,,
1400000US13069010500,,"Census Tract 105, Coffee County, Georgia",44,77,0,27,0,51,28,0,23,0,12,0,248,0,46,0,0,0,25,0,0,24,39,36,78,297,143,0,0,0,0,54,59,9,0,0,23,9,337,249.5,62.5,158,807,,
1400000US13069010600,,"Census Tract 106, Coffee County, Georgia",13,5,163,17,61,0,117,34,40,24,20,60,536,50,2,101,35,24,3,59,13,71,53,0,125,287,38,0,0,10,25,1,0,12,0,108,37,56,489,349.5,240.5,298,1377,,
1400000US13069010700,,"Census Tract 107, Coffee County, Georgia",96,0,0,182,0,0,82,43,346,12,0,55,569,169,24,116,52,0,21,0,55,65,36,19,12,340,30,47,70,0,0,0,71,26,77,0,19,0,786,542,292,105,1725,,
1400000US13069010801,,"Census Tract 108.01, Coffee County, Georgia",58,26,70,119,13,15,0,12,26,0,0,0,255,71,51,0,14,9,49,0,14,24,23,0,0,402,51,75,94,0,52,52,14,8,0,18,0,38,666,226,66,38,996,,
1400000US13069010802,,"Census Tract 108.02, Coffee County, Georgia",45,0,0,56,12,0,23,18,113,0,0,20,666,88,8,50,39,0,0,154,0,163,76,0,88,575,53,8,94,9,0,0,0,36,242,37,0,96,456,496,372,204,1528,,
1400000US13071970100,,"Census Tract 9701, Colquitt County, Georgia",47,0,29,30,50,31,0,0,68,9,2,13,419,20,0,59,24,37,28,86,31,113,3,4,14,364,19,0,29,25,56,30,0,61,86,41,10,7,353.5,472,186.5,50,1062,,
1400000US13071970200,,"Census Tract 9702, Colquitt County, Georgia",60,8,79,0,26,0,0,4,18,14,18,4,288,22,35,43,0,20,0,0,0,93,15,42,18,221,0,82,6,0,40,0,0,0,41,28,24,0,378,123,133,106,740,,
1400000US13071970300,,"Census Tract 9703, Colquitt County, Georgia",151,43,0,18,0,0,0,0,0,0,0,0,519,387,21,0,36,0,0,0,0,59,16,0,0,782,323,40,23,151,70,0,51,0,54,16,0,54,1228,142.5,88.5,54,1513,,
1400000US13071970400,,"Census Tract 9704, Colquitt County, Georgia",131,33,6,17,26,0,0,0,0,36,0,0,342,36,86,79,64,6,0,0,0,0,27,0,44,369,19,117,50,69,6,35,0,0,23,6,0,44,726,65.5,80.5,88,960,,
1400000US13071970500,,"Census Tract 9705, Colquitt County, Georgia",15,10,0,78,35,33,5,2,64,23,0,0,139,0,5,0,4,0,64,25,13,15,0,13,0,173,6,5,0,21,14,34,16,15,16,23,0,23,168.5,279,93.5,36,577,,
1400000US13071970600,,"Census Tract 9706, Colquitt County, Georgia",331,0,0,55,78,0,0,0,147,18,75,46,635,177,0,13,0,0,51,0,0,252,72,35,35,505,72,0,13,0,56,0,0,0,173,64,20,107,728,404,440,318,1890,,
1400000US13071970701,,"Census Tract 9707.01, Colquitt County, Georgia",33,157,28,101,11,0,10,19,247,20,12,0,726,128,83,42,253,0,63,53,19,33,48,0,4,547,66,37,19,49,39,96,0,0,39,115,56,31,1021,444.5,342.5,103,1911,,
1400000US13071970702,,"Census Tract 9707.02, Colquitt County, Georgia",66,0,44,0,41,0,0,0,76,0,0,0,167,21,62,57,0,16,0,0,0,6,5,0,0,231,27,88,87,0,13,0,0,0,12,4,0,0,487,82,56,0,625,,
1400000US13071970800,,"Census Tract 9708, Colquitt County, Georgia",0,0,59,58,0,22,0,0,30,0,39,23,275,0,66,71,25,0,0,0,0,6,28,79,0,207,0,30,54,58,0,2,0,0,31,0,22,10,421,57.5,61.5,173,713,,
1400000US13071970900,,"Census Tract 9709, Colquitt County, Georgia",58,7,23,32,71,70,0,0,81,110,0,0,734,143,2,139,177,6,14,0,0,140,72,24,17,534,7,0,7,129,21,104,33,0,181,1,0,51,773,471,384,92,1720,,
1400000US13073030102,,"Census Tract 301.02, Columbia County, Georgia",0,0,0,0,0,0,0,44,43,40,59,211,956,16,0,19,0,0,23,0,80,30,47,85,656,1099,0,0,20,0,18,0,0,31,227,221,104,478,64,337,458,1593,2452,,
1400000US13073030103,,"Census Tract 301.03, Columbia County, Georgia",0,0,0,0,0,15,0,0,38,39,43,114,222,0,28,0,0,0,0,0,0,19,21,8,146,242,0,0,0,24,0,0,0,0,0,38,0,180,52,43.5,126.5,491,713,,
1400000US13073030105,,"Census Tract 301.05, Columbia County, Georgia",0,0,0,63,0,44,0,8,95,103,0,102,602,0,0,158,0,77,0,0,18,137,107,0,105,518,17,0,52,0,0,14,0,12,89,63,85,186,328.5,295,433.5,478,1535,,
1400000US13073030106,,"Census Tract 301.06, Columbia County, Georgia",14,70,0,0,0,24,0,0,34,37,31,0,229,14,59,0,0,17,0,0,13,19,15,35,57,254,36,12,0,0,24,0,11,23,19,17,51,61,225.5,127.5,105,235,693,,
1400000US13073030201,,"Census Tract 302.01, Columbia County, Georgia",0,0,37,117,0,8,42,41,83,43,0,34,381,0,0,15,17,16,8,43,35,125,101,21,0,410,0,28,0,35,18,0,0,17,90,101,21,100,266,360,394,176,1196,,
1400000US13073030202,,"Census Tract 302.02, Columbia County, Georgia",0,21,0,0,22,0,0,13,55,22,50,0,172,15,62,0,0,0,0,0,0,42,6,47,0,204,22,19,0,4,24,0,0,0,46,39,38,12,166,107.5,138.5,147,559,,
1400000US13073030203,,"Census Tract 302.03, Columbia County, Georgia",0,0,0,0,30,0,0,0,186,88,21,4,589,0,0,0,70,21,0,0,0,242,199,40,17,643,16,0,21,40,0,0,0,0,238,27,142,159,172.5,358.5,647,383,1561,,
1400000US13073030302,,"Census Tract 303.02, Columbia County, Georgia",0,0,49,43,32,75,0,23,239,164,39,219,623,37,0,0,41,27,65,0,22,0,212,150,69,562,32,0,0,0,31,112,0,67,69,35,100,116,247,563,565,693,2068,,
1400000US13073030304,,"Census Tract 303.04, Columbia County, Georgia",0,0,54,22,235,0,0,58,129,94,28,335,644,11,0,17,0,0,0,0,0,130,42,25,419,1044,10,0,16,0,84,0,0,0,78,106,286,464,289.5,386,410.5,1557,2643,,
1400000US13073030306,,"Census Tract 303.06, Columbia County, Georgia",43,42,0,10,0,0,0,0,182,193,0,97,617,0,98,33,0,0,0,0,19,282,139,14,32,567,26,0,57,17,0,0,0,0,168,166,41,92,326,335,814,276,1751,,
1400000US13073030307,,"Census Tract 303.07, Columbia County, Georgia",60,0,0,0,0,0,28,0,42,28,85,158,533,47,0,0,0,0,56,17,0,67,117,112,117,563,14,33,0,0,0,44,17,0,22,102,54,277,154,227.5,312.5,803,1497,,
1400000US13073030308,,"Census Tract 303.08, Columbia County, Georgia",0,0,0,0,0,0,0,0,52,442,248,257,1107,82,0,0,0,0,0,0,0,92,235,351,347,1349,123,0,0,75,0,0,0,0,14,188,350,599,280,79,944,2152,3455,,
1400000US13073030309,,"Census Tract 303.09, Columbia County, Georgia",0,0,0,56,0,24,0,0,142,71,96,225,1117,0,0,19,0,0,85,22,54,81,342,227,287,1074,0,0,37,0,0,0,0,0,92,394,135,416,112,342.5,964.5,1386,2805,,
1400000US13073030401,,"Census Tract 304.01, Columbia County, Georgia",0,0,0,0,0,14,0,0,93,57,0,0,151,0,0,0,0,0,0,0,0,31,58,40,22,339,0,0,0,0,58,0,0,0,49,21,192,19,29,129.5,222.5,273,654,,
1400000US13073030402,,"Census Tract 304.02, Columbia County, Georgia",0,0,55,28,70,30,0,69,241,169,127,321,1167,64,0,0,0,136,0,0,0,403,158,168,238,1336,157,41,0,28,70,77,0,0,259,256,176,272,511,765.5,1034.5,1302,3613,,
1400000US13073030503,,"Census Tract 305.03, Columbia County, Georgia",61,0,99,18,0,166,10,23,126,154,154,155,647,23,0,93,0,0,68,0,0,84,204,119,56,773,0,0,208,13,0,18,65,0,111,185,36,137,515,510.5,703.5,657,2386,,
1400000US13073030504,,"Census Tract 305.04, Columbia County, Georgia",51,18,0,0,15,50,0,0,88,47,0,19,237,11,14,0,0,26,56,0,0,80,20,7,23,357,38,16,109,0,25,37,0,0,24,56,0,52,290,272,219,101,882,,
1400000US13073030505,,"Census Tract 305.05, Columbia County, Georgia",0,82,23,14,38,172,0,0,151,50,19,46,737,38,0,41,21,65,129,0,0,193,28,86,136,972,121,0,73,20,61,53,0,0,129,155,194,166,515,672.5,469.5,647,2304,,
1400000US13073030506,,"Census Tract 305.06, Columbia County, Georgia",109,0,26,36,52,0,90,0,528,238,94,188,1026,188,0,0,150,0,0,101,0,295,188,20,84,869,156,0,65,0,41,36,54,0,455,0,35,27,776.5,966.5,1065,448,3256,,
1400000US13073030603,,"Census Tract 306.03, Columbia County, Georgia",119,12,75,13,0,11,0,0,93,27,33,4,484,96,19,51,24,13,81,0,0,63,87,38,12,504,10,79,11,22,23,12,54,0,33,53,50,157,549,270.5,261.5,294,1375,,
1400000US13075960100,,"Census Tract 9601, Cook County, Georgia",11,8,33,0,32,0,5,0,38,0,4,0,133,11,17,18,18,0,4,0,0,46,12,0,7,214,15,24,4,36,19,3,0,14,58,29,12,0,220.5,122.5,112,23,478,,
1400000US13075960200,,"Census Tract 9602, Cook County, Georgia",43,70,19,8,0,5,0,0,25,0,39,0,242,39,25,25,26,0,5,0,10,28,38,35,11,275,27,13,26,43,19,3,0,0,94,13,25,12,373.5,106,124.5,122,726,,
1400000US13075960300,,"Census Tract 9603, Cook County, Georgia",162,48,71,93,26,12,39,0,12,125,67,17,625,129,24,101,30,64,0,46,0,65,97,19,50,541,59,30,13,21,18,14,0,3,138,11,89,145,835,275.5,340.5,387,1838,,
1400000US13075960400,,"Census Tract 9604, Cook County, Georgia",26,46,0,21,39,39,15,1,47,32,51,0,551,79,43,0,65,56,55,0,50,139,31,10,23,436,70,66,20,11,8,18,0,5,192,34,0,12,498.5,423.5,286,96,1304,,
1400000US13077170100,,"Census Tract 1701, Coweta County, Georgia",62,0,0,10,41,20,21,0,186,41,28,54,794,158,89,18,27,0,33,0,0,81,110,64,214,718,207,44,0,22,0,22,19,0,42,156,106,100,657.5,290,461.5,566,1975,,
1400000US13077170200,,"Census Tract 1702, Coweta County, Georgia",19,0,0,0,63,92,80,114,119,104,163,0,595,15,42,0,0,0,209,47,70,173,10,0,29,434,46,31,0,0,0,10,31,64,125,0,54,73,184.5,957,322.5,319,1783,,
1400000US13077170303,,"Census Tract 1703.03, Coweta County, Georgia",12,27,0,0,0,8,0,25,102,59,46,146,618,70,14,14,0,0,33,0,38,98,108,66,177,587,60,14,27,0,0,8,0,10,164,67,109,128,238,304,416,672,1630,,
1400000US13077170304,,"Census Tract 1703.04, Coweta County, Georgia",19,48,0,0,0,9,25,19,215,51,63,0,712,37,15,0,0,0,43,44,0,292,125,143,13,568,0,107,0,0,56,8,0,0,75,141,100,81,254,467,608,400,1729,,
1400000US13077170305,,"Census Tract 1703.05, Coweta County, Georgia",372,66,213,43,62,33,0,55,119,99,42,62,781,219,20,0,22,39,42,41,0,92,149,139,18,1094,233,43,127,17,28,30,68,95,130,189,36,98,1439.5,599,607.5,395,3041,,
1400000US13077170306,,"Census Tract 1703.06, Coweta County, Georgia",43,0,60,10,0,54,81,0,199,58,117,112,823,97,20,119,11,0,0,0,32,198,100,108,138,770,28,61,0,67,25,0,33,17,190,49,167,133,528.5,523,500.5,775,2327,,
1400000US13077170402,,"Census Tract 1704.02, Coweta County, Georgia",0,24,78,17,0,21,0,0,40,119,67,142,1041,0,108,54,17,13,126,147,0,138,131,225,82,1170,0,0,90,0,36,83,75,0,143,246,86,411,412.5,637,656.5,1013,2719,,
1400000US13077170403,,"Census Tract 1704.03, Coweta County, Georgia",0,0,0,17,0,0,0,0,159,88,40,55,590,0,0,0,21,0,0,0,0,112,128,53,276,581,0,0,10,28,0,15,0,0,24,27,99,378,76,162.5,390.5,901,1530,,
1400000US13077170404,,"Census Tract 1704.04, Coweta County, Georgia",0,0,0,0,0,63,0,39,54,68,0,44,342,0,27,26,0,0,22,0,77,89,37,64,0,446,0,48,0,0,0,22,0,31,56,69,75,145,101,353.5,273.5,328,1056,,
1400000US13077170405,,"Census Tract 1704.05, Coweta County, Georgia",11,0,0,0,14,25,10,0,354,115,32,65,498,11,0,0,0,0,0,20,0,230,143,0,94,561,44,0,0,0,0,0,0,12,166,36,61,242,73,449,669,494,1685,,
1400000US13077170406,,"Census Tract 1704.06, Coweta County, Georgia",0,0,0,0,0,15,0,0,81,33,12,56,406,0,0,0,7,13,14,6,0,46,147,60,113,544,5,9,0,28,48,15,7,0,70,114,51,197,79.5,186,392.5,489,1147,,
1400000US13077170501,,"Census Tract 1705.01, Coweta County, Georgia",13,0,0,1,0,70,23,6,73,133,107,109,501,0,0,39,3,3,59,21,4,143,97,58,74,538,0,0,32,1,8,80,26,0,72,167,6,146,94.5,438.5,541,500,1574,,
1400000US13077170502,,"Census Tract 1705.02, Coweta County, Georgia",55,84,0,0,7,37,0,37,104,49,11,178,373,3,0,0,0,21,33,0,0,105,44,107,60,579,0,0,0,25,23,24,0,39,52,70,127,219,192.5,326,293.5,702,1514,,
1400000US13077170503,,"Census Tract 1705.03, Coweta County, Georgia",25,11,0,0,53,15,38,40,153,164,66,63,415,21,0,0,0,0,12,0,33,94,108,29,118,391,18,27,0,0,106,14,0,0,68,23,32,103,181.5,389,452.5,411,1434,,
1400000US13077170601,,"Census Tract 1706.01, Coweta County, Georgia",65,22,442,0,30,129,14,103,36,0,122,75,877,82,9,317,81,21,168,15,0,0,20,145,19,492,138,18,104,11,0,103,29,0,0,0,0,89,1314.5,604.5,38,450,2407,,
1400000US13077170602,,"Census Tract 1706.02, Coweta County, Georgia",17,0,0,0,67,32,0,41,39,94,72,97,815,15,0,25,53,17,0,0,45,75,273,110,202,892,72,0,25,17,23,34,0,41,0,64,173,443,277.5,303.5,488,1097,2166,,
1400000US13077170603,,"Census Tract 1706.03, Coweta County, Georgia",11,0,0,31,10,0,0,0,65,47,133,31,396,0,0,0,20,0,0,0,0,63,189,70,54,676,14,0,0,36,43,0,0,0,215,151,117,100,138.5,198,558.5,505,1400,,
1400000US13077170700,,"Census Tract 1707, Coweta County, Georgia",78,31,0,52,18,0,0,0,25,29,0,87,544,31,23,0,56,36,24,0,15,156,138,65,0,672,11,75,0,92,131,0,18,48,152,61,0,84,541.5,364,394.5,236,1536,,
1400000US13077170801,,"Census Tract 1708.01, Coweta County, Georgia",34,7,9,20,18,0,4,0,41,86,0,0,429,0,6,0,70,30,66,11,26,134,41,7,38,443,29,6,0,0,10,6,15,53,178,56,67,23,210,386.5,359.5,135,1091,,
1400000US13077170802,,"Census Tract 1708.02, Coweta County, Georgia",0,7,18,2,1,7,0,0,36,11,0,84,490,0,0,2,28,34,0,0,25,177,92,22,110,332,9,35,3,7,12,0,0,13,43,88,55,67,134.5,196.5,319,338,988,,
1400000US13079070100,,"Census Tract 701, Crawford County, Georgia",29,22,10,59,0,27,0,0,78,17,24,75,295,34,0,16,7,7,10,0,40,48,55,47,31,276,16,14,8,12,10,34,0,0,66,24,41,51,235.5,215.5,192,269,912,,
1400000US13079070201,,"Census Tract 702.01, Crawford County, Georgia",0,50,0,0,52,41,0,0,19,33,32,15,255,95,36,0,0,58,34,0,0,0,19,13,0,459,78,0,9,0,0,0,0,0,192,70,17,93,323,235.5,227.5,170,956,,
1400000US13079070202,,"Census Tract 702.02, Crawford County, Georgia",83,0,0,9,0,20,0,13,26,48,0,0,140,9,10,12,0,77,0,0,8,0,0,24,0,396,27,71,24,9,51,0,0,34,93,29,46,12,318,198.5,136.5,82,735,,
