County_ID,County_Name,State_ID,State_Name,n^M_i,n^H_i,n^U_i,n^O_i,p_i,PREDICTED_DEMAND,STATE_FIPS,COUNTY_FIPS,County_Population_2010,RUCC_2013,NUM_DENTISTS,ACCEPTS_MED,ACCEPTS_CHIP,ACCEPTS_MED_CHIP,ONLY_PRIVATE,NUM_GENERALIST,NUM_SPECIALIST,NUM_PEDIATRITION,NUM_MED_GENERALIST,NUM_MED_SPECIALIST,NUM_MED_PEDIATRITION,NUM_CHIP_GENERALIST,NUM_CHIP_SPECIALIST,NUM_CHIP_PEDIATRITION,NUM_MED_CHIP_GENERALIST,NUM_MED_CHIP_SPECIALIST,NUM_MED_CHIP_PEDIATRITION,PUBLIC_DENTIST_RATIO,PREDICTED_SUPPLY,PUBLIC_AVAILABILITY_RATIO,label
5,Bartholomew County,18,Indiana,6269.5,3907.02,4318.48,4867,19362,16.80774583,18,5,0,3,44.58669664,16.58669664,16.58669664,16.58669664,28,38.5033633,5.833333333,0.25,15.5033633,0.833333333,0.25,15.5033633,0.833333333,0.25,15.5033633,0.833333333,0.25,0.372009991,3.620739927,0.215420912,1
7,Benton County,18,Indiana,963.875,476.985,500.14,209,2150,2.250695733,18,7,0,3,2.380952381,0.380952381,0.380952381,0.380952381,2,2.380952381,0,0,0.380952381,0,0,0.380952381,0,0,0.380952381,0,0,0.16,0.083809524,0.037237163,0
9,Blackford County,18,Indiana,946.25,651.13,557.62,370,2525,2.498840445,18,9,0,6,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Boone County,18,Indiana,2440.875,2537.525,3345.6,8719,17043,9.652133581,18,11,0,1,42.00549451,5.005494505,5.005494505,5.005494505,37,35.50549451,4,2.5,4.505494505,0,0.5,4.505494505,0,0.5,4.505494505,0,0.5,0.119162852,1.411208791,0.146206927,0
13,Brown County,18,Indiana,678.375,694.665,766.96,553,2693,2.481447124,18,13,0,1,5,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Carroll County,18,Indiana,1384.75,963.27,1204.98,906,4459,4.119897959,18,15,0,3,6.333333333,2.333333333,2.333333333,2.333333333,4,6.333333333,0,0,2.333333333,0,0,2.333333333,0,0,2.333333333,0,0,0.368421053,0.513333333,0.124598555,0
17,Cass County,18,Indiana,3841.125,1907.815,1556.06,1194,8499,8.47054731,18,17,0,4,10.58382353,6.583823529,6.583823529,6.583823529,4,10.58382353,0,0,6.583823529,0,0,6.583823529,0,0,6.583823529,0,0,0.622064749,1.448441176,0.170997354,0
19,Clark County,18,Indiana,8230.125,5528.575,5548.3,6638,25945,22.38752319,18,19,0,1,38.93768751,17.93768751,17.93768751,17.93768751,21,35.12102085,0.566666667,3.25,16.12102085,0.566666667,1.25,16.12102085,0.566666667,1.25,16.12102085,0.566666667,1.25,0.460676755,4.596624587,0.205320819,0
21,Clay County,18,Indiana,2205.75,1245.15,1298.1,1209,5958,5.506725417,18,21,0,3,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Clinton County,18,Indiana,3163.75,2041.17,1640.08,1289,8134,7.937152134,18,23,0,6,11.03687979,7.036879787,7.036879787,7.036879787,4,11.03687979,0,0,7.036879787,0,0,7.036879787,0,0,7.036879787,0,0,0.637578729,1.548113553,0.195046476,0
25,Crawford County,18,Indiana,900.125,507.975,531.9,276,2216,2.249536178,18,25,0,8,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0.44,0.195595876,0
27,Daviess County,18,Indiana,4134.5,2262.94,1635.56,1551,9584,9.314703154,18,27,0,7,7.25,2.25,2.25,2.25,5,6.25,1,0,2.25,0,0,2.25,0,0,2.25,0,0,0.310344828,0.495,0.05314179,0
29,Dearborn County,18,Indiana,3200,1960.94,2234.06,3712,11107,8.574907236,18,29,0,1,14.19239927,10.19239927,10.19239927,10.19239927,4,13.99239927,0.2,0,9.992399267,0.2,0,9.992399267,0.2,0,9.992399267,0.2,0,0.718159,2.198327839,0.256367536,0
31,Decatur County,18,Indiana,1966.375,1609.605,1510.02,1239,6325,5.897495362,18,31,0,6,8.683333333,6.683333333,6.683333333,6.683333333,2,8.15,0.533333333,0,6.15,0.533333333,0,6.15,0.533333333,0,6.15,0.533333333,0,0.769673704,1.353,0.229419426,0
33,DeKalb County,18,Indiana,2952.75,2633.11,2879.14,1798,10263,9.815630798,18,33,0,4,18.5,6.5,6.5,6.5,12,16.5,1,1,6.5,0,0,6.5,0,0,6.5,0,0,0.351351351,1.43,0.145686001,0
35,Delaware County,18,Indiana,8807.375,4562.585,4233.04,3556,21159,20.41164193,18,35,0,3,66.18396408,36.18396408,36.18396408,36.18396408,30,57.70063074,5.483333333,3,30.70063074,2.483333333,3,30.70063074,2.483333333,3,30.70063074,2.483333333,3,0.546717994,9.274138763,0.454355352,1
37,Dubois County,18,Indiana,2776.125,1821.635,3125.24,2592,10315,8.955241187,18,37,0,5,29.33333333,11.33333333,11.33333333,11.33333333,18,26,3.333333333,0,10,1.333333333,0,10,1.333333333,0,10,1.333333333,0,0.386363636,2.2,0.245666192,0
39,Elkhart County,18,Indiana,20020.25,13502.51,13378.24,8876,55777,54.38427644,18,39,0,3,74.19529139,31.19529139,31.19529139,31.19529139,43,65.21549341,4.194444444,4.785353535,27.21549341,1.194444444,2.785353535,27.21549341,1.194444444,2.785353535,27.21549341,1.194444444,2.785353535,0.420448398,8.327105521,0.153116049,-1
41,Fayette County,18,Indiana,2085.25,1174.99,1125.76,713,5099,5.08580705,18,41,0,6,4.5,3.5,3.5,3.5,1,4.5,0,0,3.5,0,0,3.5,0,0,3.5,0,0,0.777777778,0.77,0.151401733,0
43,Floyd County,18,Indiana,4763.5,2685.04,3870.46,6035,17354,13.125,18,43,0,1,51.73164176,14.73164176,14.73164176,14.73164176,37,40.98164176,10.5,0.25,10.98164176,3.5,0.25,10.98164176,3.5,0.25,10.98164176,3.5,0.25,0.284770428,2.625961188,0.200073233,0
45,Fountain County,18,Indiana,1123.625,862.235,904.14,670,3560,3.351113173,18,45,0,6,3,1,1,1,2,3,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0.22,0.065649827,0
47,Franklin County,18,Indiana,1199,1416.26,1361.74,1439,5416,4.611549165,18,47,0,6,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Fulton County,18,Indiana,1511.875,1152.065,1090.06,857,4611,4.35296846,18,49,0,7,11,6,6,6,5,11,0,0,6,0,0,6,0,0,6,0,0,0.545454545,1.32,0.303241343,0
51,Gibson County,18,Indiana,2356,1512.42,2088.58,1815,7772,6.907467532,18,51,0,6,16.125,6.125,6.125,6.125,10,16.125,0,0,6.125,0,0,6.125,0,0,6.125,0,0,0.379844961,1.3475,0.195078731,0
53,Grant County,18,Indiana,6539.5,3034.42,2605.08,1383,13562,14.12221707,18,53,0,4,34.52933635,21.52933635,21.52933635,21.52933635,13,31.27933635,2.25,1,20.27933635,0.25,1,20.27933635,0.25,1,20.27933635,0.25,1,0.623508547,5.301453997,0.375398138,0
55,Greene County,18,Indiana,2269,1559.3,1920.7,1156,6905,6.666280148,18,55,0,6,18.58333333,9.583333333,9.583333333,9.583333333,9,16.58333333,1,1,8.583333333,0,1,8.583333333,0,1,8.583333333,0,1,0.515695067,2.728333333,0.409273729,0
57,Hamilton County,18,Indiana,9914,9476.72,17150.28,50855,87396,42.37128942,18,57,0,1,279.8863076,54.88630763,54.88630763,54.88630763,225,229.1930176,36.30238095,14.39090909,40.19301758,7.302380952,7.390909091,40.19301758,7.302380952,7.390909091,40.19301758,7.302380952,7.390909091,0.196102153,15.0508275,0.355212874,-1
59,Hancock County,18,Indiana,3397.375,3011.365,4437.26,6397,17243,12.57653061,18,59,0,1,32.51157078,13.51157078,13.51157078,13.51157078,19,32.51157078,0,0,13.51157078,0,0,13.51157078,0,0,13.51157078,0,0,0.415592678,2.972545572,0.236356565,0
61,Harrison County,18,Indiana,2058.5,1732.58,2661.92,2235,8688,7.482606679,18,61,0,1,16.69404762,6.694047619,6.694047619,6.694047619,10,15.94404762,0.5,0.25,5.944047619,0.5,0.25,5.944047619,0.5,0.25,5.944047619,0.5,0.25,0.400984098,1.517690476,0.202829113,0
63,Hendricks County,18,Indiana,5355.625,6693.775,10468.6,18012,40530,26.11085343,18,63,0,1,89.39334699,34.39334699,34.39334699,34.39334699,55,78.88382318,9.926190476,0.583333333,28.88382318,4.926190476,0.583333333,28.88382318,4.926190476,0.583333333,28.88382318,4.926190476,0.583333333,0.384741685,6.844441101,0.262130118,0
65,Henry County,18,Indiana,3785.5,2123.6,2110.9,1706,9726,9.299628942,18,65,0,4,15.03333333,10.03333333,10.03333333,10.03333333,5,13.5,1.533333333,0,9.5,0.533333333,0,9.5,0.533333333,0,9.5,0.533333333,0,0.667405765,2.09,0.22474015,0
67,Howard County,18,Indiana,6903.375,3638.125,3700.5,3872,18114,16.51437848,18,67,0,3,65.7692284,33.7692284,33.7692284,33.7692284,32,59.5192284,4.916666667,1.333333333,29.5192284,2.916666667,1.333333333,29.5192284,2.916666667,1.333333333,29.5192284,2.916666667,1.333333333,0.513450275,7.614230249,0.461066716,1
69,Huntington County,18,Indiana,2209.125,1743.935,2132.94,1434,7520,7.057050093,18,69,0,6,13,6,6,6,7,13,0,0,6,0,0,6,0,0,6,0,0,0.461538462,1.32,0.187046993,0
71,Jackson County,18,Indiana,3879.5,2218.34,2472.16,1807,10377,9.937384045,18,71,0,4,15.58134921,8.581349206,8.581349206,8.581349206,7,13.33134921,2,0.25,8.331349206,0,0.25,8.331349206,0,0.25,8.331349206,0,0.25,0.550744938,2.042896825,0.205576922,0
73,Jasper County,18,Indiana,2280.5,1820.04,1894.46,1782,7777,6.951530612,18,73,0,1,9,4,4,4,5,8,1,0,4,0,0,4,0,0,4,0,0,0.444444444,0.88,0.126590826,0
75,Jay County,18,Indiana,2280.875,1143.645,1137.48,717,5279,5.289888683,18,75,0,6,4.090909091,4.090909091,4.090909091,4.090909091,0,4.090909091,0,0,4.090909091,0,0,4.090909091,0,0,4.090909091,0,0,1,0.9,0.170135905,0
77,Jefferson County,18,Indiana,2216.5,1603.06,1454.44,1309,6583,6.115491651,18,77,0,6,18.5,6.5,6.5,6.5,12,17,1.5,0,6,0.5,0,6,0.5,0,6,0.5,0,0.351351351,1.32,0.215845279,0
79,Jennings County,18,Indiana,2323.375,1849.125,1553.5,675,6401,6.63961039,18,79,0,6,8.921428571,6.921428571,6.921428571,6.921428571,2,8.471428571,0.2,0.25,6.471428571,0.2,0.25,6.471428571,0.2,0.25,6.471428571,0.2,0.25,0.775820657,1.633714286,0.246055746,0
81,Johnson County,18,Indiana,9286.75,6099.09,9264.16,12840,37490,28.58302412,18,81,0,1,98.71987653,33.71987653,33.71987653,33.71987653,65,90.11987653,8.6,0,31.11987653,2.6,0,31.11987653,2.6,0,31.11987653,2.6,0,0.3415713,6.846372837,0.239525839,0
83,Knox County,18,Indiana,3037.625,1538.075,1874.3,1195,7645,7.479128015,18,83,0,5,19.33333333,8.333333333,8.333333333,8.333333333,11,18.33333333,1,0,8.333333333,0,0,8.333333333,0,0,8.333333333,0,0,0.431034483,1.833333333,0.245126615,0
85,Kosciusko County,18,Indiana,5179,5108.56,4480.44,3965,18733,17.12430427,18,85,0,4,24.83333333,2.833333333,2.833333333,2.833333333,22,23.23333333,1.6,0,2.233333333,0.6,0,2.233333333,0.6,0,2.233333333,0.6,0,0.11409396,0.491333333,0.028692163,0
87,LaGrange County,18,Indiana,3962.75,3956.81,2980.44,1754,12654,12.63914657,18,87,0,6,7.583333333,3.583333333,3.583333333,3.583333333,4,7.583333333,0,0,3.583333333,0,0,3.583333333,0,0,3.583333333,0,0,0.472527473,0.788333333,0.062372355,0
89,Lake County,18,Indiana,47207.875,18904.385,21809.74,26280,114202,101.9503711,18,89,0,1,289.5436174,87.54361742,87.54361742,87.54361742,202,247.8090936,32.5234127,9.211111111,76.80909361,6.523412698,4.211111111,76.80909361,6.523412698,4.211111111,76.80909361,6.523412698,4.211111111,0.302350362,20.43533393,0.200443939,-1
91,LaPorte County,18,Indiana,10837.5,4288.46,4541.04,3843,23510,22.80496289,18,91,0,3,46.03568376,11.03568376,11.03568376,11.03568376,35,38.83568376,5.666666667,1.533333333,7.835683761,1.666666667,1.533333333,7.835683761,1.666666667,1.533333333,7.835683761,1.666666667,1.533333333,0.23972021,3.011850427,0.132069955,1
93,Lawrence County,18,Indiana,3724.625,2038.655,2467.72,1496,9727,9.544294991,18,93,0,6,17.79090909,8.790909091,8.790909091,8.790909091,9,15.59090909,2.2,0,7.590909091,1.2,0,7.590909091,1.2,0,7.590909091,1.2,0,0.494123659,1.67,0.174973636,0
95,Madison County,18,Indiana,11912.375,5187.725,5736.9,4607,27444,26.48075139,18,95,0,1,60.88419477,29.88419477,29.88419477,29.88419477,31,53.60641699,5.166666667,2.111111111,26.60641699,2.166666667,1.111111111,26.60641699,2.166666667,1.111111111,26.60641699,2.166666667,1.111111111,0.490836659,6.786745071,0.256289747,0
97,Marion County,18,Indiana,108671.125,43907.795,34623.08,41208,228410,217.0709647,18,97,0,1,776.4267567,410.4267567,410.4267567,410.4267567,366,640.4955767,109.9594628,25.97171717,334.4955767,58.95946276,16.97171717,334.4955767,58.95946276,16.97171717,334.4955767,58.95946276,16.97171717,0.528609754,87.8452693,0.404684567,-1
99,Marshall County,18,Indiana,4021.375,2431.485,2803.14,2153,11409,10.73283859,18,99,0,6,18,4,4,4,14,18,0,0,4,0,0,4,0,0,4,0,0,0.222222222,0.88,0.081991357,0
101,Martin County,18,Indiana,717.75,495.73,576.52,427,2217,2.075602968,18,101,0,7,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.22,0.105993296,0
103,Miami County,18,Indiana,3453.875,1697.985,1305.14,1058,7515,7.487244898,18,103,0,6,12.42424242,9.424242424,9.424242424,9.424242424,3,11.42424242,1,0,9.424242424,0,0,9.424242424,0,0,9.424242424,0,0,0.758536585,2.073333333,0.276915389,0
105,Monroe County,18,Indiana,7470.125,4166.575,3956.3,6793,22386,18.08093692,18,105,0,3,62.69285714,18.69285714,18.69285714,18.69285714,44,51.25952381,8.733333333,2.7,16.25952381,1.733333333,0.7,16.25952381,1.733333333,0.7,16.25952381,1.733333333,0.7,0.29816566,4.165095238,0.230358374,1
107,Montgomery County,18,Indiana,2511.5,2146.48,1984.02,1614,8256,7.701762523,18,107,0,6,17.5,5.5,5.5,5.5,12,14.5,2,1,4.5,0,1,4.5,0,1,4.5,0,1,0.314285714,1.83,0.237607949,0
109,Morgan County,18,Indiana,4587.625,3071.535,4317.84,3542,15519,13.88798701,18,109,0,1,26.89583333,11.89583333,11.89583333,11.89583333,15,23.0625,2.333333333,1.5,10.0625,0.333333333,1.5,10.0625,0.333333333,1.5,10.0625,0.333333333,1.5,0.442292796,3.47375,0.250126242,0
111,Newton County,18,Indiana,1358.75,596.11,590.14,471,3016,2.95106679,18,111,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Noble County,18,Indiana,3190.75,3323.61,3294.64,1855,11664,11.37407236,18,113,0,6,17.5,7.5,7.5,7.5,10,15.5,1,1,7.5,0,0,7.5,0,0,7.5,0,0,0.428571429,1.65,0.145066775,0
115,Ohio County,18,Indiana,118.5,311.08,388.42,248,1066,0.94851577,18,115,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Orange County,18,Indiana,1872.875,988.445,970.68,626,4458,4.443413729,18,117,0,6,7.5,4.5,4.5,4.5,3,7.5,0,0,4.5,0,0,4.5,0,0,4.5,0,0,0.6,0.99,0.22280167,0
119,Owen County,18,Indiana,1801.375,931.565,871.06,619,4223,4.17903525,18,119,0,3,3.333333333,1.333333333,1.333333333,1.333333333,2,3.333333333,0,0,1.333333333,0,0,1.333333333,0,0,1.333333333,0,0,0.4,0.293333333,0.070191639,0
121,Parke County,18,Indiana,1443.375,900.825,841.8,387,3573,3.694341373,18,121,0,6,4.833333333,1.833333333,1.833333333,1.833333333,3,4.833333333,0,0,1.833333333,0,0,1.833333333,0,0,1.833333333,0,0,0.379310345,0.403333333,0.109175978,0
123,Perry County,18,Indiana,1417.5,716.54,944.96,823,3902,3.570269017,18,123,0,6,6.333333333,2.333333333,2.333333333,2.333333333,4,6.333333333,0,0,2.333333333,0,0,2.333333333,0,0,2.333333333,0,0,0.368421053,0.513333333,0.143780015,0
125,Pike County,18,Indiana,873.75,514.69,683.56,662,2734,2.402597403,18,125,0,8,3,1,1,1,2,3,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0.22,0.091567568,0
127,Porter County,18,Indiana,8551.5,5607.5,9623,13385,37167,27.57653061,18,127,0,1,86.74191642,14.74191642,14.74191642,14.74191642,72,72.54191642,10.66666667,3.533333333,10.54191642,1.666666667,2.533333333,10.54191642,1.666666667,2.533333333,10.54191642,1.666666667,2.533333333,0.169951472,4.447221612,0.161268351,0
129,Posey County,18,Indiana,1171.25,938.63,1721.12,1802,5633,4.442254174,18,129,0,2,2,1,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0.5,0.22,0.049524406,0
131,Pulaski County,18,Indiana,1120,699,621,423,2863,2.829313544,18,131,0,6,3,1,1,1,2,3,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0.22,0.077757377,0
133,Putnam County,18,Indiana,2283.625,1848.495,1614.88,1268,7015,6.663961039,18,133,0,1,9.333333333,4.333333333,4.333333333,4.333333333,5,8.333333333,0,1,3.333333333,0,1,3.333333333,0,1,3.333333333,0,1,0.464285714,1.573333333,0.236095818,0
135,Randolph County,18,Indiana,2394,1285.52,1351.48,666,5697,5.833719852,18,135,0,6,3,1,1,1,2,3,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0.22,0.037711787,0
137,Ripley County,18,Indiana,2072.875,1444.465,1996.66,1187,6701,6.393784787,18,137,0,6,9,3,3,3,6,6,1,2,3,0,0,3,0,0,3,0,0,0.333333333,0.66,0.103225245,0
139,Rush County,18,Indiana,1409.25,904.59,853.16,545,3712,3.672309833,18,139,0,6,5.333333333,3.333333333,3.333333333,3.333333333,2,5.333333333,0,0,3.333333333,0,0,3.333333333,0,0,3.333333333,0,0,0.625,0.733333333,0.199692664,0
141,St. Joseph County,18,Indiana,25120.75,11747.63,12939.62,13493,63301,57.75510204,18,141,0,2,143.4664891,42.46648907,42.46648907,42.46648907,101,123.9664891,16,3.5,35.96648907,3,3.5,35.96648907,3,3.5,35.96648907,3,3.5,0.296002846,10.85262759,0.187907686,-1
143,Scott County,18,Indiana,2142.5,1143.18,1104.32,977,5367,5.090445269,18,143,0,1,4,2,2,2,2,4,0,0,2,0,0,2,0,0,2,0,0,0.5,0.44,0.086436446,0
145,Shelby County,18,Indiana,3282.25,1818.49,2559.26,2259,9919,8.882189239,18,145,0,1,12.43369963,6.433699634,6.433699634,6.433699634,6,12.23369963,0,0.2,6.233699634,0,0.2,6.233699634,0,0.2,6.233699634,0,0.2,0.51744049,1.539413919,0.173314695,0
147,Spencer County,18,Indiana,1212.25,818.35,1291.4,1182,4504,3.852040816,18,147,0,8,5,2,2,2,3,5,0,0,2,0,0,2,0,0,2,0,0,0.4,0.44,0.114225166,0
149,Starke County,18,Indiana,2088.25,1155.01,1314.74,751,5309,5.285250464,18,149,0,6,3.719017094,1.719017094,1.719017094,1.719017094,2,3.719017094,0,0,1.719017094,0,0,1.719017094,0,0,1.719017094,0,0,0.462223499,0.378183761,0.071554558,0
151,Steuben County,18,Indiana,2227.625,1582.235,1696.14,1302,6808,6.384508349,18,151,0,7,11.33333333,1.333333333,1.333333333,1.333333333,10,9.333333333,2,0,1.333333333,0,0,1.333333333,0,0,1.333333333,0,0,0.117647059,0.293333333,0.045944545,0
153,Sullivan County,18,Indiana,1547.625,665.435,1062.94,816,4092,3.798701299,18,153,0,3,5,5,5,5,0,5,0,0,5,0,0,5,0,0,5,0,0,1,1.1,0.28957265,0
155,Switzerland County,18,Indiana,1317,452.94,442.06,448,2660,2.564935065,18,155,0,8,1.5,1.5,1.5,1.5,0,1.5,0,0,1.5,0,0,1.5,0,0,1.5,0,0,1,0.33,0.128658228,0
157,Tippecanoe County,18,Indiana,12625.875,7708.205,7554.92,10242,38131,32.33882189,18,157,0,3,85.89217039,35.89217039,35.89217039,35.89217039,50,70.08105928,12.39444444,3.416666667,28.08105928,4.394444444,3.416666667,28.08105928,4.394444444,3.416666667,28.08105928,4.394444444,3.416666667,0.417874764,9.047833042,0.279782395,2
159,Tipton County,18,Indiana,955.375,591.785,681.84,818,3047,2.584647495,18,159,0,6,10,8,8,8,2,10,0,0,8,0,0,8,0,0,8,0,0,0.8,1.76,0.680943921,0
161,Union County,18,Indiana,479.5,469.08,330.42,188,1467,1.483070501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Vanderburgh County,18,Indiana,15685.25,6636.71,7355.04,8872,38549,34.41210575,18,163,0,2,110.8808725,42.88087248,42.88087248,42.88087248,68,92.30865026,14.12777778,4.444444444,36.30865026,4.127777778,2.444444444,36.30865026,4.127777778,2.444444444,36.30865026,4.127777778,2.444444444,0.386729212,10.04123639,0.291793721,2
165,Vermillion County,18,Indiana,1139.125,901.655,795.22,492,3328,3.288497217,18,165,0,3,4.333333333,2.333333333,2.333333333,2.333333333,2,4.333333333,0,0,2.333333333,0,0,2.333333333,0,0,2.333333333,0,0,0.538461538,0.513333333,0.156099671,0
167,Vigo County,18,Indiana,9110.75,3856.95,4520.3,3934,21422,20.27829314,18,167,0,3,49.52571375,21.52571375,21.52571375,21.52571375,28,40.19238042,7.138888889,2.194444444,18.19238042,2.138888889,1.194444444,18.19238042,2.138888889,1.194444444,18.19238042,2.138888889,1.194444444,0.434637123,5.005657025,0.246848045,1
169,Wabash County,18,Indiana,2351.375,1711.845,1511.78,707,6282,6.464517625,18,169,0,6,10.58095238,7.580952381,7.580952381,7.580952381,3,10.58095238,0,0,7.580952381,0,0,7.580952381,0,0,7.580952381,0,0,0.716471647,1.667809524,0.257994428,0
171,Warren County,18,Indiana,528.125,417.595,472.28,297,1715,1.644248609,18,171,0,8,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.22,0.133799718,0
173,Warrick County,18,Indiana,2598.875,2674.605,3929.52,5337,14540,10.67138219,18,173,0,2,31.5,11.5,11.5,11.5,20,25,5.5,1,8,2.5,1,8,2.5,1,8,2.5,1,0.365079365,2.6,0.243642291,0
175,Washington County,18,Indiana,2183,1665.32,1535.68,977,6361,6.243042672,18,175,0,1,5,1,1,1,4,4,1,0,1,0,0,1,0,0,1,0,0,0.2,0.22,0.035239227,0
177,Wayne County,18,Indiana,6266.125,2815.795,2621.08,2562,14265,13.57026902,18,177,0,5,39.43252801,23.43252801,23.43252801,23.43252801,16,34.39919468,4.95,0.083333333,21.39919468,1.95,0.083333333,21.39919468,1.95,0.083333333,21.39919468,1.95,0.083333333,0.594243615,4.777822829,0.352080185,0
179,Wells County,18,Indiana,2154.375,1509.445,2060.18,1105,6829,6.63729128,18,179,0,2,7,7,7,7,0,7,0,0,7,0,0,7,0,0,7,0,0,1,1.54,0.232022362,0
181,White County,18,Indiana,1714.625,1200.675,1712.7,938,5566,5.366419295,18,181,0,6,8,2,2,2,6,8,0,0,2,0,0,2,0,0,2,0,0,0.25,0.44,0.081991357,0
183,Whitley County,18,Indiana,2081.5,1728.76,2173.74,1689,7673,6.93877551,18,183,0,2,12.5,5.5,5.5,5.5,7,12.5,0,0,5.5,0,0,5.5,0,0,5.5,0,0,0.44,1.21,0.174382353,0
1,Allen County,20,Kansas,929,630.8,683.2,486,2729,2.600881262,20,1,0,7,7.176190476,2.30952381,0.866666667,3.176190476,4,7.176190476,0,0,2.30952381,0,0,0.866666667,0,0,3.176190476,0,0,0.442601194,0.698761905,0.268663516,0
3,Anderson County,20,Kansas,700.5,510.1,603.4,189,2003,2.103432282,20,3,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Atchison County,20,Kansas,1193,589.6,931.4,972,3686,3.14703154,20,5,0,6,6.833333333,2.5,3.333333333,4.833333333,2,6.833333333,0,0,2.5,0,0,3.333333333,0,0,4.833333333,0,0,0.707317073,1.063333333,0.337884549,0
7,Barber County,20,Kansas,350.5,273.1,258.4,215,1097,1.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Barton County,20,Kansas,2136,1481,1767,884,6268,6.243042672,20,9,0,7,11.33333333,1.833333333,1.5,3.333333333,8,10,1.333333333,0,1.5,0.333333333,0,1.5,0,0,3,0.333333333,0,0.294117647,0.66,0.105717682,0
11,Bourbon County,20,Kansas,1459,968.4,896.6,373,3697,3.854359926,20,11,0,6,3,1,2,3,0,3,0,0,1,0,0,2,0,0,3,0,0,1,0.66,0.171234657,0
13,Brown County,20,Kansas,809.5,618.3,535.2,466,2429,2.276205937,20,13,0,6,4.166666667,1.5,1.666666667,3.166666667,1,4.166666667,0,0,1.5,0,0,1.666666667,0,0,3.166666667,0,0,0.76,0.696666667,0.306064867,0
15,Butler County,20,Kansas,3797.5,3535.3,5034.2,4557,16924,14.34021336,20,15,0,2,32.73333333,6.333333333,5.4,11.73333333,21,30,1.733333333,1,6,0.333333333,0,5,0.4,0,11,0.733333333,0,0.358452138,2.42,0.168756206,1
17,Chase County,20,Kansas,149.5,171.3,246.2,50,617,0.657467532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Chautauqua County,20,Kansas,281.5,231.7,128.8,61,703,0.744434137,20,19,0,8,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.22,0.29552648,0
21,Cherokee County,20,Kansas,1801.5,930.5,1439,621,4792,4.836502783,20,21,0,6,1.676190476,0.30952381,0.366666667,0.676190476,1,1.676190476,0,0,0.30952381,0,0,0.366666667,0,0,0.676190476,0,0,0.403409091,0.148761905,0.030758156,0
23,Cheyenne County,20,Kansas,143.5,115.1,208.4,91,558,0.541512059,20,23,0,9,2,0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0.5,0.22,0.406269807,0
25,Clark County,20,Kansas,183.5,112.1,171.4,39,506,0.541512059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clay County,20,Kansas,295.5,510.3,619.2,545,1970,1.652365492,20,27,0,6,3.5,0.5,1,1.5,2,3.5,0,0,0.5,0,0,1,0,0,1.5,0,0,0.428571429,0.33,0.199713684,0
29,Cloud County,20,Kansas,596,578.2,453.8,340,1968,1.887755102,20,29,0,7,3,0,1,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0.333333333,0.22,0.116540541,0
31,Coffey County,20,Kansas,366.5,430.5,507,471,1775,1.512059369,20,31,0,6,5,0,3,3,2,5,0,0,0,0,0,3,0,0,3,0,0,0.6,0.66,0.436490798,0
33,Comanche County,20,Kansas,33.5,100.3,171.2,85,390,0.353664193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Cowley County,20,Kansas,2696,2115,2048,1480,8339,7.9533859,20,35,0,4,12.5,1,6.5,7.5,5,12.5,0,0,1,0,0,6.5,0,0,7.5,0,0,0.6,1.65,0.207458813,0
37,Crawford County,20,Kansas,2868,1894.4,2023.6,1508,8294,7.868738404,20,37,0,4,12.17619048,2.80952381,1.366666667,3.176190476,9,10.17619048,2,0,2.80952381,0,0,1.366666667,0,0,3.176190476,0,0,0.260852562,0.698761905,0.088802279,0
