State_County_Tract_FIPS_Code,Sum_by_tract
27145011600,10
27137012700,10
27053122600,10
27003050602,10
27123030702,10
27103480200,10
27163071011,10
27171101000,10
27033270400,10
27041450600,10
27119021000,10
27123035900,10
27027020600,10
27069090100,10
27163071017,10
27053026816,10
27053022802,10
27053026605,9
27007450600,9
27003051400,9
27137012100,9
27015960101,9
27121970400,9
27053102900,9
27053025801,9
27061480500,9
27053024200,9
27137013100,9
27029000100,9
27053106200,9
27105105500,9
27037061105,9
27067781000,9
27003050608,9
27019090601,8
27053109900,8
27003050208,8
27013170100,8
27049080700,8
27053026812,8
27057070500,8
27001770400,8
27007450702,8
27163071003,8
27111960300,8
27157490100,8
27021960700,8
27163070106,8
27015960200,8
27161790400,8
27147960100,8
27137001600,8
27139080204,8
27123032100,8
27163071015,8
27005450600,8
27037060821,8
27053026907,8
27021960802,8
27085950300,8
27053020804,8
27027030102,8
27145010402,8
27027030103,8
27163070909,8
27037060502,8
27085950100,7
27093560400,7
27123035200,7
27053026208,7
27053100500,7
27163070204,7
27137003300,7
27137013300,7
27109002100,7
27003051001,7
27013170300,7
27053025603,7
27009020100,7
27053101200,7
27137015500,7
27137012800,7
27049080200,7
27137010500,7
27083360400,7
27137001400,7
27037060817,7
27123032700,7
27145011000,7
27079950200,7
27123036300,7
27035951200,7
27053023600,7
27141030300,7
27053021800,6
27131070602,6
27123037200,6
27053102100,6
27053103400,6
27053010700,6
27123031802,6
27053107000,6
27037060503,6
27003051302,6
27123037403,6
27123033900,6
27003051501,6
27043460600,6
27037061009,6
27055020500,6
27037060509,6
27053008500,6
27045960300,6
27049080101,6
27053126200,6
27099000800,6
27003050229,6
27099000410,6
27171101300,6
27111960600,6
27153790100,6
27053026807,6
27053020302,6
27169670600,6
27053100900,6
27053125900,6
27053011800,6
27171100400,6
27107960300,6
27093560300,6
27123030900,6
27053026910,6
27009020203,6
27037060815,6
27123032200,6
27137013600,6
27123043000,6
27053105204,6
27119020500,6
27037060826,6
27129790400,6
27123033600,6
27123042504,6
27123031900,6
27047180600,6
27123042602,5
27109000500,5
27015960300,5
27053000603,5
27053006800,5
27061481000,5
27015960500,5
27053024100,5
27037060732,5
27065480200,5
27037061007,5
27003051101,5
27139081200,5
27115950700,5
27027020100,5
27053026402,5
27121970100,5
27053125500,5
27109001503,5
27037060902,5
27003051304,5
27053022302,5
27127750300,5
27053109400,5
27137000600,5
27053110800,5
27053023300,5
27003050226,5
27163070104,5
27145010200,5
27037060717,4
27123036600,4
27145000402,4
27003050821,4
27003050220,4
27123036400,4
27123036700,4
27123040502,4
27163071101,4
27083360600,4
27091790100,4
27163071012,4
27123034202,4
27139081100,4
27087940100,4
27109001000,4
27061480300,4
27053008400,4
27003051202,4
27099000100,4
27123040703,4
27049080400,4
27137000900,4
27101900300,4
27123031701,4
27151960200,4
27087940300,4
27107960100,4
27137003800,4
27123030703,4
27009021200,4
27037060823,4
27123042201,4
27123035100,4
27155460100,4
27111961600,4
27141031500,4
27123030201,4
27003050901,4
27055020300,4
27021940002,4
27151960400,4
27137001800,4
27159480100,4
27053105100,4
27145000601,4
27119020600,4
27163071207,4
27145000301,4
27071790500,4
27119020800,4
27137000200,4
27053007801,4
27037061402,4
27053122500,4
27037060606,4
27109001100,4
27173970200,4
27123040707,4
27171101200,4
27109000903,4
27147960800,4
27053101800,4
27053026512,4
27037060818,4
27015960600,4
27123034400,4
27053125600,4
27171100703,4
27013170200,4
27053021001,4
27003051305,4
27145011100,4
27083360500,4
27009021102,4
27129790500,4
27053026711,4
27049080300,4
27053109200,4
27063480400,4
27053104000,3
27045960600,3
27067780400,3
27053025100,3
27019091000,3
27073180300,3
27163070502,3
27053020700,3
27053026510,3
27123030500,3
27113090200,3
27053107400,3
27169670700,3
27037060104,3
27053024005,3
27053001100,3
27083360700,3
27037060714,3
27127750200,3
27013171000,3
27153790600,3
27137015700,3
27123042601,3
27131070902,3
27037060605,3
27079950500,3
27079950400,3
27123041105,3
27147960300,3
27053026819,3
27053110400,3
27123041107,3
27123041200,3
27053026714,3
27053024801,3
27053026706,3
27073180100,3
27163070912,3
27013170800,3
27067780300,3
27089080400,3
27009020300,3
27019090701,3
27123041104,3
27053109000,3
27053026823,3
27017070300,3
27053102800,3
27137000100,3
27123031500,3
27123033500,3
27053109100,3
27145011500,3
27035950501,3
27053110100,3
27037060726,3
27053026818,3
27011950300,3
27163070704,3
27043460400,3
27053026613,3
27039950500,3
27081201002,3
27123041900,3
27169670800,3
27037060102,3
27053024500,2
27053012001,2
27163071013,2
27025110502,2
27007450400,2
27169670300,2
27127750500,2
27075370300,2
27025110401,2
27139081000,2
27053026505,2
27037060729,2
27145000602,2
27109001601,2
27163071018,2
27037060905,2
27037060750,2
27031480100,2
27149480100,2
27019090100,2
27037060709,2
27003050813,2
27053109700,2
27053101600,2
27139080906,2
27053026007,2
27053011000,2
27053020304,2
27067781100,2
27013171101,2
27053021200,2
27049080900,2
27053010600,2
27053100700,2
27053108600,2
27053103600,2
27123034702,2
27157490300,2
27123030800,2
27009021101,2
27109001501,2
27061480400,2
27123040301,2
27053026016,2
27057070200,2
27079950300,2
27097780400,2
27003050221,2
27109001800,2
27109002000,2
27163070501,2
27053100200,2
27137013000,2
27137013200,2
27053026908,2
27053000101,1
27123030400,1
27137014100,1
27007940001,1
27053106400,1
27103480501,1
27059130200,1
27113090400,1
27123031702,1
27123041601,1
27137011100,1
27017070400,1
27047180300,1
27053022101,1
27123034900,1
27099001300,1
27123032300,1
27163070703,1
27019090402,1
27127750600,1
27103480300,1
27053009600,1
27123042302,1
27053111200,1
27103480600,1
27123041301,1
27081201001,1
27109002300,1
27003050706,1
27053012101,1
27053111100,1
27037060820,1
27037060811,1
27061940000,1
27123032600,1
27161790200,1
27003050505,1
27053021501,1
27123042001,1
27111961200,1
27053020102,1
27119020200,1
27113090500,1
27123041800,1
27053125700,1
27053110200,1
27037060103,1
27163070304,1
27027020300,1
27097780500,1
27053106500,1
27047180800,1
27053025403,1
27099000300,1
27109001203,1
27053020600,1
27043460500,1
27123035700,1
27123034601,1
27003050809,1
27053025903,1
27053104100,1
27053026202,1
27115950300,1
27059130501,1
27053000102,1
27123034602,1
27143170200,1
