State_County_Tract_FIPS_Code,Sum_by_tract
4013318400,1
4027011406,1
4013941000,1
4012020100,1
4019003600,1
4025000204,1
4013104205,1
4003000600,1
4013109400,1
4013617400,1
4013115801,1
4003001100,1
4013422635,1
4019004046,1
4013613100,1
4009961100,1
4015952700,1
4013116203,1
4019000100,1
4017963800,1
4013105200,1
4021000209,1
4013103215,1
4013421304,1
4013817400,1
4027012100,1
4003001000,1
4019004074,1
4013103205,1
4013050609,1
4027000905,1
4013319904,1
4013617900,1
4027000907,1
4013810400,1
4019004122,1
4013106002,1
4013422633,1
4013114200,1
4025000802,1
4021000603,1
4013618600,1
4013814200,1
4015951900,1
4019004057,1
4013103607,1
4013216806,1
4013422621,1
4013421102,1
4013061100,1
4013061038,1
4015952004,1
4025001603,1
4019004326,1
4013061026,1
4015952800,1
4019004026,1
4013082024,1
4013061018,1
4027011108,1
4013040502,1
4019004048,1
4027011112,1
4013110002,1
4013061031,1
4013104225,1
4013010102,1
4013061037,1
4013422609,1
4005942201,1
4013114301,1
4005002200,1
4019004415,1
4027011800,1
4019004431,1
4013421601,1
4013522901,1
4013216819,1
4003001401,1
4013421701,1
4013616200,1
4013104202,1
4013104214,1
4021001304,1
4019004505,1
4021001306,1
4007001200,1
4019002506,1
4013071512,1
4003001501,1
4019004329,1
4012940200,1
4019004327,1
4013050608,1
4019004043,1
4019004047,1
4019002000,1
4019004053,1
4013105800,1
4025000609,1
4019004069,1
4013060801,1
4019004107,1
4019004113,1
4013050610,1
4013061023,1
4013319902,1
4013420504,1
4005000500,1
4013050702,1
4013980500,1
4013217700,1
4013040525,1
4013061013,1
4013061015,1
4013061019,1
4013104302,1
4021001404,1
4019000400,1
4013116606,1
4013071910,1
4013108802,1
4019410503,1
4013109101,1
4019003004,1
4013618400,1
4013422215,1
4003002001,1
4013619700,1
4013723304,1
4013723306,1
4013420216,1
4013217501,1
4025001703,1
4019004632,1
4013617300,1
4013111201,1
4019003304,1
4027011000,1
4013813700,1
4013617100,1
4021002200,1
4019004625,1
4019940900,1
4013106701,1
4017962500,1
4013106501,1
4019004613,1
4019004627,1
4013110501,1
4019004647,1
4019002604,1
4003001601,1
4013116702,1
4013116708,1
4019004717,1
4019004725,1
4013114703,1
4013103400,1
4003001701,1
4013112700,1
4013082019,1
4013082023,1
4013082025,1
4019002802,1
4013421801,1
4013612500,1
4013319909,1
4021001706,1
4001944201,1
4013618200,1
4013103702,1
4019003903,1
4013104216,1
4013614500,1
4013071801,1
4003001800,1
4017960400,1
4021001701,1
4015953402,1
4019002901,1
4013422104,1
4013319706,1
4003001900,1
4013420113,1
4013082204,1
4015950704,1
4013618800,1
4013110902,1
4013422218,1
4013422220,1
4015951501,1
4013422222,1
4017960600,1
4013420207,1
4013420209,1
4013082012,1
4013071701,1
4019002701,1
4003001502,1
4013814900,1
4013114500,1
4019002501,1
4013421702,1
4019002505,1
