State_County_Tract_FIPS_Code,Sum_by_tract
4013061031,12
4013104202,12
4025002004,12
4027011201,12
4013319907,12
4013108601,12
4013816400,12
4019004615,12
4013523002,11
4019003002,11
4013082012,11
4013422507,11
4019004430,11
4013422514,11
4013103605,11
4013071503,11
4013617900,11
4015951502,10
4013110501,10
4027011503,10
4013103604,10
4027000901,10
4013111700,10
4013610000,10
4013092705,10
4013422616,10
4013106600,10
4021000210,10
4013420704,10
4013110100,10
4013108200,10
4013420902,10
4013810000,10
4013422205,9
4003000500,9
4013092306,9
4019004626,9
4021001408,9
4013114500,9
4023966401,9
4025000204,9
4019003304,9
4013422308,9
4019004512,9
4013107602,9
4003001702,9
4013421303,8
4013615600,8
4013615200,8
4013061027,8
4019004329,8
4005000200,8
4013216813,8
4017965300,8
4013422620,8
4019002903,8
4013061021,8
4019004317,8
4013082024,8
4013103211,8
4013421304,8
4013109702,8
4013814500,8
4013116610,8
4003000800,7
4013523006,7
4017963400,7
4013420210,7
4013523005,7
4013422305,7
4017960600,7
4013422508,7
4013103216,7
4013113203,7
4013109300,7
4015952900,7
4021001000,7
4013071914,7
4013422631,7
4019004071,7
4013319910,7
4013104215,7
4013422643,7
4013040529,7
4013422309,7
4013104212,7
4013613900,7
4013610300,7
4013611600,7
4021000206,7
4013103502,6
4019003702,6
4019004616,6
4013107300,6
4013116717,6
4013114900,6
4013810600,6
4013061034,6
4013614100,6
4013216830,6
4013616700,6
4013422646,6
4013113300,6
4013103304,6
4005000400,6
4025001402,6
4015953800,6
4005002300,6
4013116203,6
4017962500,6
4013071516,6
4013422638,5
4025001002,5
4013216809,5
4013103302,5
4013422210,5
4013723305,5
4013614700,5
4013092600,5
4019002501,5
4013614600,5
4017961700,5
4013106001,5
4013108501,5
4013071512,5
4013071801,5
4013610900,5
4013422404,5
4013810200,5
4013613600,5
4027011406,5
4013112511,5
4013103305,5
4013092715,5
4013071913,5
4013217400,5
4013422509,5
4013613500,5
4013105501,5
4013814800,5
4013813100,4
4013109705,4
4019002905,4
4003001800,4
4013217203,4
4013092309,4
4013319500,4
4019001100,4
4013106701,4
4013813000,4
4013116712,4
4013618500,4
4013812800,4
4011960200,4
4015952400,4
4013422640,4
4015950100,4
4019004107,4
4025002002,4
4013105101,4
4013616200,4
4013614400,4
4019004614,4
4027000100,4
4013618300,4
4021000211,4
4013420202,4
4013112900,4
4013422105,4
4013817000,4
4013040502,4
4013109400,4
4021000309,4
4013420604,4
4013061040,4
4013104205,4
4013420104,4
4021002102,4
4017942400,4
4013117200,4
4013110001,4
4013060901,4
4013104227,4
4019002505,4
4013980400,4
4013318400,3
4025000607,3
4013610800,3
4013614300,3
4013103607,3
4013421302,3
4013111401,3
4021001707,3
4013105900,3
4021001711,3
4013815800,3
4013619700,3
4021001407,3
4013421102,3
4013216846,3
4013816900,3
4015954900,3
4013216810,3
4013092401,3
4013422622,3
4009961500,3
4027000800,3
4013420105,3
4013422302,3
4013216826,3
4005942201,3
4013110902,3
4013216838,3
4019003101,3
4019003400,3
4021001406,3
4013106702,3
4013105102,3
4013092500,3
4013092308,3
4013109500,3
4013109900,3
4001970501,3
4013815200,3
4013814300,3
4013814200,3
4021001306,3
4013617600,3
4013112302,3
4013092716,3
4013061043,3
4013108100,3
4019002802,2
4013116606,2
4025000608,2
4013318800,2
4019004647,2
4013319403,2
4013103612,2
4013616600,2
4013061401,2
4019004642,2
4013422639,2
4013061016,2
4013082021,2
4013110802,2
4005001700,2
4017960200,2
4021000803,2
4003001100,2
4013422104,2
4027011501,2
4019002702,2
4019004067,2
4013810500,2
4013612500,2
4013614000,2
4013061033,2
4013814900,2
4025002003,2
4013319104,2
4013040527,2
4013816700,2
4005002100,2
4015954800,2
4013813800,2
4013723307,2
4013216841,2
4013040528,2
4015950600,2
4013061020,2
4013422219,2
4013106400,2
4025001601,2
4013319000,2
4013619600,2
4013812600,2
4009961400,2
4013092402,2
4013104222,2
4013082010,2
4013319903,2
4019470400,2
4019003901,2
4003000301,2
4013108400,2
4025000203,2
4013613300,2
4013523104,2
4013611300,2
4025001900,2
4013109602,2
4013320007,2
4013116604,2
4023966302,2
4019004429,2
4001970200,2
4013109601,2
4013109101,2
4013103606,2
4003000202,2
4013105602,2
4013115801,2
4013061047,2
4015951601,2
4013811900,2
4013422513,1
4013422221,1
4013105002,1
4013061026,1
4013030401,1
4013817500,1
4015953601,1
4021000213,1
4013816800,1
4013420602,1
4025001603,1
4013618000,1
4013082203,1
4013103501,1
4019004030,1
4025002001,1
4013107601,1
4013111201,1
4015953401,1
4013613000,1
4013617500,1
4013422607,1
4013217900,1
4019002504,1
4019004062,1
4017963700,1
4013109704,1
4013420708,1
4019004026,1
4021000313,1
4013103209,1
4017963300,1
4015952600,1
4015953100,1
4015953000,1
4013104203,1
4019001400,1
4013611100,1
4013103212,1
4013420603,1
4013093001,1
4005000600,1
4021000400,1
4013093105,1
4013422506,1
4023966000,1
4005001102,1
4027000700,1
4021002103,1
4019001700,1
4009961300,1
4021000310,1
4017965200,1
4027001004,1
4019001200,1
4025001602,1
4019004073,1
4021002300,1
4013111100,1
4025000401,1
4019002901,1
4013618700,1
4019004505,1
4013522901,1
4013104206,1
4013112510,1
4013217204,1
4013422624,1
4013111502,1
4013422606,1
4019004633,1
4013319401,1
4013117100,1
4019004618,1
4013071517,1
4019004628,1
4005002000,1
4013816600,1
4013813400,1
4013116202,1
4019004622,1
4013980500,1
4013614200,1
4027000501,1
4019000400,1
4013061029,1
4012940200,1
4019004716,1
4013811000,1
4019002602,1
4013319600,1
4013218000,1
4013815000,1
4013116711,1
4013071903,1
4025001500,1
4021001703,1
4013421101,1
4013071910,1
4013815900,1
4019004031,1
4019004047,1
4013610200,1
4013319705,1
4001944902,1
4013103609,1
