id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US23007970601,,"Census Tract 9706.01, Franklin County, Maine",0,0,22,0,0,0,0,0,4,7,18,0,54,0,0,1,0,21,0,0,0,16,11,0,5,114,0,0,0,8,24,0,0,0,63,1,1,17,76,10.79,91.21,41,219,
1400000US23007970602,,"Census Tract 9706.02, Franklin County, Maine",5,0,10,7,8,12,0,8,4,0,22,0,116,8,23,0,10,17,13,0,0,22,12,5,6,169,6,29,11,4,13,18,10,4,28,23,7,16,172.5,50.52,81.98,56,361,
1400000US23007971000,,"Census Tract 9710, Franklin County, Maine",5,39,9,32,48,17,4,2,37,21,6,9,390,15,59,28,19,29,42,56,5,52,31,29,25,339,18,6,21,53,7,24,40,3,36,36,16,79,429.5,167.75,196.75,164,958,
1400000US23007971100,,"Census Tract 9711, Franklin County, Maine",0,9,33,9,20,7,6,6,50,32,23,22,214,4,3,8,12,28,11,2,18,55,41,9,23,161,0,26,14,5,5,3,0,16,45,28,11,8,186.5,78,231.5,96,592,
1400000US23007971200,,"Census Tract 9712, Franklin County, Maine",0,96,50,0,50,0,24,14,83,14,65,92,298,0,33,0,0,33,22,0,15,66,18,41,70,309,24,48,0,17,13,0,0,36,80,0,40,51,375,129.77,231.23,359,1095,
1400000US23007971300,,"Census Tract 9713, Franklin County, Maine",12,40,0,18,12,0,0,25,54,21,20,0,232,25,0,0,12,66,0,0,0,60,12,20,37,339,0,38,27,11,87,0,0,6,95,11,54,10,348,58.17,225.83,141,773,
1400000US23007971400,,"Census Tract 9714, Franklin County, Maine",24,12,0,0,0,18,0,18,33,30,96,0,411,12,0,0,0,0,19,0,0,12,201,111,56,344,0,0,39,0,0,28,0,18,43,134,0,82,119.5,79.94,441.56,345,986,
1400000US23009965100,,"Census Tract 9651, Hancock County, Maine",14,4,0,3,21,13,4,0,20,3,8,3,141,15,8,0,32,12,5,14,0,38,15,0,2,138,25,8,4,12,10,0,0,0,35,13,20,11,177,39.09,111.91,44,372,
1400000US23009965200,,"Census Tract 9652, Hancock County, Maine",21,0,0,0,8,0,20,3,31,12,0,14,163,27,0,0,0,13,0,23,0,21,37,11,31,109,9,0,0,29,15,0,0,0,23,6,6,21,122,55.75,120.25,83,381,
1400000US23009965300,,"Census Tract 9653, Hancock County, Maine",0,0,0,29,0,105,0,12,65,48,109,32,452,16,0,60,29,0,21,151,0,20,81,58,16,338,16,0,0,0,0,62,16,0,173,71,0,0,244,306.54,424.46,215,1190,
