IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_lat_med,X_long_med,Y_lat_chip,X_long_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"2510 W 15TH AVE,EMPORIA,KS,66801-6102",0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5833333333333333,38.41596652,-96.21263249,38.41596652,-96.21263249,1.0,0.0,0.0,1.0
"2700 E 30TH AVE,HUTCHINSON,KS,67502-1242",1.0,0.5,0.0,0.0,0.0,0.0,38.086547499999995,-97.88172011,38.086547499999995,-97.88172011,1.0,0.0,0.0,1.0
"2701 N ROCK RD STE 400,DERBY,KS,67037-3792",0.0,0.0,0.5,0.3333333333333333,0.0,0.0,37.57332889,-97.24449940000001,37.57332889,-97.24449940000001,1.0,0.0,0.0,1.0
"2930 SW WANAMAKER DR STE 7,TOPEKA,KS,66614-4116",0.5,0.3333333333333333,0.0,0.0,0.0,0.0,39.01323508,-95.75772918,39.01323508,-95.75772918,1.0,0.0,0.0,1.0
"2933 S 47TH ST,KANSAS CITY,KS,66106-3739",0.3333333333333333,3.0,0.0,0.0,0.0,0.0,39.04866653,-94.68639590000001,39.04866653,-94.68639590000001,1.0,0.0,0.0,1.0
"2990 MILITARY AVE,BAXTER SPRINGS,KS,66713-2331",0.2857142857142857,0.3666666666666667,0.0,0.0,0.0,0.0,37.0060055,-94.73949294,37.0060055,-94.73949294,1.0,0.0,0.0,1.0
"308 MAINE ST,LAWRENCE,KS,66044-1359",0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.8333333333333333,38.97844238,-95.24755713,38.97844238,-95.24755713,1.0,0.0,0.0,1.0
"310 W BERTRAND AVE,SAINT MARYS,KS,66536-1615",0.5,1.75,0.0,0.0,0.0,0.0,39.19273249,-96.06742205,39.19273249,-96.06742205,1.0,0.0,0.0,1.0
"3164 SE 6TH AVE,TOPEKA,KS,66607-2204",1.0,1.0,0.0,0.0,0.0,0.0,39.04427753,-95.6342123,39.04427753,-95.6342123,1.0,0.0,0.0,1.0
"343 W 23RD ST STE 3,OTTAWA,KS,66067-9502",0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5833333333333333,38.579342499999996,-95.27379372,38.579342499999996,-95.27379372,1.0,0.0,0.0,1.0
