,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1196,1400000US24005451000,"Census Tract 4510, Baltimore County, Maryland",0,0,0,0,0,0,3,0,22,13,6,10,98,8,0,3,0,0,0,5,0,44,14,0,24,42,0,0,4,0,0,0,0,0,5,6,6,21,15,86.26,25.74,67,194,
542,1400000US24005451100,"Census Tract 4511, Baltimore County, Maryland",7,8,0,20,0,0,0,0,51,42,17,22,250,9,15,0,59,0,0,0,0,40,99,12,16,219,32,9,0,28,0,4,0,0,21,80,31,14,187,164.62,172.38,112,636,
633,1400000US24005451200,"Census Tract 4512, Baltimore County, Maryland",0,0,7,24,0,30,0,40,21,22,20,12,235,0,0,7,77,12,11,0,19,19,29,10,51,161,0,0,0,43,0,0,0,12,0,11,77,18,161.6,174.04,48.36,188,572,
634,1400000US24005451300,"Census Tract 4513, Baltimore County, Maryland",0,0,29,19,0,63,0,0,35,38,0,0,383,31,0,44,143,59,0,0,0,23,65,18,0,386,18,0,52,73,54,72,0,8,42,46,0,21,442.9,354.88,116.22,39,953,
899,1400000US24005451401,"Census Tract 4514.01, Baltimore County, Maryland",16,0,0,54,25,0,0,70,86,67,0,139,354,52,0,14,12,4,0,11,74,9,66,6,106,206,15,28,14,0,0,12,0,0,5,67,7,58,213.7,331.3,156,316,1017,
900,1400000US24005451402,"Census Tract 4514.02, Baltimore County, Maryland",63,0,0,77,0,164,0,27,271,42,0,16,595,29,65,0,0,0,134,0,27,241,0,99,0,335,0,131,0,0,0,0,0,0,172,32,0,0,365,1052.28,57.72,115,1590,
539,1400000US24005451500,"Census Tract 4515, Baltimore County, Maryland",0,0,0,13,0,100,23,0,36,36,33,17,391,0,22,0,60,44,51,68,0,49,54,0,43,421,58,0,10,32,0,137,0,0,31,72,0,81,208.2,561.44,126.36,174,1070,
534,1400000US24005451600,"Census Tract 4516, Baltimore County, Maryland",0,0,0,0,0,6,0,4,47,11,0,12,75,0,0,0,0,0,5,5,0,16,22,17,10,116,6,0,0,0,0,10,0,0,56,5,17,22,6,157.36,29.64,78,271,
561,1400000US24005451701,"Census Tract 4517.01, Baltimore County, Maryland",26,0,0,0,7,0,0,0,0,56,35,189,201,16,12,52,0,0,0,0,0,0,10,8,103,210,0,13,22,0,0,0,0,0,0,61,24,90,143.1,32.84,99.06,449,724,
543,1400000US24005451702,"Census Tract 4517.02, Baltimore County, Maryland",0,0,8,0,0,4,0,0,6,23,36,13,80,0,0,8,6,0,0,0,0,24,6,9,27,150,7,0,10,0,0,0,0,0,17,31,29,56,39,64.2,46.8,170,320,
562,1400000US24005451801,"Census Tract 4518.01, Baltimore County, Maryland",0,0,0,83,0,0,0,0,133,117,29,90,701,207,0,0,15,20,95,0,0,134,171,32,27,448,86,0,0,34,65,0,0,0,0,54,44,165,450.5,496.74,266.76,387,1601,
635,1400000US24005451802,"Census Tract 4518.02, Baltimore County, Maryland",76,0,0,0,0,0,0,0,20,9,59,0,131,0,0,9,13,0,40,0,0,0,21,19,29,198,0,0,0,0,0,23,10,0,47,55,9,54,98,158.7,66.3,170,493,
585,1400000US24005451803,"Census Tract 4518.03, Baltimore County, Maryland",0,0,0,14,0,15,0,0,95,68,105,71,376,20,0,0,26,40,18,0,14,43,82,101,32,241,56,0,0,0,0,13,0,0,82,35,0,55,128,348.7,144.3,364,985,
526,1400000US24005451900,"Census Tract 4519, Baltimore County, Maryland",12,0,0,0,0,0,0,0,48,0,6,37,226,12,0,0,0,5,0,12,0,43,82,42,30,236,25,0,0,0,5,0,0,0,9,87,23,87,52,156.18,131.82,225,565,
544,1400000US24005452000,"Census Tract 4520, Baltimore County, Maryland",0,0,0,0,0,0,0,0,9,29,37,31,143,12,0,0,0,23,0,0,0,26,38,0,44,116,12,0,0,0,8,0,0,0,20,17,24,35,33.3,95.18,65.52,171,365,
573,1400000US24005452100,"Census Tract 4521, Baltimore County, Maryland",8,16,0,26,0,0,0,0,17,9,43,91,239,104,0,0,16,0,0,0,0,0,20,52,47,209,33,10,0,16,10,0,0,0,24,0,52,64,232,54.38,22.62,349,658,
587,1400000US24005452300,"Census Tract 4523, Baltimore County, Maryland",0,0,52,0,5,46,0,4,25,0,0,0,327,0,0,105,74,19,40,0,19,15,35,20,0,179,0,0,24,22,14,35,0,0,78,0,6,0,288.4,296.3,27.3,26,638,
636,1400000US24005452400,"Census Tract 4524, Baltimore County, Maryland",0,0,0,38,0,0,0,0,43,16,9,96,181,0,0,0,13,0,8,0,25,26,24,0,85,206,0,0,8,0,0,0,0,29,19,31,0,119,59,165.62,55.38,309,589,
582,1400000US24005452500,"Census Tract 4525, Baltimore County, Maryland",61,0,0,0,0,0,0,0,46,14,23,22,355,54,79,11,0,30,10,0,0,124,39,0,8,329,64,0,11,0,0,22,0,0,131,61,8,32,289,379.08,88.92,93,850,
563,1400000US24005490100,"Census Tract 4901, Baltimore County, Maryland",0,0,0,0,0,0,0,0,36,0,13,165,307,0,0,0,0,0,0,0,0,44,0,41,222,287,0,0,0,0,0,11,0,0,0,8,35,233,0,92.76,6.24,709,808,
564,1400000US24005490200,"Census Tract 4902, Baltimore County, Maryland",0,0,0,0,0,0,0,0,52,45,28,93,285,0,0,0,0,0,0,20,0,14,35,55,161,222,0,0,0,0,0,0,0,0,13,13,39,157,0,119.46,72.54,533,725,
637,1400000US24005490301,"Census Tract 4903.01, Baltimore County, Maryland",19,0,0,42,0,0,14,0,0,20,20,102,267,39,0,22,0,0,0,0,0,63,83,10,50,347,19,49,13,18,0,0,0,0,0,177,0,71,221,138.6,218.4,253,831,
527,1400000US24005490302,"Census Tract 4903.02, Baltimore County, Maryland",0,12,0,0,7,0,0,0,0,0,54,46,97,0,0,0,0,9,0,0,0,45,28,7,8,165,0,0,0,0,0,0,0,0,27,37,24,77,16.8,97.5,50.7,216,381,
528,1400000US24005490400,"Census Tract 4904, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,14,0,75,142,12,0,0,0,0,0,0,0,5,7,5,113,135,0,0,0,0,0,0,0,0,0,8,10,117,12,11.38,22.62,320,366,
529,1400000US24005490500,"Census Tract 4905, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,16,0,157,268,0,0,0,20,0,0,0,0,0,24,0,224,365,0,7,0,21,0,0,0,0,0,16,21,300,48,12.32,43.68,702,806,
535,1400000US24005490601,"Census Tract 4906.01, Baltimore County, Maryland",0,0,0,0,5,0,0,8,56,20,76,128,163,0,0,0,0,0,0,0,0,28,21,14,100,207,0,0,0,0,0,0,0,0,7,0,36,164,1.5,111.52,31.98,518,663,
1220,1400000US24005490602,"Census Tract 4906.02, Baltimore County, Maryland",0,9,7,0,0,0,0,0,46,10,21,191,245,9,0,7,0,0,9,0,0,27,85,39,69,263,0,0,0,0,21,0,0,0,64,73,35,70,38.3,197.66,131.04,425,792,
530,1400000US24005490603,"Census Tract 4906.03, Baltimore County, Maryland",0,0,0,0,0,8,0,8,0,16,22,138,202,7,0,0,0,0,0,0,14,0,16,47,118,132,0,0,0,7,0,0,0,7,32,20,28,38,14,80.44,40.56,391,526,
583,1400000US24005490605,"Census Tract 4906.05, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638,1400000US24005490701,"Census Tract 4907.01, Baltimore County, Maryland",0,0,0,0,0,0,0,0,10,0,8,48,113,0,0,0,0,0,0,0,0,10,0,14,89,24,0,0,0,0,0,0,0,0,0,6,0,18,0,21.32,4.68,177,203,
531,1400000US24005490703,"Census Tract 4907.03, Baltimore County, Maryland",11,10,0,0,0,0,9,0,13,12,61,47,311,0,0,0,0,0,0,10,0,18,9,59,215,222,0,0,0,0,0,0,0,0,0,12,57,153,21,57.26,25.74,592,696,
639,1400000US24005490800,"Census Tract 4908, Baltimore County, Maryland",0,0,0,0,0,0,18,0,0,10,7,97,215,0,0,0,0,0,0,18,0,8,0,38,151,327,8,0,11,0,0,0,0,0,13,58,16,221,19,71.96,53.04,530,674,
536,1400000US24005490900,"Census Tract 4909, Baltimore County, Maryland",0,0,24,0,0,0,0,0,0,0,64,208,145,17,0,0,0,0,30,0,0,0,0,13,85,91,17,0,0,0,0,0,0,0,17,0,0,57,58,47,0,427,532,
1195,1400000US24005491000,"Census Tract 4910, Baltimore County, Maryland",0,0,0,0,0,8,10,0,16,9,16,116,272,0,0,0,0,0,21,0,0,28,15,22,186,197,21,0,0,0,0,0,0,0,14,7,15,140,21,103.82,24.18,495,644,
565,1400000US24005491100,"Census Tract 4911, Baltimore County, Maryland",29,0,10,21,14,39,0,0,45,7,20,130,372,7,0,0,20,62,43,0,8,11,47,38,136,356,0,0,0,21,34,24,0,10,8,0,52,207,141,276.88,42.12,583,1043,
537,1400000US24005491201,"Census Tract 4912.01, Baltimore County, Maryland",0,0,0,0,0,0,0,0,9,10,7,75,68,0,0,8,0,0,0,0,0,0,0,19,41,126,5,0,0,0,0,17,0,0,0,18,4,82,13,32.16,21.84,228,295,
566,1400000US24005491202,"Census Tract 4912.02, Baltimore County, Maryland",0,6,27,0,0,0,0,0,65,23,9,45,121,0,0,35,0,0,0,0,0,36,22,6,22,93,13,0,0,5,0,0,0,8,0,33,3,31,86,126.16,60.84,116,389,
1197,1400000US24005491300,"Census Tract 4913, Baltimore County, Maryland",0,0,78,13,0,0,0,0,18,0,69,48,161,0,18,0,0,0,0,0,0,16,38,17,72,182,0,0,0,0,0,0,0,0,29,18,9,126,109,75.32,43.68,341,569,
1198,1400000US24005491401,"Census Tract 4914.01, Baltimore County, Maryland",0,0,48,0,151,36,61,61,43,39,55,8,586,0,57,12,0,78,0,46,0,90,39,245,19,200,0,0,14,44,60,47,0,19,8,0,8,0,261.7,630.46,60.84,335,1288,
546,1400000US24005491402,"Census Tract 4914.02, Baltimore County, Maryland",78,0,0,0,0,10,11,0,61,83,0,43,139,10,0,0,0,0,0,11,0,46,64,0,8,186,23,0,0,0,0,9,0,0,49,49,7,49,111,240.12,152.88,107,611,
1199,1400000US24005491500,"Census Tract 4915, Baltimore County, Maryland",38,0,10,7,0,0,0,0,42,118,39,96,330,0,20,21,75,0,0,0,0,58,8,71,77,295,0,115,0,22,0,0,0,0,41,33,56,28,308,175.98,124.02,367,975,
584,1400000US24005491600,"Census Tract 4916, Baltimore County, Maryland",0,30,0,0,0,39,0,0,151,0,42,0,414,0,21,0,0,0,100,0,0,205,49,39,0,194,0,38,0,0,0,69,5,0,47,0,0,35,89,626.78,38.22,116,870,
567,1400000US24005491701,"Census Tract 4917.01, Baltimore County, Maryland",19,0,0,0,0,0,0,13,0,0,14,85,251,14,17,0,0,0,25,0,12,0,92,44,47,291,12,17,11,0,0,14,0,0,77,102,31,27,90,183.68,151.32,248,673,
545,1400000US24005491900,"Census Tract 4919, Baltimore County, Maryland",0,3,0,0,0,8,12,0,27,40,0,0,100,0,17,0,0,0,7,10,3,11,26,11,15,80,20,5,0,0,0,5,0,6,0,10,24,10,45,105.72,59.28,60,270,
538,1400000US24005492001,"Census Tract 4920.01, Baltimore County, Maryland",0,0,8,13,0,0,0,8,50,9,0,25,68,0,0,9,15,0,0,0,0,25,15,0,4,104,0,0,0,12,22,0,0,0,54,0,16,0,63.6,157.68,18.72,45,285,
1221,1400000US24005492002,"Census Tract 4920.02, Baltimore County, Maryland",0,0,0,24,0,0,0,0,61,89,54,107,288,60,0,7,0,0,0,0,8,46,42,62,63,275,27,0,8,16,0,30,15,0,0,93,33,53,142,209.28,174.72,372,898,
540,1400000US24005492101,"Census Tract 4921.01, Baltimore County, Maryland",0,0,0,0,0,29,0,0,217,56,0,43,338,0,0,0,34,0,35,0,7,97,7,4,154,140,0,0,0,64,0,0,0,0,29,17,22,8,98,431.6,62.4,231,823,
1200,1400000US24005492102,"Census Tract 4921.02, Baltimore County, Maryland",0,0,0,5,0,5,0,0,85,35,13,15,80,0,0,0,4,0,10,0,0,14,35,0,17,196,0,0,0,9,0,0,0,0,60,18,70,39,18,193.36,68.64,154,434,
1201,1400000US24005492200,"Census Tract 4922, Baltimore County, Maryland",0,6,0,0,21,0,40,0,0,0,34,34,266,0,6,0,0,19,35,0,0,0,40,0,166,507,0,4,45,0,24,81,0,52,24,61,29,187,80.2,299.02,78.78,450,908,
901,1400000US24005492300,"Census Tract 4923, Baltimore County, Maryland",0,11,33,33,42,23,0,62,54,35,33,125,314,9,10,24,0,48,86,10,15,31,17,34,30,382,25,0,40,18,134,4,0,23,30,21,14,73,270.2,510.86,56.94,309,1147,
902,1400000US24005492401,"Census Tract 4924.01, Baltimore County, Maryland",8,0,0,0,0,0,0,0,56,11,34,87,256,0,0,0,0,0,0,11,0,80,35,68,62,295,55,0,0,0,0,15,14,0,16,12,57,126,63,204.76,45.24,434,747,
903,1400000US24005492402,"Census Tract 4924.02, Baltimore County, Maryland",24,25,0,0,0,0,0,0,77,244,20,141,322,23,33,0,0,0,0,0,0,135,95,22,14,428,22,67,0,0,0,55,0,0,0,137,61,86,194,371.72,371.28,344,1281,
959,1400000US24005492500,"Census Tract 4925, Baltimore County, Maryland",0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,31,0,0,31,
960,1400000US24005492600,"Census Tract 4926, Baltimore County, Maryland",42,0,0,28,26,16,0,14,46,0,24,64,452,41,0,0,99,76,0,0,0,51,91,8,86,330,61,0,0,62,55,39,0,0,25,9,8,71,380.1,322.9,78,261,1042,
961,1400000US24005980000,"Census Tract 9800, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
962,1400000US24005980100,"Census Tract 9801, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
963,1400000US24005980200,"Census Tract 9802, Baltimore County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1119,1400000US24510100100,"Census Tract 1001, Baltimore city, Maryland",99,4,38,0,25,0,0,23,0,3,0,0,192,0,0,107,0,26,0,0,20,14,14,0,11,145,71,0,36,0,0,0,0,20,18,0,0,0,370.3,134.44,13.26,11,529,
678,1400000US24510100200,"Census Tract 1002, Baltimore city, Maryland",116,0,0,88,0,0,0,0,0,0,0,0,202,82,13,0,0,96,11,0,0,0,0,0,0,276,149,0,0,29,0,0,0,0,98,0,0,0,505.8,176.2,0,0,682,
429,1400000US24510100300,"Census Tract 1003, Baltimore city, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
493,1400000US24510010100,"Census Tract 101, Baltimore city, Maryland",0,0,0,0,0,0,0,0,0,9,11,117,44,0,0,0,0,0,0,0,0,15,13,8,8,62,14,0,0,0,0,0,0,0,7,0,12,29,14,26.84,17.16,185,243,
4,1400000US24510010200,"Census Tract 102, Baltimore city, Maryland",0,0,0,0,0,0,0,0,0,35,0,193,51,0,0,0,0,0,0,0,0,0,32,0,19,52,0,0,14,0,0,0,0,0,0,30,0,8,14,21.34,75.66,220,331,
381,1400000US24510010300,"Census Tract 103, Baltimore city, Maryland",0,0,9,0,0,0,0,0,6,30,8,137,21,0,0,0,0,0,0,0,0,7,0,7,7,41,0,0,0,0,0,0,0,0,0,0,0,41,9,19.6,23.4,200,252,
1146,1400000US24510010400,"Census Tract 104, Baltimore city, Maryland",10,0,0,0,0,0,0,0,0,23,17,106,65,0,0,0,0,28,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,24.66,17.94,160,221,
495,1400000US24510010500,"Census Tract 105, Baltimore city, Maryland",0,0,0,27,0,0,0,0,20,43,0,46,108,9,0,0,23,0,0,0,0,0,10,26,40,59,9,0,0,21,0,0,0,0,0,0,0,29,89,31.66,41.34,141,303,
427,1400000US24510110100,"Census Tract 1101, Baltimore city, Maryland",0,0,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,0,11,0,0,51,62,
1,1400000US24510110200,"Census Tract 1102, Baltimore city, Maryland",0,0,0,0,0,0,0,0,23,0,0,13,116,0,0,0,0,0,0,0,0,0,36,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.92,28.08,93,152,
283,1400000US24510120100,"Census Tract 1201, Baltimore city, Maryland",0,0,0,0,0,0,0,0,31,0,19,190,145,0,0,0,0,60,0,0,0,0,0,0,85,123,0,0,0,0,56,0,0,0,0,0,37,30,34.8,112.2,0,361,508,
1401,1400000US24510120201,"Census Tract 1202.01, Baltimore city, Maryland",0,0,0,0,17,0,4,12,5,29,38,37,88,0,0,0,0,8,0,0,0,0,8,10,62,59,0,0,0,0,0,0,0,0,0,5,9,45,7.5,47.74,32.76,201,289,
1402,1400000US24510120202,"Census Tract 1202.02, Baltimore city, Maryland",0,0,0,0,0,0,0,0,35,0,26,0,48,0,0,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,74,109,
1182,1400000US24510120300,"Census Tract 1203, Baltimore city, Maryland",32,61,0,0,0,0,0,32,53,10,31,98,231,48,0,0,0,0,0,0,0,49,77,13,44,154,29,73,0,0,0,5,0,27,10,10,0,0,243,197.34,75.66,186,702,
643,1400000US24510120400,"Census Tract 1204, Baltimore city, Maryland",34,18,0,0,0,0,0,12,21,25,0,0,129,0,24,10,30,0,0,0,28,37,0,0,0,176,33,70,9,32,0,0,0,0,6,18,0,8,260,113.46,33.54,8,415,
1141,1400000US24510120500,"Census Tract 1205, Baltimore city, Maryland",0,4,0,0,0,0,0,0,42,18,0,0,139,23,20,0,0,0,41,0,0,0,0,0,55,101,8,14,28,0,0,0,0,0,51,0,0,0,97,137.96,14.04,55,304,
1183,1400000US24510120600,"Census Tract 1206, Baltimore city, Maryland",42,17,0,35,0,15,0,0,0,0,0,6,81,66,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,30,0,6,196,
51,1400000US24510120700,"Census Tract 1207, Baltimore city, Maryland",0,0,0,9,0,0,0,0,19,29,7,58,62,0,0,0,17,31,0,0,0,1,13,0,0,66,0,0,0,0,14,0,0,0,52,0,0,0,39.5,112.74,32.76,65,250,
499,1400000US24510130100,"Census Tract 1301, Baltimore city, Maryland",93,0,0,0,0,0,0,0,0,0,18,61,119,41,0,0,52,0,0,0,0,0,13,0,13,116,0,0,0,0,24,0,0,0,19,59,0,14,193.2,51.64,56.16,106,407,
500,1400000US24510130200,"Census Tract 1302, Baltimore city, Maryland",62,0,0,0,18,0,30,34,0,0,0,11,209,46,0,0,0,68,0,0,30,15,27,7,16,214,28,0,0,0,82,0,0,58,8,0,7,31,186.4,298.54,21.06,72,578,
1142,1400000US24510130300,"Census Tract 1303, Baltimore city, Maryland",101,8,68,0,41,0,0,0,0,14,0,24,244,116,0,9,0,29,0,0,0,0,28,0,62,278,96,8,26,0,53,0,0,0,10,70,0,15,468.9,120.74,87.36,101,778,
52,1400000US24510130400,"Census Tract 1304, Baltimore city, Maryland",122,0,0,0,15,10,0,24,37,0,0,0,166,75,30,0,0,15,0,0,21,25,0,0,0,95,22,0,0,0,29,0,0,19,25,0,0,0,266.7,202.3,0,0,469,
644,1400000US24510130600,"Census Tract 1306, Baltimore city, Maryland",0,8,0,0,0,8,0,0,28,36,42,99,84,0,0,0,0,0,8,0,0,25,12,0,39,29,0,0,0,0,0,0,0,0,0,29,0,0,8,85.94,60.06,180,334,
53,1400000US24510130700,"Census Tract 1307, Baltimore city, Maryland",0,0,0,0,17,0,0,0,37,63,58,197,100,0,21,0,0,16,0,0,0,21,0,0,42,83,0,10,0,0,0,0,0,0,20,12,0,41,40.9,117.6,58.5,338,555,
1143,1400000US24510130803,"Census Tract 1308.03, Baltimore city, Maryland",0,0,10,0,26,0,0,0,36,0,18,31,154,0,0,0,0,14,0,0,0,54,86,0,0,122,30,0,0,0,33,0,0,0,29,30,0,0,61.9,195.62,90.48,49,397,
645,1400000US24510130804,"Census Tract 1308.04, Baltimore city, Maryland",0,0,0,11,13,0,0,0,0,13,13,5,128,0,18,18,0,21,0,0,0,9,52,10,0,66,7,11,5,5,11,0,0,0,6,21,0,0,88.5,65.42,67.08,28,249,
62,1400000US24510130805,"Census Tract 1308.05, Baltimore city, Maryland",0,0,0,0,0,0,0,0,18,0,20,0,9,0,0,0,0,0,0,0,0,0,9,0,0,36,0,11,0,0,0,0,0,0,0,18,0,7,11,23.94,21.06,27,83,
501,1400000US24510130806,"Census Tract 1308.06, Baltimore city, Maryland",0,0,0,6,0,13,0,0,0,16,0,11,78,0,0,0,5,0,10,0,9,0,12,0,42,63,0,0,0,5,0,8,0,8,0,31,0,11,16,60.98,46.02,64,187,
1144,1400000US24510140100,"Census Tract 1401, Baltimore city, Maryland",0,0,0,0,0,0,0,0,0,57,0,109,77,0,0,0,15,0,0,0,0,0,7,0,55,51,0,0,0,0,0,0,0,0,0,0,0,51,15,14.08,49.92,215,294,
1184,1400000US24510140200,"Census Tract 1402, Baltimore city, Maryland",92,100,0,118,0,0,0,0,64,0,0,0,371,245,0,0,34,0,33,0,0,59,0,0,0,323,157,61,0,34,0,21,0,0,14,0,0,36,841,191,0,36,1068,
54,1400000US24510140300,"Census Tract 1403, Baltimore city, Maryland",76,0,0,23,0,7,0,77,38,0,7,0,187,98,18,33,0,0,0,0,11,27,0,0,0,170,8,8,50,0,8,8,0,0,48,0,0,40,316.4,221.6,0,47,585,
1120,1400000US24510150100,"Census Tract 1501, Baltimore city, Maryland",98,38,0,0,52,12,0,0,0,0,0,14,112,41,47,0,0,0,0,0,0,0,24,0,0,192,105,23,35,0,0,19,0,0,10,0,0,0,402.6,82.68,18.72,14,518,
1185,1400000US24510150200,"Census Tract 1502, Baltimore city, Maryland",108,77,0,0,54,10,0,0,7,30,0,0,310,9,73,0,32,95,25,0,0,76,0,0,0,104,47,0,0,0,24,4,0,0,21,8,0,0,397.9,272.46,29.64,0,700,
285,1400000US24510150300,"Census Tract 1503, Baltimore city, Maryland",50,0,44,19,0,6,0,32,58,40,10,17,99,24,0,27,0,0,0,0,0,48,0,0,0,108,22,0,0,15,0,0,0,0,50,0,21,0,201,202.8,31.2,48,483,
3,1400000US24510150400,"Census Tract 1504, Baltimore city, Maryland",36,12,0,29,0,0,0,0,28,0,0,0,182,29,10,0,28,54,0,0,0,30,31,0,0,219,66,55,0,0,76,0,0,0,11,0,0,11,304,166.82,24.18,11,506,
1145,1400000US24510150500,"Census Tract 1505, Baltimore city, Maryland",0,0,0,0,0,0,5,0,6,0,36,0,74,0,35,15,0,24,0,0,0,0,0,0,0,102,0,47,28,0,12,0,0,0,0,0,0,15,135.8,36.2,0,51,223,
1186,1400000US24510150600,"Census Tract 1506, Baltimore city, Maryland",142,14,33,31,0,0,0,0,36,0,0,0,249,119,0,15,51,0,0,0,0,0,64,0,0,157,26,0,53,24,0,0,0,0,25,29,0,0,508,81.46,72.54,0,662,
284,1400000US24510150701,"Census Tract 1507.01, Baltimore city, Maryland",0,0,32,0,0,0,13,0,0,8,0,21,92,0,0,37,0,23,0,9,0,15,8,0,0,45,0,0,8,0,0,6,0,0,17,8,0,6,83.9,81.38,18.72,27,211,
286,1400000US24510150702,"Census Tract 1507.02, Baltimore city, Maryland",13,0,17,0,0,0,0,0,15,19,0,12,174,16,36,48,0,2,0,0,0,50,17,0,5,132,30,5,30,0,11,0,0,0,11,43,2,0,198.9,102.48,61.62,19,382,
679,1400000US24510150800,"Census Tract 1508, Baltimore city, Maryland",149,16,0,39,46,0,62,41,32,30,32,14,321,28,113,0,28,12,30,11,22,0,0,0,77,298,90,30,0,36,61,0,0,50,12,0,0,19,564.7,349.9,23.4,142,1080,
1121,1400000US24510150900,"Census Tract 1509, Baltimore city, Maryland",46,14,31,0,0,0,0,0,13,19,27,32,323,44,107,29,14,0,0,0,9,22,0,25,73,124,0,30,0,19,0,0,0,0,6,0,48,21,334,54.18,14.82,226,629,
1188,1400000US24510151000,"Census Tract 1510, Baltimore city, Maryland",41,26,9,0,0,0,0,58,24,66,0,15,289,102,14,18,27,12,0,10,58,0,10,15,23,373,60,15,45,65,6,0,0,0,32,150,0,0,427.4,244.32,176.28,53,901,
287,1400000US24510151100,"Census Tract 1511, Baltimore city, Maryland",135,0,71,10,0,0,0,0,110,0,30,0,387,98,0,62,0,63,0,0,0,24,0,117,23,519,74,0,45,0,63,94,0,0,141,0,0,102,532.8,457.2,0,272,1262,
1189,1400000US24510151200,"Census Tract 1512, Baltimore city, Maryland",0,0,185,42,0,49,0,0,0,42,77,0,265,156,76,0,0,0,9,0,0,0,0,24,0,182,0,0,57,11,32,0,0,0,0,0,82,0,536.6,89.64,32.76,183,842,
288,1400000US24510151300,"Census Tract 1513, Baltimore city, Maryland",0,0,0,14,65,0,0,0,161,17,0,0,235,0,18,29,43,128,0,0,10,7,0,0,0,342,143,44,17,47,32,0,0,10,10,26,13,0,422.5,364.96,33.54,13,834,
1190,1400000US24510160100,"Census Tract 1601, Baltimore city, Maryland",0,0,40,0,0,0,0,0,0,0,0,8,74,4,26,44,0,0,0,0,0,0,0,0,0,326,0,0,0,164,0,0,12,150,0,0,0,0,278,162,0,8,448,
