,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1039,1400000US24017851500,"Census Tract 8515, Charles County, Maryland",123,14,0,0,104,14,0,0,196,44,85,124,797,36,0,0,0,0,16,11,0,221,114,136,263,800,43,0,0,98,0,31,15,0,159,112,103,239,345.2,795.2,210.6,950,2301,
1040,1400000US24017990000,"Census Tract 9900, Charles County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1385,1400000US24019970100,"Census Tract 9701, Dorchester County, Maryland",4,0,2,1,3,42,0,1,23,5,23,14,222,5,2,3,61,17,30,21,15,34,7,0,27,276,5,55,0,29,6,64,11,4,40,10,5,47,174.8,308.04,17.16,116,616,
1384,1400000US24019970200,"Census Tract 9702, Dorchester County, Maryland",14,70,36,15,8,13,14,0,53,34,78,29,464,20,34,19,2,6,21,5,0,140,152,24,41,471,3,0,93,22,6,10,15,0,94,54,104,70,334,431.8,187.2,346,1299,
1386,1400000US24019970300,"Census Tract 9703, Dorchester County, Maryland",23,0,26,10,29,22,0,0,57,78,53,3,296,21,0,0,2,25,22,0,0,46,59,108,13,348,5,0,0,2,16,56,5,4,58,181,8,13,110,388.96,248.04,198,945,
1389,1400000US24019970400,"Census Tract 9704, Dorchester County, Maryland",0,46,12,6,0,29,0,0,15,7,16,10,343,108,29,0,38,39,19,0,0,86,6,8,10,202,13,0,9,26,43,36,0,0,61,0,7,7,311.6,306.26,10.14,58,686,
1387,1400000US24019970500,"Census Tract 9705, Dorchester County, Maryland",135,0,68,0,0,54,32,0,79,0,20,16,398,124,34,86,29,10,37,10,0,0,12,56,0,242,94,0,62,0,0,30,29,0,16,11,0,0,635,299.06,17.94,92,1044,
807,1400000US24019970600,"Census Tract 9706, Dorchester County, Maryland",75,0,29,40,97,6,0,0,60,74,23,6,275,6,0,48,12,94,8,44,0,23,40,0,0,393,34,101,12,0,43,0,14,0,21,100,29,39,427.2,386.88,166.92,97,1078,
1390,1400000US24019970702,"Census Tract 9707.02, Dorchester County, Maryland",28,0,0,0,8,19,0,0,12,79,16,37,192,54,0,22,0,11,18,0,6,16,41,8,16,123,31,0,0,0,15,0,0,0,0,40,0,37,145.2,130,124.8,114,514,
1391,1400000US24019970804,"Census Tract 9708.04, Dorchester County, Maryland",0,10,0,18,0,18,0,0,6,4,48,22,102,0,10,0,28,16,0,0,0,9,0,26,13,144,0,0,0,11,22,0,0,0,0,67,30,14,88.4,75.22,55.38,153,372,
1388,1400000US24019970900,"Census Tract 9709, Dorchester County, Maryland",31,0,0,18,0,0,0,0,7,21,2,7,41,0,0,0,16,0,0,0,0,6,6,6,7,90,31,5,0,0,0,0,0,0,17,29,0,8,101,42.32,43.68,30,217,
1392,1400000US24019990000,"Census Tract 9900, Dorchester County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1393,1400000US24021740200,"Census Tract 7402, Frederick County, Maryland",0,15,16,0,30,0,0,0,77,52,80,109,384,0,42,7,0,20,0,0,0,108,26,38,143,384,26,0,0,0,9,0,0,0,151,10,65,123,123.7,396.66,68.64,558,1147,
812,1400000US24021750100,"Census Tract 7501, Frederick County, Maryland",0,0,0,0,0,0,12,0,19,8,0,19,61,0,0,0,0,18,0,0,0,10,11,5,17,37,0,0,0,0,0,0,0,0,26,0,11,0,5.4,83.78,14.82,52,156,
814,1400000US24021750200,"Census Tract 7502, Frederick County, Maryland",0,0,0,0,0,0,0,0,0,11,0,19,90,0,0,0,0,0,0,0,0,8,12,44,26,76,0,0,0,0,0,0,0,34,0,0,6,36,0,47.06,17.94,131,196,
813,1400000US24021750300,"Census Tract 7503, Frederick County, Maryland",0,0,0,39,0,0,0,0,16,48,16,0,89,22,29,9,0,0,0,0,0,11,10,0,8,47,10,0,8,0,0,16,0,0,5,0,0,8,117,60.76,45.24,32,255,
766,1400000US24021750503,"Census Tract 7505.03, Frederick County, Maryland",190,0,0,12,278,0,122,0,75,43,122,47,588,117,0,0,0,87,36,178,0,40,12,118,0,747,149,28,0,0,21,0,0,0,407,27,54,61,611.8,1146.24,63.96,402,2224,
767,1400000US24021750504,"Census Tract 7505.04, Frederick County, Maryland",84,0,26,5,56,23,31,14,60,15,58,145,476,80,88,0,3,78,27,11,28,82,14,20,45,338,39,120,0,5,0,0,0,0,86,14,74,0,490.2,465.26,33.54,342,1331,
768,1400000US24021750505,"Census Tract 7505.05, Frederick County, Maryland",46,25,245,147,65,57,0,0,109,129,99,0,629,24,16,134,69,76,64,0,0,40,141,14,51,703,14,0,61,68,81,57,105,0,148,92,38,39,915.6,815.04,282.36,241,2254,
769,1400000US24021750506,"Census Tract 7505.06, Frederick County, Maryland",0,0,0,26,27,52,0,0,78,51,35,81,452,0,0,0,0,25,127,0,0,141,36,15,108,394,27,20,0,0,37,21,7,0,72,34,42,134,99.7,586.92,94.38,415,1196,
815,1400000US24021750600,"Census Tract 7506, Frederick County, Maryland",0,0,0,0,0,0,0,0,20,14,0,68,122,0,0,0,0,0,0,0,0,19,13,0,90,70,0,0,0,0,0,0,0,0,0,13,8,49,0,47.8,31.2,215,294,
770,1400000US24021750701,"Census Tract 7507.01, Frederick County, Maryland",0,0,20,41,0,10,35,0,66,141,52,117,346,0,0,13,49,0,10,0,0,89,92,57,36,549,21,0,13,55,0,0,0,0,107,112,29,212,212,392.9,269.1,503,1377,
771,1400000US24021750702,"Census Tract 7507.02, Frederick County, Maryland",0,0,32,10,16,0,0,0,38,19,18,50,199,0,32,67,0,0,0,0,12,14,24,0,50,294,9,38,72,36,3,0,17,6,17,35,11,50,301.7,134.46,60.84,179,676,
772,1400000US24021750801,"Census Tract 7508.01, Frederick County, Maryland",0,0,0,0,0,0,15,0,0,12,0,13,162,0,0,0,0,0,0,25,0,0,93,14,30,220,0,0,14,0,0,11,0,15,29,45,47,59,14,128,117,163,422,
773,1400000US24021750802,"Census Tract 7508.02, Frederick County, Maryland",0,0,0,0,0,26,0,0,47,49,18,150,334,0,0,30,11,0,0,0,0,46,48,39,160,314,19,0,0,53,0,51,12,0,35,38,20,86,113,246.7,105.3,473,938,
774,1400000US24021750803,"Census Tract 7508.03, Frederick County, Maryland",0,0,35,0,0,17,0,0,93,78,77,145,526,0,0,52,0,0,11,0,0,202,133,56,72,461,0,0,0,16,0,22,0,17,221,0,24,161,103,629.42,164.58,535,1432,
775,1400000US24021751001,"Census Tract 7510.01, Frederick County, Maryland",0,0,0,4,0,5,0,0,13,26,4,70,67,0,0,0,5,8,6,0,0,23,11,3,11,53,0,0,0,6,0,0,0,0,13,3,18,13,17.4,74.4,31.2,119,242,
776,1400000US24021751002,"Census Tract 7510.02, Frederick County, Maryland",0,0,0,14,0,38,75,0,39,54,59,94,360,0,0,40,0,0,0,0,0,0,126,95,99,453,0,43,20,0,0,36,0,0,42,76,91,145,117,286.32,199.68,583,1186,
777,1400000US24021751003,"Census Tract 7510.03, Frederick County, Maryland",0,0,82,0,51,38,0,0,78,179,80,21,431,0,0,0,0,90,19,0,0,57,156,52,57,406,41,0,20,0,64,45,0,0,31,52,22,131,204.5,496.64,301.86,363,1366,
778,1400000US24021751004,"Census Tract 7510.04, Frederick County, Maryland",20,0,48,29,0,25,0,0,71,43,60,55,223,11,11,0,0,10,9,0,0,41,53,10,78,258,16,6,16,0,35,9,0,0,25,61,8,82,170.5,246.04,122.46,293,832,
779,1400000US24021751201,"Census Tract 7512.01, Frederick County, Maryland",11,0,10,46,0,0,0,0,27,92,90,60,350,22,0,0,0,0,0,0,0,43,98,85,102,510,11,0,0,0,19,25,0,0,70,91,65,229,105.7,240.12,219.18,631,1196,
780,1400000US24021751202,"Census Tract 7512.02, Frederick County, Maryland",0,0,0,0,0,0,0,0,89,132,113,227,681,0,0,0,0,6,0,0,0,66,74,25,510,334,0,0,57,37,6,0,0,0,19,62,5,148,97.6,241.36,209.04,1028,1576,
781,1400000US24021751203,"Census Tract 7512.03, Frederick County, Maryland",0,0,0,12,0,0,0,0,10,17,24,34,126,0,0,0,21,0,0,0,0,25,19,5,56,113,0,0,0,0,0,0,0,0,17,12,19,65,33,62.56,37.44,203,336,
782,1400000US24021751301,"Census Tract 7513.01, Frederick County, Maryland",7,0,0,31,0,0,0,0,86,30,18,62,346,14,69,0,0,0,0,0,0,55,30,0,178,296,7,0,0,0,0,0,12,0,82,9,0,186,128,250.18,53.82,444,876,
783,1400000US24021751302,"Census Tract 7513.02, Frederick County, Maryland",39,0,0,0,0,0,0,0,30,44,11,42,171,0,0,0,0,0,42,0,0,15,64,20,30,232,0,0,0,0,0,14,0,0,65,32,77,44,39,196.8,109.2,224,569,
810,1400000US24021751600,"Census Tract 7516, Frederick County, Maryland",0,0,11,0,8,0,0,0,34,54,23,0,184,12,0,20,0,8,0,0,0,99,17,18,10,303,12,0,0,0,13,0,0,0,98,51,15,114,63.7,278.14,95.16,180,617,
784,1400000US24021751701,"Census Tract 7517.01, Frederick County, Maryland",0,0,5,0,0,12,0,0,16,23,11,54,172,0,6,5,0,0,19,0,0,50,29,8,55,171,0,6,0,0,0,20,0,0,33,22,6,84,22,166.28,57.72,218,464,
785,1400000US24021751702,"Census Tract 7517.02, Frederick County, Maryland",0,54,7,0,0,0,0,0,23,12,27,70,262,0,25,7,0,27,21,0,0,72,24,34,52,295,0,13,0,0,27,0,0,0,44,35,61,115,122.2,213.42,55.38,359,750,
786,1400000US24021751801,"Census Tract 7518.01, Frederick County, Maryland",23,0,4,14,0,0,0,0,26,55,47,186,506,23,0,16,7,0,0,0,0,41,54,83,282,627,24,0,4,7,0,0,8,25,28,99,49,383,122,173.76,162.24,1030,1488,
787,1400000US24021751802,"Census Tract 7518.02, Frederick County, Maryland",5,9,0,12,0,8,0,0,0,0,16,116,296,12,9,0,0,0,10,0,0,0,70,39,156,255,11,21,0,0,0,4,0,0,8,16,0,195,79,48.92,67.08,522,717,
788,1400000US24021751901,"Census Tract 7519.01, Frederick County, Maryland",8,0,0,0,0,0,0,0,50,0,84,208,330,7,0,0,0,33,0,0,0,43,18,38,191,482,34,0,0,0,0,0,46,0,55,29,36,282,58.9,227.44,36.66,839,1162,
789,1400000US24021751902,"Census Tract 7519.02, Frederick County, Maryland",0,0,0,0,0,0,23,0,47,93,0,245,478,0,0,0,0,0,0,44,0,16,91,82,245,731,0,0,0,14,0,0,23,0,0,212,62,420,14,240.12,308.88,1054,1617,
790,1400000US24021751903,"Census Tract 7519.03, Frederick County, Maryland",0,0,0,0,0,0,0,0,0,78,37,288,414,0,0,0,0,0,0,0,0,20,57,16,321,594,0,0,0,0,0,0,0,0,10,88,114,382,0,79.06,173.94,1158,1411,
791,1400000US24021751904,"Census Tract 7519.04, Frederick County, Maryland",0,0,0,0,0,0,0,0,34,0,35,66,333,46,0,0,0,0,6,0,0,16,41,47,177,434,0,0,22,0,0,11,0,0,47,78,34,242,68,140.18,92.82,601,902,
792,1400000US24021752001,"Census Tract 7520.01, Frederick County, Maryland",0,25,19,0,0,0,0,0,47,52,56,159,291,0,19,27,15,0,0,0,11,11,9,75,124,609,0,0,10,12,10,0,0,22,60,32,136,327,130,178.46,72.54,877,1258,
793,1400000US24021752101,"Census Tract 7521.01, Frederick County, Maryland",0,0,0,0,0,0,0,0,0,0,64,150,165,0,0,0,24,0,0,0,0,0,0,42,99,342,0,0,0,0,39,16,0,0,17,27,52,191,35.7,66.24,21.06,598,721,
794,1400000US24021752102,"Census Tract 7521.02, Frederick County, Maryland",8,0,0,0,0,0,0,0,70,42,13,78,295,0,0,0,0,0,0,0,0,48,52,104,91,390,0,0,0,0,0,0,0,0,33,97,33,227,8,193.02,148.98,546,896,
795,1400000US24021752201,"Census Tract 7522.01, Frederick County, Maryland",0,0,0,0,18,0,0,0,9,6,9,83,129,0,0,0,0,9,7,0,0,5,13,35,60,144,0,0,0,0,0,8,0,26,0,18,26,66,8.1,82.04,28.86,279,398,
796,1400000US24021752202,"Census Tract 7522.02, Frederick County, Maryland",9,0,0,0,0,0,0,92,89,44,57,211,577,0,0,7,0,0,0,0,0,77,0,121,372,519,24,0,0,5,0,0,0,0,104,43,64,279,45,381.14,67.86,1104,1598,
797,1400000US24021752204,"Census Tract 7522.04, Frederick County, Maryland",0,29,0,0,46,0,0,0,36,46,12,444,1066,0,30,0,0,41,0,0,0,62,131,39,763,1125,7,0,0,0,30,0,0,0,89,84,50,865,101.1,326.32,203.58,2173,2804,
798,1400000US24021752301,"Census Tract 7523.01, Frederick County, Maryland",13,8,12,0,18,0,18,36,116,7,60,84,691,23,8,16,69,11,0,12,20,65,260,92,115,357,22,9,22,24,0,0,30,0,31,48,43,128,234.7,417.6,245.7,522,1420,
799,1400000US24021752302,"Census Tract 7523.02, Frederick County, Maryland",0,0,0,24,0,0,0,0,9,34,28,177,344,0,0,0,97,0,0,0,11,0,11,5,220,274,11,0,0,0,0,0,0,0,29,70,14,150,132,74.3,89.7,594,890,
800,1400000US24021752303,"Census Tract 7523.03, Frederick County, Maryland",0,0,0,0,0,0,0,0,23,65,79,114,381,0,0,0,0,14,0,0,5,47,72,51,192,366,10,0,0,0,0,0,0,11,114,62,42,127,14.2,253.58,155.22,605,1028,
801,1400000US24021752501,"Census Tract 7525.01, Frederick County, Maryland",0,0,0,0,0,0,0,0,54,47,45,133,316,0,0,0,15,0,0,27,0,4,40,36,194,330,0,0,0,27,0,0,11,0,29,21,38,204,42,148.76,84.24,650,925,
802,1400000US24021752502,"Census Tract 7525.02, Frederick County, Maryland",0,0,17,0,0,0,0,0,0,30,8,32,107,0,0,14,0,0,0,0,0,0,9,10,74,307,3,0,6,0,0,0,0,0,42,0,92,164,40,50.58,30.42,380,501,
803,1400000US24021752601,"Census Tract 7526.01, Frederick County, Maryland",0,0,0,20,0,10,0,0,26,19,37,215,304,0,0,47,0,0,16,0,0,25,19,78,119,409,0,0,0,0,15,17,0,0,0,64,42,271,71.5,126.94,79.56,762,1040,
805,1400000US24021752602,"Census Tract 7526.02, Frederick County, Maryland",0,0,0,0,0,51,0,0,31,43,29,108,251,0,0,0,0,0,60,0,0,50,8,37,96,223,0,0,0,0,0,0,0,11,11,105,21,75,0,248.32,121.68,366,736,
806,1400000US24021752603,"Census Tract 7526.03, Frederick County, Maryland",0,0,0,0,0,0,0,22,28,13,73,61,319,0,0,0,0,10,0,0,14,91,41,37,126,514,9,0,0,0,5,0,0,11,105,53,67,264,13.5,305.04,83.46,628,1030,
904,1400000US24021752801,"Census Tract 7528.01, Frederick County, Maryland",4,0,0,0,6,0,0,7,23,36,6,24,129,0,0,0,0,10,0,0,14,11,45,22,27,127,0,0,0,0,21,5,0,5,5,21,22,48,15.1,118.34,79.56,149,362,
905,1400000US24021752802,"Census Tract 7528.02, Frederick County, Maryland",3,0,0,0,0,0,0,8,3,34,63,70,263,10,0,0,0,5,20,0,0,32,51,43,102,347,4,0,0,12,3,0,0,10,69,89,45,115,31.4,185.88,135.72,438,791,
811,1400000US24021752900,"Census Tract 7529, Frederick County, Maryland",13,6,10,0,0,12,0,0,55,63,0,41,160,26,0,0,0,12,12,0,0,23,42,5,40,190,25,0,11,0,21,11,10,0,32,27,27,26,100.9,207.14,102.96,139,550,
906,1400000US24021753001,"Census Tract 7530.01, Frederick County, Maryland",13,0,0,0,18,75,0,16,26,51,64,136,335,14,0,0,31,36,21,0,16,0,67,36,114,317,0,0,0,0,0,30,8,0,105,50,34,90,74.2,371.76,131.04,474,1051,
907,1400000US24021753002,"Census Tract 7530.02, Frederick County, Maryland",4,0,0,19,8,38,0,0,34,55,0,30,297,0,0,77,11,11,37,0,0,56,51,17,37,254,0,0,37,11,12,22,0,8,80,18,17,49,168.3,323.98,96.72,150,739,
908,1400000US24021765100,"Census Tract 7651, Frederick County, Maryland",41,0,61,0,0,0,0,0,50,42,0,36,226,56,18,11,27,0,0,0,0,42,24,37,11,240,11,0,44,18,0,86,0,0,10,25,35,11,287,208.02,70.98,130,696,
909,1400000US24021766800,"Census Tract 7668, Frederick County, Maryland",46,29,31,0,0,16,0,0,10,49,23,49,242,6,35,46,0,0,0,14,0,44,32,0,65,392,6,18,27,12,6,0,21,0,52,51,70,129,257.8,190.24,102.96,336,887,
910,1400000US24021767500,"Census Tract 7675, Frederick County, Maryland",0,0,0,0,0,0,0,0,12,4,0,65,152,0,53,0,0,0,0,0,0,44,3,0,52,193,7,8,0,0,0,0,0,0,56,3,14,105,68,114.2,7.8,236,426,
911,1400000US24021767600,"Census Tract 7676, Frederick County, Maryland",7,0,0,23,4,18,0,0,12,2,17,61,199,11,0,0,0,4,6,0,2,11,26,19,120,251,20,14,0,10,0,6,0,23,27,30,45,76,87.4,123.36,45.24,338,594,
912,1400000US24021770700,"Census Tract 7707, Frederick County, Maryland",0,0,0,0,0,0,0,0,7,7,49,51,174,0,29,0,0,0,0,0,0,54,12,35,44,309,9,36,17,0,0,58,0,9,97,13,10,60,91,232.04,24.96,249,597,
913,1400000US24021772200,"Census Tract 7722, Frederick County, Maryland",4,0,5,15,0,0,0,0,9,0,0,0,46,8,0,4,34,0,0,0,0,0,0,0,0,59,0,0,13,16,0,0,0,0,13,17,0,0,99,25.74,13.26,0,138,
914,1400000US24021773500,"Census Tract 7735, Frederick County, Maryland",0,0,20,57,0,0,0,0,33,37,18,22,402,0,10,29,77,13,0,22,0,91,36,38,86,497,13,22,8,21,14,0,0,0,185,21,64,149,265.1,370.58,73.32,377,1086,
915,1400000US24021775302,"Census Tract 7753.02, Frederick County, Maryland",0,11,1,9,0,20,0,8,150,70,27,172,366,0,29,0,7,8,0,0,15,157,27,0,123,390,27,24,18,7,9,0,0,16,99,35,31,124,138.1,505.94,102.96,477,1224,
916,1400000US24021775400,"Census Tract 7754, Frederick County, Maryland",0,29,0,36,29,11,0,24,60,29,17,45,197,9,0,0,0,36,9,0,23,44,29,38,9,347,28,0,0,0,16,20,0,47,89,36,20,91,126.3,404.38,73.32,220,824,
917,1400000US24021775600,"Census Tract 7756, Frederick County, Maryland",0,0,0,0,16,0,0,0,8,7,16,294,468,0,0,0,0,10,7,0,0,17,14,36,384,281,0,0,0,0,11,15,0,0,21,0,48,186,11.1,98.52,16.38,964,1090,
1272,1400000US24023000100,"Census Tract 1, Garrett County, Maryland",6,2,1,0,23,21,0,16,49,100,16,12,226,1,23,0,4,8,0,0,8,32,72,39,39,223,6,1,1,22,9,0,0,0,59,76,27,22,79,267.56,193.44,155,695,
1266,1400000US24023000200,"Census Tract 2, Garrett County, Maryland",6,24,14,149,2,0,0,0,9,66,14,16,321,4,40,0,109,8,5,25,0,91,12,25,2,385,18,41,11,70,12,9,22,3,128,30,30,11,492.6,331.16,84.24,98,1006,
1267,1400000US24023000300,"Census Tract 3, Garrett County, Maryland",0,0,33,43,0,0,0,0,0,11,0,19,234,0,19,12,40,43,0,0,8,41,24,0,47,189,9,0,0,43,0,8,0,6,14,44,47,18,211.9,124.48,61.62,131,529,
1269,1400000US24023000400,"Census Tract 4, Garrett County, Maryland",6,0,3,12,0,27,0,7,96,0,0,2,163,14,19,29,0,12,27,4,10,30,16,0,2,190,7,9,9,4,26,14,0,0,70,35,6,10,123.4,322.82,39.78,20,506,
1270,1400000US24023000500,"Census Tract 5, Garrett County, Maryland",49,8,8,33,21,10,0,5,0,21,26,49,228,17,0,13,36,0,13,0,5,79,22,20,23,244,0,0,0,37,0,18,0,14,31,0,43,101,207.3,199.16,33.54,262,702,
1268,1400000US24023000600,"Census Tract 6, Garrett County, Maryland",0,0,0,24,12,12,20,17,79,18,12,34,281,12,0,0,6,4,0,6,0,24,90,91,48,319,5,5,0,15,10,0,0,35,45,83,50,71,74.8,298.22,148.98,306,828,
1271,1400000US24023000700,"Census Tract 7, Garrett County, Maryland",23,11,4,32,56,111,36,7,82,6,10,14,360,18,5,25,54,88,13,32,3,39,30,17,36,430,29,10,11,54,22,68,28,4,36,79,53,36,325.8,600.5,89.7,166,1182,
116,1400000US24025301102,"Census Tract 3011.02, Harford County, Maryland",0,0,0,12,0,0,0,0,0,0,23,73,213,0,0,0,0,0,0,0,0,27,10,0,176,596,0,0,16,11,0,32,0,0,0,119,172,246,39,87.38,100.62,690,917,
918,1400000US24025301105,"Census Tract 3011.05, Harford County, Maryland",0,14,0,0,0,0,0,0,0,43,44,161,237,8,0,16,0,0,12,0,0,19,64,38,80,384,7,40,31,12,0,0,0,0,102,60,64,68,128,169.74,130.26,455,883,
919,1400000US24025301106,"Census Tract 3011.06, Harford County, Maryland",0,0,0,0,0,8,0,0,10,102,62,139,309,0,0,17,0,0,27,0,0,0,55,40,170,431,0,0,40,8,9,22,0,0,7,100,34,211,67.7,136.84,200.46,656,1061,
920,1400000US24025301107,"Census Tract 3011.07, Harford County, Maryland",0,10,9,14,21,0,0,0,88,101,21,75,265,0,0,0,0,19,15,23,0,55,79,21,53,114,0,0,0,8,0,11,11,0,53,0,0,31,53,323.6,140.4,201,718,
921,1400000US24025301108,"Census Tract 3011.08, Harford County, Maryland",0,0,0,0,0,0,0,0,0,0,18,56,207,0,0,0,0,0,0,0,0,14,27,71,95,296,31,0,0,0,0,0,0,0,32,56,0,177,31,64.26,64.74,417,577,
91,1400000US24025301201,"Census Tract 3012.01, Harford County, Maryland",0,0,0,0,4,8,0,8,0,19,28,0,201,0,22,0,0,0,7,0,16,28,39,29,60,116,6,23,0,0,0,0,0,0,15,15,28,29,52.2,100.86,56.94,174,384,
98,1400000US24025301202,"Census Tract 3012.02, Harford County, Maryland",0,0,42,0,0,0,0,0,110,85,176,106,565,100,0,0,28,0,0,0,0,45,165,95,132,828,143,0,0,0,0,0,0,0,142,85,126,332,313,370.7,261.3,967,1912,
922,1400000US24025301204,"Census Tract 3012.04, Harford County, Maryland",0,0,0,42,24,15,0,0,133,25,133,137,273,0,0,0,21,10,14,0,0,19,50,47,112,285,25,0,0,76,29,0,0,0,16,31,36,72,182.9,264.42,82.68,537,1067,
923,1400000US24025301205,"Census Tract 3012.05, Harford County, Maryland",0,0,0,0,57,94,0,0,36,11,83,100,336,0,0,0,0,0,17,0,0,74,75,53,117,274,19,0,0,0,0,0,0,0,44,69,85,57,36.1,339,120.9,495,991,
101,1400000US24025301301,"Census Tract 3013.01, Harford County, Maryland",0,0,23,12,0,0,12,19,7,88,24,79,198,0,0,6,0,0,10,0,0,7,77,7,91,349,41,14,0,0,0,43,0,0,34,27,66,124,96,174.24,149.76,391,811,
433,1400000US24025301302,"Census Tract 3013.02, Harford County, Maryland",308,34,0,27,40,12,20,0,125,0,176,57,595,11,0,19,16,52,36,0,0,157,67,99,138,509,57,0,0,0,43,43,31,0,127,81,26,101,512.5,678.06,115.44,597,1903,
102,1400000US24025301401,"Census Tract 3014.01, Harford County, Maryland",0,0,0,12,57,15,0,28,50,134,0,97,445,0,92,43,0,17,14,14,14,129,41,0,81,494,27,45,0,0,0,23,0,0,95,105,28,171,241.2,495.4,218.4,377,1332,
117,1400000US24025301402,"Census Tract 3014.02, Harford County, Maryland",0,0,8,8,24,0,0,13,82,31,0,58,241,23,0,10,0,11,0,0,0,164,0,11,22,235,69,6,10,14,0,0,0,0,45,12,27,52,158.5,337.96,33.54,170,700,
431,1400000US24025301601,"Census Tract 3016.01, Harford County, Maryland",242,0,122,11,122,147,0,12,112,93,0,0,889,91,0,98,36,298,115,0,0,181,70,0,0,299,90,0,19,0,0,27,17,0,71,46,18,11,835,1021.98,163.02,29,2049,
92,1400000US24025301602,"Census Tract 3016.02, Harford County, Maryland",12,0,0,147,43,59,42,31,262,237,67,16,495,39,0,0,0,0,0,0,0,45,241,149,21,736,83,0,20,35,37,0,19,0,21,230,200,91,360,690.76,552.24,544,2147,
93,1400000US24025301702,"Census Tract 3017.02, Harford County, Maryland",60,17,0,65,0,89,0,0,118,69,52,101,706,0,30,0,61,18,20,0,0,193,100,54,230,711,0,0,22,28,20,147,0,27,116,135,80,136,294.4,803.48,237.12,653,1988,
924,1400000US24025301703,"Census Tract 3017.03, Harford County, Maryland",26,0,26,0,0,0,0,0,39,50,130,152,393,13,0,0,0,0,11,0,12,6,50,121,180,278,0,0,0,11,0,0,0,0,13,8,57,189,76,104.76,84.24,829,1094,
925,1400000US24025301704,"Census Tract 3017.04, Harford County, Maryland",0,24,0,23,7,13,0,0,138,17,66,52,210,0,24,0,11,0,69,0,0,72,0,8,26,201,0,20,0,23,0,49,0,0,14,0,58,37,127.1,363.64,13.26,247,751,
112,1400000US24025302100,"Census Tract 3021, Harford County, Maryland",0,0,0,0,0,0,0,0,0,0,22,74,110,0,0,14,0,0,0,0,0,13,0,6,77,181,0,0,5,0,5,0,0,0,13,28,0,130,20.5,35.66,21.84,309,387,
104,1400000US24025302200,"Census Tract 3022, Harford County, Maryland",0,0,0,0,44,0,31,0,0,57,0,30,210,0,36,0,12,17,0,45,0,33,48,0,19,297,38,49,0,0,0,0,23,0,0,27,86,74,153.3,203.74,102.96,209,669,
106,1400000US24025302400,"Census Tract 3024, Harford County, Maryland",78,0,0,0,0,0,0,0,106,29,9,150,274,102,0,9,10,46,16,0,0,0,12,24,55,316,40,0,20,10,8,0,0,15,11,116,0,96,285.2,220.34,122.46,334,962,
94,1400000US24025302801,"Census Tract 3028.01, Harford County, Maryland",16,0,0,0,0,0,0,31,134,0,8,25,244,46,0,0,0,0,51,0,14,72,0,0,61,253,16,0,9,0,23,0,0,14,119,0,0,72,93.9,451.1,0,166,711,
