,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
370,1400000US32003005105,"Census Tract 51.05, Clark County, Nevada",0,0,0,0,0,0,52,53,121,131,131,0,572,0,0,68,0,50,0,52,0,87,64,159,92,970,32,38,66,17,93,0,53,45,452,71,44,59,292.5,359.5,893,485,2030,
493,1400000US32003005106,"Census Tract 51.06, Clark County, Nevada",13,0,55,23,0,0,0,0,54,48,0,19,299,18,0,14,0,43,0,0,0,62,75,12,75,429,49,0,68,24,44,0,0,0,15,135,38,56,307.5,50.05,382.45,200,940,
316,1400000US32003005107,"Census Tract 51.07, Clark County, Nevada",0,7,24,0,0,0,0,0,22,42,41,20,267,0,12,0,0,0,0,0,0,13,86,38,118,398,36,0,0,35,0,0,0,8,42,124,33,120,114,11.85,325.15,370,821,
496,1400000US32003005108,"Census Tract 51.08, Clark County, Nevada",0,21,12,34,0,41,0,13,70,15,0,54,202,0,21,11,15,15,36,0,12,20,28,27,17,281,0,21,0,15,29,11,0,13,69,40,40,43,172,155.95,234.05,181,743,
497,1400000US32003005109,"Census Tract 51.09, Clark County, Nevada",68,0,0,21,0,0,0,82,64,107,22,24,280,0,0,0,0,0,0,0,59,42,51,52,76,851,72,0,0,0,0,0,0,70,90,290,48,281,161,220.8,634.2,503,1519,
317,1400000US32003005200,"Census Tract 52, Clark County, Nevada",22,0,78,31,54,0,9,0,53,0,0,0,348,43,0,86,30,71,0,0,0,96,22,0,0,220,70,40,21,20,10,0,0,0,41,18,0,0,508.5,86,220.5,0,815,
208,1400000US32003005311,"Census Tract 53.11, Clark County, Nevada",8,0,0,6,7,13,0,0,55,47,43,8,286,0,0,0,7,34,27,0,4,76,61,47,30,159,8,0,0,6,0,32,0,13,52,25,7,16,55.5,118.65,306.85,151,632,
377,1400000US32003005312,"Census Tract 53.12, Clark County, Nevada",0,0,0,0,0,53,0,0,35,10,108,49,40,0,0,0,0,0,28,0,0,0,0,12,0,180,0,0,0,0,0,27,0,0,10,38,25,80,0,110.25,90.75,274,475,
222,1400000US32003005313,"Census Tract 53.13, Clark County, Nevada",0,0,0,0,0,25,0,0,0,25,0,89,369,35,0,22,0,46,44,0,0,0,107,0,115,566,0,0,0,0,24,0,0,0,87,83,37,335,92,108.35,297.65,576,1074,
246,1400000US32003005314,"Census Tract 53.14, Clark County, Nevada",0,0,0,0,0,0,8,0,48,10,14,63,206,0,0,10,0,0,0,0,10,138,36,0,12,153,10,0,10,0,0,0,0,0,57,0,0,76,30,30.15,276.85,165,502,
247,1400000US32003005315,"Census Tract 53.15, Clark County, Nevada",0,15,0,53,41,0,0,0,27,7,22,0,250,29,29,0,0,0,0,0,0,15,90,67,20,628,23,0,0,0,0,0,0,0,237,86,244,38,169.5,34.45,448.05,391,1043,
223,1400000US32003005316,"Census Tract 53.16, Clark County, Nevada",0,14,0,27,0,9,0,0,14,35,35,28,434,0,0,0,24,12,0,0,0,175,163,15,45,355,0,25,0,0,15,0,0,0,105,115,0,95,103.5,37.2,592.3,218,951,
11,1400000US32003005317,"Census Tract 53.17, Clark County, Nevada",0,0,0,0,20,0,0,6,87,0,87,212,213,0,0,0,0,21,26,0,0,111,0,0,55,231,0,0,0,0,26,76,0,0,0,38,41,50,33.5,151.4,226.1,445,856,
248,1400000US32003005318,"Census Tract 53.18, Clark County, Nevada",23,0,0,0,0,0,0,0,37,106,53,36,182,23,0,0,0,21,14,0,0,0,17,54,53,224,0,0,0,0,28,0,0,0,0,61,0,135,70.5,40.35,219.15,331,661,
498,1400000US32003005319,"Census Tract 53.19, Clark County, Nevada",0,0,68,15,41,0,0,0,17,71,26,24,289,0,0,132,11,36,0,0,0,13,49,12,36,110,0,0,0,0,8,0,0,0,0,6,68,28,268.5,44,154.5,194,661,
224,1400000US32003005320,"Census Tract 53.20, Clark County, Nevada",0,0,0,8,0,0,9,0,19,52,0,16,192,0,0,0,7,87,0,0,0,33,49,0,16,155,0,0,0,0,0,6,9,0,62,28,16,34,58.5,73.2,237.3,82,451,
531,1400000US32003005321,"Census Tract 53.21, Clark County, Nevada",0,10,11,0,0,0,0,0,44,8,43,9,290,25,112,0,12,0,0,0,0,73,0,16,52,292,12,39,0,10,0,0,0,0,8,16,15,192,231,6.25,142.75,327,707,
4,1400000US32003005322,"Census Tract 53.22, Clark County, Nevada",0,0,0,0,0,25,0,0,0,73,4,1,82,0,0,8,43,0,23,0,0,4,0,4,0,99,0,0,8,11,0,24,0,0,13,0,16,27,70,72.85,89.15,52,284,
249,1400000US32003005333,"Census Tract 53.33, Clark County, Nevada",0,0,0,0,0,0,0,13,17,37,53,94,174,0,0,0,0,0,5,0,6,10,26,48,79,249,0,0,0,35,0,39,0,0,16,23,26,110,35,65.15,126.85,410,637,
378,1400000US32003005335,"Census Tract 53.35, Clark County, Nevada",0,14,0,28,26,0,0,0,40,52,14,32,334,41,0,0,26,61,32,0,13,69,10,15,67,315,0,13,0,0,16,17,0,0,143,0,45,81,173.5,126.1,301.4,254,855,
376,1400000US32003005336,"Census Tract 53.36, Clark County, Nevada",15,26,12,0,7,19,0,28,143,70,11,25,446,63,11,44,53,6,34,0,10,26,83,95,21,304,0,19,88,0,0,17,0,0,42,71,34,33,337.5,125.05,424.45,219,1106,
379,1400000US32003005337,"Census Tract 53.37, Clark County, Nevada",56,0,0,0,0,0,0,0,10,86,15,68,397,23,0,0,0,0,0,33,0,116,41,10,174,387,10,0,0,0,30,0,30,0,15,23,62,217,104,85.05,283.95,546,1019,
12,1400000US32003005338,"Census Tract 53.38, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,1400000US32003005341,"Census Tract 53.41, Clark County, Nevada",4,0,0,0,0,6,4,0,45,71,0,0,264,0,14,0,21,0,6,12,29,34,97,14,37,296,9,10,0,7,0,16,25,58,0,144,6,21,65,159.95,387.05,78,690,
380,1400000US32003005342,"Census Tract 53.42, Clark County, Nevada",0,0,0,60,21,0,0,0,30,13,31,0,139,0,0,0,37,0,0,22,0,39,25,16,0,411,23,0,0,41,10,0,36,0,67,163,56,15,176.5,80.3,330.2,118,705,
209,1400000US32003005343,"Census Tract 53.43, Clark County, Nevada",36,0,26,25,31,54,35,0,48,68,110,57,631,0,0,27,48,4,44,140,0,124,85,142,17,715,0,0,50,16,0,0,126,0,85,136,212,90,245.5,429.35,533.15,628,1836,
117,1400000US32003005346,"Census Tract 53.46, Clark County, Nevada",0,138,47,0,0,0,24,0,151,92,111,95,374,0,25,0,0,0,0,0,0,64,65,55,165,541,0,62,0,0,0,14,0,49,66,78,88,184,272,101.05,501.95,698,1573,
118,1400000US32003005347,"Census Tract 53.47, Clark County, Nevada",0,0,0,0,0,0,0,0,71,43,47,295,480,37,0,54,27,28,0,0,0,39,56,49,190,334,0,0,0,0,0,0,0,0,10,12,79,233,132,20,225,893,1270,
119,1400000US32003005348,"Census Tract 53.48, Clark County, Nevada",0,0,0,10,12,67,0,0,36,44,23,155,622,20,0,59,9,11,35,0,0,133,41,49,265,517,20,0,64,9,19,0,0,0,38,55,19,293,212,133.35,336.65,804,1486,
120,1400000US32003005349,"Census Tract 53.49, Clark County, Nevada",0,0,0,0,0,0,0,0,18,44,0,54,422,0,0,0,0,0,0,0,0,99,78,57,188,619,0,24,20,42,0,11,0,0,107,22,218,175,86,22.2,356.8,692,1157,
121,1400000US32003005350,"Census Tract 53.50, Clark County, Nevada",0,0,15,0,0,25,0,0,0,21,17,51,303,0,0,0,0,0,0,0,15,13,57,52,166,331,0,27,0,0,0,53,16,16,24,44,24,127,42,126.85,157.15,437,763,
122,1400000US32003005351,"Census Tract 53.51, Clark County, Nevada",0,0,0,119,0,36,0,18,0,84,29,87,330,0,0,0,46,18,0,0,0,67,66,40,93,501,17,0,0,29,0,0,19,17,92,49,0,278,220,106.95,350.05,527,1204,
123,1400000US32003005352,"Census Tract 53.52, Clark County, Nevada",11,0,15,0,0,0,0,0,31,7,63,49,462,10,8,25,0,0,0,30,0,77,38,57,217,435,0,0,49,0,0,0,15,0,12,77,61,221,118,51,236,668,1073,
124,1400000US32003005353,"Census Tract 53.53, Clark County, Nevada",0,0,0,0,0,18,0,0,39,100,33,86,543,140,0,0,55,0,0,14,0,89,61,15,169,435,13,0,0,0,0,0,13,46,109,168,14,72,208,102.85,554.15,389,1254,
125,1400000US32003005354,"Census Tract 53.54, Clark County, Nevada",0,0,0,14,27,74,0,27,118,11,95,213,411,0,0,0,9,38,56,0,0,115,85,0,108,461,0,0,0,0,62,54,0,24,128,41,24,128,86.5,316.55,479.95,568,1451,
126,1400000US32003005355,"Census Tract 53.55, Clark County, Nevada",0,93,46,0,0,0,0,0,0,22,35,189,238,0,29,0,0,0,28,0,0,21,21,45,94,252,0,0,0,0,0,27,0,0,79,22,0,124,168,60,160,487,875,
127,1400000US32003005356,"Census Tract 53.56, Clark County, Nevada",0,0,24,0,0,32,0,0,0,32,36,55,276,0,0,0,0,0,46,0,7,11,68,14,130,125,0,0,0,0,7,19,0,7,6,14,4,68,27.5,115.35,130.15,307,580,
128,1400000US32003005357,"Census Tract 53.57, Clark County, Nevada",0,0,44,76,0,19,0,21,107,0,114,175,657,0,16,65,21,0,38,0,19,83,34,42,339,404,14,32,22,0,0,0,0,0,89,34,63,150,290,110.95,333.05,883,1617,
129,1400000US32003005358,"Census Tract 53.58, Clark County, Nevada",0,0,7,0,0,0,0,0,103,70,91,87,415,18,0,0,4,5,0,0,0,98,126,69,95,385,4,0,13,0,18,8,0,0,76,73,68,125,57.5,33.35,532.15,535,1158,
130,1400000US32003005359,"Census Tract 53.59, Clark County, Nevada",0,0,0,0,0,28,0,0,86,0,108,106,795,0,0,0,48,94,0,0,0,85,95,130,343,920,0,38,0,30,0,0,0,0,145,293,110,304,163,90.8,688.2,1101,2043,
131,1400000US32003005360,"Census Tract 53.60, Clark County, Nevada",60,0,37,7,57,20,0,24,110,36,21,65,326,29,0,10,0,7,18,0,20,92,76,7,67,206,13,11,0,0,0,31,0,71,0,19,13,48,199,226.1,322.9,221,969,
167,1400000US32003005421,"Census Tract 54.21, Clark County, Nevada",155,19,84,13,18,17,70,0,0,6,0,0,133,40,0,57,0,0,0,22,0,14,0,0,0,218,51,24,28,15,59,0,11,0,24,6,0,0,524.5,160.4,48.1,0,733,
250,1400000US32003005422,"Census Tract 54.22, Clark County, Nevada",101,0,96,0,29,0,0,23,62,18,0,0,515,220,0,0,46,0,0,0,47,202,0,0,0,501,0,0,137,23,0,74,0,67,174,26,0,0,637.5,247.4,460.1,0,1345,
168,1400000US32003005423,"Census Tract 54.23, Clark County, Nevada",122,0,33,31,46,0,17,0,22,72,12,0,381,26,0,30,65,21,66,16,18,49,77,0,13,442,66,0,0,46,66,30,0,54,115,26,25,14,485.5,276.8,351.7,64,1178,
381,1400000US32003005432,"Census Tract 54.32, Clark County, Nevada",0,0,0,17,19,7,0,41,184,172,0,214,237,0,17,0,15,0,0,0,20,107,0,16,62,235,0,0,0,29,0,0,0,1,115,15,18,57,87.5,98.8,572.7,367,1126,
169,1400000US32003005433,"Census Tract 54.33, Clark County, Nevada",0,40,0,0,9,11,0,34,69,36,24,87,327,9,17,0,14,23,0,0,65,51,47,8,93,430,8,11,0,0,0,0,0,0,64,110,106,131,115,135.2,367.8,449,1067,
132,1400000US32003005434,"Census Tract 54.34, Clark County, Nevada",25,0,0,0,0,0,0,17,82,138,65,48,432,12,0,0,0,26,0,0,44,115,91,88,56,479,0,0,0,21,39,0,0,30,94,120,39,136,90.5,138.05,625.45,432,1286,
133,1400000US32003005435,"Census Tract 54.35, Clark County, Nevada",22,0,0,26,0,34,14,0,11,37,0,43,357,11,0,0,12,0,103,7,0,60,83,36,45,129,0,0,0,0,0,40,0,0,29,40,0,20,71,203,255,144,673,
134,1400000US32003005436,"Census Tract 54.36, Clark County, Nevada",0,0,98,17,0,0,0,0,408,118,45,143,395,20,0,18,0,0,0,0,0,127,175,36,19,791,20,0,65,0,0,0,0,63,183,147,47,266,238,98.9,1122.1,556,2015,
135,1400000US32003005437,"Census Tract 54.37, Clark County, Nevada",0,0,0,0,0,0,0,0,6,0,7,61,55,0,0,0,0,0,0,0,0,5,0,7,43,78,0,0,0,0,0,0,0,0,0,16,25,37,0,0.55,26.45,180,207,
137,1400000US32003005438,"Census Tract 54.38, Clark County, Nevada",37,0,27,0,0,10,0,0,93,14,7,9,196,23,0,23,0,26,29,0,0,69,26,0,0,219,53,11,24,0,51,0,30,0,0,50,0,0,236.5,115.6,243.9,16,612,
138,1400000US32003005439,"Census Tract 54.39, Clark County, Nevada",37,8,0,0,0,0,0,33,124,0,0,9,335,52,22,19,0,0,33,16,22,126,0,13,32,249,45,0,14,17,0,49,15,0,94,15,0,0,214,185.2,341.8,54,795,
225,1400000US32003005501,"Census Tract 55.01, Clark County, Nevada",0,0,53,0,0,28,0,0,0,0,0,56,215,0,0,23,0,0,0,0,0,127,27,0,38,190,0,0,0,0,0,28,0,0,0,0,0,162,76,62.35,147.65,256,542,
382,1400000US32003005502,"Census Tract 55.02, Clark County, Nevada",10,0,66,20,19,0,0,16,61,29,55,53,230,9,0,0,19,0,0,0,0,0,0,23,179,186,0,0,0,0,0,0,60,0,21,44,41,20,133.5,89.6,150.9,371,745,
166,1400000US32003005503,"Census Tract 55.03, Clark County, Nevada",0,0,0,0,0,0,0,19,53,16,0,0,288,25,0,0,0,0,16,0,17,101,129,0,0,209,32,0,0,0,0,0,0,0,63,114,0,0,57,62.85,465.15,0,585,
532,1400000US32003005504,"Census Tract 55.04, Clark County, Nevada",0,15,0,38,0,17,0,22,37,14,0,33,249,0,0,0,19,28,12,0,11,75,40,10,54,396,0,0,0,0,38,0,0,50,50,115,36,107,105,153.1,322.9,240,821,
251,1400000US32003005607,"Census Tract 56.07, Clark County, Nevada",11,0,32,27,0,0,22,9,50,22,8,0,253,0,7,31,12,0,94,41,0,34,27,7,0,247,0,7,42,57,0,50,6,0,0,41,21,23,226,226.2,169.8,59,681,
373,1400000US32003005612,"Census Tract 56.12, Clark County, Nevada",0,0,0,0,0,0,0,0,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,11,0,0,0,0,0,0,0,0,0,8,23,3.85,91.15,8,126,
499,1400000US32003005613,"Census Tract 56.13, Clark County, Nevada",0,0,0,0,24,46,7,0,186,94,11,5,562,19,0,0,0,22,42,20,0,166,182,71,40,827,0,0,0,13,0,64,70,44,137,245,105,149,55,340.45,985.55,381,1762,
139,1400000US32003005614,"Census Tract 56.14, Clark County, Nevada",0,22,25,37,11,55,5,2,123,13,19,0,234,9,0,44,48,0,46,0,10,66,0,11,0,145,11,0,34,14,0,17,12,0,51,0,6,0,249.5,164.5,241,36,691,
136,1400000US32003005615,"Census Tract 56.15, Clark County, Nevada",0,11,0,0,6,38,0,0,8,15,5,0,91,0,10,1,52,0,21,0,0,7,0,0,0,83,8,10,2,25,0,22,0,0,0,0,16,0,122,84.75,29.25,21,257,
371,1400000US32003005702,"Census Tract 57.02, Clark County, Nevada",38,37,0,0,0,0,0,0,8,0,0,0,50,0,0,8,0,17,0,0,0,16,9,0,0,83,0,10,7,9,0,10,0,14,33,0,0,0,117.5,35.35,63.15,0,216,
226,1400000US32003005703,"Census Tract 57.03, Clark County, Nevada",0,0,0,0,0,0,6,0,0,0,0,0,35,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,
252,1400000US32003005704,"Census Tract 57.04, Clark County, Nevada",0,0,0,11,8,0,0,0,0,0,11,0,16,0,16,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,8,5,0,0,0,0,37,17,0,11,65,
500,1400000US32003005705,"Census Tract 57.05, Clark County, Nevada",15,0,0,0,0,11,0,0,13,0,0,0,50,0,0,0,0,0,0,0,2,0,38,10,0,21,0,0,0,0,0,0,0,2,0,19,0,0,15,15.65,69.35,10,110,
140,1400000US32003005711,"Census Tract 57.11, Clark County, Nevada",0,0,0,0,0,0,0,0,65,31,67,134,461,0,0,0,0,0,7,0,12,56,58,89,239,805,13,0,0,0,0,0,0,13,106,132,63,478,13,43.35,436.65,1070,1563,
141,1400000US32003005712,"Census Tract 57.12, Clark County, Nevada",0,0,0,47,25,0,0,54,98,144,114,208,856,0,59,0,59,22,0,0,62,109,205,147,193,506,0,0,0,0,0,0,17,72,21,129,107,160,188.5,239.9,694.6,929,2052,
417,1400000US32003005713,"Census Tract 57.13, Clark County, Nevada",0,0,0,0,0,0,0,0,135,53,95,223,655,0,44,0,0,0,0,0,0,39,140,47,385,220,6,0,0,0,0,0,0,0,16,33,22,143,50,9.5,406.5,915,1381,
418,1400000US32003005714,"Census Tract 57.14, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419,1400000US32003005715,"Census Tract 57.15, Clark County, Nevada",0,0,0,0,0,0,0,0,13,34,30,138,315,0,0,0,0,0,0,0,0,60,14,12,229,421,0,0,0,0,12,0,0,0,82,9,0,318,6,13.75,204.25,727,951,
420,1400000US32003005716,"Census Tract 57.16, Clark County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,75,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,101,101,
383,1400000US32003005803,"Census Tract 58.03, Clark County, Nevada",11,0,31,60,0,34,10,0,67,54,32,35,330,0,0,11,0,0,113,19,0,0,51,10,126,258,15,0,10,30,0,38,51,0,44,23,0,47,168,270.55,233.45,250,922,
384,1400000US32003005804,"Census Tract 58.04, Clark County, Nevada",0,44,0,0,0,0,0,0,79,0,0,18,133,0,0,0,81,0,0,0,0,0,0,0,52,274,0,0,0,119,0,15,0,0,0,57,0,83,244,18.95,132.05,153,548,
170,1400000US32003005805,"Census Tract 58.05, Clark County, Nevada",23,0,0,0,0,0,0,0,47,16,0,11,96,0,0,0,0,0,0,0,0,33,14,27,22,194,0,0,0,0,0,9,0,0,75,21,38,51,23,16.75,198.25,149,387,
386,1400000US32003005806,"Census Tract 58.06, Clark County, Nevada",0,0,0,45,0,37,30,36,0,13,37,187,242,0,0,0,36,0,92,0,43,0,35,9,27,215,0,0,0,0,0,0,7,23,24,45,39,77,81,269.2,115.8,376,842,
253,1400000US32003005807,"Census Tract 58.07, Clark County, Nevada",55,13,0,37,63,0,0,0,49,0,25,90,346,94,60,0,28,25,0,12,0,24,14,55,34,267,0,60,0,63,18,9,0,0,16,7,43,51,463,78.45,105.55,298,945,
171,1400000US32003005808,"Census Tract 58.08, Clark County, Nevada",31,0,0,8,0,0,0,0,10,0,13,23,105,5,0,9,0,0,0,18,0,0,11,12,50,156,10,0,19,0,0,4,0,0,17,6,31,69,82,23.35,42.65,198,346,
374,1400000US32003005809,"Census Tract 58.09, Clark County, Nevada",0,19,0,21,0,0,0,45,21,0,27,79,235,0,19,34,26,0,0,0,39,57,0,27,33,307,0,17,70,39,0,11,0,0,29,0,50,91,245,100.35,101.65,307,754,
375,1400000US32003005811,"Census Tract 58.11, Clark County, Nevada",13,0,0,0,0,0,20,0,144,33,0,62,754,0,71,0,56,0,0,0,152,308,19,28,120,791,30,35,25,54,0,22,18,67,134,96,110,200,284,308.3,704.7,520,1817,
254,1400000US32003005813,"Census Tract 58.13, Clark County, Nevada",13,0,0,0,6,0,0,11,165,51,0,86,314,13,0,29,12,13,0,0,0,116,13,90,28,279,23,18,0,12,0,10,0,0,150,14,32,20,129.5,52.05,487.45,256,925,
504,1400000US32003005818,"Census Tract 58.18, Clark County, Nevada",0,0,15,0,0,0,77,0,0,0,0,0,85,0,0,16,0,0,0,0,0,9,60,0,0,22,8,0,0,0,14,0,0,0,0,0,0,0,46,84.45,68.55,0,199,
421,1400000US32003005822,"Census Tract 58.22, Clark County, Nevada",0,71,0,20,0,28,0,0,32,175,127,218,799,11,0,0,11,0,0,35,15,97,191,76,363,684,0,0,0,11,0,0,96,43,100,21,50,363,124,228.45,604.55,1197,2154,
422,1400000US32003005823,"Census Tract 58.23, Clark County, Nevada",32,0,14,0,19,17,0,0,104,100,33,297,700,0,0,14,0,0,0,0,29,11,90,112,444,557,0,11,0,21,54,0,0,32,0,54,81,304,128.5,120.25,353.25,1271,1873,
423,1400000US32003005824,"Census Tract 58.24, Clark County, Nevada",0,0,0,0,11,0,0,0,55,16,27,43,376,18,60,13,0,0,58,10,0,30,51,65,71,424,18,0,0,0,0,33,0,0,109,14,65,185,114.5,116.2,265.3,456,952,
424,1400000US32003005825,"Census Tract 58.25, Clark County, Nevada",0,71,0,64,40,0,0,0,0,0,0,0,391,27,140,48,0,16,15,0,0,111,0,0,34,459,28,88,96,33,0,29,21,0,109,0,0,55,623,104,209,89,1025,
425,1400000US32003005826,"Census Tract 58.26, Clark County, Nevada",0,0,0,0,0,32,0,0,226,0,0,106,234,0,0,0,0,0,15,0,0,105,6,44,64,125,0,0,0,0,0,0,0,0,19,42,6,58,0,64.5,380.5,278,723,
426,1400000US32003005827,"Census Tract 58.27, Clark County, Nevada",73,41,0,40,0,112,0,61,89,37,87,401,526,84,0,0,0,30,156,0,0,0,17,16,223,490,31,0,0,36,0,43,0,20,0,113,71,176,320,411.45,251.55,974,1957,
427,1400000US32003005828,"Census Tract 58.28, Clark County, Nevada",0,0,0,0,37,203,0,32,107,195,84,356,1041,0,0,0,0,38,0,0,21,250,312,78,342,524,0,0,0,0,35,0,0,0,127,95,175,92,55,335.2,1061.8,1127,2579,
428,1400000US32003005829,"Census Tract 58.29, Clark County, Nevada",69,18,0,65,0,0,91,40,367,16,65,34,477,60,0,14,17,0,0,25,107,72,18,164,0,505,62,0,49,0,0,34,23,53,172,0,65,47,354,403.55,614.45,375,1747,
429,1400000US32003005830,"Census Tract 58.30, Clark County, Nevada",87,0,15,37,0,0,0,0,51,96,77,62,359,51,0,15,11,102,0,0,0,53,53,24,50,165,8,0,0,21,19,0,28,0,7,43,10,29,305.5,94.05,297.45,252,949,
431,1400000US32003005831,"Census Tract 58.31, Clark County, Nevada",0,14,0,6,0,11,35,0,175,48,89,140,519,0,27,0,7,51,6,41,0,152,43,76,116,332,0,0,0,0,0,0,0,0,156,52,62,62,79.5,142.65,601.85,545,1369,
432,1400000US32003005832,"Census Tract 58.32, Clark County, Nevada",14,15,0,52,0,22,16,38,234,197,80,216,755,40,82,0,10,0,42,7,0,209,153,108,104,411,0,28,0,19,0,21,0,0,99,125,85,34,260,173.1,989.9,627,2050,
433,1400000US32003005833,"Census Tract 58.33, Clark County, Nevada",0,0,0,15,36,0,52,73,214,106,172,252,948,0,0,0,7,0,50,30,22,151,463,132,93,772,41,0,0,8,0,31,32,46,128,302,69,115,89,378.65,1339.35,833,2640,
430,1400000US32003005834,"Census Tract 58.34, Clark County, Nevada",0,0,0,0,0,4,12,35,38,29,21,45,224,0,2,0,0,0,19,0,25,36,56,21,65,197,0,2,0,0,0,2,0,0,29,47,30,87,4,102.15,229.85,269,605,
434,1400000US32003005835,"Census Tract 58.35, Clark County, Nevada",0,0,0,23,28,31,0,0,11,117,35,92,311,0,10,0,70,0,27,0,0,11,0,91,102,545,0,0,0,56,49,10,0,0,8,19,122,281,197.5,108,164.5,723,1193,
435,1400000US32003005836,"Census Tract 58.36, Clark County, Nevada",21,24,8,0,13,0,0,0,34,44,113,138,270,0,0,5,40,24,0,0,0,41,65,38,57,354,0,0,13,61,12,0,0,0,49,55,115,49,196.5,30.7,281.8,510,1019,
436,1400000US32003005837,"Census Tract 58.37, Clark County, Nevada",0,0,0,0,88,0,0,11,109,79,69,48,539,0,0,0,17,108,0,0,15,89,110,36,164,506,41,0,0,17,88,24,0,0,102,80,18,136,217,207,554,471,1449,
437,1400000US32003005838,"Census Tract 58.38, Clark County, Nevada",92,0,0,16,0,26,0,42,181,83,50,98,780,12,0,0,46,34,25,0,19,292,154,143,55,394,35,0,0,10,0,14,13,9,164,51,25,73,228,196.85,893.15,444,1762,
438,1400000US32003005839,"Census Tract 58.39, Clark County, Nevada",22,0,0,0,255,0,0,0,135,146,106,136,453,8,39,0,0,7,0,0,0,80,65,115,139,312,0,0,12,0,7,21,0,0,56,61,33,122,215.5,169.05,529.45,651,1565,
439,1400000US32003005840,"Census Tract 58.40, Clark County, Nevada",73,27,46,104,0,19,0,56,369,358,179,115,1333,239,26,177,39,53,9,0,53,141,375,170,51,1171,198,36,167,79,28,0,0,0,164,224,204,71,1251.5,211.2,1597.3,790,3850,
440,1400000US32003005841,"Census Tract 58.41, Clark County, Nevada",13,0,0,0,0,0,0,0,13,87,0,243,453,12,0,31,0,0,0,0,0,24,33,35,318,615,0,7,61,0,0,0,30,0,12,77,51,377,124,32.45,243.55,1024,1424,
441,1400000US32003005842,"Census Tract 58.42, Clark County, Nevada",8,0,0,0,0,0,0,0,66,0,14,74,212,17,0,0,0,0,0,0,0,36,19,61,79,272,6,0,0,0,0,18,0,0,48,31,9,160,31,25.5,192.5,397,646,
442,1400000US32003005843,"Census Tract 58.43, Clark County, Nevada",51,0,0,0,17,0,10,0,35,0,9,50,317,41,0,0,0,17,0,11,20,52,48,13,115,149,0,0,13,0,17,0,10,9,13,24,12,51,130.5,90.5,167,250,638,
443,1400000US32003005844,"Census Tract 58.44, Clark County, Nevada",0,11,0,0,0,0,0,0,62,70,110,152,403,17,28,0,0,0,0,0,0,26,50,183,99,384,0,54,0,0,51,0,0,0,27,33,28,191,135.5,31.25,262.25,763,1192,
